Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Unnamed: 20_level_0
19,Alexandre Alemão,br BRA,FW,Oviedo,25,1998,16.2,2,0,0,38,37,11,9,3,10,,,0,Matches
20,Diego Alende,es ESP,DF,FC Andorra,25,1997,7.6,1,1,0,5,1,1,0,12,6,,,0,Matches
21,Ángel Algobia,es ESP,MF,Levante,24,1999,12.8,2,0,0,21,2,0,5,10,7,,,0,Matches
22,Christos Almpanis,gr GRE,"FW,MF",FC Andorra,28,1994,0.5,0,0,0,0,0,0,0,0,1,,,0,Matches
23,Javier Alonso,es ESP,MF,Tenerife,24,1998,0.2,0,0,0,0,0,0,0,0,1,,,0,Matches
24,Julio Alonso,es ESP,DF,Albacete,24,1998,23.6,5,0,0,24,30,0,78,19,32,,,0,Matches
25,Adrià Altimira,es ESP,"DF,MF",Villarreal B,22,2001,25.2,3,0,0,33,49,1,44,18,35,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
26,Altube,es ESP,GK,Albacete,23,2000,5.0,1,0,0,0,0,0,0,1,0,,,0,Matches
27,Carlos Álvarez,es ESP,MF,Levante,19,2003,20.9,4,0,0,28,44,1,43,10,24,,,0,Matches
28,Cristian Álvarez,ar ARG,GK,Zaragoza,37,1985,12.7,1,0,0,0,1,0,0,0,0,,,0,Matches
29,Iker Álvarez,ad AND,GK,Villarreal B,22,2001,32.0,3,0,0,1,2,0,0,0,0,,,1,Matches
30,Sergio Álvarez,es ESP,"MF,DF",Eibar,31,1992,23.5,4,1,1,32,16,0,1,25,36,,,0,Matches
31,Rubén Alves,es ESP,DF,Racing Sant,28,1994,21.6,5,1,1,21,13,3,0,23,21,,,0,Matches
32,Jair Amador,gq EQG,DF,Zaragoza,33,1989,31.7,9,0,0,30,4,1,2,39,22,,,1,Matches
33,Selim Amallah,ma MAR,"FW,MF",Valladolid,26,1996,0.3,0,0,0,3,0,0,0,1,0,,,0,Matches
34,Amath,sn SEN,"MF,FW",Valladolid,27,1996,6.3,2,0,0,12,12,1,15,2,4,,,0,Matches
35,Jose Amo,es ESP,DF,Tenerife,25,1998,27.6,12,0,0,46,18,3,1,29,14,,,1,Matches
36,Lucas Anacker,br BRA,GK,Alcorcón,26,1996,13.0,0,0,0,0,1,0,0,1,0,,,0,Matches
37,Florin Andone,ro ROU,FW,Eldense,30,1993,15.7,7,0,0,62,29,15,9,2,8,,,0,Matches
38,Marcos André,br BRA,FW,Valladolid,26,1996,6.2,4,0,0,13,7,1,0,1,2,,,0,Matches
39,Andy,es ESP,MF,Cartagena,33,1990,19.8,3,0,0,16,20,0,100,19,20,,,0,Matches
40,Andy,es ESP,FW,Burgos,33,1990,2.0,1,0,0,2,2,0,16,0,0,,,0,Matches
41,José Ángel,es ESP,"DF,MF",Sporting Gijón,33,1989,33.3,8,0,0,30,15,0,273,32,44,,,0,Matches
42,Josep Antoni Gayá,es ESP,DF,Amorebieta,23,2000,17.2,7,0,0,26,7,0,1,27,23,,,0,Matches
43,José Antonio Ríos,es ESP,DF,Eibar,33,1990,18.5,2,0,0,12,8,2,76,12,20,,,0,Matches
44,Juan Antonio Ros,es ESP,DF,Albacete,27,1996,12.2,5,1,0,24,10,0,1,16,10,,,0,Matches
45,Antoniu,es ESP,MF,Espanyol,20,2002,2.7,3,0,0,6,3,0,7,4,6,,,0,Matches
46,Anuar,ma MAR,"MF,FW",Valladolid,28,1995,10.2,5,0,0,26,23,5,21,6,10,,,0,Matches
47,Kévin Appin,mq MTQ,"MF,FW",Burgos,25,1998,16.1,5,0,0,29,19,2,16,11,28,,,0,Matches
48,Aritz Arambarri,es ESP,DF,Leganés,25,1998,17.9,5,0,0,23,6,1,2,23,8,,,0,Matches
49,Arana,es ESP,FW,Eibar,23,2000,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
50,Arana,es ESP,FW,Racing Sant,23,2000,27.3,8,0,0,46,50,20,4,2,6,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
51,Anaitz Arbilla,es ESP,DF,Eibar,36,1987,39.0,5,0,0,30,14,2,6,48,34,,,0,Matches
52,Jeremy Arévalo,ec ECU,FW,Racing Sant,18,2005,1.6,0,0,0,1,2,1,1,0,1,,,0,Matches
53,Ayman Arguigue,ma MAR,FW,Huesca,18,2005,0.0,1,0,0,1,0,0,0,0,0,,,0,Matches
54,Anderson Arroyo,co COL,DF,Burgos,23,1999,14.9,4,0,0,3,13,0,12,17,11,,,0,Matches
55,Anderson Arroyo,co COL,DF,FC Andorra,23,1999,4.7,0,0,0,1,8,0,1,5,3,,,0,Matches
56,Juan Artola,es ESP,"FW,MF",Alcorcón,23,2000,9.1,4,0,0,21,16,12,6,3,10,,,0,Matches
57,Miguel Atienza,es ESP,MF,Burgos,24,1999,28.3,6,0,0,38,42,0,1,44,30,,,0,Matches
58,Javier Avilés,es ESP,"FW,MF",Amorebieta,25,1997,7.0,1,0,0,13,14,8,20,2,3,,,0,Matches
59,Iván Ayllón,es ESP,"FW,MF",Cartagena,22,2001,5.7,0,0,0,7,11,2,4,4,4,,,0,Matches
60,Diego Aznar,es ESP,FW,Huesca,19,2003,0.3,0,0,0,1,0,0,0,0,0,,,0,Matches
61,Ivan Azón,es ESP,FW,Zaragoza,20,2002,27.3,1,0,0,32,58,32,17,4,14,,,0,Matches
62,Jean-Sylvain Babin,mq MTQ,DF,Alcorcón,36,1986,18.9,3,0,0,10,9,2,0,14,11,,,0,Matches
63,Édgar Badía,es ESP,GK,Elche,31,1992,7.0,1,0,0,0,0,0,0,0,0,,,0,Matches
64,Édgar Badía,es ESP,GK,Zaragoza,31,1992,18.0,1,0,0,0,2,0,0,0,0,,,0,Matches
65,Loic Badiashile,fr FRA,GK,Burgos,25,1998,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
66,Miguel Baeza,es ESP,MF,Mirandés,23,2000,3.6,0,0,0,3,2,0,7,5,3,,,0,Matches
67,Sinan Bakış,tr TUR,FW,Zaragoza,29,1994,12.4,4,0,0,15,7,11,1,1,4,,,0,Matches
68,Alex Balboa,gq EQG,MF,Huesca,22,2001,4.5,2,1,0,10,12,0,2,11,6,,,0,Matches
69,Keita Baldé,sn SEN,FW,Espanyol,28,1995,5.2,5,0,0,19,12,10,5,1,6,,,0,Matches
70,Adrian Baquerin,es ESP,FW,Valladolid,16,2007,0.8,0,0,0,1,2,1,0,0,0,,,0,Matches
71,Barbu,es ESP,DF,Mirandés,22,2001,14.5,5,0,0,25,17,1,1,12,4,,,0,Matches
72,Barcia,es ESP,DF,Mirandés,22,2000,37.0,5,0,0,28,14,0,2,45,36,,,0,Matches
73,Keidi Bare,al ALB,MF,Espanyol,25,1997,21.5,9,0,0,38,61,0,33,23,18,,,0,Matches
74,Bernabé Barragán,es ESP,GK,Albacete,30,1993,25.0,2,0,0,0,2,0,0,0,0,,,0,Matches
75,Djakaría Barro,ci CIV,MF,Cartagena,21,2002,0.2,0,0,0,0,1,0,0,1,1,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
76,Borja Bastón,es ESP,FW,Oviedo,30,1992,26.7,0,0,0,23,43,12,12,4,9,,,0,Matches
77,Roko Baturina,hr CRO,FW,Racing Sant,23,2000,2.7,0,0,0,4,5,0,2,0,1,,,0,Matches
78,Jon Bautista,es ESP,FW,Eibar,28,1995,25.5,6,0,0,53,23,27,15,6,21,,,0,Matches
79,Rafael Bauza,es ESP,MF,Espanyol,18,2005,1.0,0,0,0,1,1,0,0,3,1,,,0,Matches
80,Jesús Belza,es ESP,MF,Tenerife,19,2004,3.5,1,0,0,1,3,0,8,1,2,,,0,Matches
81,Iker Benito,es ESP,"FW,MF",FC Andorra,20,2002,25.6,3,0,0,28,35,0,64,16,18,,,0,Matches
82,Pedro Benito,es ESP,FW,Albacete,23,2000,0.6,0,0,0,3,0,0,0,0,0,,,0,Matches
83,Álex Bermejo,es ESP,MF,Burgos,24,1998,14.0,0,0,0,15,22,1,30,3,8,,,0,Matches
84,Sergio Bermejo,es ESP,MF,Elche,25,1997,5.6,2,0,0,8,11,0,10,2,5,,,0,Matches
85,Sergio Bermejo,es ESP,"MF,FW",Zaragoza,25,1997,6.6,1,0,0,16,14,1,27,4,4,,,0,Matches
86,Álex Bernal,es ESP,"MF,FW",Eldense,32,1991,18.9,5,0,0,39,36,3,19,26,21,,,0,Matches
87,Jesús Bernal,es ESP,MF,Racing Ferrol,26,1996,40.1,7,0,0,39,12,1,7,60,44,,,0,Matches
88,Juan Berrocal,es ESP,DF,Eibar,24,1999,31.9,10,4,2,34,13,0,3,39,15,,,0,Matches
89,Pedro Bigas,es ESP,DF,Elche,32,1990,34.8,6,0,0,25,18,2,5,33,14,,,0,Matches
90,Iker Bilbao,es ESP,MF,Alcorcón,27,1996,1.2,1,0,0,4,0,0,1,1,1,,,0,Matches
91,Stipe Biuk,hr CRO,"FW,MF",Valladolid,20,2002,5.0,1,0,0,4,9,0,23,1,7,,,0,Matches
92,Fabio Blanco,es ESP,FW,Villarreal B,19,2004,0.2,0,0,0,0,0,0,4,0,0,,,0,Matches
93,Lautaro Blanco,ar ARG,"DF,MF",Elche,24,1999,3.7,2,0,0,7,5,0,45,2,3,,,0,Matches
94,Jérémy Blasco,fr FRA,DF,Huesca,24,1999,24.7,4,0,0,20,11,2,3,17,15,,,0,Matches
95,Alejandro Blesa,es ESP,MF,Levante,21,2002,0.1,0,0,0,0,0,0,0,1,0,,,0,Matches
96,Adam Boayar,ma MAR,FW,Elche,17,2005,2.5,1,0,0,7,8,0,1,1,4,,,0,Matches
97,Yann Bodiger,fr FRA,MF,Tenerife,28,1995,12.1,4,0,0,22,17,0,3,14,12,,,0,Matches
98,Jovanny Bolívar,ve VEN,FW,Albacete,21,2001,0.5,0,0,0,1,0,0,0,0,0,,,0,Matches
99,Jovanny Bolívar,ve VEN,FW,Huesca,21,2001,3.4,3,0,0,7,3,1,1,1,4,,,0,Matches
100,Mohamed Bouldini,ma MAR,FW,Levante,27,1995,23.0,10,0,0,64,27,18,7,6,18,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
101,Ruben Bover,es ESP,MF,FC Andorra,31,1992,20.2,4,1,0,13,24,2,59,10,17,,,0,Matches
102,Lucas Boyé,ar ARG,FW,Elche,27,1996,2.4,1,0,0,5,5,1,1,0,1,,,0,Matches
103,Enzo Boyomo,cm CMR,DF,Valladolid,21,2001,33.1,5,1,0,29,8,1,5,30,46,,,0,Matches
104,Martin Braithwaite,dk DEN,FW,Espanyol,32,1991,37.1,4,0,0,44,60,18,21,5,11,,,0,Matches
105,Darko Brašanac,rs SRB,MF,Leganés,31,1992,7.3,3,0,0,10,7,0,2,7,10,,,0,Matches
106,Juanma Bravo,es ESP,"MF,FW",Alcorcón,25,1998,10.4,2,0,0,24,6,3,20,9,23,,,0,Matches
107,Abel Bretones,es ESP,DF,Oviedo,22,2000,36.1,9,0,0,35,50,2,203,36,62,,,0,Matches
108,Yan Brice Eteki,cm CMR,MF,Alcorcón,25,1997,26.6,12,1,0,51,44,0,3,25,39,,,0,Matches
109,Brugui,es ESP,"MF,FW",Levante,26,1996,20.6,1,1,0,24,22,8,36,16,21,,,0,Matches
110,Aitor Buñuel,es ESP,DF,Tenerife,25,1998,17.1,4,0,0,23,15,0,55,16,22,,,0,Matches
111,Unai Bustinza,es ESP,DF,Amorebieta,31,1992,16.5,6,1,1,20,24,3,11,22,18,,,1,Matches
112,Álvaro Bustos,es ESP,MF,Alcorcón,28,1995,2.7,0,0,0,3,4,1,13,3,3,,,0,Matches
113,Pau Cabanes,es ESP,FW,Villarreal B,18,2005,0.3,1,0,0,3,1,1,0,0,0,,,0,Matches
114,Yeray Cabanzón,es ESP,MF,Racing Sant,20,2003,2.3,2,0,0,5,2,0,10,2,5,,,0,Matches
115,Jorge Cabello,es ESP,DF,Levante,19,2004,5.7,0,0,0,2,6,0,0,1,7,,,0,Matches
116,Leandro Cabrera,uy URU,DF,Espanyol,32,1991,34.4,6,0,0,37,11,0,33,32,30,,,0,Matches
117,Fernando Calero,es ESP,DF,Espanyol,27,1995,19.9,9,1,0,26,8,2,3,38,38,,,0,Matches
118,Iván Calero,es ESP,DF,Cartagena,28,1995,36.0,8,0,0,39,34,1,133,29,49,,,0,Matches
119,Eric Callís,es ESP,DF,Alcorcón,21,2002,1.3,0,1,0,0,1,0,6,2,2,,,0,Matches
120,Álex Calvo,es ESP,FW,FC Andorra,19,2004,13.4,1,0,0,24,14,5,47,5,15,,,0,Matches
121,Dani Calvo,es ESP,DF,Oviedo,29,1994,39.0,9,1,1,30,15,2,5,32,28,,,0,Matches
122,Víctor Camarasa,es ESP,MF,Oviedo,29,1994,5.1,1,0,0,8,2,0,10,9,4,,,0,Matches
123,Diego Campo,es ESP,MF,Racing Sant,21,2001,0.1,1,0,0,1,0,0,0,0,0,,,0,Matches
124,Gaspar Campos,es ESP,"MF,FW",Sporting Gijón,23,2000,30.7,8,0,0,26,37,4,84,8,23,,,0,Matches
125,Víctor Campuzano,es ESP,FW,Sporting Gijón,26,1997,9.6,0,0,0,21,19,5,4,0,6,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
126,Álex Cantero,es ESP,"FW,MF",Levante,23,2000,9.8,4,0,0,14,15,3,20,4,5,,,0,Matches
127,Ander Cantero,es ESP,GK,Racing Ferrol,28,1995,42.0,1,0,0,0,9,0,0,0,0,,,0,Matches
128,Ander Capa,es ESP,DF,Levante,31,1992,17.0,7,0,0,20,7,2,28,19,23,,,0,Matches
129,Pedro Capó,es ESP,"MF,DF",Eldense,32,1990,11.1,4,0,0,17,3,0,6,16,13,,,0,Matches
130,Àlex Carbonell,es ESP,MF,Amorebieta,25,1997,21.8,6,1,1,39,47,0,20,29,25,,,0,Matches
131,Álex Cardero,es ESP,MF,Oviedo,19,2003,0.2,0,0,0,0,0,0,1,1,0,,,0,Matches
132,Carlo,es ESP,MF,Villarreal B,22,2001,32.0,3,0,0,36,21,3,8,46,51,,,0,Matches
133,Juan Carlos,es ESP,"FW,MF",Cartagena,32,1991,10.7,3,0,0,12,29,2,35,3,6,,,0,Matches
134,José Carlos Lazo,es ESP,"FW,MF",Espanyol,27,1996,3.6,2,0,0,16,3,3,24,1,3,,,0,Matches
135,Salifo Caropitche,gw GNB,FW,Tenerife,22,2001,0.2,0,0,0,0,1,0,0,0,0,,,0,Matches
136,Sergio Carreira,es ESP,"DF,MF",Elche,22,2000,16.5,1,0,0,13,14,0,40,17,16,,,0,Matches
137,Jordan Carrillo,mx MEX,MF,Sporting Gijón,21,2001,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
138,David Castro,es ESP,DF,Racing Ferrol,27,1995,29.0,8,1,0,51,24,1,1,29,29,,,0,Matches
139,Javier Castro,es ESP,DF,Alcorcón,22,2000,35.6,5,1,1,27,24,2,17,31,32,,,0,Matches
140,Nicolás Castro,ar ARG,MF,Elche,22,2000,28.6,5,1,1,31,15,1,81,21,33,,,0,Matches
141,Santi Cazorla,es ESP,MF,Oviedo,38,1984,10.8,2,0,0,10,17,0,94,6,12,,,0,Matches
142,Iván Cédric,es ESP,FW,Valladolid,21,2001,4.8,1,0,0,12,10,6,0,1,0,,,0,Matches
143,Mamadou Cellou,gn GUI,FW,Cartagena,21,2002,0.0,0,0,0,0,0,1,0,0,0,,,0,Matches
144,Ilyas Chaira,ma MAR,MF,Mirandés,22,2001,31.9,7,0,0,48,35,5,68,18,46,,,0,Matches
145,Chapela,es ESP,MF,Eldense,24,1999,27.2,2,0,0,14,55,12,37,14,17,,,0,Matches
146,Chema,es ESP,DF,Alcorcón,31,1992,18.4,9,2,1,23,7,1,1,25,16,,,0,Matches
147,Julián Chicco,ar ARG,"MF,DF",Leganés,25,1998,16.3,6,1,0,23,12,1,6,18,22,,,0,Matches
148,Chiki,es ESP,"FW,MF",Alcorcón,26,1996,29.0,3,0,0,28,33,9,10,9,7,,,0,Matches
149,Chuca,es ESP,MF,Racing Ferrol,26,1997,4.8,0,0,0,6,6,0,3,2,4,,,0,Matches
150,Churripi,es ESP,GK,Burgos,29,1994,41.0,5,0,0,0,10,0,0,1,2,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
151,Seydouba Cissé,gn GUI,MF,Leganés,22,2001,15.1,4,1,0,25,10,0,27,15,23,,,0,Matches
152,Enrique Clemente,es ESP,DF,Racing Ferrol,24,1999,16.3,2,0,0,10,10,0,2,31,14,,,0,Matches
153,Jesús Clemente,es ESP,MF,Eldense,22,2000,22.0,8,0,0,81,39,6,62,11,23,,,0,Matches
154,Óscar Clemente,es ESP,MF,Levante,24,1999,8.8,0,0,0,9,11,2,17,7,6,,,0,Matches
155,Carlos Clerc,es ESP,DF,Elche,31,1992,33.5,5,1,0,33,31,3,66,53,44,,,0,Matches
156,Diego Collado,es ESP,"FW,MF",Villarreal B,22,2001,15.1,1,0,0,18,35,5,35,3,17,,,0,Matches
157,Santiago Colombatto,ar ARG,MF,Oviedo,26,1997,34.7,11,1,1,49,88,3,236,26,33,,,0,Matches
158,Diego Conde,es ESP,GK,Leganés,24,1998,39.1,0,0,0,0,6,0,0,0,0,,,0,Matches
159,Aitor Córdoba,es ESP,DF,Burgos,28,1995,40.2,2,0,0,20,8,1,4,66,33,,,0,Matches
160,José Corpas,es ESP,"MF,DF",Eibar,32,1991,23.0,8,1,1,40,30,8,100,19,16,,,1,Matches
161,Rober Correa,es ESP,DF,Eibar,30,1992,1.6,1,0,0,0,3,0,6,2,1,,,0,Matches
162,Álex Corredera,es ESP,MF,Tenerife,27,1996,36.2,4,0,0,23,30,0,52,37,38,,,0,Matches
163,Pablo Cortés,es ESP,MF,Zaragoza,19,2004,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
164,Paco Cortés,es ESP,FW,Levante,15,2007,0.5,0,0,0,0,1,0,1,0,0,,,0,Matches
165,David Costas,es ESP,DF,Oviedo,28,1995,17.8,5,0,0,18,16,1,5,33,19,,,0,Matches
166,Enol Coto,es ESP,DF,Sporting Gijón,22,2001,1.4,1,0,0,3,2,0,1,1,0,,,0,Matches
167,Juan Cruz,es ESP,"MF,FW",Leganés,23,2000,10.6,2,0,0,9,10,0,58,3,8,,,0,Matches
168,Sergio Cubero Ezcurra,es ESP,DF,Racing Ferrol,23,1999,24.4,5,0,0,40,38,0,96,38,43,,,0,Matches
169,Cuenca,es ESP,FW,Zaragoza,20,2002,0.1,0,0,0,1,0,0,2,0,0,,,0,Matches
170,Pablo Cuñat,es ESP,GK,Amorebieta,21,2002,26.0,1,0,0,0,4,0,0,0,0,,,0,Matches
171,Curro,es ESP,"FW,MF",Burgos,27,1996,39.3,8,0,0,30,83,6,107,5,26,,,0,Matches
172,Cosimo Marco Da Graca,it ITA,FW,Amorebieta,21,2002,4.9,1,0,0,10,4,4,0,1,1,,,0,Matches
173,Toni Datković,hr CRO,DF,Cartagena,29,1993,1.0,0,0,0,0,1,1,0,1,0,,,0,Matches
174,Toni Datković,hr CRO,DF,Albacete,29,1993,3.6,2,0,0,6,4,0,1,3,3,,,0,Matches
175,Konrad De La Fuente,us USA,MF,Eibar,22,2001,4.1,1,0,0,9,16,5,4,2,3,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
176,Saúl del Cerro,es ESP,MF,Burgos,19,2004,0.2,0,0,0,0,1,0,0,0,0,,,0,Matches
177,Alberto Del Moral,es ESP,MF,Villarreal B,23,2000,19.3,4,0,0,37,28,2,2,15,25,,,1,Matches
178,Moisés Delgado,es ESP,DF,Racing Ferrol,29,1994,25.4,9,1,0,26,27,0,68,39,34,,,0,Matches
179,Julián Delmás,es ESP,DF,Racing Ferrol,28,1995,17.8,1,1,0,23,15,1,82,17,20,,,0,Matches
180,Derick,br BRA,DF,Eldense,29,1993,14.8,4,0,0,14,7,1,39,18,19,,,0,Matches
181,Diego,es ESP,FW,Leganés,23,2000,31.1,3,0,0,50,53,18,21,1,8,,,0,Matches
182,Landry Dimata,be BEL,FW,Espanyol,25,1997,0.5,0,0,0,2,3,0,0,0,0,,,0,Matches
183,Matías Dituro,ar ARG,GK,Elche,36,1987,21.0,1,0,0,0,2,0,0,1,0,,,0,Matches
184,Mohammed Djetei,cm CMR,DF,Albacete,28,1994,21.5,3,0,0,18,6,0,2,33,10,,,1,Matches
185,Naïs Djouahra,fr FRA,"MF,FW",Leganés,23,1999,11.1,1,0,0,9,5,1,41,4,12,,,0,Matches
186,John Donald,es ESP,"MF,DF",Elche,22,2000,18.9,5,0,0,32,12,1,0,26,22,,,0,Matches
187,Josué Dorrio,es ESP,"MF,FW",Amorebieta,29,1994,37.5,3,0,0,42,52,5,175,18,26,,,0,Matches
188,Marc-Olivier Doué,fr FRA,MF,Eldense,22,2000,1.4,2,1,1,6,1,0,4,1,1,,,0,Matches
189,Jonathan Dubasin,be BEL,"MF,FW",Oviedo,23,2000,9.4,3,0,0,10,9,6,17,7,9,,,0,Matches
190,Ivan Durdov,hr CRO,FW,Mirandés,23,2000,4.3,1,0,0,4,8,8,1,1,1,,,0,Matches
191,Dylan,es ESP,MF,Tenerife,17,2006,0.4,0,0,0,0,0,0,0,0,0,,,0,Matches
192,Ryan Edwards,au AUS,"MF,FW",Amorebieta,29,1993,14.8,2,0,0,33,15,4,11,7,10,,,0,Matches
193,Unai Elgezabal,es ESP,"DF,MF",Burgos,30,1993,30.7,11,0,0,31,17,5,2,33,26,,,0,Matches
194,Úmaro Embaló,pt POR,"MF,FW",Cartagena,22,2001,6.0,2,0,0,7,13,8,26,2,5,,,0,Matches
195,Sergi Enrich,es ESP,FW,Zaragoza,33,1990,7.6,2,1,0,17,7,2,1,4,10,,,0,Matches
196,Javier Eraso,es ESP,"FW,MF",Amorebieta,33,1990,8.8,2,0,0,16,9,2,8,2,0,,,0,Matches
197,Dani Escriche,es ESP,"FW,MF",Huesca,25,1998,0.9,0,0,0,4,2,1,0,1,0,,,0,Matches
198,Dani Escriche,es ESP,FW,Albacete,25,1998,20.9,5,0,0,46,39,18,12,11,9,,,0,Matches
199,Sergio Escudero,es ESP,DF,Valladolid,33,1989,28.7,9,0,0,21,36,1,122,19,39,,,0,Matches
200,Carlos Espí,es ESP,FW,Levante,18,2005,0.4,1,0,0,0,0,1,0,1,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
201,Eduardo Espiau,es ESP,FW,Burgos,28,1994,16.8,3,0,0,24,22,6,7,9,2,,,0,Matches
202,Antonio Espigare,es ESP,DF,Villarreal B,18,2004,26.0,3,2,0,26,1,1,4,15,9,,,0,Matches
203,Marco Esteban,es ESP,DF,Oviedo,17,2006,0.5,0,0,0,1,0,0,0,0,2,,,0,Matches
204,Xabier Etxeita,es ESP,DF,Amorebieta,35,1987,25.3,5,0,0,17,7,0,1,23,22,,,0,Matches
205,Edu Expósito,es ESP,MF,Espanyol,26,1996,12.6,3,0,0,21,16,1,55,14,16,,,0,Matches
206,Jokin Ezkieta,es ESP,GK,Racing Sant,26,1996,42.0,2,0,0,0,7,0,0,0,0,,,0,Matches
207,Fabrício,br BRA,"FW,MF",Levante,22,2000,15.1,2,0,0,27,44,14,41,6,8,,,0,Matches
208,Aleix Febas,es ESP,MF,Elche,27,1996,28.0,4,0,0,29,105,1,15,15,52,,,0,Matches
209,Joan Femenías,es ESP,GK,Levante,26,1996,9.0,1,0,0,0,0,0,0,0,0,,,0,Matches
210,Álvaro Fernández,es ESP,GK,Huesca,25,1998,41.0,4,0,0,0,5,0,0,1,1,,,0,Matches
211,Andrés Fernández,es ESP,GK,Levante,36,1986,33.0,3,0,0,0,2,0,0,1,1,,,1,Matches
212,Dani Fernandez,es ESP,DF,Racing Sant,26,1997,17.9,6,0,0,19,23,1,27,10,21,,,0,Matches
213,Daniel Fernández,es ESP,MF,Tenerife,15,2008,0.2,0,0,0,1,0,0,0,0,1,,,0,Matches
