Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Unnamed: 20_level_0
42,Antoñito,es ESP,"DF,MF",Cartagena,33,1987,0.6,0,0,0,2,0,0,5,1,0,,,0,Matches
43,Anuar,ma MAR,"MF,FW",Valladolid,26,1995,10.9,4,0,0,26,21,9,13,7,14,,,0,Matches
44,Emmanuel Apeh,ng NGA,FW,Alcorcón,24,1996,10.7,2,0,0,21,20,14,8,1,8,,,0,Matches
45,Emmanuel Apeh,ng NGA,FW,Tenerife,24,1996,1.8,0,0,0,5,6,4,0,0,0,,,0,Matches
46,Arvin Appiah,eng ENG,"MF,FW",Almería,20,2001,11.8,1,0,0,8,35,3,19,4,8,,,0,Matches
47,Kévin Appin,mq MTQ,MF,Ibiza,23,1998,12.3,2,0,0,29,29,2,11,12,16,,,0,Matches
48,Aritz Arambarri,es ESP,DF,Real Sociedad B,23,1998,21.4,5,0,0,11,7,0,0,24,11,,,0,Matches
49,Anaitz Arbilla,es ESP,DF,Eibar,34,1987,19.2,5,0,0,11,10,0,5,25,16,,,0,Matches
50,Roberto Olabe del Arco,es ESP,MF,Eibar,25,1996,0.0,1,0,0,1,1,0,0,0,1,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
51,Roberto Olabe del Arco,es ESP,MF,Alcorcón,25,1996,12.2,4,0,0,26,31,0,8,14,20,,,0,Matches
52,David Argüelles,es ESP,DF,Sporting Gijón,19,2002,0.3,0,0,0,0,0,0,0,1,2,,,0,Matches
53,José Arnaiz,es ESP,"MF,FW",Leganés,26,1995,30.6,3,0,0,33,73,17,36,20,21,,,1,Matches
54,Aitor Arregi,es ESP,DF,Amorebieta,31,1990,12.7,0,0,0,9,7,0,1,15,4,,,0,Matches
55,Alejandro Arribas,es ESP,DF,Oviedo,32,1989,2.1,0,0,0,2,3,0,0,4,1,,,0,Matches
56,Óscar Arribas,ph PHI,"MF,FW",Alcorcón,22,1998,24.5,0,0,0,22,67,5,68,8,17,,,0,Matches
57,Anderson Arroyo,co COL,DF,Mirandés,21,1999,36.2,4,0,0,24,34,0,3,56,39,,,0,Matches
58,Ricard Artero,es ESP,MF,Girona,18,2003,1.5,0,0,0,3,0,0,0,0,1,,,0,Matches
59,Raúl Asencio,es ESP,FW,Alcorcón,23,1998,5.7,3,0,0,11,10,2,1,2,3,,,0,Matches
60,Miguel Atienza,es ESP,"MF,DF",Eibar,22,1999,9.8,5,0,0,14,3,0,1,26,10,,,0,Matches
61,Jose Aurelio Suarez,es ESP,GK,Alcorcón,25,1995,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
62,Javier Avilés,es ESP,FW,Leganés,23,1997,0.2,0,0,0,1,0,0,2,0,0,,,0,Matches
63,Gaizka Ayesa,es ESP,GK,Real Sociedad B,20,2001,20.6,0,0,0,0,2,0,0,0,0,,,1,Matches
64,Ivan Azón,es ESP,FW,Zaragoza,18,2002,15.8,2,0,0,26,42,7,14,1,3,,,0,Matches
65,Srđan Babić,rs SRB,DF,Almería,25,1996,35.3,10,0,0,41,16,0,3,42,19,,,1,Matches
66,Jean-Sylvain Babin,mq MTQ,DF,Sporting Gijón,34,1986,30.3,5,0,0,14,13,2,1,12,7,,,0,Matches
67,Iker Bachiller,es ESP,DF,Alcorcón,18,2002,0.2,0,0,0,0,0,0,1,0,0,,,0,Matches
68,Abdel Al Badaoui,be BEL,"MF,FW",Alcorcón,25,1996,9.1,1,0,0,20,20,2,39,4,7,,,0,Matches
69,Álex Baena,es ESP,"MF,FW",Girona,20,2001,31.2,16,1,1,78,69,9,106,22,24,,,0,Matches
70,Miguel Baeza,es ESP,"MF,FW",Ponferradina,21,2000,4.7,0,0,0,3,5,1,5,4,2,,,0,Matches
71,Yoel Bárcenas,pa PAN,"MF,FW",Leganés,27,1993,14.1,0,0,0,19,25,4,26,8,13,,,0,Matches
72,Manu Barreiro,es ESP,FW,Lugo,35,1986,16.0,4,0,0,32,18,10,1,2,2,,,1,Matches
73,Dani Barrio,es ESP,GK,Málaga,34,1987,14.0,2,0,0,0,2,0,0,0,0,,,0,Matches
74,Borja Bastón,es ESP,FW,Oviedo,28,1992,35.9,4,0,0,47,65,20,9,7,7,,,0,Matches
75,Jon Bautista,es ESP,FW,Leganés,26,1995,12.9,4,0,0,27,21,7,3,1,9,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
76,Juan Becerra,co COL,FW,Ponferradina,23,1998,0.5,0,0,0,1,0,1,0,1,0,,,0,Matches
77,Carlos Bellvís,es ESP,"DF,MF",Alcorcón,36,1985,15.5,4,0,0,17,18,0,54,28,11,,,0,Matches
78,Saúl Berjón,es ESP,MF,Burgos,35,1986,17.5,1,0,0,9,13,2,129,13,21,,,0,Matches
79,Álex Bermejo,es ESP,MF,Tenerife,22,1998,20.0,4,0,0,33,19,2,28,12,14,,,0,Matches
80,Sergio Bermejo,es ESP,"MF,FW",Zaragoza,23,1997,23.7,4,0,0,58,44,7,67,17,28,,,0,Matches
81,Juan Berrocal,es ESP,DF,Sporting Gijón,22,1999,22.0,8,0,0,28,2,0,0,19,12,,,2,Matches
82,Berto,es ESP,"FW,MF",Sporting Gijón,23,1998,5.9,1,0,0,8,7,1,4,3,10,,,0,Matches
83,Iker Bilbao,es ESP,MF,Amorebieta,25,1996,27.0,5,0,0,38,25,2,84,22,25,,,0,Matches
84,Gustavo Blanco Leschuk,ar ARG,FW,Eibar,29,1991,19.6,5,0,0,45,26,10,6,5,9,,,0,Matches
85,Jérémy Blasco,fr FRA,DF,Real Sociedad B,22,1999,34.5,4,0,0,37,23,0,35,31,37,,,1,Matches
86,Pablo de Blasis,ar ARG,MF,Cartagena,33,1988,29.4,4,0,0,25,42,1,153,16,32,,,0,Matches
87,Richard Boateng,gh GHA,MF,Cartagena,29,1992,12.8,9,2,2,34,19,0,0,24,18,,,0,Matches
88,Yann Bodiger,fr FRA,MF,Cartagena,26,1995,31.9,8,0,0,79,42,0,11,62,45,,,0,Matches
89,Mateusz Bogusz,pl POL,"MF,FW",Ibiza,19,2001,15.2,2,0,0,26,27,1,57,4,25,,,0,Matches
90,Mohamed Bouldini,ma MAR,FW,CF Fuenlabrada,25,1995,15.9,5,1,1,53,28,26,7,2,13,,,0,Matches
91,Hicham Boussefiane,ma MAR,FW,Málaga,23,1998,1.7,0,0,0,1,5,1,7,3,3,,,0,Matches
92,Brandon,es ESP,"FW,MF",Málaga,26,1995,31.3,10,0,0,50,66,16,20,17,31,,,0,Matches
93,Álvaro Bravo,es ESP,MF,CF Fuenlabrada,23,1998,5.6,1,0,0,6,10,0,2,1,5,,,0,Matches
94,Juanma Bravo,es ESP,MF,Alcorcón,23,1998,13.5,3,0,0,25,27,3,10,14,12,,,0,Matches
95,Gastón Brugman,uy URU,MF,Oviedo,28,1992,28.5,6,0,0,47,31,1,72,33,29,,,0,Matches
96,Brugui,es ESP,"MF,FW",Mirandés,24,1996,25.2,2,0,0,34,50,8,19,13,16,,,0,Matches
97,Santiago Bueno,uy URU,DF,Girona,22,1998,29.7,5,0,0,27,18,2,2,42,30,,,0,Matches
98,Stephen Buer,es ESP,MF,CF Fuenlabrada,22,1999,1.2,0,0,0,3,4,0,1,0,4,,,0,Matches
99,Julio Buffarini,ar ARG,DF,Cartagena,32,1988,4.9,1,0,0,9,8,1,16,6,5,,,0,Matches
100,Julio Buffarini,ar ARG,"DF,MF",Huesca,32,1988,11.3,3,0,0,25,17,0,36,15,17,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
101,Aitor Buñuel,es ESP,DF,Almería,23,1998,7.2,1,0,0,14,11,1,8,14,9,,,0,Matches
102,Esteban Burgos,ar ARG,DF,Eibar,29,1992,14.2,3,0,0,17,2,2,1,12,12,,,0,Matches
103,Unai Bustinza,es ESP,"DF,MF",Leganés,29,1992,6.8,4,1,1,9,7,1,17,15,9,,,0,Matches
104,Nahuel Bustos,ar ARG,FW,Girona,23,1998,15.7,5,0,0,20,21,19,3,1,3,,,0,Matches
105,Raul Caballero,es ESP,FW,Almería,20,2001,0.7,0,0,0,0,0,0,0,0,0,,,0,Matches
106,Jordi Calavera,es ESP,"DF,MF",Girona,25,1995,4.6,2,0,0,6,6,0,18,2,3,,,0,Matches
107,Jordi Calavera,es ESP,DF,Sporting Gijón,25,1995,2.6,1,0,0,1,3,0,12,1,2,,,0,Matches
108,Iván Calero,es ESP,"DF,MF",Alcorcón,26,1995,14.2,2,0,0,13,13,0,25,11,9,,,0,Matches
109,Iván Calero,es ESP,DF,Málaga,26,1995,1.1,2,0,0,4,2,0,3,0,0,,,0,Matches
110,Dani Calvo,es ESP,DF,Oviedo,27,1994,39.1,8,0,0,31,21,2,3,34,18,,,0,Matches
111,José Javier Belman Calvo,es ESP,GK,CF Fuenlabrada,22,1998,5.0,2,1,1,0,1,0,0,1,0,,,0,Matches
112,Dawda Camara,mr MTN,FW,Girona,18,2002,0.1,0,0,0,0,0,0,0,0,0,,,0,Matches
113,Sergio Camello,es ESP,FW,Mirandés,20,2001,32.0,6,0,0,23,34,16,16,10,7,,,0,Matches
114,Eduard Campabadal,es ESP,DF,Lugo,28,1993,17.3,3,1,0,28,25,1,67,18,31,,,0,Matches
115,Gaspar Campos,es ESP,MF,Sporting Gijón,21,2000,19.0,3,0,0,17,16,6,23,9,7,,,0,Matches
116,Víctor Campuzano,es ESP,"MF,FW",Sporting Gijón,24,1997,5.4,0,0,0,12,10,0,2,2,0,,,0,Matches
117,Roberto Canella,es ESP,DF,Lugo,33,1988,13.6,0,0,0,4,8,1,17,14,17,,,0,Matches
118,Ander Cantero,es ESP,GK,Eibar,26,1995,24.0,0,0,0,0,2,0,0,0,1,,,1,Matches
119,Riccardo Capellini,it ITA,"DF,MF",Mirandés,21,2000,18.5,5,1,1,26,21,1,0,20,20,,,0,Matches
120,Álex Cardero,es ESP,MF,Oviedo,17,2003,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
121,Sergi Cardona,es ESP,DF,Las Palmas,22,1999,34.1,10,0,0,58,63,5,61,71,60,,,0,Matches
122,José Carlos,es ESP,DF,Alcorcón,25,1996,6.3,2,0,0,3,7,1,0,12,3,,,0,Matches
123,Juan Carlos,es ESP,"MF,FW",Huesca,30,1991,7.7,1,0,0,13,25,2,8,9,10,,,0,Matches
124,Juan Carlos,es ESP,GK,Girona,33,1988,38.0,3,0,0,1,1,0,0,3,2,,,0,Matches
125,Kevin Carlos,es ESP,FW,Huesca,20,2001,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
126,José Carlos Lazo,es ESP,"FW,MF",Almería,25,1996,14.0,3,0,0,10,14,4,61,5,8,,,0,Matches
127,Andrés Caro,es ESP,DF,Málaga,17,2004,4.3,3,0,0,9,9,0,0,3,6,,,0,Matches
128,Sergio Carreira,es ESP,"DF,MF",Mirandés,20,2000,33.4,4,0,0,17,25,11,110,23,23,,,0,Matches
129,Daniel Carriço,pt POR,DF,Almería,32,1988,2.4,0,0,0,3,0,0,0,3,3,,,0,Matches
130,Ismael Casas Casado,es ESP,DF,Málaga,20,2001,10.0,1,0,0,11,5,0,20,15,14,,,0,Matches
131,Sergio Castel,es ESP,FW,Ibiza,26,1995,27.3,3,0,0,57,32,30,37,2,15,,,0,Matches
132,Adri Castellano,es ESP,DF,Ponferradina,27,1994,7.1,0,0,0,3,1,0,12,10,5,,,0,Matches
133,Rubén Castro,es ESP,FW,Cartagena,40,1981,35.3,2,0,0,15,50,45,12,3,3,,,0,Matches
134,Berto Cayarga,es ESP,MF,Cartagena,24,1996,18.9,3,0,0,18,49,6,89,3,18,,,0,Matches
135,Álex Centelles,es ESP,DF,Almería,23,1997,16.8,2,0,0,12,8,3,29,18,11,,,0,Matches
136,Mike Cevallos,ec ECU,FW,Ibiza,20,2001,0.2,0,0,0,0,0,0,0,0,1,,,0,Matches
137,Pablo Chavarría,ar ARG,FW,Málaga,33,1988,4.6,4,0,0,14,3,10,6,1,2,,,0,Matches
138,Pep Chavarría,es ESP,DF,Zaragoza,23,1998,34.3,7,0,0,33,38,2,161,41,32,,,0,Matches
139,Chema,es ESP,DF,Eibar,29,1992,10.1,4,0,0,14,2,0,1,16,13,,,0,Matches
140,Christian,es ESP,DF,Oviedo,35,1985,1.1,0,0,0,2,0,0,0,1,0,,,0,Matches
141,Chumi,es ESP,DF,Almería,22,1999,24.9,1,0,0,15,5,1,1,30,11,,,0,Matches
142,Churripi,es ESP,GK,Burgos,27,1994,14.3,2,0,0,0,4,0,0,0,1,,,0,Matches
143,Cifu,es ESP,"DF,MF",Ibiza,30,1990,21.4,4,0,0,31,9,0,77,23,29,,,0,Matches
144,Seydouba Cissé,gn GUI,MF,Leganés,20,2001,13.6,5,0,0,14,23,0,6,14,21,,,0,Matches
145,Clave,es ESP,MF,Ibiza,21,2000,0.7,0,0,0,1,2,0,0,0,1,,,0,Matches
146,Pablo Clavería,es ESP,MF,Cartagena,25,1996,6.2,5,0,0,16,12,0,1,7,7,,,0,Matches
147,Pablo Clavería,es ESP,MF,Lugo,25,1996,13.7,7,0,0,32,10,0,10,16,12,,,1,Matches
148,Enrique Clemente,es ESP,DF,Real Sociedad B,22,1999,14.4,6,0,0,20,4,1,0,21,5,,,0,Matches
149,Enrique Clemente,es ESP,MF,Zaragoza,22,1999,1.0,1,0,0,2,2,0,2,0,1,,,0,Matches
150,Óscar Clemente,es ESP,MF,Las Palmas,22,1999,10.5,3,0,0,13,11,1,13,9,3,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
151,Saúl Coco,gq EQG,DF,Las Palmas,22,1999,8.7,4,0,0,10,6,0,1,7,5,,,1,Matches
152,Copete,es ESP,DF,Ponferradina,21,1999,26.1,10,2,0,27,26,0,0,51,28,,,0,Matches
153,Anderson Cordeiro,br BRA,MF,CF Fuenlabrada,22,1998,12.5,3,0,0,18,24,6,21,9,16,,,0,Matches
154,Aitor Córdoba,es ESP,DF,Burgos,26,1995,36.8,5,0,0,22,7,0,3,66,36,,,1,Matches
155,Asier Córdoba,es ESP,MF,Alcorcón,21,2000,3.1,0,1,0,9,7,0,7,2,4,,,0,Matches
156,Pierre Cornud,fr FRA,DF,Oviedo,24,1996,27.0,9,1,0,52,16,2,170,37,24,,,0,Matches
157,José Corpas,es ESP,MF,Eibar,30,1991,33.0,4,0,0,46,79,9,57,20,22,,,0,Matches
158,Rober Correa,es ESP,"DF,MF",Eibar,28,1992,20.6,1,0,0,28,33,2,104,34,14,,,0,Matches
159,Álex Corredera,es ESP,MF,Tenerife,25,1996,32.8,3,0,0,40,33,0,98,57,47,,,0,Matches
160,Antonio Cortés,es ESP,"MF,FW",Málaga,21,2000,15.1,2,0,0,17,26,4,35,12,5,,,0,Matches
161,Samu Costa,pt POR,MF,Almería,20,2000,34.4,12,0,0,74,78,2,25,41,34,,,0,Matches
162,David Costas,es ESP,DF,Oviedo,26,1995,39.2,6,0,0,51,29,1,12,64,20,,,0,Matches
163,Saúl Crespo,es ESP,MF,Ponferradina,25,1996,6.1,2,0,0,16,12,0,8,10,10,,,0,Matches
164,Cristian,es ESP,GK,Alcorcón,23,1998,3.0,0,0,0,0,0,0,0,0,0,,,0,Matches
165,Cristo,es ESP,DF,Real Sociedad B,21,2000,11.4,3,0,0,8,12,1,61,16,10,,,0,Matches
166,Cristóbal,es ESP,MF,CF Fuenlabrada,37,1984,31.5,9,1,1,59,47,1,27,12,38,,,0,Matches
167,Sebastián Cristóforo,uy URU,MF,Cartagena,27,1993,4.9,2,0,0,15,16,0,1,7,8,,,0,Matches
168,Iván Cuéllar,es ESP,GK,Sporting Gijón,37,1984,10.0,0,0,0,0,5,0,0,1,0,,,0,Matches
169,Jaume Cuéllar,bo BOL,"FW,MF",Lugo,19,2001,18.9,1,0,0,24,27,3,78,15,18,,,0,Matches
170,Javier Cueto,es ESP,FW,Oviedo,20,2001,0.5,0,0,0,2,1,1,0,0,0,,,0,Matches
171,Braian Cufré,ar ARG,DF,Málaga,24,1996,16.7,3,0,0,20,15,2,55,19,23,,,0,Matches
172,Eric Curbelo,es ESP,DF,Las Palmas,27,1994,30.5,9,0,0,29,33,0,3,58,33,,,0,Matches
173,Curro,es ESP,MF,Almería,25,1996,13.3,4,0,0,17,36,2,44,4,7,,,0,Matches
174,Jacques Dago,ci CIV,FW,CF Fuenlabrada,22,1999,2.3,1,1,0,3,6,2,0,0,2,,,0,Matches
175,Damián,es ESP,MF,CF Fuenlabrada,18,2003,3.3,1,0,0,4,2,0,2,4,5,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
176,Niko Datković,hr CRO,DF,Mirandés,28,1993,1.2,1,0,0,1,1,0,0,1,2,,,0,Matches
177,Toni Datković,hr CRO,DF,Cartagena,27,1993,15.8,3,0,0,18,8,2,15,23,13,,,0,Matches
178,Davo,es ESP,"MF,FW",Ibiza,26,1994,14.1,2,0,0,29,15,9,49,5,7,,,0,Matches
179,Julián Delmás,es ESP,"DF,MF",Cartagena,26,1995,35.8,9,0,0,44,42,3,178,22,30,,,2,Matches
180,Mohamed Diamé,sn SEN,DF,CF Fuenlabrada,34,1987,5.6,3,0,0,7,1,0,0,9,9,,,0,Matches
181,Pedro Díaz,es ESP,MF,Sporting Gijón,23,1998,35.8,3,0,0,40,44,0,65,35,36,,,0,Matches
182,Diego,es ESP,FW,Leganés,21,2000,1.1,0,0,0,2,1,1,0,2,0,,,0,Matches
183,Adrián Diéguez,es ESP,"DF,MF",CF Fuenlabrada,25,1996,32.2,11,1,1,41,37,0,8,62,45,,,1,Matches
184,Papakouli Diop,sn SEN,MF,Ibiza,35,1986,17.2,4,0,0,34,22,1,9,35,20,,,0,Matches
185,Naïs Djouahra,fr FRA,"MF,FW",Real Sociedad B,21,1999,11.2,0,0,0,8,8,1,80,6,10,,,0,Matches
186,Álex Domínguez,es ESP,GK,Ibiza,23,1998,10.0,0,0,0,1,2,0,0,0,0,,,0,Matches
187,Cheick Doukouré,ci CIV,MF,Leganés,28,1992,4.6,1,0,0,16,5,0,0,7,8,,,0,Matches
188,Juan Durán,es ESP,DF,Mirandés,20,2001,0.1,0,0,0,1,0,0,0,0,0,,,0,Matches
189,Íñigo Eguaras,es ESP,MF,Almería,29,1992,7.2,2,0,0,6,2,0,3,3,8,,,0,Matches
190,Íñigo Eguaras,es ESP,MF,Zaragoza,29,1992,14.9,3,0,0,6,17,0,8,18,22,,,0,Matches
191,Unai Elgezabal,es ESP,"MF,DF",Burgos,28,1993,36.3,12,0,0,45,29,0,3,40,34,,,0,Matches
192,Rodrigo Ely,br BRA,DF,Almería,27,1993,10.8,5,0,0,15,7,1,0,10,6,,,0,Matches
193,Sergi Enrich,es ESP,FW,Ponferradina,31,1990,22.3,4,0,0,43,36,12,7,3,16,,,0,Matches
194,Ramón Enríquez,es ESP,MF,Málaga,20,2001,14.1,4,0,0,19,16,0,17,12,6,,,0,Matches
195,Javier Eraso,es ESP,MF,Leganés,31,1990,5.0,0,0,0,10,12,2,8,3,8,,,0,Matches
196,Alberto Escassi,es ESP,"MF,DF",Málaga,32,1989,33.2,13,3,1,59,37,1,7,44,58,,,0,Matches
197,Fidel Escobar,pa PAN,MF,Alcorcón,26,1995,2.2,0,0,0,0,5,0,1,1,2,,,0,Matches
198,Gonzalo Escobar,ar ARG,DF,Ibiza,24,1997,18.5,9,0,0,40,20,2,61,41,30,,,0,Matches
199,Dani Escriche,es ESP,"FW,MF",Huesca,23,1998,25.5,7,1,0,72,53,22,13,8,15,,,0,Matches
200,Eduardo Espiau,es ESP,"FW,MF",Ponferradina,26,1994,23.5,3,2,0,26,50,12,12,4,4,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
201,Bernardo Espinosa,co COL,DF,Girona,32,1989,37.4,7,0,0,46,21,4,1,39,21,,,0,Matches
202,Asier Etxaburu,es ESP,MF,Amorebieta,27,1994,2.7,0,0,0,3,9,0,6,0,3,,,0,Matches
203,Xabier Etxeita,es ESP,DF,Eibar,33,1987,13.3,7,1,1,10,3,0,3,25,8,,,0,Matches
204,Euse,es ESP,DF,Huesca,20,2000,0.1,0,0,0,0,0,0,0,1,0,,,0,Matches
205,Edu Expósito,es ESP,MF,Eibar,24,1996,36.6,3,0,0,30,61,2,86,17,21,,,0,Matches
206,Ezkurdia,es ESP,DF,Real Sociedad B,22,1999,4.2,2,1,1,4,1,0,5,3,4,,,0,Matches
207,Biel Farres,es ESP,DF,Girona,19,2002,1.2,0,0,0,1,0,0,0,3,0,,,0,Matches
208,Aleix Febas,es ESP,MF,Málaga,25,1996,15.6,2,0,0,15,56,2,8,13,19,,,0,Matches
209,Joan Femenías,es ESP,GK,Oviedo,24,1996,42.0,3,0,0,0,3,0,0,0,1,,,0,Matches
210,Erick Ferigra,ec ECU,DF,Las Palmas,22,1999,11.6,3,0,0,14,16,0,0,12,16,,,1,Matches
211,Andrés Fernández,es ESP,GK,Huesca,34,1986,42.0,2,0,0,0,4,0,0,0,0,,,0,Matches
