Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 18_level_0
18,Efe Akman,tr TUR,MF,FC Andorra,19,2006,16.2,1,9,5,55.6,0.56,0.31,0.11,0.20,0,0,Matches
19,Paul Akouokou,ci CIV,MF,Zaragoza,27,1997,7.7,1,4,2,50.0,0.52,0.26,0.25,0.50,0,0,Matches
20,Ibrahim Alani,ng NGA,MF,Valladolid,19,2006,4.0,0,3,1,33.3,0.76,0.25,0.00,0.00,0,0,Matches
21,Albarrán,es ESP,DF,Córdoba,31,1994,27.7,1,16,6,37.5,0.58,0.22,0.06,0.17,0,0,Matches
22,Rubén Alcaraz,es ESP,MF,Granada,34,1991,26.1,4,24,6,25.0,0.92,0.23,0.08,0.33,2,2,Matches
23,Alcázar,es ESP,"DF,MF",Castellón,23,2002,28.5,1,18,4,22.2,0.63,0.14,0.06,0.25,0,0,Matches
24,Aldasoro,es ESP,MF,Racing Sant,26,1999,7.3,0,5,1,20.0,0.68,0.14,0.00,0.00,0,0,Matches
25,Iván Alejo,es ESP,DF,Valladolid,30,1995,31.2,0,14,3,21.4,0.45,0.10,0.00,0.00,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
26,Pedro Alemañ,es ESP,MF,Granada,23,2002,30.1,6,27,9,33.3,0.90,0.30,0.22,0.67,0,0,Matches
27,Diego Alende,es ESP,DF,FC Andorra,27,1997,18.9,1,17,4,23.5,0.90,0.21,0.06,0.25,0,0,Matches
28,Gonzalo Almenara,es ESP,DF,Ceuta,28,1997,5.7,0,5,0,0.0,0.88,0.00,0.00,,0,0,Matches
29,Gael Alonso,es ESP,DF,FC Andorra,23,2002,35.8,2,19,5,26.3,0.53,0.14,0.11,0.40,0,0,Matches
30,Julio Alonso,es ESP,"DF,MF",Huesca,26,1998,24.3,0,5,2,40.0,0.21,0.08,0.00,0.00,0,0,Matches
31,Adrià Altimira,es ESP,"DF,MF",Dep. La Coruña,24,2001,20.8,1,25,2,8.0,1.20,0.10,0.04,0.50,0,0,Matches
32,Iker Álvarez,ad AND,GK,Córdoba,24,2001,34.5,0,0,0,,0.00,0.00,,,0,0,Matches
33,Jesús ÁLVAREZ,es ESP,MF,Huesca,25,1999,28.9,0,19,3,15.8,0.66,0.10,0.00,0.00,0,0,Matches
34,Sergio Álvarez,es ESP,MF,Eibar,33,1992,31.0,2,6,3,50.0,0.19,0.10,0.33,0.67,0,0,Matches
35,Rubén Alves,es ESP,DF,Córdoba,30,1994,18.5,2,12,4,33.3,0.65,0.22,0.17,0.50,0,0,Matches
36,Jair Amador,gq EQG,DF,Eibar,35,1989,16.4,0,6,1,16.7,0.37,0.06,0.00,0.00,0,0,Matches
37,Amath,sn SEN,"MF,FW",Valladolid,29,1996,11.5,4,22,12,54.5,1.91,1.04,0.18,0.33,0,0,Matches
38,Lorenzo Amatucci,it ITA,MF,Las Palmas,21,2004,37.0,0,28,7,25.0,0.76,0.19,0.00,0.00,0,0,Matches
39,Esteban Andrada,ar ARG,GK,Zaragoza,34,1991,27.0,0,0,0,,0.00,0.00,,,0,0,Matches
40,Marcos André,br BRA,FW,Valladolid,28,1996,11.4,3,40,9,22.5,3.52,0.79,0.08,0.33,0,0,Matches
41,Plamen Andreev,bg BUL,GK,Racing Sant,20,2004,2.0,0,0,0,,0.00,0.00,,,0,0,Matches
42,José Ángel,es ESP,MF,Dep. La Coruña,33,1992,12.6,0,8,2,25.0,0.63,0.16,0.00,0.00,0,0,Matches
43,José Antonio,es ESP,MF,Cádiz,21,2004,15.9,2,17,5,29.4,1.07,0.31,0.12,0.40,0,0,Matches
44,Javier Antras,,MF,Córdoba,,,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
45,Anuar,ma MAR,"DF,MF",Ceuta,30,1995,21.5,0,5,4,80.0,0.23,0.19,0.00,0.00,0,0,Matches
46,Kévin Appin,mq MTQ,"MF,FW",Burgos,27,1998,14.8,4,19,6,31.6,1.29,0.41,0.21,0.67,0,0,Matches
47,Aritz Arambarri,es ESP,DF,Eibar,27,1998,9.2,0,4,0,0.0,0.43,0.00,0.00,,0,0,Matches
48,Arana,es ESP,FW,Racing Sant,25,2000,2.3,2,13,6,46.2,5.57,2.57,0.15,0.33,0,0,Matches
49,Egoitz Arana,es ESP,GK,Real Sociedad B,23,2002,11.0,0,0,0,,0.00,0.00,,,0,0,Matches
50,Pablo Arana,es ESP,FW,Cádiz,19,2006,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
51,Pello Arana,es ESP,DF,Real Sociedad B,18,2006,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
52,Anaitz Arbilla,es ESP,DF,Eibar,38,1987,31.9,4,29,8,27.6,0.91,0.25,0.14,0.50,0,0,Matches
53,Adu Ares,es ESP,"MF,FW",Eibar,23,2001,17.0,2,32,12,37.5,1.88,0.70,0.06,0.17,0,0,Matches
54,Jeremy Arévalo,ec ECU,"FW,MF",Racing Sant,20,2005,9.7,8,27,17,63.0,2.78,1.75,0.30,0.47,0,0,Matches
55,José Arnaiz,es ESP,"FW,MF",Granada,30,1995,26.5,9,63,24,38.1,2.37,0.90,0.14,0.38,0,0,Matches
56,Sergio Arribas,es ESP,DF,Huesca,22,2003,8.3,0,2,1,50.0,0.24,0.12,0.00,0.00,0,0,Matches
57,Sergio Arribas,es ESP,DF,Cádiz,22,2003,6.7,1,3,1,33.3,0.45,0.15,0.33,1.00,0,0,Matches
58,Sergio Arribas,es ESP,MF,Almería,23,2001,38.3,25,117,53,45.3,3.06,1.38,0.13,0.28,10,10,Matches
59,Hodei Arrillaga,,DF,Eibar,,,4.6,0,3,0,0.0,0.66,0.00,0.00,,0,0,Matches
60,Anderson Arroyo,co COL,DF,Burgos,25,1999,2.9,0,0,0,,0.00,0.00,,,0,0,Matches
61,José Arvelo,es ESP,MF,Las Palmas,20,2005,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
62,Lander Astiazaran,es ESP,MF,Real Sociedad B,19,2006,29.2,6,52,16,30.8,1.78,0.55,0.12,0.38,0,0,Matches
63,Ander Astralaga,es ESP,GK,Granada,21,2004,15.0,0,0,0,,0.00,0.00,,,0,0,Matches
64,Miguel Atienza,es ESP,MF,Burgos,26,1999,39.0,2,18,4,22.2,0.46,0.10,0.11,0.50,0,0,Matches
65,Douglas Aurélio,pt POR,FW,Castellón,26,1999,0.6,1,2,1,50.0,3.27,1.64,0.00,0.00,1,1,Matches
66,Diego Aznar,es ESP,FW,Huesca,21,2003,0.4,0,0,0,,0.00,0.00,,,0,0,Matches
67,Marc Aznar,es ESP,DF,Huesca,19,2006,0.5,0,1,0,0.0,2.00,0.00,0.00,,0,0,Matches
68,Iddrisu Baba,gh GHA,MF,Almería,29,1996,16.4,0,11,2,18.2,0.67,0.12,0.00,0.00,0,0,Matches
69,Édgar Badía,es ESP,GK,Cultural Leonesa,33,1992,41.0,0,1,0,0.0,0.02,0.00,0.00,,0,0,Matches
70,Sinan Bakış,tr TUR,FW,Zaragoza,31,1994,1.6,2,10,4,40.0,6.12,2.45,0.20,0.50,0,0,Matches
71,Jon Balda,es ESP,DF,Real Sociedad B,23,2002,29.6,2,44,14,31.8,1.49,0.47,0.05,0.14,0,0,Matches
72,Miguel Bañuz,es ESP,GK,Cultural Leonesa,32,1993,1.0,0,0,0,,0.00,0.00,,,0,0,Matches
73,Léo Baptistão,br BRA,"MF,FW",Almería,32,1992,21.9,9,76,31,40.8,3.47,1.42,0.12,0.29,0,0,Matches
74,Adrian Baquerin,es ESP,FW,Valladolid,18,2007,1.2,0,0,0,,0.00,0.00,,,0,0,Matches
75,Barcia,es ESP,DF,Las Palmas,24,2000,33.5,1,20,9,45.0,0.60,0.27,0.05,0.11,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
76,Daniel Barcia,es ESP,DF,Dep. La Coruña,22,2003,21.0,2,9,2,22.2,0.43,0.10,0.22,1.00,0,0,Matches
77,Keidi Bare,al ALB,MF,Zaragoza,27,1997,19.4,0,8,1,12.5,0.41,0.05,0.00,0.00,0,0,Matches
78,Ismael Barea,es ESP,MF,Mirandés,20,2005,7.1,1,2,1,50.0,0.28,0.14,0.50,1.00,0,0,Matches
79,Hugo Barrachina,es ESP,DF,Zaragoza,18,2006,0.7,0,0,0,,0.00,0.00,,,0,0,Matches
80,Barri,es ESP,MF,Castellón,29,1995,32.7,4,35,7,20.0,1.07,0.21,0.11,0.57,0,0,Matches
81,Matia Barzic,hr CRO,DF,Cultural Leonesa,21,2004,31.6,2,15,5,33.3,0.47,0.16,0.13,0.40,0,0,Matches
82,Aboubacar Bassinga,bf BFA,"FW,MF",Ceuta,20,2005,9.3,2,12,5,41.7,1.29,0.54,0.17,0.40,0,0,Matches
83,Jon Bautista,es ESP,FW,Eibar,30,1995,23.5,6,75,25,33.3,3.19,1.06,0.08,0.24,0,1,Matches
84,Rafael Bauza,es ESP,MF,Mirandés,20,2005,36.2,4,61,21,34.4,1.69,0.58,0.07,0.19,0,0,Matches
85,Samed Baždar,ba BIH,FW,Zaragoza,21,2004,2.5,1,5,3,60.0,1.98,1.19,0.20,0.33,0,0,Matches
86,Luken Beitia,es ESP,DF,Real Sociedad B,21,2004,25.9,1,10,2,20.0,0.39,0.08,0.10,0.50,0,0,Matches
87,Liberto Beltrán,es ESP,"MF,DF",Huesca,28,1996,12.1,2,34,9,26.5,2.80,0.74,0.06,0.22,0,0,Matches
88,Nicolás Benedetti,co COL,"FW,MF",Las Palmas,28,1997,0.8,0,0,0,,0.00,0.00,,,0,0,Matches
89,Daniel Bernabéu,,DF,Albacete,,,3.6,0,5,0,0.0,1.40,0.00,0.00,,0,0,Matches
90,Jesús Bernal,es ESP,MF,Sporting Gijón,28,1996,5.8,0,3,0,0.0,0.52,0.00,0.00,,0,0,Matches
91,Juan Bernat,es ESP,DF,Eibar,32,1993,2.5,0,0,0,,0.00,0.00,,,0,0,Matches
92,Jefté Betancor,es ESP,FW,Albacete,32,1993,22.1,14,79,33,41.8,3.58,1.49,0.11,0.27,5,5,Matches
93,Arick Betancourt,es ESP,FW,Ceuta,21,2004,1.7,0,2,1,50.0,1.21,0.60,0.00,0.00,0,0,Matches
94,Bicho,es ESP,MF,Cultural Leonesa,29,1996,24.1,1,21,5,23.8,0.87,0.21,0.05,0.20,0,0,Matches
95,Stipe Biuk,hr CRO,MF,Valladolid,22,2002,23.6,1,48,13,27.1,2.04,0.55,0.02,0.08,0,0,Matches
96,Yann Bodiger,fr FRA,"MF,DF",Ceuta,30,1995,21.3,1,23,4,17.4,1.08,0.19,0.04,0.25,0,0,Matches
97,Marc Bombardó,es ESP,DF,FC Andorra,19,2005,14.7,0,5,0,0.0,0.34,0.00,0.00,,0,0,Matches
98,Federico Bonini,it ITA,DF,Almería,23,2001,34.5,1,22,5,22.7,0.64,0.15,0.05,0.20,0,0,Matches
99,Mohamed Bouldini,ma MAR,FW,Granada,29,1995,3.0,0,5,1,20.0,1.67,0.33,0.00,0.00,0,0,Matches
100,Mohamed Bouldini,ma MAR,FW,Dep. La Coruña,29,1995,0.5,0,1,0,0.0,2.09,0.00,0.00,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
101,Darko Brašanac,rs SRB,MF,Málaga,33,1992,3.3,1,2,1,50.0,0.60,0.30,0.50,1.00,0,0,Matches
102,Iker Bravo,es ESP,FW,Las Palmas,20,2005,4.3,0,10,2,20.0,2.32,0.46,0.00,0.00,0,0,Matches
103,Diego Bri,es ESP,DF,Córdoba,22,2002,13.3,3,20,12,60.0,1.50,0.90,0.15,0.25,0,0,Matches
104,Fabrizio Brignani,it ITA,DF,Castellón,27,1998,22.1,6,29,9,31.0,1.31,0.41,0.21,0.67,0,0,Matches
105,Guille Bueno,es ESP,DF,Valladolid,22,2002,16.1,0,11,4,36.4,0.68,0.25,0.00,0.00,0,0,Matches
106,Aitor Buñuel,es ESP,DF,Burgos,27,1998,4.7,0,2,0,0.0,0.42,0.00,0.00,,0,0,Matches
107,Leonardo Buta,pt POR,DF,Eibar,23,2002,10.4,0,3,0,0.0,0.29,0.00,0.00,,0,0,Matches
108,Yeray Cabanzón,es ESP,MF,Racing Sant,22,2003,1.8,0,8,2,25.0,4.36,1.09,0.00,0.00,0,0,Matches
109,Yeray Cabanzón,es ESP,"FW,MF",FC Andorra,22,2003,9.6,2,51,17,33.3,5.30,1.77,0.04,0.12,0,0,Matches
110,Jorge Cabello,es ESP,DF,Mirandés,21,2004,20.9,0,4,1,25.0,0.19,0.05,0.00,0.00,0,0,Matches
111,Agustín Cacabelos,ar ARG,"MF,FW",Cultural Leonesa,29,1996,7.2,1,15,8,53.3,2.07,1.11,0.07,0.13,0,0,Matches
112,Alfred Caicedo,ec ECU,DF,Cádiz,20,2004,8.2,0,6,0,0.0,0.73,0.00,0.00,,0,0,Matches
113,Jordy Caicedo,ec ECU,FW,Sporting Gijón,27,1997,1.4,0,7,1,14.3,4.85,0.69,0.00,0.00,0,0,Matches
114,Álex Calatrava,es ESP,"FW,MF",Castellón,25,2000,38.6,14,125,49,39.2,3.24,1.27,0.09,0.22,3,3,Matches
115,Iker Calderon,es ESP,DF,Real Sociedad B,19,2006,3.2,0,0,0,,0.00,0.00,,,0,0,Matches
116,Iván Calero,es ESP,"MF,DF",Cultural Leonesa,30,1995,25.3,3,43,18,41.9,1.70,0.71,0.07,0.17,0,0,Matches
117,Iván Calero,es ESP,"DF,MF",Zaragoza,30,1995,0.5,0,0,0,,0.00,0.00,,,0,0,Matches
118,Álex Calvo,es ESP,"DF,MF",FC Andorra,21,2004,7.5,1,13,7,53.8,1.73,0.93,0.08,0.14,0,0,Matches
119,Dawda Camara,mr MTN,FW,Cádiz,22,2002,18.7,4,39,10,25.6,2.09,0.54,0.10,0.40,0,0,Matches
120,Ousmane Camara,gn GUI,FW,Castellón,23,2001,25.1,12,64,27,42.2,2.55,1.07,0.19,0.44,0,0,Matches
121,Sulei Camara,gm GAM,MF,Racing Sant,23,2001,9.0,2,24,9,37.5,2.65,1.00,0.08,0.22,0,0,Matches
122,José Campaña,es ESP,MF,Ceuta,32,1993,4.7,1,6,2,33.3,1.27,0.42,0.17,0.50,0,0,Matches
123,Andrés Campos,es ESP,MF,Leganés,23,2002,0.5,0,1,0,0.0,2.09,0.00,0.00,,0,0,Matches
124,Gaspar Campos,es ESP,MF,Sporting Gijón,25,2000,23.7,5,55,20,36.4,2.32,0.84,0.09,0.25,0,0,Matches
125,Peio Canales,es ESP,MF,Racing Sant,20,2005,31.7,6,60,17,28.3,1.90,0.54,0.10,0.35,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
126,Sergi Canós,es ESP,MF,Valladolid,28,1997,11.0,2,28,8,28.6,2.54,0.72,0.07,0.25,0,0,Matches
127,Álex Cantero,es ESP,"MF,FW",Huesca,25,2000,5.4,0,6,2,33.3,1.12,0.37,0.00,0.00,0,0,Matches
128,Ander Cantero,es ESP,GK,Burgos,30,1995,42.0,0,0,0,,0.00,0.00,,,0,0,Matches
129,Mario Cantero,es ESP,MF,Burgos,23,2002,1.8,0,1,1,100.0,0.57,0.57,0.00,0.00,0,0,Matches
130,Yago Cantero,es ESP,DF,Ceuta,25,2000,7.0,0,0,0,,0.00,0.00,,,0,0,Matches
131,Albert Caparrós,es ESP,DF,Ceuta,26,1998,9.2,1,3,1,33.3,0.33,0.11,0.33,1.00,0,0,Matches
132,Tomás Carbonell,es ESP,MF,Real Sociedad B,20,2005,32.9,1,16,6,37.5,0.49,0.18,0.06,0.17,0,0,Matches
133,Isaac Carcelen,es ESP,DF,Cádiz,32,1993,26.2,0,7,1,14.3,0.27,0.04,0.00,0.00,0,1,Matches
134,Álex Cardero,es ESP,"MF,FW",Mirandés,21,2003,6.7,1,14,4,28.6,2.08,0.59,0.07,0.25,0,0,Matches
135,Marc Cardona,es ESP,MF,Las Palmas,30,1995,1.5,0,6,4,66.7,3.91,2.61,0.00,0.00,0,0,Matches
136,Marc Cardona,es ESP,FW,FC Andorra,30,1995,2.7,3,14,7,50.0,5.14,2.57,0.21,0.43,0,0,Matches
137,José Carlos Lazo,es ESP,MF,Albacete,29,1996,14.5,3,44,13,29.5,3.04,0.90,0.07,0.23,0,0,Matches
138,Manex Carmona,es ESP,FW,Racing Sant,18,2007,2.5,2,5,3,60.0,2.00,1.20,0.40,0.67,0,0,Matches
139,Cristian Carracedo,es ESP,"FW,MF",Córdoba,29,1995,34.9,3,48,18,37.5,1.38,0.52,0.00,0.00,3,3,Matches
140,Gorka Carrera,es ESP,FW,Real Sociedad B,20,2005,32.7,15,76,39,51.3,2.32,1.19,0.20,0.38,0,0,Matches
141,Álvaro Carrillo,es ESP,DF,Huesca,23,2002,25.6,3,19,3,15.8,0.74,0.12,0.16,1.00,0,0,Matches
142,Thomas Carrique,fr FRA,DF,FC Andorra,26,1999,34.9,0,19,5,26.3,0.55,0.14,0.00,0.00,0,0,Matches
143,Ángel Carvajal,es ESP,"MF,FW",Valladolid,21,2004,2.0,1,3,2,66.7,1.51,1.01,0.33,0.50,0,0,Matches
144,Pau Casadesús,es ESP,"DF,MF",Granada,21,2003,15.7,1,4,3,75.0,0.26,0.19,0.25,0.33,0,0,Matches
145,Javier Castro,es ESP,DF,Racing Sant,24,2000,22.7,2,15,4,26.7,0.66,0.18,0.13,0.50,0,0,Matches
146,Edward Cedeño,pa PAN,MF,Las Palmas,22,2003,1.1,0,0,0,,0.00,0.00,,,0,0,Matches
147,Álex Centelles,es ESP,"DF,MF",Almería,27,1997,12.3,0,11,3,27.3,0.90,0.24,0.00,0.00,0,0,Matches
148,Josep Cerdà,es ESP,"FW,MF",FC Andorra,22,2003,16.7,10,35,17,48.6,2.09,1.02,0.29,0.59,0,0,Matches
149,Luis Chacón,es ESP,"MF,FW",Cultural Leonesa,25,2000,38.2,8,95,34,35.8,2.48,0.89,0.07,0.21,1,1,Matches
150,Chapela,es ESP,MF,Burgos,26,1999,2.0,0,2,1,50.0,1.01,0.51,0.00,0.00,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
151,Willy Chatiliez,cl CHI,MF,Huesca,20,2005,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
152,Daijiro Chirino,cw CUW,DF,Almería,23,2002,22.9,3,11,5,45.5,0.48,0.22,0.27,0.60,0,0,Matches
153,Victor Chumachenko,es ESP,MF,FC Andorra,19,2006,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
154,Chumi,es ESP,DF,Almería,26,1999,3.6,0,1,0,0.0,0.28,0.00,0.00,,0,0,Matches
155,Chupete,es ESP,FW,Málaga,20,2004,29.4,24,102,51,50.0,3.47,1.73,0.18,0.35,6,8,Matches
156,Churripi,es ESP,GK,Las Palmas,31,1994,1.6,0,0,0,,0.00,0.00,,,0,0,Matches
157,Brian Cipenga,cd COD,"MF,FW",Castellón,27,1998,25.0,6,51,22,43.1,2.04,0.88,0.12,0.27,0,0,Matches
158,Seydouba Cissé,gn GUI,MF,Leganés,24,2001,27.5,3,21,10,47.6,0.76,0.36,0.14,0.30,0,0,Matches
159,Enrique Clemente,es ESP,DF,Las Palmas,26,1999,37.0,5,30,10,33.3,0.81,0.27,0.17,0.50,0,0,Matches
160,Carlos Clerc,es ESP,DF,Valladolid,33,1992,12.6,0,2,0,0.0,0.16,0.00,0.00,,0,0,Matches
161,Mario Climent,es ESP,DF,Cádiz,23,2002,27.3,0,5,0,0.0,0.18,0.00,0.00,,0,0,Matches
162,Silvi Clúa,es ESP,MF,Mirandés,20,2005,9.7,0,8,1,12.5,0.83,0.10,0.00,0.00,0,0,Matches
163,Silvi Clúa,es ESP,MF,Almería,20,2005,2.7,0,3,2,66.7,1.13,0.75,0.00,0.00,0,0,Matches
164,Diego Collado,es ESP,"FW,MF",Cultural Leonesa,24,2001,16.2,3,35,16,45.7,2.16,0.99,0.09,0.19,0,0,Matches
165,Noé Collazo,es ESP,MF,Dep. La Coruña,18,2006,1.7,1,2,2,100.0,1.16,1.16,0.50,0.50,0,0,Matches
166,Arnau Comas,es ESP,DF,Dep. La Coruña,25,2000,17.5,0,2,0,0.0,0.11,0.00,0.00,,0,0,Matches
167,Martín Conde,es ESP,DF,Castellón,22,2003,4.1,0,6,3,50.0,1.46,0.73,0.00,0.00,0,0,Matches
168,Miguel Conde,es ESP,FW,Sporting Gijón,19,2006,0.5,0,0,0,,0.00,0.00,,,0,0,Matches
169,Antonio Cordero,es ESP,MF,Cádiz,18,2006,14.4,3,28,11,39.3,1.94,0.76,0.11,0.27,0,0,Matches
170,Aitor Córdoba,es ESP,DF,Burgos,30,1995,17.4,0,8,2,25.0,0.46,0.11,0.00,0.00,0,0,Matches
171,Iker Córdoba,es ESP,DF,Mirandés,19,2005,15.6,0,5,1,20.0,0.32,0.06,0.00,0.00,0,0,Matches
172,Iñigo Córdoba,es ESP,MF,Burgos,28,1997,29.4,2,35,10,28.6,1.19,0.34,0.06,0.20,0,0,Matches
173,José Corpas,es ESP,"MF,DF",Eibar,34,1991,38.0,7,68,26,38.2,1.79,0.68,0.06,0.15,3,4,Matches
174,Álex Corredera,es ESP,MF,Sporting Gijón,29,1996,37.2,1,37,12,32.4,0.99,0.32,0.00,0.00,1,1,Matches
175,Oscar Cortés,co COL,FW,Sporting Gijón,21,2003,1.4,0,2,1,50.0,1.48,0.74,0.00,0.00,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
176,Paco Cortés,es ESP,FW,Cultural Leonesa,17,2007,1.6,2,11,3,27.3,6.69,1.82,0.18,0.67,0,0,Matches
177,Samu Cortés,es ESP,FW,Granada,19,2006,0.3,0,1,0,0.0,3.91,0.00,0.00,,0,0,Matches
178,Amadou Coundoul,sn SEN,FW,Sporting Gijón,23,2002,4.6,1,14,9,64.3,3.06,1.97,0.07,0.11,0,0,Matches
179,Juan Cruz,es ESP,"MF,FW",Leganés,25,2000,33.2,3,63,19,30.2,1.90,0.57,0.05,0.16,0,1,Matches
180,Sergio Cubero Ezcurra,es ESP,DF,Eibar,25,1999,31.8,1,17,2,11.8,0.54,0.06,0.06,0.50,0,0,Matches
181,Cuenca,es ESP,"MF,FW",Zaragoza,22,2002,15.4,1,38,8,21.1,2.47,0.52,0.03,0.13,0,0,Matches
182,Andres Cuenca,es ESP,DF,Sporting Gijón,18,2007,7.0,0,2,0,0.0,0.29,0.00,0.00,,0,0,Matches
183,Nikola Čumić,rs SRB,MF,Zaragoza,26,1998,3.7,0,3,0,0.0,0.81,0.00,0.00,,0,0,Matches
184,Eric Curbelo,es ESP,DF,Sporting Gijón,31,1994,15.3,0,8,1,12.5,0.52,0.07,0.00,0.00,0,0,Matches
185,Curro,es ESP,"FW,MF",Burgos,29,1996,30.9,7,34,19,55.9,1.10,0.62,0.06,0.11,5,5,Matches
186,Alberto Dadie,es ESP,DF,Real Sociedad B,23,2002,28.3,0,24,4,16.7,0.85,0.14,0.00,0.00,0,0,Matches
187,Dali,es ESP,"MF,FW",Córdoba,25,2000,12.7,2,34,9,26.5,2.69,0.71,0.06,0.22,0,0,Matches
188,Konrad De La Fuente,us USA,"FW,MF",Ceuta,24,2001,15.9,3,32,13,40.6,2.02,0.82,0.09,0.23,0,0,Matches
189,Tommaso De Nipoti,it ITA,FW,Castellón,22,2003,2.0,0,3,2,66.7,1.49,0.99,0.00,0.00,0,0,Matches
190,Saúl del Cerro,es ESP,DF,Burgos,21,2004,2.5,0,0,0,,0.00,0.00,,,0,0,Matches
191,Unax del Cura,es ESP,"FW,MF",Mirandés,20,2005,10.6,5,28,14,50.0,2.65,1.32,0.18,0.36,0,0,Matches
192,Alberto Del Moral,es ESP,MF,Córdoba,25,2000,9.5,0,6,2,33.3,0.63,0.21,0.00,0.00,0,0,Matches
193,Jorge Delgado,es ESP,FW,Valladolid,23,2002,3.0,1,6,2,33.3,1.98,0.66,0.17,0.50,0,0,Matches
