Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Unnamed: 20_level_0
54,Miguel Atienza,es ESP,MF,Burgos,25,1999,34.7,11,0,0,51,43,0,8,68,54,,,0,Matches
55,Douglas Aurélio,pt POR,"FW,MF",Castellón,25,1999,14.8,1,0,0,16,10,6,22,5,9,,,0,Matches
56,Ivan Azón,es ESP,FW,Zaragoza,21,2002,16.2,2,0,0,28,48,20,11,1,4,,,0,Matches
57,Iddrisu Baba,gh GHA,MF,Almería,28,1996,6.8,2,0,0,11,29,0,2,6,10,,,0,Matches
58,Édgar Badía,es ESP,GK,Tenerife,32,1992,22.0,1,0,0,0,3,0,0,0,1,,,1,Matches
59,Édgar Badía,es ESP,GK,Elche,32,1992,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
60,Léo Baptistão,br BRA,"MF,FW",Almería,31,1992,27.1,2,0,0,41,43,11,52,17,28,,,0,Matches
61,Barbero,es ESP,FW,Dep. La Coruña,25,1998,19.7,3,1,0,42,20,11,2,2,11,,,0,Matches
62,Matías Barboza,es ESP,DF,Córdoba,22,2002,1.1,0,0,0,3,0,0,0,4,0,,,0,Matches
63,Daniel Barcia,es ESP,DF,Dep. La Coruña,21,2003,16.0,5,0,0,17,7,0,0,14,12,,,1,Matches
64,Keidi Bare,al ALB,MF,Zaragoza,26,1997,18.3,6,0,0,33,37,0,15,22,14,,,0,Matches
65,Gabriel Bares,ch SUI,MF,Burgos,23,2000,1.3,1,0,0,6,2,0,2,4,2,,,0,Matches
66,Matia Barzic,hr CRO,DF,Eldense,20,2004,13.9,4,0,0,18,8,1,5,18,9,,,0,Matches
67,Matia Barzic,hr CRO,DF,Elche,20,2004,4.9,3,0,0,10,2,0,1,4,4,,,0,Matches
68,Aboubacar Bassinga,bf BFA,FW,Mirandés,19,2005,0.5,0,0,0,1,0,0,0,0,1,,,0,Matches
69,Borja Bastón,es ESP,FW,Granada,31,1992,2.2,0,0,0,3,3,1,1,0,0,,,0,Matches
70,Roko Baturina,hr CRO,FW,Málaga,24,2000,9.9,1,0,0,13,7,6,0,1,2,,,0,Matches
71,Jon Bautista,es ESP,FW,Eibar,29,1995,28.9,5,1,0,54,32,33,9,6,9,,,0,Matches
72,Samed Baždar,ba BIH,"FW,MF",Zaragoza,20,2004,18.8,6,1,0,28,17,11,11,3,8,,,0,Matches
73,Bebé,cv CPV,"MF,FW",Racing Ferrol,34,1990,9.2,0,0,0,5,10,9,59,0,6,,,0,Matches
74,Axel Bejarano Fernandez,es ESP,FW,Huesca,19,2005,0.4,0,0,0,0,3,0,1,0,0,,,0,Matches
75,Iker Benito,es ESP,"DF,MF",Mirandés,21,2002,15.7,2,0,0,16,22,2,59,13,8,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
76,Sergio Bermejo,es ESP,MF,Zaragoza,26,1997,3.0,1,0,0,8,4,0,13,4,7,,,0,Matches
77,Álex Bernal,es ESP,"MF,FW",Eldense,33,1991,12.6,4,0,0,11,30,0,13,8,14,,,0,Matches
78,Jesús Bernal,es ESP,MF,Sporting Gijón,27,1996,6.9,1,0,0,8,2,0,2,7,6,,,0,Matches
79,Emilio Bernard,es ESP,GK,Racing Ferrol,24,1999,1.0,0,0,0,0,0,0,0,0,0,,,0,Matches
80,Pedro Bigas,es ESP,DF,Elche,33,1990,28.5,4,0,0,26,21,1,9,26,23,,,0,Matches
81,Raúl Blanco,es ESP,"FW,MF",Racing Ferrol,23,2001,7.0,0,0,0,8,5,2,37,1,2,,,0,Matches
82,Jérémy Blasco,fr FRA,DF,Huesca,25,1999,26.8,2,0,0,10,9,1,2,20,14,,,0,Matches
83,Adam Boayar,ma MAR,FW,Elche,18,2005,1.0,1,0,0,2,2,0,0,2,1,,,0,Matches
84,Yann Bodiger,fr FRA,MF,Tenerife,29,1995,21.0,5,0,0,46,25,2,11,32,47,,,0,Matches
85,Rahim Bonkano,ne NIG,DF,Oviedo,22,2002,20.6,4,0,0,19,13,5,61,37,22,,,0,Matches
86,Santi Borikó,gq EQG,DF,Castellón,21,2003,1.2,0,0,0,0,1,0,0,0,2,,,0,Matches
87,David Bosilj,si SVN,FW,Castellón,22,2002,1.9,0,0,0,1,4,0,0,0,0,,,0,Matches
88,Mohamed Bouldini,ma MAR,FW,Levante,28,1995,0.9,0,0,0,0,1,0,0,0,0,,,0,Matches
89,Mohamed Bouldini,ma MAR,FW,Dep. La Coruña,28,1995,7.2,2,0,0,31,6,5,1,2,4,,,0,Matches
90,Mohamed Bouzaidi Diouri,ma MAR,MF,Eldense,24,1999,3.2,1,0,0,11,11,0,7,1,3,,,0,Matches
91,Lucas Boyé,ar ARG,FW,Granada,28,1996,28.8,3,0,0,82,58,15,24,5,14,,,0,Matches
92,Quentin Braat,fr FRA,GK,Oviedo,27,1997,1.0,1,0,0,1,0,0,0,0,0,,,0,Matches
93,Brau,es ESP,DF,Granada,22,2001,20.5,9,0,0,24,21,0,68,27,30,,,0,Matches
94,Brugui,es ESP,"FW,MF",Levante,27,1996,27.2,4,0,0,41,27,16,24,3,18,,,0,Matches
95,Aitor Buñuel,es ESP,DF,Racing Ferrol,26,1998,24.1,2,1,0,35,21,0,55,22,29,,,0,Matches
96,Adrián Butzke,es ESP,FW,Mirandés,25,1999,3.3,1,0,0,4,4,3,1,2,1,,,0,Matches
97,Erick Cabaco,uy URU,DF,Racing Ferrol,29,1995,1.5,1,0,0,3,1,0,0,0,1,,,0,Matches
98,Jorge Cabello,es ESP,DF,Levante,20,2004,16.3,5,0,0,9,11,1,0,12,5,,,0,Matches
99,Jordy Caicedo,ec ECU,FW,Sporting Gijón,26,1997,8.0,6,0,0,29,9,10,5,0,5,,,0,Matches
100,Álex Calatrava,es ESP,"MF,FW",Castellón,24,2000,24.7,7,0,0,52,46,7,123,10,31,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
101,Josep Calavera,es ESP,MF,Castellón,24,1999,9.3,1,1,0,18,1,0,4,14,12,,,0,Matches
102,Calderón,es ESP,DF,Córdoba,24,2000,24.5,8,1,0,28,30,5,40,24,27,,,0,Matches
103,Iván Calero,es ESP,DF,Zaragoza,29,1995,27.4,10,1,1,38,28,1,87,22,38,,,0,Matches
104,Álex Calvo,es ESP,FW,Mirandés,20,2004,2.0,1,0,0,5,4,1,11,1,2,,,0,Matches
105,Dani Calvo,es ESP,DF,Oviedo,30,1994,40.8,9,0,0,31,16,1,8,29,30,,,0,Matches
106,Ousmane Camara,gn GUI,FW,Castellón,22,2001,11.6,2,0,0,29,5,16,11,1,8,,,0,Matches
107,Sulei Camara,gm GAM,MF,Racing Sant,22,2001,5.0,1,0,0,7,26,4,13,4,2,,,0,Matches
108,Víctor Camarasa,es ESP,MF,Eldense,30,1994,11.5,2,0,0,13,15,2,18,19,15,,,0,Matches
109,Gaspar Campos,es ESP,"MF,FW",Sporting Gijón,24,2000,16.3,3,0,0,14,7,1,25,5,12,,,0,Matches
110,Víctor Campuzano,es ESP,FW,Sporting Gijón,27,1997,11.6,5,0,0,25,21,7,11,0,6,,,0,Matches
111,Álex Cantero,es ESP,"MF,FW",Tenerife,24,2000,10.4,3,0,0,15,10,3,27,3,6,,,0,Matches
112,Ander Cantero,es ESP,GK,Burgos,29,1995,42.0,0,0,0,0,4,0,1,0,1,,,0,Matches
113,Mario Cantero,es ESP,MF,Burgos,22,2002,3.4,1,0,0,5,1,0,2,0,2,,,0,Matches
114,David Carballo,es ESP,MF,Racing Ferrol,18,2006,0.3,0,0,0,0,1,0,0,1,0,,,0,Matches
115,Isaac Carcelen,es ESP,DF,Cádiz,31,1993,28.3,7,0,0,23,31,3,41,27,34,,,0,Matches
116,Álex Cardero,es ESP,MF,Oviedo,20,2003,6.6,4,0,0,13,6,1,23,6,9,,,0,Matches
117,Carlo,es ESP,MF,Mirandés,23,2001,0.8,0,0,0,2,0,0,2,0,0,,,0,Matches
118,José Carlos Lazo,es ESP,"MF,FW",Albacete,28,1996,9.4,1,0,0,8,9,5,35,4,8,,,0,Matches
119,Cristian Carracedo,es ESP,"FW,MF",Córdoba,28,1995,36.5,12,0,0,60,46,9,306,19,53,,,0,Matches
120,Marco Carrascal,es ESP,DF,Racing Sant,21,2003,0.4,0,0,0,2,0,0,0,2,1,,,0,Matches
121,Oscar Carrasco Sojo,es ESP,MF,Eibar,21,2002,0.1,0,0,0,2,0,0,0,0,2,,,0,Matches
122,Álvaro Carrillo,es ESP,DF,Eibar,22,2002,14.4,9,2,2,17,8,2,3,18,11,,,0,Matches
123,Antonio Casas,es ESP,FW,Córdoba,24,2000,29.4,10,1,1,49,23,20,7,5,11,,,0,Matches
124,Sergio Castel,es ESP,FW,Málaga,29,1995,4.5,3,0,0,24,5,1,2,2,3,,,0,Matches
125,David Castro,es ESP,DF,Racing Ferrol,28,1995,20.3,8,1,0,47,26,0,1,27,17,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
126,Javier Castro,es ESP,DF,Racing Sant,23,2000,30.7,4,0,0,17,32,0,3,29,39,,,0,Matches
127,Nicolás Castro,ar ARG,MF,Elche,23,2000,25.5,4,0,0,26,18,0,69,17,23,,,0,Matches
128,Santi Cazorla,es ESP,"MF,FW",Oviedo,39,1984,21.1,1,0,0,6,34,1,129,16,17,,,0,Matches
129,Álex Centelles,es ESP,"DF,MF",Almería,26,1997,27.6,4,0,0,33,22,4,120,31,26,,,0,Matches
130,Luis Chacón,es ESP,MF,Dep. La Coruña,24,2000,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
131,Ilyas Chaira,ma MAR,"MF,FW",Oviedo,23,2001,24.8,8,0,0,52,44,12,78,12,35,,,0,Matches
132,Chapela,es ESP,MF,Eldense,25,1999,17.1,1,0,0,10,36,8,28,7,13,,,0,Matches
133,Willy Chatiliez,cl CHI,MF,Huesca,19,2005,1.0,0,0,0,1,1,0,4,1,0,,,0,Matches
134,Checo,es ESP,DF,Cartagena,19,2004,0.3,0,0,0,0,0,0,0,0,0,,,0,Matches
135,Chema,es ESP,DF,Eibar,32,1992,9.7,9,1,1,5,2,0,0,11,5,,,0,Matches
136,Chiki,es ESP,"FW,MF",Racing Ferrol,27,1996,11.7,4,0,0,11,21,2,16,5,5,,,0,Matches
137,Daijiro Chirino,cw CUW,"DF,MF",Castellón,22,2002,33.3,10,1,0,27,23,3,40,36,43,,,0,Matches
138,Chumi,es ESP,DF,Almería,25,1999,26.4,8,0,0,26,10,0,1,27,22,,,0,Matches
139,Chupete,es ESP,FW,Málaga,19,2004,10.8,4,0,0,13,16,1,4,2,5,,,0,Matches
140,Churripi,es ESP,GK,Cádiz,30,1994,4.6,1,0,0,0,1,0,0,0,0,,,0,Matches
141,Víctor Chust,es ESP,DF,Cádiz,24,2000,38.2,8,0,0,35,5,0,9,42,35,,,0,Matches
142,Brian Cipenga,cd COD,"MF,FW",Castellón,26,1998,7.6,0,0,0,9,10,1,16,1,13,,,0,Matches
143,Enrique Clemente,es ESP,DF,Zaragoza,25,1999,14.6,4,1,0,22,12,0,15,28,23,,,0,Matches
144,Óscar Clemente,es ESP,MF,Levante,25,1999,0.6,1,0,0,1,0,0,3,1,1,,,0,Matches
145,Óscar Clemente,es ESP,MF,Cartagena,25,1999,11.5,0,0,0,7,15,1,6,12,7,,,0,Matches
146,Carlos Clerc,es ESP,MF,Elche,32,1992,0.7,0,0,0,1,0,0,0,0,2,,,0,Matches
147,Mario Climent,es ESP,"DF,MF",Cádiz,22,2002,19.2,1,0,0,11,13,2,49,17,17,,,0,Matches
148,Silvi Clúa,es ESP,MF,Almería,19,2005,4.5,3,1,1,19,4,0,0,10,10,,,0,Matches
149,Diego Collado,es ESP,"FW,MF",Eldense,23,2001,10.4,2,0,0,17,12,2,12,5,15,,,0,Matches
150,Santiago Colombatto,ar ARG,MF,Oviedo,27,1997,36.0,8,0,0,49,65,3,91,25,20,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
151,Arnau Comas,es ESP,DF,Eibar,24,2000,7.5,1,0,0,10,8,0,0,4,13,,,0,Matches
152,Theo Corbeanu,ca CAN,MF,Granada,22,2002,2.8,3,0,0,4,0,0,37,0,4,,,0,Matches
153,Gabriele Corbo,it ITA,DF,Córdoba,24,2000,1.5,0,0,0,1,2,0,0,1,0,,,0,Matches
154,Antonio Cordero,es ESP,MF,Málaga,17,2006,23.2,1,0,0,20,36,8,131,6,23,,,0,Matches
155,Aitor Córdoba,es ESP,DF,Burgos,29,1995,40.4,7,0,0,32,13,0,1,49,23,,,0,Matches
156,Iñigo Córdoba,es ESP,"MF,DF",Burgos,27,1997,18.2,5,0,0,17,30,10,68,31,44,,,0,Matches
157,José Corpas,es ESP,"DF,MF",Eibar,33,1991,31.9,12,0,0,59,34,8,149,45,32,,,1,Matches
158,Rober Correa,es ESP,DF,Racing Ferrol,31,1992,14.9,5,1,0,14,28,3,46,23,10,,,0,Matches
159,Álex Corredera,es ESP,MF,Tenerife,28,1996,1.0,0,0,0,0,1,0,0,0,1,,,0,Matches
160,Samu Cortés,es ESP,FW,Granada,18,2006,0.0,0,0,0,0,1,0,0,0,0,,,0,Matches
161,Borja Cortina,es ESP,DF,Levante,18,2006,0.1,0,0,0,0,1,0,0,0,0,,,0,Matches
162,Jaume Costa,es ESP,DF,Albacete,36,1988,7.2,2,1,0,13,5,4,13,9,6,,,0,Matches
163,David Costas,es ESP,DF,Oviedo,29,1995,28.5,5,0,0,26,20,1,0,23,14,,,0,Matches
164,Gonzalo Crettaz,ar ARG,GK,Castellón,24,2000,39.1,1,0,0,1,2,0,0,2,2,,,0,Matches
165,Cristian,es ESP,GK,Albacete,26,1998,6.0,0,0,0,0,1,0,0,0,0,,,0,Matches
166,Sergio Cubero Ezcurra,es ESP,DF,Eibar,24,1999,22.2,1,0,0,33,28,0,79,39,18,,,0,Matches
167,Cuenca,es ESP,FW,Zaragoza,21,2002,0.4,0,0,0,2,1,0,1,1,0,,,0,Matches
168,Pablo Cuñat,es ESP,GK,Cartagena,22,2002,35.0,2,0,0,3,2,0,0,0,0,,,1,Matches
169,Eric Curbelo,es ESP,DF,Sporting Gijón,30,1994,6.5,2,0,0,13,12,0,2,15,12,,,0,Matches
170,Curro,es ESP,"MF,FW",Burgos,28,1996,31.6,6,0,0,47,54,7,59,16,29,,,0,Matches
171,Alberto Dadie,es ESP,DF,Mirandés,22,2002,1.3,0,2,0,4,3,0,6,1,8,,,0,Matches
172,Davo,es ESP,MF,Dep. La Coruña,29,1994,1.2,0,0,0,2,1,2,5,0,1,,,0,Matches
173,Alberto Del Moral,es ESP,MF,Oviedo,24,2000,6.0,1,0,0,10,10,0,0,9,7,,,0,Matches
174,Alberto Del Moral,es ESP,MF,Córdoba,24,2000,2.0,0,0,0,2,3,1,2,2,0,,,0,Matches
175,Moisés Delgado,es ESP,DF,Huesca,30,1994,2.4,0,0,0,3,2,0,19,1,5,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
176,Moisés Delgado,es ESP,DF,Racing Ferrol,30,1994,10.7,3,0,0,9,12,1,32,22,9,,,0,Matches
177,Julián Delmás,es ESP,"DF,MF",Racing Ferrol,29,1995,7.8,0,0,0,15,9,0,22,8,10,,,0,Matches
178,Julián Delmás,es ESP,"DF,MF",Cartagena,29,1995,7.7,1,0,0,14,10,0,39,10,7,,,0,Matches
179,Thomas van den Belt,nl NED,MF,Castellón,23,2001,34.2,10,0,0,45,21,3,19,38,32,,,0,Matches
180,Bambo Diaby,sn SEN,DF,Elche,26,1997,12.0,5,1,1,15,21,2,4,13,18,,,0,Matches
181,Moussa Diakité,ml MLI,MF,Cádiz,20,2003,15.7,4,1,0,18,21,0,4,16,22,,,0,Matches
182,Siren Diao,es ESP,FW,Granada,19,2005,1.7,0,0,0,3,5,0,0,0,1,,,0,Matches
183,Youssouf Diarra,ml MLI,"MF,FW",Tenerife,25,1998,37.4,4,0,0,47,43,21,48,30,28,,,0,Matches
184,Amadou Diawara,gn GUI,MF,Eldense,27,1997,10.8,2,0,0,13,5,0,5,11,7,,,0,Matches
185,Diego Diaz,es ESP,FW,Racing Sant,19,2005,0.4,0,0,0,0,0,0,4,1,0,,,0,Matches
186,Dioni,es ESP,FW,Málaga,34,1989,21.7,4,0,0,45,49,8,8,1,1,,,0,Matches
187,Matías Dituro,ar ARG,GK,Elche,37,1987,38.0,0,0,0,0,2,0,0,0,0,,,0,Matches
188,Joaquín Domingo,es ESP,DF,Albacete,18,2006,0.2,0,0,0,0,0,0,1,1,0,,,0,Matches
189,John Donald,es ESP,"DF,MF",Elche,23,2000,9.7,0,0,0,12,10,0,1,15,15,,,0,Matches
190,Josué Dorrio,es ESP,"MF,FW",Racing Ferrol,30,1994,32.5,2,0,0,35,48,5,66,14,23,,,0,Matches
191,Carlos Dotor,es ESP,MF,Oviedo,23,2001,2.1,1,0,0,6,5,0,1,2,2,,,0,Matches
192,Carlos Dotor,es ESP,MF,Sporting Gijón,23,2001,5.3,1,0,0,8,6,0,5,2,4,,,0,Matches
193,Jonathan Dubasin,be BEL,"FW,MF",Sporting Gijón,24,2000,34.9,6,0,0,51,50,10,45,15,11,,,0,Matches
194,Dylan,es ESP,MF,Tenerife,18,2006,0.3,0,0,0,0,2,0,0,0,0,,,0,Matches
195,Zakaria Eddahchouri,nl NED,FW,Dep. La Coruña,24,2000,11.7,1,0,0,19,14,12,9,2,3,,,0,Matches
196,Unai Eguíluz,es ESP,DF,Mirandés,22,2002,20.8,7,0,0,35,11,2,4,25,19,,,0,Matches
197,Unai Elgezabal,es ESP,DF,Levante,31,1993,40.0,9,0,0,25,23,1,1,29,30,,,0,Matches
198,Sergi Enrich,es ESP,FW,Huesca,34,1990,24.1,2,0,0,41,25,5,5,6,13,,,0,Matches
199,Ramón Enríquez,es ESP,MF,Málaga,23,2001,4.9,1,0,0,5,5,0,4,6,6,,,0,Matches
200,Gonzalo Escalante,ar ARG,MF,Cádiz,31,1993,10.8,2,0,0,19,11,2,5,8,15,,,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Matches
201,Aarón Escandell,es ESP,GK,Oviedo,28,1995,41.0,3,0,0,0,9,0,0,0,0,,,0,Matches
202,Jaime Escario,es ESP,MF,Huesca,21,2003,0.0,0,0,0,0,0,0,0,0,1,,,0,Matches
203,Juan Escobar,py PAR,DF,Castellón,29,1995,5.3,2,0,0,4,3,0,1,6,7,,,0,Matches
204,Dani Escriche,es ESP,"MF,FW",Cartagena,26,1998,19.8,8,0,0,37,46,11,21,9,14,,,0,Matches
205,Sergio Escudero,es ESP,DF,Dep. La Coruña,34,1989,6.3,1,0,0,3,8,0,35,7,6,,,0,Matches
206,Carlos Espí,es ESP,FW,Levante,19,2005,5.7,0,0,0,22,6,9,2,1,5,,,0,Matches
207,Eduardo Espiau,es ESP,FW,Burgos,29,1994,21.3,5,0,0,28,47,10,5,7,9,,,0,Matches
208,Karl Etta Eyong,cm CMR,FW,Cádiz,20,2003,0.0,0,0,0,0,0,0,0,0,0,,,0,Matches
209,Chukwuma Eze,ng NGA,DF,Oviedo,20,2003,0.2,0,0,0,0,0,0,0,0,0,,,0,Matches
210,Jokin Ezkieta,es ESP,GK,Racing Sant,27,1996,42.0,2,0,0,2,2,0,0,1,2,,,0,Matches
211,Fabrício,br BRA,FW,Levante,23,2000,1.4,1,0,0,4,4,1,1,1,1,,,0,Matches
212,Omar Falah,es ESP,DF,Oviedo,20,2003,0.1,0,0,0,0,0,0,0,1,0,,,0,Matches
213,Fali,es ESP,"DF,MF",Cádiz,30,1993,17.5,11,1,0,19,6,0,4,9,10,,,0,Matches
