Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 18_level_0
65,Javier Avilés,es ESP,FW,Leganés,24,1997,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
66,Miguel Azeez,eng ENG,"MF,FW",Ibiza,19,2002,6.6,0,4,3,75.0,0.61,0.46,0.00,0.00,0,0,Matches
67,Diego Aznar,es ESP,FW,Huesca,18,2003,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
68,Ivan Azón,es ESP,FW,Zaragoza,19,2002,11.9,3,35,14,40.0,2.94,1.18,0.09,0.21,0,0,Matches
69,Baena,es ESP,"FW,MF",Lugo,21,2000,16.5,1,14,5,35.7,0.85,0.30,0.07,0.20,0,0,Matches
70,Sinan Bakış,tr TUR,FW,FC Andorra,28,1994,22.9,12,66,26,39.4,2.88,1.14,0.14,0.35,3,3,Matches
71,Alex Balboa,gq EQG,MF,Alavés,21,2001,1.9,0,1,1,100.0,0.52,0.52,0.00,0.00,0,0,Matches
72,Axel Bamba,fr FRA,DF,Sporting Gijón,23,1999,3.1,0,1,0,0.0,0.32,0.00,0.00,,0,0,Matches
73,Barbu,es ESP,DF,Mirandés,21,2001,29.9,3,12,3,25.0,0.40,0.10,0.25,1.00,0,0,Matches
74,Bernabé Barragán,es ESP,GK,Albacete,29,1993,30.0,0,0,0,,0.00,0.00,,,0,0,Matches
75,Manu Barreiro,es ESP,FW,Lugo,36,1986,17.7,2,39,12,30.8,2.21,0.68,0.03,0.08,1,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
76,Dani Barrio,es ESP,GK,Burgos,35,1987,2.5,0,0,0,,0.00,0.00,,,0,0,Matches
77,Djakaría Barro,ci CIV,MF,Cartagena,20,2002,0.4,0,0,0,,0.00,0.00,,,0,0,Matches
78,Borja Bastón,es ESP,FW,Oviedo,29,1992,27.7,8,65,21,32.3,2.34,0.76,0.06,0.19,4,5,Matches
79,Roko Baturina,hr CRO,FW,Racing Sant,22,2000,9.9,4,16,6,37.5,1.62,0.61,0.25,0.67,0,0,Matches
80,Jon Bautista,es ESP,FW,Eibar,27,1995,23.3,6,55,19,34.5,2.36,0.82,0.11,0.32,0,0,Matches
81,Bebé,cv CPV,MF,Zaragoza,32,1990,14.2,4,62,19,30.6,4.37,1.34,0.06,0.21,0,0,Matches
82,Carlos Benavídez,uy URU,MF,Alavés,24,1998,16.3,1,11,4,36.4,0.67,0.25,0.09,0.25,0,0,Matches
83,Saúl Berjón,es ESP,"FW,MF",Burgos,36,1986,0.9,0,2,0,0.0,2.34,0.00,0.00,,0,0,Matches
84,Álex Bermejo,es ESP,"FW,MF",Burgos,23,1998,26.8,4,60,15,25.0,2.24,0.56,0.05,0.20,1,2,Matches
85,Sergio Bermejo,es ESP,MF,Zaragoza,24,1997,24.3,5,50,15,30.0,2.05,0.62,0.08,0.27,1,1,Matches
86,Juan Berrocal,es ESP,DF,Eibar,23,1999,30.3,1,7,2,28.6,0.23,0.07,0.14,0.50,0,0,Matches
87,Antonio Blanco,es ESP,MF,Alavés,22,2000,14.5,0,5,1,20.0,0.34,0.07,0.00,0.00,0,0,Matches
88,Gustavo Blanco Leschuk,ar ARG,FW,Eibar,30,1991,12.5,4,24,10,41.7,1.92,0.80,0.17,0.40,0,0,Matches
89,Jérémy Blasco,fr FRA,DF,Huesca,23,1999,27.3,1,6,3,50.0,0.22,0.11,0.17,0.33,0,0,Matches
90,Pablo de Blasis,ar ARG,MF,Cartagena,34,1988,39.5,2,33,17,51.5,0.84,0.43,0.06,0.12,0,0,Matches
91,Pablo Bobadilla,es ESP,DF,Racing Sant,25,1996,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
92,Yann Bodiger,fr FRA,MF,Granada,27,1995,24.4,0,18,4,22.2,0.74,0.16,0.00,0.00,0,0,Matches
93,Mateusz Bogusz,pl POL,"FW,MF",Ibiza,20,2001,12.7,2,27,11,40.7,2.12,0.86,0.07,0.18,0,0,Matches
94,Jovanny Bolívar,ve VEN,FW,Albacete,20,2001,1.3,1,9,5,55.6,6.98,3.88,0.11,0.20,0,0,Matches
95,Adri Bosch,es ESP,DF,Granada,21,2001,1.0,0,0,0,,0.00,0.00,,,0,0,Matches
96,Mohamed Bouldini,ma MAR,FW,Levante,26,1995,22.3,8,49,15,30.6,2.20,0.67,0.16,0.53,0,0,Matches
97,Ruben Bover,es ESP,MF,FC Andorra,30,1992,15.6,4,24,10,41.7,1.54,0.64,0.17,0.40,0,0,Matches
98,Enzo Boyomo,cm CMR,DF,Albacete,20,2001,34.7,1,17,2,11.8,0.49,0.06,0.06,0.50,0,0,Matches
99,Quentin Braat,fr FRA,GK,Oviedo,25,1997,25.5,0,0,0,,0.00,0.00,,,0,0,Matches
100,Abel Bretones,es ESP,"DF,MF",Oviedo,21,2000,32.0,0,28,8,28.6,0.88,0.25,0.00,0.00,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
101,Yan Brice Eteki,cm CMR,MF,Cartagena,24,1997,3.9,0,5,1,20.0,1.30,0.26,0.00,0.00,0,0,Matches
102,Brugui,es ESP,"FW,MF",Levante,25,1996,11.1,2,33,11,33.3,2.98,0.99,0.06,0.18,0,0,Matches
103,Mustapha Bundu,sl SLE,"FW,MF",FC Andorra,25,1997,11.1,3,18,5,27.8,1.63,0.45,0.17,0.60,0,0,Matches
104,Aitor Buñuel,es ESP,DF,Tenerife,24,1998,14.3,0,1,0,0.0,0.07,0.00,0.00,,0,0,Matches
105,Esteban Burgos,ar ARG,DF,Málaga,30,1992,26.5,1,6,4,66.7,0.23,0.15,0.17,0.25,0,0,Matches
106,Unai Bustinza,es ESP,DF,Málaga,30,1992,7.8,0,4,0,0.0,0.51,0.00,0.00,,0,0,Matches
107,Erick Cabaco,uy URU,DF,Granada,27,1995,10.7,0,4,0,0.0,0.37,0.00,0.00,,0,0,Matches
108,Yeray Cabanzón,es ESP,MF,Racing Sant,19,2003,4.1,2,11,6,54.5,2.68,1.46,0.18,0.33,0,0,Matches
109,Jordi Calavera,es ESP,"DF,MF",Lugo,26,1995,10.0,0,3,0,0.0,0.30,0.00,0.00,,0,0,Matches
110,Iván Calero,es ESP,"DF,MF",Cartagena,27,1995,37.4,1,49,12,24.5,1.31,0.32,0.02,0.08,0,0,Matches
111,José Callejón,es ESP,"FW,MF",Granada,35,1987,33.6,4,55,15,27.3,1.64,0.45,0.07,0.27,0,0,Matches
112,Álex Calvo,es ESP,MF,Málaga,18,2004,2.9,1,6,2,33.3,2.06,0.69,0.17,0.50,0,0,Matches
113,Dani Calvo,es ESP,DF,Oviedo,28,1994,35.3,2,17,5,29.4,0.48,0.14,0.12,0.40,0,0,Matches
114,Sulei Camara,gm GAM,MF,Ibiza,20,2001,20.6,2,23,6,26.1,1.12,0.29,0.09,0.33,0,0,Matches
115,Víctor Camarasa,es ESP,MF,Oviedo,28,1994,7.0,0,7,1,14.3,1.01,0.14,0.00,0.00,0,0,Matches
116,José Campaña,es ESP,MF,Levante,29,1993,14.4,5,11,5,45.5,0.76,0.35,0.00,0.00,5,5,Matches
117,Gaspar Campos,es ESP,"FW,MF",Sporting Gijón,22,2000,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
118,Gaspar Campos,es ESP,"MF,FW",Burgos,22,2000,18.4,7,32,16,50.0,1.73,0.87,0.22,0.44,0,0,Matches
119,Víctor Campuzano,es ESP,"FW,MF",Sporting Gijón,25,1997,8.4,2,21,8,38.1,2.51,0.96,0.10,0.25,0,0,Matches
120,Marco Camús,es ESP,MF,Racing Sant,20,2001,7.3,0,10,4,40.0,1.37,0.55,0.00,0.00,0,0,Matches
121,Álex Cantero,es ESP,"FW,MF",Levante,22,2000,14.3,3,37,10,27.0,2.60,0.70,0.08,0.30,0,0,Matches
122,Marc Carbó,es ESP,MF,Lugo,28,1994,14.7,0,12,4,33.3,0.82,0.27,0.00,0.00,0,0,Matches
123,Dani Cárdenas,es ESP,GK,Levante,25,1997,34.0,0,0,0,,0.00,0.00,,,0,0,Matches
124,Marc Cardona,es ESP,FW,Las Palmas,27,1995,22.8,7,49,24,49.0,2.15,1.05,0.12,0.25,1,1,Matches
125,Sergi Cardona,es ESP,DF,Las Palmas,23,1999,34.7,0,19,4,21.1,0.55,0.12,0.00,0.00,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
126,Carlo,es ESP,MF,Villarreal B,21,2001,30.2,3,27,9,33.3,0.89,0.30,0.11,0.33,0,0,Matches
127,Juan Carlos,es ESP,"FW,MF",Huesca,31,1991,29.7,8,42,17,40.5,1.41,0.57,0.14,0.35,2,2,Matches
128,Kevin Carlos,es ESP,FW,Huesca,21,2001,5.9,1,16,2,12.5,2.73,0.34,0.06,0.50,0,0,Matches
129,Zé Carlos,pt POR,DF,Ibiza,24,1998,4.2,0,2,0,0.0,0.47,0.00,0.00,,0,0,Matches
130,Andrés Caro,es ESP,DF,Málaga,18,2004,0.8,0,0,0,,0.00,0.00,,,0,0,Matches
131,Salifo Caropitche,gw GNB,FW,Mirandés,21,2001,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
132,Sergio Carreira,es ESP,"DF,MF",Villarreal B,21,2000,24.5,2,15,2,13.3,0.61,0.08,0.13,1.00,0,0,Matches
133,Jordan Carrillo,mx MEX,MF,Sporting Gijón,20,2001,8.1,1,16,5,31.3,1.97,0.62,0.06,0.20,0,0,Matches
134,Pau Casadesús,es ESP,DF,FC Andorra,18,2003,2.1,1,1,1,100.0,0.47,0.47,1.00,1.00,0,0,Matches
135,Sergio Castel,es ESP,FW,Ibiza,27,1995,7.5,0,17,6,35.3,2.26,0.80,0.00,0.00,0,0,Matches
136,Sergio Castel,es ESP,FW,Burgos,27,1995,5.9,0,12,6,50.0,2.02,1.01,0.00,0.00,0,0,Matches
137,Adri Castellano,es ESP,DF,Ponferradina,28,1994,13.5,1,2,1,50.0,0.15,0.07,0.50,1.00,0,0,Matches
138,Nacho Castillo,es ESP,MF,Mirandés,22,2000,0.7,0,2,1,50.0,2.69,1.34,0.00,0.00,0,0,Matches
139,Castrin,es ESP,DF,Lugo,19,2003,4.0,0,0,0,,0.00,0.00,,,0,0,Matches
140,Rubén Castro,es ESP,FW,Málaga,41,1981,32.4,10,96,40,41.7,2.96,1.23,0.10,0.25,0,2,Matches
141,Karim Chaban,dz ALG,MF,Albacete,22,2000,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
142,Sofian Chakla,ma MAR,DF,Ponferradina,28,1993,11.4,0,4,0,0.0,0.35,0.00,0.00,,0,0,Matches
143,Jorge Chanza,es ESP,GK,Ibiza,24,1998,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
144,Pablo Chavarría,ar ARG,"MF,FW",Málaga,34,1988,13.8,5,23,13,56.5,1.66,0.94,0.22,0.38,0,0,Matches
145,Pep Chavarría,es ESP,DF,Zaragoza,24,1998,2.0,0,1,1,100.0,0.50,0.50,0.00,0.00,0,0,Matches
146,Chema,es ESP,DF,Eibar,30,1992,1.8,0,1,0,0.0,0.55,0.00,0.00,,0,0,Matches
147,Churripi,es ESP,GK,Burgos,28,1994,39.4,0,0,0,,0.00,0.00,,,0,0,Matches
148,Seydouba Cissé,gn GUI,MF,Leganés,21,2001,26.0,4,26,9,34.6,1.00,0.35,0.15,0.44,0,0,Matches
149,Pablo Clavería,es ESP,MF,Lugo,26,1996,19.8,0,16,2,12.5,0.81,0.10,0.00,0.00,0,0,Matches
150,Daniel Clavijo,es ESP,MF,Villarreal B,18,2003,0.9,0,0,0,,0.00,0.00,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
151,Enrique Clemente,es ESP,DF,Las Palmas,23,1999,6.7,0,2,1,50.0,0.30,0.15,0.00,0.00,0,0,Matches
152,Óscar Clemente,es ESP,MF,Las Palmas,23,1999,17.2,2,25,8,32.0,1.45,0.46,0.08,0.25,0,0,Matches
153,Saúl Coco,gq EQG,DF,Las Palmas,23,1999,33.2,1,23,3,13.0,0.69,0.09,0.04,0.33,0,0,Matches
154,Coke,es ESP,"MF,DF",Ibiza,35,1987,18.4,2,23,6,26.1,1.25,0.33,0.09,0.33,0,0,Matches
155,Diego Collado,es ESP,"MF,FW",Villarreal B,21,2001,25.5,5,60,25,41.7,2.35,0.98,0.08,0.20,0,0,Matches
156,Aitor Córdoba,es ESP,DF,Burgos,27,1995,40.3,0,5,1,20.0,0.12,0.02,0.00,0.00,0,0,Matches
157,José Corpas,es ESP,MF,Eibar,31,1991,28.9,4,55,17,30.9,1.90,0.59,0.04,0.12,2,2,Matches
158,Rober Correa,es ESP,DF,Eibar,29,1992,8.1,0,1,1,100.0,0.12,0.12,0.00,0.00,0,0,Matches
159,Álex Corredera,es ESP,MF,Tenerife,26,1996,19.5,0,19,4,21.1,0.98,0.21,0.00,0.00,0,0,Matches
160,David Costas,es ESP,DF,Oviedo,27,1995,20.7,1,7,3,42.9,0.34,0.15,0.14,0.33,0,0,Matches
161,Iván Cuéllar,es ESP,GK,Sporting Gijón,38,1984,24.5,0,0,0,,0.00,0.00,,,0,0,Matches
162,Jaume Cuéllar,bo BOL,"FW,MF",Lugo,20,2001,22.1,2,22,7,31.8,0.99,0.32,0.09,0.29,0,0,Matches
163,Eric Curbelo,es ESP,DF,Las Palmas,28,1994,29.5,1,13,3,23.1,0.44,0.10,0.08,0.33,0,0,Matches
164,Curro,es ESP,"MF,FW",Burgos,26,1996,30.3,9,62,25,40.3,2.05,0.83,0.10,0.24,3,3,Matches
165,Dali,es ESP,FW,Racing Sant,22,2000,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
166,Toni Datković,hr CRO,DF,Cartagena,28,1993,37.5,0,17,2,11.8,0.45,0.05,0.00,0.00,0,0,Matches
167,Alberto Del Moral,es ESP,MF,Villarreal B,22,2000,37.0,1,16,5,31.3,0.43,0.14,0.06,0.20,0,0,Matches
168,Jorge Delgado,es ESP,FW,Racing Sant,20,2002,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
169,Moisés Delgado,es ESP,DF,Ponferradina,28,1994,23.1,0,9,0,0.0,0.39,0.00,0.00,,0,0,Matches
170,Julián Delmás,es ESP,"DF,MF",Málaga,27,1995,15.8,0,5,1,20.0,0.32,0.06,0.00,0.00,0,0,Matches
171,Julián Delmás,es ESP,DF,Cartagena,27,1995,3.8,0,3,1,33.3,0.80,0.27,0.00,0.00,0,0,Matches
172,Moussa Diarra,es ESP,DF,Málaga,20,2002,1.0,0,1,0,0.0,1.00,0.00,0.00,,0,0,Matches
173,Pedro Díaz,es ESP,MF,Sporting Gijón,24,1998,26.8,4,41,13,31.7,1.53,0.49,0.10,0.31,0,0,Matches
174,Víctor Díaz,es ESP,"DF,MF",Granada,34,1988,22.7,1,15,2,13.3,0.66,0.09,0.07,0.50,0,0,Matches
175,Famara Diedhiou,sn SEN,FW,Granada,29,1992,1.8,0,0,0,,0.00,0.00,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
176,Adrián Diéguez,es ESP,"DF,MF",Ponferradina,26,1996,22.5,0,14,2,14.3,0.62,0.09,0.00,0.00,0,0,Matches
177,Papakouli Diop,sn SEN,MF,Ibiza,36,1986,16.8,2,21,9,42.9,1.25,0.54,0.10,0.22,0,0,Matches
178,Mohammed Djetei,cm CMR,DF,Albacete,27,1994,25.6,1,14,2,14.3,0.55,0.08,0.07,0.50,0,0,Matches
179,Álex Domínguez,es ESP,GK,Las Palmas,24,1998,8.0,0,0,0,,0.00,0.00,,,0,0,Matches
180,Rubén Duarte,es ESP,DF,Alavés,26,1995,33.1,0,16,2,12.5,0.48,0.06,0.00,0.00,0,0,Matches
181,Jonathan Dubasin,be BEL,"FW,MF",Albacete,22,2000,29.0,10,58,26,44.8,2.00,0.90,0.17,0.38,0,0,Matches
182,Juan Durán,es ESP,MF,Mirandés,21,2001,0.9,0,0,0,,0.00,0.00,,,0,0,Matches
183,Riza Durmisi,dk DEN,DF,Tenerife,28,1994,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
184,Riza Durmisi,dk DEN,"DF,MF",Leganés,28,1994,6.1,0,3,1,33.3,0.49,0.16,0.00,0.00,0,0,Matches
185,Unai Elgezabal,es ESP,"MF,DF",Burgos,29,1993,37.0,1,25,7,28.0,0.68,0.19,0.04,0.14,0,0,Matches
186,Juergen Elitim,co COL,MF,Racing Sant,23,1999,21.8,2,27,7,25.9,1.24,0.32,0.07,0.29,0,0,Matches
187,Sergi Enrich,es ESP,FW,Oviedo,32,1990,20.8,7,31,17,54.8,1.49,0.82,0.23,0.41,0,0,Matches
188,Ramón Enríquez,es ESP,MF,Málaga,21,2001,10.5,0,5,1,20.0,0.48,0.10,0.00,0.00,0,0,Matches
189,Aarón Escandell,es ESP,GK,Cartagena,26,1995,35.5,0,1,1,100.0,0.03,0.03,0.00,0.00,0,0,Matches
190,Alberto Escassi,es ESP,"DF,MF",Málaga,33,1989,28.0,2,20,6,30.0,0.71,0.21,0.10,0.33,0,0,Matches
191,Gonzalo Escobar,ar ARG,DF,Ibiza,25,1997,16.9,0,7,0,0.0,0.41,0.00,0.00,,0,0,Matches
192,Dani Escriche,es ESP,"FW,MF",Huesca,24,1998,10.8,1,19,4,21.1,1.76,0.37,0.05,0.25,0,0,Matches
193,Dani Escriche,es ESP,FW,Albacete,24,1998,6.1,1,14,6,42.9,2.30,0.99,0.07,0.17,0,0,Matches
194,Eduardo Espiau,es ESP,FW,Ponferradina,27,1994,27.0,5,51,12,23.5,1.89,0.44,0.10,0.42,0,0,Matches
195,Euse,es ESP,DF,Huesca,21,2000,0.3,0,0,0,,0.00,0.00,,,0,0,Matches
196,Jokin Ezkieta,es ESP,GK,Racing Sant,25,1996,5.7,0,0,0,,0.00,0.00,,,0,0,Matches
