Jugador,Temporada,Equipo,Pos,Edad,Partidos,Minutos,Goles,Asistencias,G+A,Penales,Amarillas,2a Amarillas,Rojas,Tiros,Tiros a puerta,Faltas hechas,Faltas recibidas,Intercepciones,Entradas ganadas,Goles recibidos,Tiros a puerta recibidos,Victorias,Empates,Derrotas,Partidos sin goles,Tiros a puerta parados (%),Penaltis parados (%)
Chidera Ejuke,25/26,Sevilla,"MF,FW",27.0,27.0,932.0,1.0,1.0,2.0,,0.0,0.0,0.0,23.0,3.0,5.0,16.0,7.0,13.0,,,,,,,,
Christantus Uche,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Christantus Uche,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Christantus Uche,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Christantus Uche,24/25,Getafe,"FW,MF",21.0,33.0,2486.0,4.0,6.0,10.0,,8.0,1.0,2.0,50.0,14.0,55.0,68.0,9.0,21.0,,,,,,,,
Christantus Uche,25/26,Getafe,FW,22.0,3.0,270.0,1.0,1.0,2.0,,1.0,0.0,0.0,6.0,1.0,10.0,8.0,0.0,2.0,,,,,,,,
Chupe,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Chupe,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
Chupe,23/24,,,,,,,,,,,,,,,,,,,,,,,,,,
Chupe,24/25,,,,,,,,,,,,,,,,,,,,,,,,,,
Chupe,25/26,,,,,,,,,,,,,,,,,,,,,,,,,,
Clemens Riedel,21/22,,,,,,,,,,,,,,,,,,,,,,,,,,
Clemens Riedel,22/23,,,,,,,,,,,,,,,,,,,,,,,,,,
