Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches,MP,Starts,Min,Ast,G+A,G-PK,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,Temporada
97,Ruben Bover,es ESP,MF,FC Andorra,30,1992,15.6,4,24,10,41.7,1.54,0.64,0.17,0.40,0,0,Matches,28,18,1402,3,7,4,3,0,0.26,0.19,0.45,0.26,0.45,0,16,27,1,40,8,13,,,0,,,,,,,,,,,,,,,22/23
98,Enzo Boyomo,cm CMR,DF,Albacete,20,2001,34.7,1,17,2,11.8,0.49,0.06,0.06,0.50,0,0,Matches,37,36,3122,2,3,1,10,1,0.03,0.06,0.09,0.03,0.09,0,49,12,2,4,39,38,,,1,,,,,,,,,,,,,,,22/23
99,Quentin Braat,fr FRA,GK,Oviedo,25,1997,25.5,0,0,0,,0.00,0.00,,,0,0,Matches,26,26,2294,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,0,3,0,0,0,0,,,0,18,0.71,81,63,77.8,12,6,8,11,42.3,2,0,0,0.0,22/23
100,Abel Bretones,es ESP,"DF,MF",Oviedo,21,2000,32.0,0,28,8,28.6,0.88,0.25,0.00,0.00,0,0,Matches,39,31,2878,2,2,0,7,0,0.00,0.06,0.06,0.00,0.06,0,36,35,3,138,22,61,,,1,,,,,,,,,,,,,,,22/23
101,Yan Brice Eteki,cm CMR,MF,Cartagena,24,1997,3.9,0,5,1,20.0,1.30,0.26,0.00,0.00,0,0,Matches,10,4,347,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0,9,8,0,1,9,7,,,0,,,,,,,,,,,,,,,22/23
102,Brugui,es ESP,"FW,MF",Levante,25,1996,11.1,2,33,11,33.3,2.98,0.99,0.06,0.18,0,0,Matches,20,11,995,0,2,2,1,1,0.18,0.00,0.18,0.18,0.18,0,14,21,6,14,5,6,,,0,,,,,,,,,,,,,,,22/23
103,Mustapha Bundu,sl SLE,"FW,MF",FC Andorra,25,1997,11.1,3,18,5,27.8,1.63,0.45,0.17,0.60,0,0,Matches,28,10,995,2,5,3,0,0,0.27,0.18,0.45,0.27,0.45,0,12,7,8,48,5,7,,,0,,,,,,,,,,,,,,,22/23
104,Aitor Buñuel,es ESP,DF,Tenerife,24,1998,14.3,0,1,0,0.0,0.07,0.00,0.00,,0,0,Matches,25,14,1287,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0,21,8,2,49,15,22,,,0,,,,,,,,,,,,,,,22/23
105,Esteban Burgos,ar ARG,DF,Málaga,30,1992,26.5,1,6,4,66.7,0.23,0.15,0.17,0.25,0,0,Matches,31,30,2387,0,1,1,10,2,0.04,0.00,0.04,0.04,0.04,0,34,5,3,5,28,13,,,0,,,,,,,,,,,,,,,22/23
106,Unai Bustinza,es ESP,DF,Málaga,30,1992,7.8,0,4,0,0.0,0.51,0.00,0.00,,0,0,Matches,10,8,706,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,1,13,11,1,10,15,10,,,0,,,,,,,,,,,,,,,22/23
107,Erick Cabaco,uy URU,DF,Granada,27,1995,10.7,0,4,0,0.0,0.37,0.00,0.00,,0,0,Matches,15,10,962,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0,16,15,0,1,11,8,,,0,,,,,,,,,,,,,,,22/23
108,Yeray Cabanzón,es ESP,MF,Racing Sant,19,2003,4.1,2,11,6,54.5,2.68,1.46,0.18,0.33,0,0,Matches,11,3,370,1,3,2,0,0,0.49,0.24,0.73,0.49,0.73,0,3,7,0,25,1,5,,,0,,,,,,,,,,,,,,,22/23
109,Jordi Calavera,es ESP,"DF,MF",Lugo,26,1995,10.0,0,3,0,0.0,0.30,0.00,0.00,,0,0,Matches,20,9,900,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0,20,12,0,48,17,18,,,0,,,,,,,,,,,,,,,22/23
110,Iván Calero,es ESP,"DF,MF",Cartagena,27,1995,37.4,1,49,12,24.5,1.31,0.32,0.02,0.08,0,0,Matches,39,38,3370,3,4,1,8,0,0.03,0.08,0.11,0.03,0.11,0,56,39,1,187,27,43,,,0,,,,,,,,,,,,,,,22/23
111,José Callejón,es ESP,"FW,MF",Granada,35,1987,33.6,4,55,15,27.3,1.64,0.45,0.07,0.27,0,0,Matches,42,38,3025,9,13,4,4,0,0.12,0.27,0.39,0.12,0.39,0,26,51,24,169,10,13,,,0,,,,,,,,,,,,,,,22/23
112,Álex Calvo,es ESP,MF,Málaga,18,2004,2.9,1,6,2,33.3,2.06,0.69,0.17,0.50,0,0,Matches,11,1,262,0,1,1,1,0,0.34,0.00,0.34,0.34,0.34,0,8,5,1,8,4,3,,,0,,,,,,,,,,,,,,,22/23
113,Dani Calvo,es ESP,DF,Oviedo,28,1994,35.3,2,17,5,29.4,0.48,0.14,0.12,0.40,0,0,Matches,36,35,3178,0,2,2,6,0,0.06,0.00,0.06,0.06,0.06,0,25,21,2,1,20,21,,,0,,,,,,,,,,,,,,,22/23
114,Sulei Camara,gm GAM,MF,Ibiza,20,2001,20.6,2,23,6,26.1,1.12,0.29,0.09,0.33,0,0,Matches,37,24,1851,2,4,2,8,0,0.10,0.10,0.19,0.10,0.19,0,35,54,6,53,0,16,,,0,,,,,,,,,,,,,,,22/23
115,Víctor Camarasa,es ESP,MF,Oviedo,28,1994,7.0,0,7,1,14.3,1.01,0.14,0.00,0.00,0,0,Matches,11,6,626,2,2,0,1,0,0.00,0.29,0.29,0.00,0.29,0,8,13,0,35,10,5,,,0,,,,,,,,,,,,,,,22/23
116,José Campaña,es ESP,MF,Levante,29,1993,14.4,5,11,5,45.5,0.76,0.35,0.00,0.00,5,5,Matches,21,18,1297,0,5,0,5,0,0.35,0.00,0.35,0.00,0.00,0,12,18,0,46,7,16,,,0,,,,,,,,,,,,,,,22/23
117,Gaspar Campos,es ESP,"FW,MF",Sporting Gijón,22,2000,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,6,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,1,,,0,,,,,,,,,,,,,,,22/23
118,Gaspar Campos,es ESP,"MF,FW",Burgos,22,2000,18.4,7,32,16,50.0,1.73,0.87,0.22,0.44,0,0,Matches,29,19,1660,0,7,7,1,0,0.38,0.00,0.38,0.38,0.38,0,7,22,5,26,8,13,,,0,,,,,,,,,,,,,,,22/23
119,Víctor Campuzano,es ESP,"FW,MF",Sporting Gijón,25,1997,8.4,2,21,8,38.1,2.51,0.96,0.10,0.25,0,0,Matches,20,9,753,0,2,2,3,0,0.24,0.00,0.24,0.24,0.24,0,17,12,6,8,0,4,,,0,,,,,,,,,,,,,,,22/23
120,Marco Camús,es ESP,MF,Racing Sant,20,2001,7.3,0,10,4,40.0,1.37,0.55,0.00,0.00,0,0,Matches,20,4,656,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,7,25,2,16,10,7,,,0,,,,,,,,,,,,,,,22/23
121,Álex Cantero,es ESP,"FW,MF",Levante,22,2000,14.3,3,37,10,27.0,2.60,0.70,0.08,0.30,0,0,Matches,35,15,1283,2,5,3,4,0,0.21,0.14,0.35,0.21,0.35,0,37,11,3,23,2,14,,,0,,,,,,,,,,,,,,,22/23
122,Marc Carbó,es ESP,MF,Lugo,28,1994,14.7,0,12,4,33.3,0.82,0.27,0.00,0.00,0,0,Matches,29,13,1323,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0,24,10,0,4,15,21,,,0,,,,,,,,,,,,,,,22/23
123,Dani Cárdenas,es ESP,GK,Levante,25,1997,34.0,0,0,0,,0.00,0.00,,,0,0,Matches,34,34,3060,1,1,0,3,0,0.00,0.03,0.03,0.00,0.03,0,0,6,0,0,1,1,,,0,21,0.62,105,84,80.0,15,15,4,17,50.0,0,2,0,100.0,22/23
124,Marc Cardona,es ESP,FW,Las Palmas,27,1995,22.8,7,49,24,49.0,2.15,1.05,0.12,0.25,1,1,Matches,36,22,2055,0,7,6,4,0,0.31,0.00,0.31,0.26,0.26,0,28,46,38,7,5,16,,,0,,,,,,,,,,,,,,,22/23
125,Sergi Cardona,es ESP,DF,Las Palmas,23,1999,34.7,0,19,4,21.1,0.55,0.12,0.00,0.00,0,0,Matches,39,36,3123,2,2,0,11,0,0.00,0.06,0.06,0.00,0.06,0,47,50,4,96,57,65,,,0,,,,,,,,,,,,,,,22/23
126,Carlo,es ESP,MF,Villarreal B,21,2001,30.2,3,27,9,33.3,0.89,0.30,0.11,0.33,0,0,Matches,35,32,2717,2,5,3,7,0,0.10,0.07,0.17,0.10,0.17,0,35,22,1,2,36,40,,,0,,,,,,,,,,,,,,,22/23
127,Juan Carlos,es ESP,"FW,MF",Huesca,31,1991,29.7,8,42,17,40.5,1.41,0.57,0.14,0.35,2,2,Matches,38,30,2674,1,9,6,7,1,0.27,0.03,0.30,0.20,0.24,0,40,60,12,49,15,33,,,0,,,,,,,,,,,,,,,22/23
128,Kevin Carlos,es ESP,FW,Huesca,21,2001,5.9,1,16,2,12.5,2.73,0.34,0.06,0.50,0,0,Matches,11,7,527,1,2,1,3,0,0.17,0.17,0.34,0.17,0.34,0,15,6,4,1,2,3,,,0,,,,,,,,,,,,,,,22/23
129,Zé Carlos,pt POR,DF,Ibiza,24,1998,4.2,0,2,0,0.0,0.47,0.00,0.00,,0,0,Matches,6,5,382,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,6,12,1,13,3,5,,,0,,,,,,,,,,,,,,,22/23
130,Andrés Caro,es ESP,DF,Málaga,18,2004,0.8,0,0,0,,0.00,0.00,,,0,0,Matches,2,1,72,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,2,1,0,0,0,1,,,0,,,,,,,,,,,,,,,22/23
131,Salifo Caropitche,gw GNB,FW,Mirandés,21,2001,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,3,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,2,0,0,0,0,0,,,0,,,,,,,,,,,,,,,22/23
132,Sergio Carreira,es ESP,"DF,MF",Villarreal B,21,2000,24.5,2,15,2,13.3,0.61,0.08,0.13,1.00,0,0,Matches,31,26,2207,1,3,2,1,0,0.08,0.04,0.12,0.08,0.12,0,12,16,4,40,10,20,,,0,,,,,,,,,,,,,,,22/23
133,Jordan Carrillo,mx MEX,MF,Sporting Gijón,20,2001,8.1,1,16,5,31.3,1.97,0.62,0.06,0.20,0,0,Matches,21,6,730,0,1,1,1,0,0.12,0.00,0.12,0.12,0.12,0,13,41,1,23,5,11,,,0,,,,,,,,,,,,,,,22/23
134,Pau Casadesús,es ESP,DF,FC Andorra,18,2003,2.1,1,1,1,100.0,0.47,0.47,1.00,1.00,0,0,Matches,4,3,191,0,1,1,1,0,0.47,0.00,0.47,0.47,0.47,0,5,0,0,0,0,7,,,0,,,,,,,,,,,,,,,22/23
135,Sergio Castel,es ESP,FW,Ibiza,27,1995,7.5,0,17,6,35.3,2.26,0.80,0.00,0.00,0,0,Matches,16,4,678,1,1,0,4,0,0.00,0.13,0.13,0.00,0.13,0,21,11,5,10,1,7,,,0,,,,,,,,,,,,,,,22/23
136,Sergio Castel,es ESP,FW,Burgos,27,1995,5.9,0,12,6,50.0,2.02,1.01,0.00,0.00,0,0,Matches,10,6,535,1,1,0,2,0,0.00,0.17,0.17,0.00,0.17,0,22,2,2,1,1,5,,,0,,,,,,,,,,,,,,,22/23
137,Adri Castellano,es ESP,DF,Ponferradina,28,1994,13.5,1,2,1,50.0,0.15,0.07,0.50,1.00,0,0,Matches,17,13,1218,0,1,1,4,0,0.07,0.00,0.07,0.07,0.07,0,16,9,0,48,11,20,,,0,,,,,,,,,,,,,,,22/23
138,Nacho Castillo,es ESP,MF,Mirandés,22,2000,0.7,0,2,1,50.0,2.69,1.34,0.00,0.00,0,0,Matches,6,0,67,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,2,0,0,0,2,2,,,0,,,,,,,,,,,,,,,22/23
139,Castrin,es ESP,DF,Lugo,19,2003,4.0,0,0,0,,0.00,0.00,,,0,0,Matches,7,5,362,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,5,1,0,0,3,6,,,0,,,,,,,,,,,,,,,22/23
140,Rubén Castro,es ESP,FW,Málaga,41,1981,32.4,10,96,40,41.7,2.96,1.23,0.10,0.25,0,2,Matches,41,32,2917,4,14,10,0,0,0.31,0.12,0.43,0.31,0.43,0,17,34,34,31,6,2,,,0,,,,,,,,,,,,,,,22/23
141,Karim Chaban,dz ALG,MF,Albacete,22,2000,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,2,0,3,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,3,0,0,1,0,1,,,0,,,,,,,,,,,,,,,22/23
142,Sofian Chakla,ma MAR,DF,Ponferradina,28,1993,11.4,0,4,0,0.0,0.35,0.00,0.00,,0,0,Matches,13,12,1030,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,11,11,7,1,15,6,,,0,,,,,,,,,,,,,,,22/23
143,Jorge Chanza,es ESP,GK,Ibiza,24,1998,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,9,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,0,0.00,1,1,100.0,0,0,0,1,,0,0,0,,22/23
144,Pablo Chavarría,ar ARG,"MF,FW",Málaga,34,1988,13.8,5,23,13,56.5,1.66,0.94,0.22,0.38,0,0,Matches,24,14,1244,3,8,5,1,0,0.36,0.22,0.58,0.36,0.58,0,39,13,18,19,4,18,,,0,,,,,,,,,,,,,,,22/23
145,Pep Chavarría,es ESP,DF,Zaragoza,24,1998,2.0,0,1,1,100.0,0.50,0.50,0.00,0.00,0,0,Matches,2,2,180,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,2,3,0,8,3,5,,,0,,,,,,,,,,,,,,,22/23
146,Chema,es ESP,DF,Eibar,30,1992,1.8,0,1,0,0.0,0.55,0.00,0.00,,0,0,Matches,5,2,165,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0,4,3,0,0,2,2,,,0,,,,,,,,,,,,,,,22/23
147,Churripi,es ESP,GK,Burgos,28,1994,39.4,0,0,0,,0.00,0.00,,,0,0,Matches,41,41,3549,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0,1,10,0,0,0,1,,,0,29,0.74,150,121,80.7,13,15,13,19,46.3,2,2,1,50.0,22/23
148,Seydouba Cissé,gn GUI,MF,Leganés,21,2001,26.0,4,26,9,34.6,1.00,0.35,0.15,0.44,0,0,Matches,33,27,2338,2,6,4,9,0,0.15,0.08,0.23,0.15,0.23,0,37,39,1,30,15,32,,,0,,,,,,,,,,,,,,,22/23
149,Pablo Clavería,es ESP,MF,Lugo,26,1996,19.8,0,16,2,12.5,0.81,0.10,0.00,0.00,0,0,Matches,33,22,1786,1,1,0,8,0,0.00,0.05,0.05,0.00,0.05,0,25,13,0,29,25,21,,,0,,,,,,,,,,,,,,,22/23
150,Daniel Clavijo,es ESP,MF,Villarreal B,18,2003,0.9,0,0,0,,0.00,0.00,,,0,0,Matches,1,1,78,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,2,0,0,0,0,1,,,0,,,,,,,,,,,,,,,22/23
151,Enrique Clemente,es ESP,DF,Las Palmas,23,1999,6.7,0,2,1,50.0,0.30,0.15,0.00,0.00,0,0,Matches,14,7,599,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,8,4,1,9,8,12,,,0,,,,,,,,,,,,,,,22/23
152,Óscar Clemente,es ESP,MF,Las Palmas,23,1999,17.2,2,25,8,32.0,1.45,0.46,0.08,0.25,0,0,Matches,31,19,1550,2,4,2,3,0,0.12,0.12,0.23,0.12,0.23,0,16,29,0,48,14,11,,,0,,,,,,,,,,,,,,,22/23
153,Saúl Coco,gq EQG,DF,Las Palmas,23,1999,33.2,1,23,3,13.0,0.69,0.09,0.04,0.33,0,0,Matches,36,34,2984,0,1,1,8,0,0.03,0.00,0.03,0.03,0.03,0,28,33,0,0,13,22,,,0,,,,,,,,,,,,,,,22/23
154,Coke,es ESP,"MF,DF",Ibiza,35,1987,18.4,2,23,6,26.1,1.25,0.33,0.09,0.33,0,0,Matches,23,20,1654,0,2,2,4,0,0.11,0.00,0.11,0.11,0.11,0,28,21,5,34,15,19,,,0,,,,,,,,,,,,,,,22/23
155,Diego Collado,es ESP,"MF,FW",Villarreal B,21,2001,25.5,5,60,25,41.7,2.35,0.98,0.08,0.20,0,0,Matches,34,29,2297,3,8,5,3,1,0.20,0.12,0.31,0.20,0.31,0,36,56,5,50,7,28,,,0,,,,,,,,,,,,,,,22/23
156,Aitor Córdoba,es ESP,DF,Burgos,27,1995,40.3,0,5,1,20.0,0.12,0.02,0.00,0.00,0,0,Matches,41,41,3624,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0,40,9,0,0,44,27,,,0,,,,,,,,,,,,,,,22/23
157,José Corpas,es ESP,MF,Eibar,31,1991,28.9,4,55,17,30.9,1.90,0.59,0.04,0.12,2,2,Matches,41,34,2600,2,6,2,8,0,0.14,0.07,0.21,0.07,0.14,0,43,42,16,67,29,9,,,0,,,,,,,,,,,,,,,22/23
158,Rober Correa,es ESP,DF,Eibar,29,1992,8.1,0,1,1,100.0,0.12,0.12,0.00,0.00,0,0,Matches,13,7,728,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0,10,12,0,16,9,7,,,0,,,,,,,,,,,,,,,22/23
159,Álex Corredera,es ESP,MF,Tenerife,26,1996,19.5,0,19,4,21.1,0.98,0.21,0.00,0.00,0,0,Matches,25,19,1751,1,1,0,4,2,0.00,0.05,0.05,0.00,0.05,0,19,15,1,61,21,20,,,0,,,,,,,,,,,,,,,22/23
160,David Costas,es ESP,DF,Oviedo,27,1995,20.7,1,7,3,42.9,0.34,0.15,0.14,0.33,0,0,Matches,22,21,1861,1,2,1,5,0,0.05,0.05,0.10,0.05,0.10,0,28,9,0,1,31,9,,,0,,,,,,,,,,,,,,,22/23
161,Iván Cuéllar,es ESP,GK,Sporting Gijón,38,1984,24.5,0,0,0,,0.00,0.00,,,0,0,Matches,25,25,2208,2,2,0,3,0,0.00,0.08,0.08,0.00,0.08,0,0,4,0,0,0,0,,,0,25,1.02,86,61,70.9,6,9,10,8,32.0,6,1,0,14.3,22/23
162,Jaume Cuéllar,bo BOL,"FW,MF",Lugo,20,2001,22.1,2,22,7,31.8,0.99,0.32,0.09,0.29,0,0,Matches,38,21,1992,4,6,2,6,0,0.09,0.18,0.27,0.09,0.27,0,35,34,7,78,14,17,,,0,,,,,,,,,,,,,,,22/23
163,Eric Curbelo,es ESP,DF,Las Palmas,28,1994,29.5,1,13,3,23.1,0.44,0.10,0.08,0.33,0,0,Matches,34,30,2651,1,2,1,8,0,0.03,0.03,0.07,0.03,0.07,0,30,17,1,3,51,26,,,0,,,,,,,,,,,,,,,22/23
164,Curro,es ESP,"MF,FW",Burgos,26,1996,30.3,9,62,25,40.3,2.05,0.83,0.10,0.24,3,3,Matches,34,31,2727,2,11,6,5,1,0.30,0.07,0.36,0.20,0.26,0,26,73,11,161,8,16,,,0,,,,,,,,,,,,,,,22/23
165,Dali,es ESP,FW,Racing Sant,22,2000,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,8,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,1,,,0,,,,,,,,,,,,,,,22/23
166,Toni Datković,hr CRO,DF,Cartagena,28,1993,37.5,0,17,2,11.8,0.45,0.05,0.00,0.00,0,0,Matches,39,39,3376,2,2,0,14,1,0.00,0.05,0.05,0.00,0.05,0,39,11,3,32,39,34,,,0,,,,,,,,,,,,,,,22/23
167,Alberto Del Moral,es ESP,MF,Villarreal B,22,2000,37.0,1,16,5,31.3,0.43,0.14,0.06,0.20,0,0,Matches,37,37,3327,3,4,1,10,2,0.03,0.08,0.11,0.03,0.11,2,48,62,3,1,53,37,,,0,,,,,,,,,,,,,,,22/23
168,Jorge Delgado,es ESP,FW,Racing Sant,20,2002,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,22/23
169,Moisés Delgado,es ESP,DF,Ponferradina,28,1994,23.1,0,9,0,0.0,0.39,0.00,0.00,,0,0,Matches,34,23,2080,2,2,0,5,0,0.00,0.09,0.09,0.00,0.09,0,20,37,0,92,27,32,,,0,,,,,,,,,,,,,,,22/23
170,Julián Delmás,es ESP,"DF,MF",Málaga,27,1995,15.8,0,5,1,20.0,0.32,0.06,0.00,0.00,0,0,Matches,17,16,1419,1,1,0,2,0,0.00,0.06,0.06,0.00,0.06,0,26,14,0,72,10,13,,,0,,,,,,,,,,,,,,,22/23
171,Julián Delmás,es ESP,DF,Cartagena,27,1995,3.8,0,3,1,33.3,0.80,0.27,0.00,0.00,0,0,Matches,9,3,338,1,1,0,0,0,0.00,0.27,0.27,0.00,0.27,0,7,5,0,34,2,6,,,0,,,,,,,,,,,,,,,22/23
172,Moussa Diarra,es ESP,DF,Málaga,20,2002,1.0,0,1,0,0.0,1.00,0.00,0.00,,0,0,Matches,1,1,90,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,2,1,0,0,0,2,,,0,,,,,,,,,,,,,,,22/23
173,Pedro Díaz,es ESP,MF,Sporting Gijón,24,1998,26.8,4,41,13,31.7,1.53,0.49,0.10,0.31,0,0,Matches,33,29,2410,5,9,4,3,0,0.15,0.19,0.34,0.15,0.34,0,29,24,1,108,24,32,,,0,,,,,,,,,,,,,,,22/23
174,Víctor Díaz,es ESP,"DF,MF",Granada,34,1988,22.7,1,15,2,13.3,0.66,0.09,0.07,0.50,0,0,Matches,29,22,2043,0,1,1,6,0,0.04,0.00,0.04,0.04,0.04,0,13,5,0,2,31,29,,,0,,,,,,,,,,,,,,,22/23
175,Famara Diedhiou,sn SEN,FW,Granada,29,1992,1.8,0,0,0,,0.00,0.00,,,0,0,Matches,10,1,162,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,5,4,0,0,1,0,,,0,,,,,,,,,,,,,,,22/23
176,Adrián Diéguez,es ESP,"DF,MF",Ponferradina,26,1996,22.5,0,14,2,14.3,0.62,0.09,0.00,0.00,0,0,Matches,30,23,2029,1,1,0,9,1,0.00,0.04,0.04,0.00,0.04,0,39,20,0,7,28,30,,,0,,,,,,,,,,,,,,,22/23
177,Papakouli Diop,sn SEN,MF,Ibiza,36,1986,16.8,2,21,9,42.9,1.25,0.54,0.10,0.22,0,0,Matches,26,17,1510,0,2,2,6,1,0.12,0.00,0.12,0.12,0.12,0,38,33,0,17,19,17,,,0,,,,,,,,,,,,,,,22/23
178,Mohammed Djetei,cm CMR,DF,Albacete,27,1994,25.6,1,14,2,14.3,0.55,0.08,0.07,0.50,0,0,Matches,31,25,2308,0,1,1,3,1,0.04,0.00,0.04,0.04,0.04,0,26,18,1,0,26,17,,,0,,,,,,,,,,,,,,,22/23
179,Álex Domínguez,es ESP,GK,Las Palmas,24,1998,8.0,0,0,0,,0.00,0.00,,,0,0,Matches,8,8,720,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,,,0,6,0.75,28,22,78.6,4,3,1,3,37.5,2,1,0,33.3,22/23
180,Rubén Duarte,es ESP,DF,Alavés,26,1995,33.1,0,16,2,12.5,0.48,0.06,0.00,0.00,0,0,Matches,37,33,2977,5,5,0,16,1,0.00,0.15,0.15,0.00,0.15,1,54,51,3,129,50,30,,,0,,,,,,,,,,,,,,,22/23
181,Jonathan Dubasin,be BEL,"FW,MF",Albacete,22,2000,29.0,10,58,26,44.8,2.00,0.90,0.17,0.38,0,0,Matches,39,29,2611,5,15,10,6,0,0.34,0.17,0.52,0.34,0.52,0,52,54,16,34,9,12,,,0,,,,,,,,,,,,,,,22/23
182,Juan Durán,es ESP,MF,Mirandés,21,2001,0.9,0,0,0,,0.00,0.00,,,0,0,Matches,2,1,82,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,3,2,0,3,1,4,,,0,,,,,,,,,,,,,,,22/23
183,Riza Durmisi,dk DEN,DF,Tenerife,28,1994,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,9,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,2,0,0,,,0,,,,,,,,,,,,,,,22/23
184,Riza Durmisi,dk DEN,"DF,MF",Leganés,28,1994,6.1,0,3,1,33.3,0.49,0.16,0.00,0.00,0,0,Matches,10,5,550,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0,6,4,1,20,4,8,,,0,,,,,,,,,,,,,,,22/23
185,Unai Elgezabal,es ESP,"MF,DF",Burgos,29,1993,37.0,1,25,7,28.0,0.68,0.19,0.04,0.14,0,0,Matches,39,38,3327,0,1,1,12,0,0.03,0.00,0.03,0.03,0.03,0,29,27,2,2,33,29,,,0,,,,,,,,,,,,,,,22/23
186,Juergen Elitim,co COL,MF,Racing Sant,23,1999,21.8,2,27,7,25.9,1.24,0.32,0.07,0.29,0,0,Matches,29,22,1964,0,2,2,8,1,0.09,0.00,0.09,0.09,0.09,0,35,44,3,62,23,25,,,0,,,,,,,,,,,,,,,22/23
187,Sergi Enrich,es ESP,FW,Oviedo,32,1990,20.8,7,31,17,54.8,1.49,0.82,0.23,0.41,0,0,Matches,34,21,1868,1,8,7,3,2,0.34,0.05,0.39,0.34,0.39,1,37,27,12,16,3,11,,,0,,,,,,,,,,,,,,,22/23
188,Ramón Enríquez,es ESP,MF,Málaga,21,2001,10.5,0,5,1,20.0,0.48,0.10,0.00,0.00,0,0,Matches,20,10,941,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0,17,12,0,13,9,12,,,0,,,,,,,,,,,,,,,22/23
189,Aarón Escandell,es ESP,GK,Cartagena,26,1995,35.5,0,1,1,100.0,0.03,0.03,0.00,0.00,0,0,Matches,36,36,3195,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0,0,7,0,0,1,0,,,0,36,1.01,134,103,73.1,14,10,12,13,36.1,6,0,0,0.0,22/23
190,Alberto Escassi,es ESP,"DF,MF",Málaga,33,1989,28.0,2,20,6,30.0,0.71,0.21,0.10,0.33,0,0,Matches,34,31,2519,0,2,2,9,0,0.07,0.00,0.07,0.07,0.07,0,40,26,1,2,37,32,,,0,,,,,,,,,,,,,,,22/23
191,Gonzalo Escobar,ar ARG,DF,Ibiza,25,1997,16.9,0,7,0,0.0,0.41,0.00,0.00,,0,0,Matches,23,17,1525,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,1,24,15,1,65,32,25,,,0,,,,,,,,,,,,,,,22/23
192,Dani Escriche,es ESP,"FW,MF",Huesca,24,1998,10.8,1,19,4,21.1,1.76,0.37,0.05,0.25,0,0,Matches,20,10,974,1,2,1,2,0,0.09,0.09,0.18,0.09,0.18,0,16,29,4,5,4,7,,,0,,,,,,,,,,,,,,,22/23
193,Dani Escriche,es ESP,FW,Albacete,24,1998,6.1,1,14,6,42.9,2.30,0.99,0.07,0.17,0,0,Matches,12,5,547,2,3,1,1,0,0.16,0.33,0.49,0.16,0.49,0,17,16,4,3,1,2,,,0,,,,,,,,,,,,,,,22/23
