Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches,MP,Starts,Min,Ast,G+A,G-PK,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,Temporada
22,Alfon,es ESP,FW,Racing Sant,23,1999,2.5,0,2,1,50.0,0.81,0.40,0.00,0.00,0,0,Matches,8,2,223,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,4,8,5,4,0,2,,,0,,,,,,,,,,,,,,,22/23
23,Christos Almpanis,gr GRE,FW,FC Andorra,27,1994,18.2,4,35,11,31.4,1.92,0.60,0.11,0.36,0,0,Matches,31,20,1642,4,8,4,1,0,0.22,0.22,0.44,0.22,0.44,0,12,21,0,34,5,14,,,0,,,,,,,,,,,,,,,22/23
24,Javier Alonso,es ESP,MF,Tenerife,23,1998,8.9,0,6,0,0.0,0.68,0.00,0.00,,0,0,Matches,18,8,799,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,12,5,0,1,12,12,,,0,,,,,,,,,,,,,,,22/23
25,Julio Alonso,es ESP,DF,Albacete,23,1998,32.5,0,8,2,25.0,0.25,0.06,0.00,0.00,0,0,Matches,36,33,2928,3,3,0,6,1,0.00,0.09,0.09,0.00,0.09,0,33,33,3,75,26,46,,,0,,,,,,,,,,,,,,,22/23
26,Adrià Altimira,es ESP,"DF,FW",FC Andorra,21,2001,27.5,1,19,7,36.8,0.69,0.25,0.05,0.14,0,0,Matches,36,27,2472,3,4,1,4,1,0.04,0.11,0.15,0.04,0.15,0,28,45,0,36,23,21,,,0,,,,,,,,,,,,,,,22/23
27,Altube,es ESP,GK,Albacete,22,2000,12.0,0,0,0,,0.00,0.00,,,0,0,Matches,12,12,1080,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,,,0,13,1.08,41,28,68.3,5,6,1,3,25.0,1,0,1,0.0,22/23
28,Cristian Álvarez,ar ARG,GK,Zaragoza,36,1985,35.0,0,0,0,,0.00,0.00,,,0,0,Matches,35,35,3149,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,1,1,2,0,0,2,0,,,0,31,0.89,126,95,75.4,10,14,11,13,37.1,2,0,0,0.0,22/23
29,Fran Álvarez,es ESP,MF,Albacete,24,1998,7.0,1,13,4,30.8,1.86,0.57,0.08,0.25,0,0,Matches,26,7,630,1,2,1,2,0,0.14,0.14,0.29,0.14,0.29,0,9,9,0,20,2,6,,,0,,,,,,,,,,,,,,,22/23
30,Iker Álvarez,ad AND,GK,Villarreal B,21,2001,23.0,0,0,0,,0.00,0.00,,,0,0,Matches,23,23,2070,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,1,2,0,0,1,1,,,0,31,1.35,82,54,62.2,8,5,10,7,30.4,3,1,1,25.0,22/23
31,Sergio Álvarez,es ESP,"MF,DF",Eibar,30,1992,32.2,0,8,0,0.0,0.25,0.00,0.00,,0,0,Matches,37,35,2896,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,0,48,19,0,8,29,64,,,0,,,,,,,,,,,,,,,22/23
32,Rubén Alves,es ESP,DF,Racing Sant,27,1994,33.4,0,14,1,7.1,0.42,0.03,0.00,0.00,0,0,Matches,35,33,3003,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0,16,44,3,2,37,24,,,0,,,,,,,,,,,,,,,22/23
33,Jair Amador,gq EQG,DF,Zaragoza,32,1989,34.6,3,22,9,40.9,0.64,0.26,0.14,0.33,0,0,Matches,36,35,3114,0,3,3,6,0,0.09,0.00,0.09,0.09,0.09,0,21,10,4,0,39,20,,,0,,,,,,,,,,,,,,,22/23
34,Jose Amo,es ESP,DF,Ponferradina,24,1998,28.8,2,9,3,33.3,0.31,0.10,0.22,0.67,0,0,Matches,34,29,2593,0,2,2,14,1,0.07,0.00,0.07,0.07,0.07,1,43,27,0,0,35,19,,,0,,,,,,,,,,,,,,,22/23
35,Guillermo de Amores,uy URU,GK,Sporting Gijón,27,1994,0.5,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,42,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,3,6.43,4,1,25.0,0,0,0,0,,0,0,0,,22/23
36,Florin Andone,ro ROU,FW,Las Palmas,29,1993,5.8,2,12,4,33.3,2.07,0.69,0.17,0.50,0,0,Matches,19,5,522,0,2,2,5,0,0.34,0.00,0.34,0.34,0.34,0,17,9,6,3,1,1,,,0,,,,,,,,,,,,,,,22/23
37,Andy,es ESP,MF,Burgos,32,1990,1.5,0,1,0,0.0,0.67,0.00,0.00,,0,0,Matches,2,2,135,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,1,0,9,0,1,,,0,,,,,,,,,,,,,,,22/23
38,José Ángel Carrillo,es ESP,FW,Huesca,28,1994,10.3,2,14,5,35.7,1.36,0.49,0.14,0.40,0,0,Matches,21,10,926,0,2,2,1,0,0.19,0.00,0.19,0.19,0.19,0,16,21,6,1,1,0,,,0,,,,,,,,,,,,,,,22/23
39,José Ángel,es ESP,"DF,MF",Sporting Gijón,32,1989,28.6,0,11,4,36.4,0.38,0.14,0.00,0.00,0,0,Matches,33,28,2572,6,6,0,6,0,0.00,0.21,0.21,0.00,0.21,0,24,26,2,172,30,36,,,0,,,,,,,,,,,,,,,22/23
40,José Ángel,es ESP,MF,Tenerife,30,1992,17.9,1,17,3,17.6,0.95,0.17,0.06,0.33,0,0,Matches,27,18,1614,1,2,1,9,0,0.06,0.06,0.11,0.06,0.11,0,37,34,0,76,21,24,,,0,,,,,,,,,,,,,,,22/23
41,Miguel Ángel Rubio,es ESP,DF,Granada,24,1998,29.3,1,13,2,15.4,0.44,0.07,0.08,0.50,0,0,Matches,32,30,2633,1,2,1,10,1,0.03,0.03,0.07,0.03,0.07,1,29,16,4,2,55,32,,,0,,,,,,,,,,,,,,,22/23
42,Hugo Anglada,es ESP,DF,Huesca,18,2004,2.5,0,0,0,,0.00,0.00,,,0,0,Matches,3,3,225,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,2,0,0,0,2,1,,,0,,,,,,,,,,,,,,,22/23
43,Paul Anton,ro ROU,MF,Ponferradina,31,1991,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,4,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,1,0,1,0,0,,,0,,,,,,,,,,,,,,,22/23
44,Leandro Antonetti,pr PUR,FW,Lugo,19,2003,2.4,0,2,1,50.0,0.83,0.42,0.00,0.00,0,0,Matches,5,2,216,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,3,3,0,0,0,1,,,0,,,,,,,,,,,,,,,22/23
45,José Antonio Ríos,es ESP,DF,Eibar,32,1990,6.8,0,1,0,0.0,0.15,0.00,0.00,,0,0,Matches,12,6,608,1,1,0,0,0,0.00,0.15,0.15,0.00,0.15,0,2,7,0,66,4,5,,,0,,,,,,,,,,,,,,,22/23
46,Juan Antonio Ros,es ESP,DF,Albacete,26,1996,7.9,0,2,0,0.0,0.25,0.00,0.00,,0,0,Matches,24,4,713,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,12,6,0,0,6,9,,,0,,,,,,,,,,,,,,,22/23
47,Arvin Appiah,eng ENG,MF,Málaga,21,2001,1.6,1,4,1,25.0,2.54,0.63,0.25,1.00,0,0,Matches,10,0,142,0,1,1,0,0,0.63,0.00,0.63,0.63,0.63,0,1,3,2,5,0,1,,,0,,,,,,,,,,,,,,,22/23
48,Arvin Appiah,eng ENG,MF,Tenerife,21,2001,4.5,0,5,2,40.0,1.12,0.45,0.00,0.00,0,0,Matches,11,3,402,1,1,0,0,0,0.00,0.22,0.22,0.00,0.22,0,7,11,2,5,0,3,,,0,,,,,,,,,,,,,,,22/23
49,Kévin Appin,mq MTQ,"MF,FW",Ibiza,24,1998,22.3,0,16,3,18.8,0.72,0.13,0.00,0.00,0,0,Matches,35,22,2007,3,3,0,5,0,0.00,0.13,0.13,0.00,0.13,0,31,36,5,14,13,26,,,0,,,,,,,,,,,,,,,22/23
50,Arana,es ESP,FW,Eibar,22,2000,0.9,0,4,1,25.0,4.68,1.17,0.00,0.00,0,0,Matches,5,0,77,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,2,0,0,0,3,,,0,,,,,,,,,,,,,,,22/23
51,Arana,es ESP,FW,Villarreal B,22,2000,4.2,2,15,2,13.3,3.59,0.48,0.13,1.00,0,0,Matches,12,3,376,0,2,2,4,0,0.48,0.00,0.48,0.48,0.48,0,8,7,5,3,0,8,,,0,,,,,,,,,,,,,,,22/23
52,Anaitz Arbilla,es ESP,DF,Eibar,35,1987,33.5,0,18,5,27.8,0.54,0.15,0.00,0.00,0,0,Matches,35,33,3017,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0,21,16,0,28,54,29,,,2,,,,,,,,,,,,,,,22/23
53,Jesús Areso,es ESP,"DF,MF",Burgos,23,1999,28.6,0,5,2,40.0,0.17,0.07,0.00,0.00,0,0,Matches,37,29,2578,5,5,0,4,0,0.00,0.17,0.17,0.00,0.17,0,28,13,5,94,17,22,,,0,,,,,,,,,,,,,,,22/23
54,Matias Arezo,uy URU,"MF,FW",Granada,19,2002,2.3,1,7,1,14.3,3.07,0.44,0.14,1.00,0,0,Matches,9,2,205,0,1,1,1,0,0.44,0.00,0.44,0.44,0.44,0,1,0,1,4,2,0,,,0,,,,,,,,,,,,,,,22/23
55,David Argüelles,es ESP,DF,Sporting Gijón,20,2002,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,11,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,22/23
56,Raúl Arias,,FW,Ponferradina,,,0.1,0,1,0,0.0,8.18,0.00,0.00,,0,0,Matches,2,0,11,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,22/23
57,José Arnaiz,es ESP,"FW,MF",Leganés,27,1995,35.3,9,80,35,43.8,2.26,0.99,0.10,0.23,1,2,Matches,38,37,3181,2,11,8,6,0,0.25,0.06,0.31,0.23,0.28,0,34,73,11,33,12,14,,,0,,,,,,,,,,,,,,,22/23
58,Óscar Arribas,ph PHI,"MF,FW",Cartagena,23,1998,2.9,1,4,2,50.0,1.40,0.70,0.25,0.50,0,0,Matches,10,2,257,0,1,1,0,0,0.35,0.00,0.35,0.35,0.35,0,5,5,2,10,1,4,,,0,,,,,,,,,,,,,,,22/23
59,Anderson Arroyo,co COL,DF,Alavés,22,1999,10.2,0,3,0,0.0,0.30,0.00,0.00,,0,0,Matches,17,9,915,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,8,7,1,29,16,10,,,0,,,,,,,,,,,,,,,22/23
60,Juan Artola,es ESP,FW,Burgos,22,2000,11.4,3,19,7,36.8,1.67,0.62,0.16,0.43,0,0,Matches,32,11,1022,0,3,3,4,1,0.26,0.00,0.26,0.26,0.26,1,22,14,8,6,0,6,,,0,,,,,,,,,,,,,,,22/23
61,Juan Aspra,es ESP,MF,Sporting Gijón,20,2002,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,8,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,22/23
62,Miguel Atienza,es ESP,MF,Burgos,23,1999,34.7,1,14,5,35.7,0.40,0.14,0.07,0.20,0,0,Matches,40,36,3121,1,2,1,11,0,0.03,0.03,0.06,0.03,0.06,0,50,31,0,5,51,44,,,1,,,,,,,,,,,,,,,22/23
63,Emmanuel Attipoe,gh GHA,MF,Albacete,22,2000,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,25,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,,,22/23
64,Javier Avilés,es ESP,FW,Lugo,24,1997,10.9,1,12,4,33.3,1.10,0.37,0.08,0.25,0,0,Matches,16,12,981,0,1,1,1,0,0.09,0.00,0.09,0.09,0.09,0,20,19,4,72,6,4,,,0,,,,,,,,,,,,,,,22/23
65,Javier Avilés,es ESP,FW,Leganés,24,1997,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,3,0,14,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0,2,1,0,1,0,1,,,0,,,,,,,,,,,,,,,22/23
66,Miguel Azeez,eng ENG,"MF,FW",Ibiza,19,2002,6.6,0,4,3,75.0,0.61,0.46,0.00,0.00,0,0,Matches,10,7,592,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0,11,6,2,14,9,6,,,0,,,,,,,,,,,,,,,22/23
67,Diego Aznar,es ESP,FW,Huesca,18,2003,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,2,0,2,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,,,22/23
68,Ivan Azón,es ESP,FW,Zaragoza,19,2002,11.9,3,35,14,40.0,2.94,1.18,0.09,0.21,0,0,Matches,19,13,1071,1,4,3,0,0,0.25,0.08,0.34,0.25,0.34,0,16,22,12,5,2,2,,,0,,,,,,,,,,,,,,,22/23
69,Baena,es ESP,"FW,MF",Lugo,21,2000,16.5,1,14,5,35.7,0.85,0.30,0.07,0.20,0,0,Matches,35,17,1488,2,3,1,1,0,0.06,0.12,0.18,0.06,0.18,0,22,31,2,61,6,11,,,0,,,,,,,,,,,,,,,22/23
70,Sinan Bakış,tr TUR,FW,FC Andorra,28,1994,22.9,12,66,26,39.4,2.88,1.14,0.14,0.35,3,3,Matches,33,22,2060,2,14,9,8,0,0.52,0.09,0.61,0.39,0.48,0,39,42,22,0,3,8,,,0,,,,,,,,,,,,,,,22/23
71,Alex Balboa,gq EQG,MF,Alavés,21,2001,1.9,0,1,1,100.0,0.52,0.52,0.00,0.00,0,0,Matches,11,1,172,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,3,2,0,0,3,2,,,0,,,,,,,,,,,,,,,22/23
72,Axel Bamba,fr FRA,DF,Sporting Gijón,23,1999,3.1,0,1,0,0.0,0.32,0.00,0.00,,0,0,Matches,7,3,277,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,2,0,0,0,3,0,,,0,,,,,,,,,,,,,,,22/23
73,Barbu,es ESP,DF,Mirandés,21,2001,29.9,3,12,3,25.0,0.40,0.10,0.25,1.00,0,0,Matches,30,30,2692,0,3,3,10,0,0.10,0.00,0.10,0.10,0.10,0,44,30,3,6,26,24,,,0,,,,,,,,,,,,,,,22/23
74,Bernabé Barragán,es ESP,GK,Albacete,29,1993,30.0,0,0,0,,0.00,0.00,,,0,0,Matches,30,30,2700,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,,,0,31,1.03,101,77,69.3,12,10,8,8,26.7,8,0,0,0.0,22/23
75,Manu Barreiro,es ESP,FW,Lugo,36,1986,17.7,2,39,12,30.8,2.21,0.68,0.03,0.08,1,1,Matches,32,17,1591,2,4,1,3,0,0.11,0.11,0.23,0.06,0.17,0,25,21,20,3,5,3,,,0,,,,,,,,,,,,,,,22/23
76,Dani Barrio,es ESP,GK,Burgos,35,1987,2.5,0,0,0,,0.00,0.00,,,0,0,Matches,3,1,228,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,6,2.37,16,10,62.5,0,0,1,0,0.0,0,0,0,,22/23
77,Djakaría Barro,ci CIV,MF,Cartagena,20,2002,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,2,0,35,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,1,0,0,0,0,,,0,,,,,,,,,,,,,,,22/23
78,Borja Bastón,es ESP,FW,Oviedo,29,1992,27.7,8,65,21,32.3,2.34,0.76,0.06,0.19,4,5,Matches,33,30,2495,0,8,4,7,0,0.29,0.00,0.29,0.14,0.14,0,50,43,23,10,9,7,,,0,,,,,,,,,,,,,,,22/23
79,Roko Baturina,hr CRO,FW,Racing Sant,22,2000,9.9,4,16,6,37.5,1.62,0.61,0.25,0.67,0,0,Matches,14,12,888,2,6,4,1,0,0.41,0.20,0.61,0.41,0.61,0,6,23,9,2,0,1,,,0,,,,,,,,,,,,,,,22/23
80,Jon Bautista,es ESP,FW,Eibar,27,1995,23.3,6,55,19,34.5,2.36,0.82,0.11,0.32,0,0,Matches,38,26,2096,3,9,6,3,0,0.26,0.13,0.39,0.26,0.39,0,51,23,15,10,2,18,,,0,,,,,,,,,,,,,,,22/23
81,Bebé,cv CPV,MF,Zaragoza,32,1990,14.2,4,62,19,30.6,4.37,1.34,0.06,0.21,0,0,Matches,16,14,1277,1,5,4,3,0,0.28,0.07,0.35,0.28,0.35,0,9,9,4,95,5,6,,,0,,,,,,,,,,,,,,,22/23
82,Carlos Benavídez,uy URU,MF,Alavés,24,1998,16.3,1,11,4,36.4,0.67,0.25,0.09,0.25,0,0,Matches,29,17,1469,0,1,1,10,1,0.06,0.00,0.06,0.06,0.06,0,55,6,2,7,32,38,,,0,,,,,,,,,,,,,,,22/23
83,Saúl Berjón,es ESP,"FW,MF",Burgos,36,1986,0.9,0,2,0,0.0,2.34,0.00,0.00,,0,0,Matches,9,0,77,1,1,0,0,0,0.00,1.17,1.17,0.00,1.17,0,2,1,0,7,3,0,,,0,,,,,,,,,,,,,,,22/23
84,Álex Bermejo,es ESP,"FW,MF",Burgos,23,1998,26.8,4,60,15,25.0,2.24,0.56,0.05,0.20,1,2,Matches,37,31,2408,1,5,3,6,1,0.15,0.04,0.19,0.11,0.15,0,33,44,6,55,9,17,,,0,,,,,,,,,,,,,,,22/23
85,Sergio Bermejo,es ESP,MF,Zaragoza,24,1997,24.3,5,50,15,30.0,2.05,0.62,0.08,0.27,1,1,Matches,33,29,2190,4,9,4,3,0,0.21,0.16,0.37,0.16,0.33,0,47,50,3,81,26,23,,,0,,,,,,,,,,,,,,,22/23
86,Juan Berrocal,es ESP,DF,Eibar,23,1999,30.3,1,7,2,28.6,0.23,0.07,0.14,0.50,0,0,Matches,33,32,2725,0,1,1,11,0,0.03,0.00,0.03,0.03,0.03,0,37,10,0,3,31,19,,,0,,,,,,,,,,,,,,,22/23
87,Antonio Blanco,es ESP,MF,Alavés,22,2000,14.5,0,5,1,20.0,0.34,0.07,0.00,0.00,0,0,Matches,17,17,1309,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,0,37,24,0,7,18,19,,,0,,,,,,,,,,,,,,,22/23
88,Gustavo Blanco Leschuk,ar ARG,FW,Eibar,30,1991,12.5,4,24,10,41.7,1.92,0.80,0.17,0.40,0,0,Matches,29,9,1126,0,4,4,5,0,0.32,0.00,0.32,0.32,0.32,0,25,22,13,11,4,10,,,1,,,,,,,,,,,,,,,22/23
89,Jérémy Blasco,fr FRA,DF,Huesca,23,1999,27.3,1,6,3,50.0,0.22,0.11,0.17,0.33,0,0,Matches,29,27,2457,0,1,1,4,0,0.04,0.00,0.04,0.04,0.04,0,17,5,1,2,23,23,,,0,,,,,,,,,,,,,,,22/23
90,Pablo de Blasis,ar ARG,MF,Cartagena,34,1988,39.5,2,33,17,51.5,0.84,0.43,0.06,0.12,0,0,Matches,41,40,3553,8,10,2,7,0,0.05,0.20,0.25,0.05,0.25,0,34,60,5,305,20,33,,,0,,,,,,,,,,,,,,,22/23
91,Pablo Bobadilla,es ESP,DF,Racing Sant,25,1996,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,9,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,22/23
92,Yann Bodiger,fr FRA,MF,Granada,27,1995,24.4,0,18,4,22.2,0.74,0.16,0.00,0.00,0,0,Matches,32,26,2197,1,1,0,10,1,0.00,0.04,0.04,0.00,0.04,1,45,29,1,24,33,38,,,0,,,,,,,,,,,,,,,22/23
93,Mateusz Bogusz,pl POL,"FW,MF",Ibiza,20,2001,12.7,2,27,11,40.7,2.12,0.86,0.07,0.18,0,0,Matches,22,11,1146,0,2,2,0,1,0.16,0.00,0.16,0.16,0.16,0,21,14,2,40,2,13,,,0,,,,,,,,,,,,,,,22/23
94,Jovanny Bolívar,ve VEN,FW,Albacete,20,2001,1.3,1,9,5,55.6,6.98,3.88,0.11,0.20,0,0,Matches,7,1,116,1,2,1,0,0,0.78,0.78,1.55,0.78,1.55,0,2,2,1,0,0,0,,,0,,,,,,,,,,,,,,,22/23
95,Adri Bosch,es ESP,DF,Granada,21,2001,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,86,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,2,,,0,,,,,,,,,,,,,,,22/23
96,Mohamed Bouldini,ma MAR,FW,Levante,26,1995,22.3,8,49,15,30.6,2.20,0.67,0.16,0.53,0,0,Matches,36,21,2007,2,10,8,8,0,0.36,0.09,0.45,0.36,0.45,0,65,48,22,8,2,11,,,0,,,,,,,,,,,,,,,22/23
