Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 24_level_0
30,Sergio Álvarez,es ESP,"MF,DF",Eibar,31,1992,34,22,2113,23.5,1,0,1,1,0,0,4,1,0.04,0.00,0.04,0.04,0.04,Matches
31,Rubén Alves,es ESP,DF,Racing Sant,28,1994,25,22,1945,21.6,2,1,3,2,0,0,5,1,0.09,0.05,0.14,0.09,0.14,Matches
32,Jair Amador,gq EQG,DF,Zaragoza,33,1989,34,32,2851,31.7,1,1,2,1,0,0,9,0,0.03,0.03,0.06,0.03,0.06,Matches
33,Selim Amallah,ma MAR,"FW,MF",Valladolid,26,1996,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
34,Amath,sn SEN,"MF,FW",Valladolid,27,1996,9,7,571,6.3,5,2,7,5,0,0,2,0,0.79,0.32,1.10,0.79,1.10,Matches
35,Jose Amo,es ESP,DF,Tenerife,25,1998,32,28,2482,27.6,0,0,0,0,0,0,12,0,0.00,0.00,0.00,0.00,0.00,Matches
36,Lucas Anacker,br BRA,GK,Alcorcón,26,1996,13,13,1170,13.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
37,Florin Andone,ro ROU,FW,Eldense,30,1993,29,19,1411,15.7,3,1,4,3,0,0,7,0,0.19,0.06,0.26,0.19,0.26,Matches
38,Marcos André,br BRA,FW,Valladolid,26,1996,16,6,558,6.2,3,3,6,3,0,1,4,0,0.48,0.48,0.97,0.48,0.97,Matches
39,Andy,es ESP,MF,Cartagena,33,1990,21,21,1778,19.8,2,1,3,1,1,1,3,0,0.10,0.05,0.15,0.05,0.10,Matches
40,Andy,es ESP,FW,Burgos,33,1990,14,1,178,2.0,0,2,2,0,0,0,1,0,0.00,1.01,1.01,0.00,1.01,Matches
41,José Ángel,es ESP,"DF,MF",Sporting Gijón,33,1989,39,33,2997,33.3,4,7,11,4,0,0,8,0,0.12,0.21,0.33,0.12,0.33,Matches
42,Josep Antoni Gayá,es ESP,DF,Amorebieta,23,2000,21,17,1550,17.2,1,0,1,1,0,0,7,0,0.06,0.00,0.06,0.06,0.06,Matches
43,José Antonio Ríos,es ESP,DF,Eibar,33,1990,28,17,1666,18.5,0,2,2,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,Matches
44,Juan Antonio Ros,es ESP,DF,Albacete,27,1996,22,11,1095,12.2,1,0,1,1,0,0,5,1,0.08,0.00,0.08,0.08,0.08,Matches
45,Antoniu,es ESP,MF,Espanyol,20,2002,6,2,241,2.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
46,Anuar,ma MAR,"MF,FW",Valladolid,28,1995,20,12,914,10.2,2,1,3,2,0,0,5,0,0.20,0.10,0.30,0.20,0.30,Matches
47,Kévin Appin,mq MTQ,"MF,FW",Burgos,25,1998,31,16,1450,16.1,2,1,3,2,0,0,5,0,0.12,0.06,0.19,0.12,0.19,Matches
48,Aritz Arambarri,es ESP,DF,Leganés,25,1998,25,19,1614,17.9,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
49,Arana,es ESP,FW,Eibar,23,2000,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
50,Arana,es ESP,FW,Racing Sant,23,2000,37,33,2455,27.3,13,3,16,13,0,0,8,0,0.48,0.11,0.59,0.48,0.59,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Anaitz Arbilla,es ESP,DF,Eibar,36,1987,41,39,3513,39.0,1,1,2,1,0,0,5,0,0.03,0.03,0.05,0.03,0.05,Matches
52,Jeremy Arévalo,ec ECU,FW,Racing Sant,18,2005,12,0,141,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
53,Ayman Arguigue,ma MAR,FW,Huesca,18,2005,1,0,3,0.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
54,Anderson Arroyo,co COL,DF,Burgos,23,1999,16,15,1340,14.9,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches
55,Anderson Arroyo,co COL,DF,FC Andorra,23,1999,10,5,422,4.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
56,Juan Artola,es ESP,"FW,MF",Alcorcón,23,2000,29,8,815,9.1,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
57,Miguel Atienza,es ESP,MF,Burgos,24,1999,37,31,2550,28.3,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
58,Javier Avilés,es ESP,"FW,MF",Amorebieta,25,1997,15,7,629,7.0,1,0,1,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches
59,Iván Ayllón,es ESP,"FW,MF",Cartagena,22,2001,17,4,517,5.7,2,0,2,2,0,0,0,0,0.35,0.00,0.35,0.35,0.35,Matches
60,Diego Aznar,es ESP,FW,Huesca,19,2003,2,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
61,Ivan Azón,es ESP,FW,Zaragoza,20,2002,36,30,2456,27.3,5,1,6,5,0,0,1,0,0.18,0.04,0.22,0.18,0.22,Matches
62,Jean-Sylvain Babin,mq MTQ,DF,Alcorcón,36,1986,24,18,1699,18.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
63,Édgar Badía,es ESP,GK,Elche,31,1992,7,7,630,7.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
64,Édgar Badía,es ESP,GK,Zaragoza,31,1992,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
65,Loic Badiashile,fr FRA,GK,Burgos,25,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
66,Miguel Baeza,es ESP,MF,Mirandés,23,2000,7,4,320,3.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
67,Sinan Bakış,tr TUR,FW,Zaragoza,29,1994,19,14,1119,12.4,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
68,Alex Balboa,gq EQG,MF,Huesca,22,2001,13,4,405,4.5,1,0,1,1,0,0,2,1,0.22,0.00,0.22,0.22,0.22,Matches
69,Keita Baldé,sn SEN,FW,Espanyol,28,1995,21,3,465,5.2,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
70,Adrian Baquerin,es ESP,FW,Valladolid,16,2007,2,1,72,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
71,Barbu,es ESP,DF,Mirandés,22,2001,24,14,1302,14.5,1,0,1,1,0,0,5,0,0.07,0.00,0.07,0.07,0.07,Matches
72,Barcia,es ESP,DF,Mirandés,22,2000,40,39,3330,37.0,2,0,2,1,1,1,5,0,0.05,0.00,0.05,0.03,0.03,Matches
73,Keidi Bare,al ALB,MF,Espanyol,25,1997,35,20,1932,21.5,0,3,3,0,0,0,9,0,0.00,0.14,0.14,0.00,0.14,Matches
74,Bernabé Barragán,es ESP,GK,Albacete,30,1993,25,25,2250,25.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
75,Djakaría Barro,ci CIV,MF,Cartagena,21,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Borja Bastón,es ESP,FW,Oviedo,30,1992,38,28,2404,26.7,10,2,12,8,2,2,0,0,0.37,0.07,0.45,0.30,0.37,Matches
77,Roko Baturina,hr CRO,FW,Racing Sant,23,2000,12,1,242,2.7,1,0,1,1,0,0,0,0,0.37,0.00,0.37,0.37,0.37,Matches
78,Jon Bautista,es ESP,FW,Eibar,28,1995,34,27,2297,25.5,17,2,19,17,0,0,6,0,0.67,0.08,0.74,0.67,0.74,Matches
79,Rafael Bauza,es ESP,MF,Espanyol,18,2005,3,1,89,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
80,Jesús Belza,es ESP,MF,Tenerife,19,2004,10,4,311,3.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
81,Iker Benito,es ESP,"FW,MF",FC Andorra,20,2002,38,25,2307,25.6,2,0,2,2,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches
82,Pedro Benito,es ESP,FW,Albacete,23,2000,7,0,57,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
83,Álex Bermejo,es ESP,MF,Burgos,24,1998,38,9,1257,14.0,5,2,7,5,0,0,0,0,0.36,0.14,0.50,0.36,0.50,Matches
84,Sergio Bermejo,es ESP,MF,Elche,25,1997,12,5,508,5.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
85,Sergio Bermejo,es ESP,"MF,FW",Zaragoza,25,1997,22,4,590,6.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
86,Álex Bernal,es ESP,"MF,FW",Eldense,32,1991,34,18,1702,18.9,0,2,2,0,0,0,5,0,0.00,0.11,0.11,0.00,0.11,Matches
87,Jesús Bernal,es ESP,MF,Racing Ferrol,26,1996,41,40,3611,40.1,0,2,2,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,Matches
88,Juan Berrocal,es ESP,DF,Eibar,24,1999,34,34,2875,31.9,1,0,1,1,0,0,10,4,0.03,0.00,0.03,0.03,0.03,Matches
89,Pedro Bigas,es ESP,DF,Elche,32,1990,38,38,3134,34.8,1,1,2,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,Matches
90,Iker Bilbao,es ESP,MF,Alcorcón,27,1996,6,0,110,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
91,Stipe Biuk,hr CRO,"FW,MF",Valladolid,20,2002,11,5,448,5.0,0,1,1,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,Matches
92,Fabio Blanco,es ESP,FW,Villarreal B,19,2004,2,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
93,Lautaro Blanco,ar ARG,"DF,MF",Elche,24,1999,10,3,329,3.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
94,Jérémy Blasco,fr FRA,DF,Huesca,24,1999,30,25,2226,24.7,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
95,Alejandro Blesa,es ESP,MF,Levante,21,2002,2,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
96,Adam Boayar,ma MAR,FW,Elche,17,2005,8,1,229,2.5,1,0,1,1,0,0,1,0,0.39,0.00,0.39,0.39,0.39,Matches
97,Yann Bodiger,fr FRA,MF,Tenerife,28,1995,30,10,1089,12.1,1,1,2,1,0,0,4,0,0.08,0.08,0.17,0.08,0.17,Matches
98,Jovanny Bolívar,ve VEN,FW,Albacete,21,2001,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
99,Jovanny Bolívar,ve VEN,FW,Huesca,21,2001,19,1,305,3.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
100,Mohamed Bouldini,ma MAR,FW,Levante,27,1995,36,21,2067,23.0,8,0,8,8,0,0,10,0,0.35,0.00,0.35,0.35,0.35,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Ruben Bover,es ESP,MF,FC Andorra,31,1992,31,24,1814,20.2,1,1,2,1,0,0,4,1,0.05,0.05,0.10,0.05,0.10,Matches
102,Lucas Boyé,ar ARG,FW,Elche,27,1996,3,2,213,2.4,1,0,1,0,1,1,1,0,0.42,0.00,0.42,0.00,0.00,Matches
103,Enzo Boyomo,cm CMR,DF,Valladolid,21,2001,38,33,2975,33.1,1,0,1,1,0,0,5,1,0.03,0.00,0.03,0.03,0.03,Matches
104,Martin Braithwaite,dk DEN,FW,Espanyol,32,1991,39,37,3335,37.1,22,2,24,15,7,8,4,0,0.59,0.05,0.65,0.40,0.46,Matches
105,Darko Brašanac,rs SRB,MF,Leganés,31,1992,15,6,656,7.3,0,1,1,0,0,0,3,0,0.00,0.14,0.14,0.00,0.14,Matches
106,Juanma Bravo,es ESP,"MF,FW",Alcorcón,25,1998,24,9,937,10.4,1,1,2,1,0,0,2,0,0.10,0.10,0.19,0.10,0.19,Matches
107,Abel Bretones,es ESP,DF,Oviedo,22,2000,39,36,3246,36.1,1,3,4,1,0,0,9,0,0.03,0.08,0.11,0.03,0.11,Matches
108,Yan Brice Eteki,cm CMR,MF,Alcorcón,25,1997,32,31,2398,26.6,1,0,1,1,0,0,12,1,0.04,0.00,0.04,0.04,0.04,Matches
109,Brugui,es ESP,"MF,FW",Levante,26,1996,36,18,1853,20.6,6,3,9,6,0,0,1,1,0.29,0.15,0.44,0.29,0.44,Matches
110,Aitor Buñuel,es ESP,DF,Tenerife,25,1998,28,16,1536,17.1,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
111,Unai Bustinza,es ESP,DF,Amorebieta,31,1992,17,17,1488,16.5,1,0,1,1,0,0,6,1,0.06,0.00,0.06,0.06,0.06,Matches
112,Álvaro Bustos,es ESP,MF,Alcorcón,28,1995,8,3,247,2.7,0,1,1,0,0,0,0,0,0.00,0.36,0.36,0.00,0.36,Matches
113,Pau Cabanes,es ESP,FW,Villarreal B,18,2005,2,0,28,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
114,Yeray Cabanzón,es ESP,MF,Racing Sant,20,2003,9,1,211,2.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
115,Jorge Cabello,es ESP,DF,Levante,19,2004,6,6,510,5.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
116,Leandro Cabrera,uy URU,DF,Espanyol,32,1991,37,34,3100,34.4,1,1,2,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,Matches
117,Fernando Calero,es ESP,DF,Espanyol,27,1995,23,21,1791,19.9,3,0,3,3,0,0,9,1,0.15,0.00,0.15,0.15,0.15,Matches
118,Iván Calero,es ESP,DF,Cartagena,28,1995,37,36,3237,36.0,1,4,5,1,0,0,8,0,0.03,0.11,0.14,0.03,0.14,Matches
119,Eric Callís,es ESP,DF,Alcorcón,21,2002,2,1,119,1.3,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
120,Álex Calvo,es ESP,FW,FC Andorra,19,2004,30,11,1210,13.4,1,2,3,1,0,0,1,0,0.07,0.15,0.22,0.07,0.22,Matches
121,Dani Calvo,es ESP,DF,Oviedo,29,1994,40,40,3513,39.0,2,2,4,2,0,0,9,1,0.05,0.05,0.10,0.05,0.10,Matches
122,Víctor Camarasa,es ESP,MF,Oviedo,29,1994,10,4,463,5.1,2,0,2,2,0,0,1,0,0.39,0.00,0.39,0.39,0.39,Matches
123,Diego Campo,es ESP,MF,Racing Sant,21,2001,1,0,11,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
124,Gaspar Campos,es ESP,"MF,FW",Sporting Gijón,23,2000,40,36,2766,30.7,10,2,12,10,0,0,8,0,0.33,0.07,0.39,0.33,0.39,Matches
125,Víctor Campuzano,es ESP,FW,Sporting Gijón,26,1997,19,11,868,9.6,6,1,7,6,0,0,0,0,0.62,0.10,0.73,0.62,0.73,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Álex Cantero,es ESP,"FW,MF",Levante,23,2000,24,11,886,9.8,1,2,3,1,0,1,4,0,0.10,0.20,0.30,0.10,0.30,Matches
127,Ander Cantero,es ESP,GK,Racing Ferrol,28,1995,42,42,3780,42.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
128,Ander Capa,es ESP,DF,Levante,31,1992,21,18,1529,17.0,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
129,Pedro Capó,es ESP,"MF,DF",Eldense,32,1990,30,7,1001,11.1,1,0,1,1,0,0,4,0,0.09,0.00,0.09,0.09,0.09,Matches
130,Àlex Carbonell,es ESP,MF,Amorebieta,25,1997,31,22,1963,21.8,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches
131,Álex Cardero,es ESP,MF,Oviedo,19,2003,3,0,16,0.2,1,0,1,1,0,0,0,0,5.63,0.00,5.63,5.63,5.63,Matches
132,Carlo,es ESP,MF,Villarreal B,22,2001,36,34,2882,32.0,0,2,2,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches
133,Juan Carlos,es ESP,"FW,MF",Cartagena,32,1991,25,10,963,10.7,3,1,4,2,1,1,3,0,0.28,0.09,0.37,0.19,0.28,Matches
134,José Carlos Lazo,es ESP,"FW,MF",Espanyol,27,1996,15,3,324,3.6,1,0,1,1,0,0,2,0,0.28,0.00,0.28,0.28,0.28,Matches
135,Salifo Caropitche,gw GNB,FW,Tenerife,22,2001,2,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
136,Sergio Carreira,es ESP,"DF,MF",Elche,22,2000,20,16,1486,16.5,0,1,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches
137,Jordan Carrillo,mx MEX,MF,Sporting Gijón,21,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
138,David Castro,es ESP,DF,Racing Ferrol,27,1995,34,31,2614,29.0,0,1,1,0,0,0,8,1,0.00,0.03,0.03,0.00,0.03,Matches
139,Javier Castro,es ESP,DF,Alcorcón,22,2000,40,36,3203,35.6,1,0,1,1,0,0,5,1,0.03,0.00,0.03,0.03,0.03,Matches
140,Nicolás Castro,ar ARG,MF,Elche,22,2000,38,31,2572,28.6,5,5,10,4,1,1,5,1,0.17,0.17,0.35,0.14,0.31,Matches
141,Santi Cazorla,es ESP,MF,Oviedo,38,1984,24,10,974,10.8,0,4,4,0,0,0,2,0,0.00,0.37,0.37,0.00,0.37,Matches
142,Iván Cédric,es ESP,FW,Valladolid,21,2001,12,4,429,4.8,2,0,2,2,0,0,1,0,0.42,0.00,0.42,0.42,0.42,Matches
143,Mamadou Cellou,gn GUI,FW,Cartagena,21,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
144,Ilyas Chaira,ma MAR,MF,Mirandés,22,2001,38,33,2871,31.9,5,4,9,5,0,0,7,0,0.16,0.13,0.28,0.16,0.28,Matches
145,Chapela,es ESP,MF,Eldense,24,1999,40,29,2452,27.2,9,0,9,8,1,1,2,0,0.33,0.00,0.33,0.29,0.29,Matches
146,Chema,es ESP,DF,Alcorcón,31,1992,24,20,1657,18.4,1,0,1,1,0,0,9,2,0.05,0.00,0.05,0.05,0.05,Matches
147,Julián Chicco,ar ARG,"MF,DF",Leganés,25,1998,32,16,1463,16.3,2,0,2,2,0,0,6,1,0.12,0.00,0.12,0.12,0.12,Matches
148,Chiki,es ESP,"FW,MF",Alcorcón,26,1996,36,32,2611,29.0,4,0,4,4,0,1,3,0,0.14,0.00,0.14,0.14,0.14,Matches
149,Chuca,es ESP,MF,Racing Ferrol,26,1997,12,5,428,4.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
150,Churripi,es ESP,GK,Burgos,29,1994,41,41,3690,41.0,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Seydouba Cissé,gn GUI,MF,Leganés,22,2001,26,13,1358,15.1,1,1,2,1,0,0,4,1,0.07,0.07,0.13,0.07,0.13,Matches
152,Enrique Clemente,es ESP,DF,Racing Ferrol,24,1999,20,15,1470,16.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
153,Jesús Clemente,es ESP,MF,Eldense,22,2000,36,24,1980,22.0,2,3,5,2,0,0,8,0,0.09,0.14,0.23,0.09,0.23,Matches
154,Óscar Clemente,es ESP,MF,Levante,24,1999,22,5,789,8.8,1,1,2,1,0,0,0,0,0.11,0.11,0.23,0.11,0.23,Matches
155,Carlos Clerc,es ESP,DF,Elche,31,1992,34,34,3012,33.5,0,2,2,0,0,0,5,1,0.00,0.06,0.06,0.00,0.06,Matches
156,Diego Collado,es ESP,"FW,MF",Villarreal B,22,2001,35,14,1357,15.1,1,0,1,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,Matches
157,Santiago Colombatto,ar ARG,MF,Oviedo,26,1997,37,37,3122,34.7,3,9,12,2,1,1,11,1,0.09,0.26,0.35,0.06,0.32,Matches
158,Diego Conde,es ESP,GK,Leganés,24,1998,40,39,3519,39.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
