Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches,MP,Starts,Min,Ast,G+A,G-PK,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,SaveP%,Temporada
11,Nayef Aguerd,ma MAR,DF,Real Sociedad,28,1996,19.6,0,15,5,33.3,0.77,0.26,0.00,0.00,0,0,Matches,21,21,1760,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0,11,19,0,2,12,26,,,0,,,,,,,,,,,,,,,24/25
12,Joseph Aidoo,gh GHA,DF,Valladolid,28,1995,6.5,0,1,0,0.0,0.15,0.00,0.00,,0,0,Matches,8,6,583,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,4,2,0,0,6,5,,,0,,,,,,,,,,,,,,,24/25
13,Joseph Aidoo,gh GHA,DF,Celta Vigo,28,1995,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,2,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,24/25
14,Ilias Akhomach,ma MAR,MF,Villarreal,20,2004,6.5,1,17,6,35.3,2.62,0.92,0.06,0.17,0,0,Matches,11,7,584,0,1,1,1,0,0.15,0.00,0.15,0.15,0.15,0,9,21,1,19,2,8,,,0,,,,,,,,,,,,,,,24/25
15,David Alaba,at AUT,DF,Real Madrid,32,1992,3.5,0,0,0,,0.00,0.00,,,0,0,Matches,7,4,317,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,2,0,0,3,6,0,,,0,,,,,,,,,,,,,,,24/25
16,Ibrahim Alani,ng NGA,MF,Valladolid,18,2006,1.8,0,1,0,0.0,0.56,0.00,0.00,,0,0,Matches,3,1,160,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,2,5,0,0,1,7,,,0,,,,,,,,,,,,,,,24/25
17,Raúl Albiol,es ESP,DF,Villarreal,38,1985,13.2,0,2,0,0.0,0.15,0.00,0.00,,0,0,Matches,15,14,1188,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0,11,6,0,0,5,8,,,1,,,,,,,,,,,,,,,24/25
18,Omar Alderete,py PAR,DF,Getafe,27,1996,33.0,1,38,10,26.3,1.15,0.30,0.03,0.10,0,0,Matches,34,34,2971,0,1,1,8,0,0.03,0.00,0.03,0.03,0.03,0,33,12,8,6,37,27,,,0,,,,,,,,,,,,,,,24/25
19,Carles Aleñá,es ESP,MF,Getafe,26,1998,5.0,0,5,1,20.0,1.00,0.20,0.00,0.00,0,0,Matches,10,5,452,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,8,11,2,6,0,3,,,0,,,,,,,,,,,,,,,24/25
20,Carles Aleñá,es ESP,MF,Alavés,26,1998,12.1,0,15,4,26.7,1.24,0.33,0.00,0.00,0,0,Matches,14,13,1090,2,2,0,1,0,0.00,0.17,0.17,0.00,0.17,0,11,24,0,31,1,12,,,0,,,,,,,,,,,,,,,24/25
21,Alfon,es ESP,"FW,MF",Celta Vigo,25,1999,15.2,5,45,21,46.7,2.95,1.38,0.11,0.24,0,0,Matches,26,14,1371,2,7,5,1,1,0.33,0.13,0.46,0.33,0.46,0,15,31,6,39,4,3,,,0,,,,,,,,,,,,,,,24/25
22,Tadeo Allende,ar ARG,"FW,MF",Celta Vigo,25,1999,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,2,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,24/25
23,André Almeida,pt POR,"MF,FW",Valencia,24,2000,22.0,0,18,5,27.8,0.82,0.23,0.00,0.00,0,0,Matches,34,24,1977,4,4,0,2,0,0.00,0.18,0.18,0.00,0.18,0,28,38,2,67,7,32,,,0,,,,,,,,,,,,,,,24/25
24,Iker Almena,es ESP,MF,Girona,20,2004,0.5,0,1,0,0.0,1.87,0.00,0.00,,0,0,Matches,2,0,48,1,1,0,0,0,0.00,1.87,1.87,0.00,1.87,0,0,1,0,4,0,0,,,0,,,,,,,,,,,,,,,24/25
25,Marcos Alonso,es ESP,DF,Celta Vigo,33,1990,29.4,3,34,13,38.2,1.16,0.44,0.00,0.00,3,3,Matches,31,29,2647,0,3,0,10,2,0.10,0.00,0.10,0.00,0.00,1,31,28,2,41,33,21,,,0,,,,,,,,,,,,,,,24/25
26,Adrià Altimira,es ESP,"DF,MF",Leganés,23,2001,18.1,0,7,2,28.6,0.39,0.11,0.00,0.00,0,0,Matches,22,19,1630,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0,27,28,3,27,16,24,,,0,,,,,,,,,,,,,,,24/25
27,Sergi Altimira,es ESP,MF,Real Betis,22,2001,21.9,0,21,4,19.0,0.96,0.18,0.00,0.00,0,0,Matches,32,22,1972,1,1,0,4,0,0.00,0.05,0.05,0.00,0.05,0,35,33,0,5,22,37,,,0,,,,,,,,,,,,,,,24/25
28,Hugo Álvarez,es ESP,MF,Celta Vigo,21,2003,17.5,4,25,9,36.0,1.43,0.52,0.16,0.44,0,0,Matches,26,16,1572,3,7,4,6,0,0.23,0.17,0.40,0.23,0.40,0,25,16,3,30,9,10,,,0,,,,,,,,,,,,,,,24/25
29,Julián Álvarez,ar ARG,FW,Atlético Madrid,24,2000,27.9,17,73,40,54.8,2.62,1.43,0.18,0.33,4,4,Matches,37,30,2509,4,21,13,5,0,0.61,0.14,0.75,0.47,0.61,0,26,9,9,69,2,17,,,0,,,,,,,,,,,,,,,24/25
30,Yeray Álvarez,es ESP,DF,Athletic Club,29,1995,19.8,1,9,2,22.2,0.45,0.10,0.11,0.50,0,0,Matches,21,20,1781,0,1,1,4,0,0.05,0.00,0.05,0.05,0.05,0,15,15,0,3,35,13,,,0,,,,,,,,,,,,,,,24/25
31,Selim Amallah,ma MAR,MF,Valladolid,27,1996,15.3,3,23,8,34.8,1.50,0.52,0.09,0.25,1,1,Matches,24,18,1376,1,4,2,6,0,0.20,0.07,0.26,0.13,0.20,0,32,28,1,31,14,19,,,0,,,,,,,,,,,,,,,24/25
32,Amath,sn SEN,"FW,MF",Valladolid,28,1996,4.2,0,5,1,20.0,1.20,0.24,0.00,0.00,0,0,Matches,13,5,375,1,1,0,1,0,0.00,0.24,0.24,0.00,0.24,0,4,7,2,6,2,0,,,0,,,,,,,,,,,,,,,24/25
33,Marcos André,br BRA,FW,Valladolid,27,1996,13.2,1,22,2,9.1,1.67,0.15,0.05,0.50,0,0,Matches,22,14,1188,2,3,1,5,0,0.08,0.15,0.23,0.08,0.23,0,12,28,5,1,3,6,,,0,,,,,,,,,,,,,,,24/25
34,Leandro Antonetti,pr PUR,FW,Sevilla,21,2003,0.3,0,1,1,100.0,3.21,3.21,0.00,0.00,0,0,Matches,2,0,28,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,24/25
35,Antoniu,es ESP,MF,Espanyol,21,2002,11.4,0,10,4,40.0,0.88,0.35,0.00,0.00,0,0,Matches,26,13,1022,1,1,0,3,0,0.00,0.09,0.09,0.00,0.09,0,19,23,4,21,8,9,,,0,,,,,,,,,,,,,,,24/25
36,Antony,br BRA,MF,Real Betis,24,2000,15.1,5,43,17,39.5,2.84,1.12,0.12,0.29,0,0,Matches,17,15,1362,2,7,5,2,1,0.33,0.13,0.46,0.33,0.46,0,15,27,1,41,9,10,,,0,,,,,,,,,,,,,,,24/25
37,Anuar,ma MAR,"MF,FW",Valladolid,29,1995,19.1,2,11,6,54.5,0.58,0.31,0.18,0.33,0,0,Matches,26,21,1720,0,2,2,7,0,0.10,0.00,0.10,0.10,0.10,0,30,48,10,22,17,27,,,0,,,,,,,,,,,,,,,24/25
38,Aritz Arambarri,es ESP,DF,Leganés,26,1998,2.0,0,1,0,0.0,0.51,0.00,0.00,,0,0,Matches,2,2,177,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,3,1,,,0,,,,,,,,,,,,,,,24/25
39,Mauro Arambarri,uy URU,MF,Getafe,28,1995,29.6,10,56,19,33.9,1.89,0.64,0.13,0.37,3,3,Matches,35,31,2661,0,10,7,10,0,0.34,0.00,0.34,0.24,0.24,0,51,52,3,14,16,33,,,0,,,,,,,,,,,,,,,24/25
40,Jon Aramburu,ve VEN,DF,Real Sociedad,22,2002,27.3,1,11,3,27.3,0.40,0.11,0.09,0.33,0,0,Matches,35,28,2460,1,2,1,8,0,0.04,0.04,0.07,0.04,0.07,0,50,42,3,46,28,68,,,0,,,,,,,,,,,,,,,24/25
41,Ronald Araújo,uy URU,DF,Barcelona,25,1999,8.4,1,4,2,50.0,0.48,0.24,0.25,0.50,0,0,Matches,12,11,754,1,2,1,3,0,0.12,0.12,0.24,0.12,0.24,0,9,4,0,0,9,9,,,0,,,,,,,,,,,,,,,24/25
42,Adu Ares,es ESP,MF,Athletic Club,22,2001,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,19,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,0,,,0,,,,,,,,,,,,,,,24/25
43,Jesús Areso,es ESP,DF,Osasuna,25,1999,34.2,0,8,0,0.0,0.23,0.00,0.00,,0,0,Matches,36,35,3079,3,3,0,9,0,0.00,0.09,0.09,0.00,0.09,0,31,20,8,170,8,41,,,0,,,,,,,,,,,,,,,24/25
44,David Argüelles,es ESP,DF,Getafe,22,2002,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,7,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,24/25
45,José Arnaiz,es ESP,MF,Osasuna,29,1995,1.5,0,6,3,50.0,4.06,2.03,0.00,0.00,0,0,Matches,15,1,133,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,5,4,17,4,5,,,0,,,,,,,,,,,,,,,24/25
46,Sergio Arribas,es ESP,DF,Real Betis,21,2003,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,1,90,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,3,4,,,0,,,,,,,,,,,,,,,24/25
47,Takuma Asano,jp JPN,"MF,FW",Mallorca,29,1994,11.7,2,28,8,28.6,2.39,0.68,0.07,0.25,0,0,Matches,21,13,1054,1,3,2,0,0,0.17,0.09,0.26,0.17,0.26,0,5,15,6,20,8,9,,,0,,,,,,,,,,,,,,,24/25
48,Raúl Asencio,es ESP,DF,Real Madrid,21,2003,18.6,0,3,1,33.3,0.16,0.05,0.00,0.00,0,0,Matches,23,18,1670,1,1,0,3,0,0.00,0.05,0.05,0.00,0.05,0,12,19,1,0,16,17,,,0,,,,,,,,,,,,,,,24/25
49,Iago Aspas,es ESP,"FW,MF",Celta Vigo,36,1987,19.4,10,52,24,46.2,2.68,1.24,0.10,0.21,5,6,Matches,30,19,1745,5,15,5,6,1,0.52,0.26,0.77,0.26,0.52,1,16,34,5,16,8,7,,,0,,,,,,,,,,,,,,,24/25
50,Yaser Asprilla,co COL,"MF,FW",Girona,20,2003,15.6,3,38,11,28.9,2.43,0.70,0.08,0.27,0,0,Matches,27,15,1405,1,4,3,2,0,0.19,0.06,0.26,0.19,0.26,0,12,23,1,93,7,12,,,0,,,,,,,,,,,,,,,24/25
51,Ezequiel Ávila,ar ARG,"MF,FW",Real Betis,30,1994,7.5,2,20,10,50.0,2.66,1.33,0.10,0.20,0,0,Matches,19,6,677,0,2,2,5,1,0.27,0.00,0.27,0.27,0.27,0,13,18,5,29,3,5,,,0,,,,,,,,,,,,,,,24/25
52,Adam Aznou,ma MAR,"DF,MF",Valladolid,18,2006,9.7,0,4,1,25.0,0.41,0.10,0.00,0.00,0,0,Matches,13,10,876,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,14,17,0,11,10,22,,,0,,,,,,,,,,,,,,,24/25
53,César Azpilicueta,es ESP,DF,Atlético Madrid,34,1989,9.7,1,5,2,40.0,0.51,0.21,0.20,0.50,0,0,Matches,14,10,875,0,1,1,1,0,0.10,0.00,0.10,0.10,0.10,0,8,6,3,5,6,14,,,0,,,,,,,,,,,,,,,24/25
54,Papa Ba,es ESP,FW,Girona,19,2004,0.5,0,1,0,0.0,1.87,0.00,0.00,,0,0,Matches,1,0,48,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,4,0,1,0,1,,,0,,,,,,,,,,,,,,,24/25
55,Loïc Bade,fr FRA,DF,Sevilla,24,2000,29.8,1,13,4,30.8,0.44,0.13,0.08,0.25,0,0,Matches,32,31,2686,1,2,1,7,1,0.03,0.03,0.07,0.03,0.07,0,26,10,0,8,27,27,,,0,,,,,,,,,,,,,,,24/25
56,Álex Baena,es ESP,"MF,FW",Villarreal,23,2001,28.8,7,70,18,25.7,2.43,0.62,0.10,0.39,0,1,Matches,32,30,2595,9,16,7,9,0,0.24,0.31,0.55,0.24,0.55,0,43,47,5,208,23,16,,,0,,,,,,,,,,,,,,,24/25
57,Eric Bailly,ci CIV,DF,Villarreal,30,1994,6.9,0,4,0,0.0,0.58,0.00,0.00,,0,0,Matches,12,8,617,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0,7,1,0,0,6,4,,,0,,,,,,,,,,,,,,,24/25
58,Stefan Bajcetic,es ESP,"MF,DF",Las Palmas,19,2004,10.8,1,5,2,40.0,0.46,0.19,0.20,0.50,0,0,Matches,14,12,969,0,1,1,4,0,0.09,0.00,0.09,0.09,0.09,0,21,14,0,4,15,14,,,0,,,,,,,,,,,,,,,24/25
59,Cédric Bakambu,cd COD,FW,Real Betis,33,1991,7.9,2,24,11,45.8,3.04,1.39,0.08,0.18,0,0,Matches,25,6,710,2,4,2,4,0,0.25,0.25,0.51,0.25,0.51,0,23,7,12,3,0,3,,,0,,,,,,,,,,,,,,,24/25
60,Alejandro Balde,es ESP,DF,Barcelona,20,2003,25.4,0,12,3,25.0,0.47,0.12,0.00,0.00,0,0,Matches,32,26,2284,4,4,0,2,0,0.00,0.16,0.16,0.00,0.16,0,16,37,0,68,7,10,,,0,,,,,,,,,,,,,,,24/25
61,Iván Balliu,al ALB,DF,Rayo Vallecano,32,1992,13.3,0,1,0,0.0,0.07,0.00,0.00,,0,0,Matches,25,12,1200,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0,19,15,1,20,12,15,,,0,,,,,,,,,,,,,,,24/25
62,Jonathan Bamba,ci CIV,"MF,FW",Celta Vigo,28,1996,9.0,0,13,6,46.2,1.44,0.67,0.00,0.00,0,0,Matches,12,10,811,1,1,0,1,0,0.00,0.11,0.11,0.00,0.11,0,7,17,4,25,4,7,,,0,,,,,,,,,,,,,,,24/25
63,Adrian Baquerin,es ESP,FW,Valladolid,17,2007,0.5,0,3,0,0.0,5.51,0.00,0.00,,0,0,Matches,5,0,49,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,2,0,0,0,1,,,0,,,,,,,,,,,,,,,24/25
64,Valentín Barco,ar ARG,DF,Sevilla,20,2004,3.2,0,7,0,0.0,2.19,0.00,0.00,,0,0,Matches,7,3,288,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,7,5,0,25,2,9,,,0,,,,,,,,,,,,,,,24/25
65,Borna Barišić,hr CRO,DF,Leganés,31,1992,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,1,1,9,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,24/25
66,Kike Barja,es ESP,"FW,MF",Osasuna,27,1997,3.5,0,4,1,25.0,1.14,0.29,0.00,0.00,0,0,Matches,15,3,315,1,1,0,3,0,0.00,0.29,0.29,0.00,0.29,0,9,4,1,37,3,4,,,0,,,,,,,,,,,,,,,24/25
67,Enzo Barrenechea,ar ARG,MF,Valencia,23,2001,24.3,1,16,3,18.8,0.66,0.12,0.06,0.33,0,0,Matches,30,26,2191,2,3,1,6,0,0.04,0.08,0.12,0.04,0.12,0,25,47,0,3,27,30,,,0,,,,,,,,,,,,,,,24/25
68,Ander Barrenetxea,es ESP,MF,Real Sociedad,22,2001,14.0,1,25,8,32.0,1.78,0.57,0.04,0.13,0,0,Matches,30,14,1263,3,4,1,6,0,0.07,0.21,0.29,0.07,0.29,0,33,13,6,52,11,19,,,0,,,,,,,,,,,,,,,24/25
69,Pablo Barrios,es ESP,MF,Atlético Madrid,21,2003,25.9,1,29,8,27.6,1.12,0.31,0.03,0.13,0,0,Matches,31,28,2330,4,5,1,4,1,0.04,0.15,0.19,0.04,0.19,0,28,27,0,26,33,26,,,0,,,,,,,,,,,,,,,24/25
70,Thierno Barry,fr FRA,FW,Villarreal,21,2002,25.8,11,73,25,34.2,2.83,0.97,0.14,0.40,1,1,Matches,35,25,2323,4,15,10,4,0,0.43,0.15,0.58,0.39,0.54,0,47,51,20,5,0,9,,,0,,,,,,,,,,,,,,,24/25
71,Marc Bartra,es ESP,DF,Real Betis,33,1991,23.3,2,18,5,27.8,0.77,0.21,0.11,0.40,0,0,Matches,25,23,2099,1,3,2,2,0,0.09,0.04,0.13,0.09,0.13,0,15,14,2,1,35,19,,,0,,,,,,,,,,,,,,,24/25
72,Aboubacar Bassinga,bf BFA,MF,Las Palmas,19,2005,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,4,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,,,24/25
73,Augusto Batalla,ar ARG,GK,Rayo Vallecano,28,1996,32.0,0,0,0,,0.00,0.00,,,0,0,Matches,32,32,2880,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0,1,6,0,0,0,3,,,0,39,1.22,125,93,68.8,10,12,10,8,25.0,6,2,0,25.0,24/25
74,Rafael Bauza,es ESP,MF,Espanyol,19,2005,2.0,0,3,0,0.0,1.48,0.00,0.00,,0,0,Matches,5,2,183,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,8,0,0,0,0,3,,,0,,,,,,,,,,,,,,,24/25
75,Sheraldo Becker,sr SUR,"MF,FW",Real Sociedad,29,1995,11.1,2,22,13,59.1,1.99,1.18,0.09,0.15,0,0,Matches,22,11,995,1,3,2,1,1,0.18,0.09,0.27,0.18,0.27,0,8,15,9,65,2,2,,,0,,,,,,,,,,,,,,,24/25
76,Donny van de Beek,nl NED,MF,Girona,27,1997,15.8,2,18,5,27.8,1.14,0.32,0.11,0.40,0,0,Matches,26,16,1421,2,4,2,5,0,0.13,0.13,0.25,0.13,0.25,0,22,8,3,11,11,19,,,0,,,,,,,,,,,,,,,24/25
77,Luken Beitia,es ESP,DF,Real Sociedad,20,2004,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,8,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1,,,0,,,,,,,,,,,,,,,24/25
78,Ismael Bekhoucha,ma MAR,DF,Getafe,19,2004,0.8,0,0,0,,0.00,0.00,,,0,0,Matches,5,0,69,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,3,3,0,1,2,1,,,0,,,,,,,,,,,,,,,24/25
79,Héctor Bellerín,es ESP,DF,Real Betis,29,1995,6.4,0,1,1,100.0,0.16,0.16,0.00,0.00,0,0,Matches,9,6,580,2,2,0,1,0,0.00,0.31,0.31,0.00,0.31,0,6,0,0,10,6,7,,,0,,,,,,,,,,,,,,,24/25
80,Jude Bellingham,eng ENG,MF,Real Madrid,21,2003,27.6,9,62,23,37.1,2.24,0.83,0.13,0.35,1,2,Matches,31,29,2488,8,17,8,5,1,0.33,0.29,0.61,0.29,0.58,0,33,64,9,18,27,35,,,0,,,,,,,,,,,,,,,24/25
81,Fran Beltrán,es ESP,MF,Celta Vigo,25,1999,26.9,2,23,4,17.4,0.86,0.15,0.09,0.50,0,0,Matches,34,29,2421,1,3,2,3,0,0.07,0.04,0.11,0.07,0.11,0,35,12,0,5,22,36,,,0,,,,,,,,,,,,,,,24/25
82,Carlos Benavídez,uy URU,MF,Alavés,26,1998,5.4,1,5,2,40.0,0.92,0.37,0.20,0.50,0,0,Matches,18,6,487,1,2,1,3,0,0.18,0.18,0.37,0.18,0.37,0,17,6,1,1,7,15,,,0,,,,,,,,,,,,,,,24/25
83,Iker Benito,es ESP,"FW,MF",Osasuna,21,2002,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,2,0,37,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,1,0,2,1,0,,,0,,,,,,,,,,,,,,,24/25
84,Yuri Berchiche,es ESP,DF,Athletic Club,34,1990,22.7,0,16,4,25.0,0.70,0.18,0.00,0.00,0,0,Matches,30,22,2044,2,2,0,5,0,0.00,0.09,0.09,0.00,0.09,0,18,19,4,42,28,22,,,0,,,,,,,,,,,,,,,24/25
85,Álex Berenguer,es ESP,"MF,FW",Athletic Club,29,1995,26.0,6,52,19,36.5,2.00,0.73,0.12,0.32,0,1,Matches,36,28,2339,7,13,6,5,0,0.23,0.27,0.50,0.23,0.50,0,29,30,5,178,10,13,,,0,,,,,,,,,,,,,,,24/25
86,Marc Bernal,es ESP,MF,Barcelona,17,2007,2.7,0,2,1,50.0,0.74,0.37,0.00,0.00,0,0,Matches,3,3,242,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,4,3,0,0,1,6,,,0,,,,,,,,,,,,,,,24/25
87,Juan Bernat,es ESP,DF,Villarreal,31,1993,2.4,0,2,1,50.0,0.85,0.42,0.00,0.00,0,0,Matches,10,1,212,1,1,0,0,0,0.00,0.42,0.42,0.00,0.42,0,0,2,1,8,1,7,,,0,,,,,,,,,,,,,,,24/25
88,Juan Bernat,es ESP,MF,Getafe,31,1993,7.8,0,4,0,0.0,0.52,0.00,0.00,,0,0,Matches,14,9,699,1,1,0,0,0,0.00,0.13,0.13,0.00,0.13,0,11,6,1,12,2,12,,,0,,,,,,,,,,,,,,,24/25
89,Juan Berrocal,es ESP,DF,Getafe,25,1999,11.8,0,4,0,0.0,0.34,0.00,0.00,,0,0,Matches,19,11,1063,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,1,17,1,0,0,15,6,,,0,,,,,,,,,,,,,,,24/25
90,Antonio Blanco,es ESP,MF,Alavés,24,2000,30.3,0,25,3,12.0,0.83,0.10,0.00,0.00,0,0,Matches,35,32,2727,1,1,0,11,1,0.00,0.03,0.03,0.00,0.03,1,67,27,0,27,41,41,,,0,,,,,,,,,,,,,,,24/25
91,Daley Blind,nl NED,DF,Girona,34,1990,30.9,0,10,4,40.0,0.32,0.13,0.00,0.00,0,0,Matches,34,31,2780,2,2,0,2,0,0.00,0.06,0.06,0.00,0.06,0,19,16,1,42,33,28,,,0,,,,,,,,,,,,,,,24/25
92,Adama Boiro,es ESP,DF,Athletic Club,22,2002,12.2,0,5,0,0.0,0.41,0.00,0.00,,0,0,Matches,18,13,1101,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0,13,8,1,31,11,11,,,0,,,,,,,,,,,,,,,24/25
93,Enzo Boyomo,cm CMR,DF,Osasuna,22,2001,33.2,2,12,3,25.0,0.36,0.09,0.17,0.67,0,0,Matches,34,33,2987,0,2,2,5,0,0.06,0.00,0.06,0.06,0.06,0,43,8,0,2,41,44,,,0,,,,,,,,,,,,,,,24/25
94,Enzo Boyomo,cm CMR,DF,Valladolid,22,2001,3.0,0,2,0,0.0,0.67,0.00,0.00,,0,0,Matches,3,3,270,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,3,0,0,0,2,2,,,0,,,,,,,,,,,,,,,24/25
95,Darko Brašanac,rs SRB,MF,Leganés,32,1992,18.0,1,12,3,25.0,0.67,0.17,0.08,0.33,0,0,Matches,30,15,1617,2,3,1,4,0,0.06,0.11,0.17,0.06,0.17,0,38,13,4,11,17,14,,,0,,,,,,,,,,,,,,,24/25
96,Abel Bretones,es ESP,"DF,MF",Osasuna,23,2000,23.0,2,12,4,33.3,0.52,0.17,0.17,0.50,0,0,Matches,35,20,2074,0,2,2,3,0,0.09,0.00,0.09,0.09,0.09,0,25,32,3,84,19,37,,,0,,,,,,,,,,,,,,,24/25
