Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches,MP,Starts,Min,Ast,G+A,G-PK,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,SaveP%,Temporada
97,Tajon Buchanan,ca CAN,MF,Villarreal,25,1999,4.6,1,7,2,28.6,1.51,0.43,0.14,0.50,0,0,Matches,13,4,416,2,3,1,2,0,0.22,0.43,0.65,0.22,0.65,0,12,20,5,16,3,5,,,0,,,,,,,,,,,,,,,24/25
98,Ante Budimir,hr CRO,FW,Osasuna,33,1991,32.8,21,99,37,37.4,3.02,1.13,0.13,0.35,8,8,Matches,38,34,2952,4,25,13,4,0,0.64,0.12,0.76,0.40,0.52,0,47,35,15,6,1,9,,,0,,,,,,,,,,,,,,,24/25
99,Manu Bueno,es ESP,MF,Sevilla,20,2004,1.6,1,4,1,25.0,2.57,0.64,0.25,1.00,0,0,Matches,9,1,140,0,1,1,0,0,0.64,0.00,0.64,0.64,0.64,0,2,3,0,1,0,3,,,0,,,,,,,,,,,,,,,24/25
100,Endika Buján,es ESP,FW,Athletic Club,21,2003,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,7,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,0,,,0,,,,,,,,,,,,,,,24/25
101,Pau Cabanes,es ESP,FW,Villarreal,19,2005,1.8,1,4,2,50.0,2.21,1.10,0.25,0.50,0,0,Matches,10,0,163,0,1,1,0,0,0.55,0.00,0.55,0.55,0.55,0,4,7,0,6,3,4,,,0,,,,,,,,,,,,,,,24/25
102,Pau Cabanes,es ESP,MF,Alavés,19,2005,2.1,0,2,1,50.0,0.96,0.48,0.00,0.00,0,0,Matches,6,2,188,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,5,5,0,12,0,2,,,0,,,,,,,,,,,,,,,24/25
103,Leandro Cabrera,uy URU,DF,Espanyol,33,1991,31.9,4,19,6,31.6,0.60,0.19,0.21,0.67,0,0,Matches,33,32,2869,2,6,4,4,1,0.13,0.06,0.19,0.13,0.19,0,24,8,0,18,29,22,,,0,,,,,,,,,,,,,,,24/25
104,Fernando Calero,es ESP,DF,Espanyol,28,1995,7.9,1,2,1,50.0,0.25,0.13,0.50,1.00,0,0,Matches,21,6,715,0,1,1,1,0,0.13,0.00,0.13,0.13,0.13,0,6,8,0,2,15,9,,,0,,,,,,,,,,,,,,,24/25
105,Eduardo Camavinga,fr FRA,"MF,DF",Real Madrid,21,2002,12.2,1,8,2,25.0,0.65,0.16,0.13,0.50,0,0,Matches,19,11,1102,2,3,1,2,0,0.08,0.16,0.25,0.08,0.25,0,21,31,1,2,19,26,,,0,,,,,,,,,,,,,,,24/25
106,Sergio Camello,es ESP,FW,Rayo Vallecano,23,2001,12.6,3,32,9,28.1,2.54,0.71,0.09,0.33,0,0,Matches,23,14,1134,2,5,3,2,0,0.24,0.16,0.40,0.24,0.40,0,11,10,2,6,4,4,,,0,,,,,,,,,,,,,,,24/25
107,José Campaña,es ESP,MF,Las Palmas,31,1993,13.2,0,5,3,60.0,0.38,0.23,0.00,0.00,0,0,Matches,25,15,1189,3,3,0,5,0,0.00,0.23,0.23,0.00,0.23,0,7,20,0,34,20,15,,,0,,,,,,,,,,,,,,,24/25
108,Peio Canales,es ESP,MF,Athletic Club,19,2005,2.9,0,3,0,0.0,1.04,0.00,0.00,,0,0,Matches,8,2,259,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,2,1,16,1,2,,,0,,,,,,,,,,,,,,,24/25
109,Antonio Candela,it ITA,DF,Valladolid,24,2000,10.1,0,1,0,0.0,0.10,0.00,0.00,,0,0,Matches,12,12,906,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,5,7,2,20,6,6,,,0,,,,,,,,,,,,,,,24/25
110,Sergi Canós,es ESP,MF,Valencia,27,1997,4.1,0,11,3,27.3,2.68,0.73,0.00,0.00,0,0,Matches,17,2,370,1,1,0,3,0,0.00,0.24,0.24,0.00,0.24,0,12,6,1,18,7,7,,,0,,,,,,,,,,,,,,,24/25
111,Dani Cárdenas,es ESP,GK,Rayo Vallecano,27,1997,6.0,0,0,0,,0.00,0.00,,,0,0,Matches,6,6,540,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,,,0,6,1.00,20,14,70.0,3,1,2,2,33.3,0,0,0,,24/25
112,Irvin Cardona,mt MLT,"FW,MF",Espanyol,26,1997,6.7,1,10,3,30.0,1.49,0.45,0.10,0.33,0,0,Matches,16,5,606,1,2,1,1,0,0.15,0.15,0.30,0.15,0.30,0,8,8,5,13,5,6,,,0,,,,,,,,,,,,,,,24/25
113,Marc Cardona,es ESP,FW,Las Palmas,29,1995,1.5,0,4,0,0.0,2.73,0.00,0.00,,0,0,Matches,11,0,132,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,2,3,0,1,0,2,,,0,,,,,,,,,,,,,,,24/25
114,Sergi Cardona,es ESP,DF,Villarreal,25,1999,32.7,1,20,6,30.0,0.61,0.18,0.05,0.17,0,0,Matches,35,34,2945,7,8,1,11,0,0.03,0.21,0.24,0.03,0.24,0,38,28,3,112,41,49,,,0,,,,,,,,,,,,,,,24/25
115,Johnny Cardoso,us USA,MF,Real Betis,22,2001,23.8,3,19,7,36.8,0.80,0.29,0.16,0.43,0,0,Matches,28,24,2144,1,4,3,4,0,0.13,0.04,0.17,0.13,0.17,0,38,27,0,3,50,31,,,0,,,,,,,,,,,,,,,24/25
116,José Carlos González,es ESP,MF,Las Palmas,18,2006,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,11,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,24/25
117,Carmona,es ESP,DF,Sevilla,22,2002,32.7,0,19,4,21.1,0.58,0.12,0.00,0.00,0,0,Matches,35,35,2942,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00,0,49,44,1,43,68,59,,,0,,,,,,,,,,,,,,,24/25
118,Sergio Carreira,es ESP,MF,Celta Vigo,23,2000,18.4,0,13,3,23.1,0.71,0.16,0.00,0.00,0,0,Matches,23,19,1656,4,4,0,1,0,0.00,0.22,0.22,0.00,0.22,0,19,7,4,42,17,17,,,0,,,,,,,,,,,,,,,24/25
119,Dani Carvajal,es ESP,DF,Real Madrid,32,1992,6.8,1,3,1,33.3,0.44,0.15,0.33,1.00,0,0,Matches,8,7,609,0,1,1,1,0,0.15,0.00,0.15,0.15,0.15,0,3,6,0,14,10,8,,,0,,,,,,,,,,,,,,,24/25
120,William Carvalho,pt POR,MF,Real Betis,32,1992,5.4,0,4,1,25.0,0.74,0.19,0.00,0.00,0,0,Matches,14,6,484,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,7,3,0,2,3,7,,,0,,,,,,,,,,,,,,,24/25
121,Marc Casado,es ESP,MF,Barcelona,20,2003,17.9,1,14,1,7.1,0.78,0.06,0.07,1.00,0,0,Matches,23,20,1611,3,4,1,4,1,0.06,0.17,0.22,0.06,0.22,1,26,36,0,9,24,24,,,0,,,,,,,,,,,,,,,24/25
122,Catena,es ESP,DF,Osasuna,29,1994,34.2,1,20,5,25.0,0.59,0.15,0.05,0.20,0,0,Matches,35,35,3074,3,4,1,11,0,0.03,0.09,0.12,0.03,0.12,0,36,14,1,2,31,28,,,0,,,,,,,,,,,,,,,24/25
123,Maximiliano Caufriez,be BEL,DF,Valencia,27,1997,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,1,90,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,3,0,0,0,1,1,,,0,,,,,,,,,,,,,,,24/25
124,Dani Ceballos,es ESP,MF,Real Madrid,27,1996,13.5,0,7,3,42.9,0.52,0.22,0.00,0.00,0,0,Matches,23,15,1215,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0,13,30,0,14,16,21,,,0,,,,,,,,,,,,,,,24/25
125,Franco Cervi,ar ARG,"MF,FW",Celta Vigo,30,1994,3.0,0,0,0,,0.00,0.00,,,0,0,Matches,7,4,273,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,4,1,0,6,8,3,,,0,,,,,,,,,,,,,,,24/25
126,Raúl Chasco,es ESP,DF,Valladolid,20,2003,1.4,0,0,0,,0.00,0.00,,,0,0,Matches,2,1,130,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,3,0,0,3,2,1,,,0,,,,,,,,,,,,,,,24/25
127,Pep Chavarría,es ESP,DF,Rayo Vallecano,26,1998,28.7,0,11,3,27.3,0.38,0.10,0.00,0.00,0,0,Matches,34,28,2585,1,1,0,3,0,0.00,0.03,0.03,0.00,0.03,0,30,25,3,80,30,36,,,0,,,,,,,,,,,,,,,24/25
128,Walid Cheddira,ma MAR,FW,Espanyol,26,1998,7.1,1,13,4,30.8,1.83,0.56,0.08,0.25,0,0,Matches,22,5,640,1,2,1,3,0,0.14,0.14,0.28,0.14,0.28,0,30,27,11,2,1,0,,,0,,,,,,,,,,,,,,,24/25
129,Chema,es ESP,MF,Real Madrid,19,2005,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,2,0,12,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,,,24/25
130,Julián Chicco,ar ARG,"MF,DF",Leganés,26,1998,3.4,0,3,1,33.3,0.89,0.30,0.00,0.00,0,0,Matches,14,2,302,1,1,0,0,0,0.00,0.30,0.30,0.00,0.30,0,1,3,0,3,4,7,,,0,,,,,,,,,,,,,,,24/25
131,Chiquinho,pt POR,MF,Mallorca,24,2000,1.6,0,4,2,50.0,2.47,1.23,0.00,0.00,0,0,Matches,8,1,146,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,6,7,0,9,1,0,,,0,,,,,,,,,,,,,,,24/25
132,Andreas Christensen,dk DEN,DF,Barcelona,28,1996,2.8,0,1,0,0.0,0.35,0.00,0.00,,0,0,Matches,5,2,254,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0,5,0,0,0,4,3,,,0,,,,,,,,,,,,,,,24/25
133,Jasper Cillessen,nl NED,GK,Las Palmas,35,1989,25.9,0,0,0,,0.00,0.00,,,0,0,Matches,27,27,2335,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,5,0,0,0,0,,,0,42,1.62,130,88,67.7,6,8,13,3,11.1,4,3,1,42.9,24/25
134,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,30,1994,23.8,4,21,6,28.6,0.88,0.25,0.19,0.67,0,0,Matches,33,25,2140,1,5,4,12,0,0.17,0.04,0.21,0.17,0.21,0,45,25,0,5,36,25,,,0,,,,,,,,,,,,,,,24/25
135,Seydouba Cissé,gn GUI,MF,Leganés,23,2001,27.1,3,24,5,20.8,0.89,0.18,0.13,0.60,0,0,Matches,34,31,2435,1,4,3,3,1,0.11,0.04,0.15,0.11,0.15,0,39,25,2,10,14,36,,,0,,,,,,,,,,,,,,,24/25
136,Silvi Clúa,es ESP,MF,Girona,19,2005,1.8,0,2,1,50.0,1.10,0.55,0.00,0.00,0,0,Matches,4,2,163,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,5,0,0,0,2,6,,,0,,,,,,,,,,,,,,,24/25
137,Eray Cömert,ch SUI,"DF,MF",Valladolid,26,1998,19.8,0,9,1,11.1,0.46,0.05,0.00,0.00,0,0,Matches,25,21,1779,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0,18,16,0,0,22,16,,,0,,,,,,,,,,,,,,,24/25
138,Santi Comesaña,es ESP,MF,Villarreal,27,1996,28.4,4,39,8,20.5,1.37,0.28,0.10,0.50,0,0,Matches,35,30,2560,2,6,4,7,0,0.14,0.07,0.21,0.14,0.21,0,37,27,1,15,21,49,,,0,,,,,,,,,,,,,,,24/25
139,Diego Conde,es ESP,GK,Villarreal,25,1998,21.8,0,0,0,,0.00,0.00,,,0,0,Matches,22,22,1962,1,1,0,2,0,0.00,0.05,0.05,0.00,0.05,0,0,1,0,0,1,2,,,0,33,1.51,96,63,65.6,11,6,5,2,9.1,3,0,1,0.0,24/25
140,Tomás Conechny,ar ARG,"MF,FW",Alavés,26,1998,9.4,1,22,10,45.5,2.34,1.06,0.05,0.10,0,0,Matches,22,9,847,0,1,1,8,0,0.11,0.00,0.11,0.11,0.11,0,28,11,5,31,6,11,,,0,,,,,,,,,,,,,,,24/25
141,Copete,es ESP,DF,Mallorca,24,1999,17.0,0,6,2,33.3,0.35,0.12,0.00,0.00,0,0,Matches,25,16,1528,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0,27,13,0,7,18,18,,,0,,,,,,,,,,,,,,,24/25
142,Iker Córdoba,es ESP,DF,Valencia,18,2005,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,2,0,15,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,0,,,0,,,,,,,,,,,,,,,24/25
143,Ángel Correa,ar ARG,FW,Atlético Madrid,29,1995,8.9,4,34,14,41.2,3.80,1.57,0.12,0.29,0,0,Matches,31,3,805,1,5,4,3,1,0.45,0.11,0.56,0.45,0.56,0,18,11,4,24,5,3,,,0,,,,,,,,,,,,,,,24/25
144,Thierry Correia,pt POR,DF,Valencia,25,1999,8.5,0,7,3,42.9,0.82,0.35,0.00,0.00,0,0,Matches,11,9,768,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,15,14,0,18,3,17,,,0,,,,,,,,,,,,,,,24/25
145,Coba da Costa,es ESP,MF,Getafe,22,2002,11.2,1,23,8,34.8,2.06,0.72,0.04,0.13,0,0,Matches,19,12,1006,1,2,1,4,0,0.09,0.09,0.18,0.09,0.18,0,10,10,0,41,10,13,,,0,,,,,,,,,,,,,,,24/25
146,Logan Costa,cv CPV,DF,Villarreal,23,2001,28.7,2,12,5,41.7,0.42,0.17,0.17,0.40,0,0,Matches,32,28,2587,1,3,2,3,0,0.07,0.03,0.10,0.07,0.10,0,19,3,2,5,23,21,,,0,,,,,,,,,,,,,,,24/25
147,Samu Costa,pt POR,MF,Mallorca,23,2000,29.4,0,30,8,26.7,1.02,0.27,0.00,0.00,0,0,Matches,32,31,2649,2,2,0,10,1,0.00,0.07,0.07,0.00,0.07,1,62,63,2,21,32,42,,,0,,,,,,,,,,,,,,,24/25
148,Thibaut Courtois,be BEL,GK,Real Madrid,32,1992,30.0,0,0,0,,0.00,0.00,,,0,0,Matches,30,30,2700,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,2,0,0,1,0,,,1,29,0.97,106,77,72.6,20,6,4,11,36.7,3,0,0,0.0,24/25
149,Juan Cruz Armada,es ESP,DF,Osasuna,32,1992,16.6,0,4,0,0.0,0.24,0.00,0.00,,0,0,Matches,25,19,1492,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0,16,2,2,10,9,15,,,0,,,,,,,,,,,,,,,24/25
150,Juan Cruz,es ESP,"MF,DF",Leganés,24,2000,25.1,5,33,14,42.4,1.32,0.56,0.15,0.36,0,0,Matches,34,26,2257,4,9,5,2,0,0.20,0.16,0.36,0.20,0.36,0,14,23,7,91,13,16,,,0,,,,,,,,,,,,,,,24/25
151,Pau Cubarsí,es ESP,DF,Barcelona,17,2007,29.1,0,8,0,0.0,0.28,0.00,0.00,,0,0,Matches,35,29,2618,3,3,0,3,0,0.00,0.10,0.10,0.00,0.10,0,24,9,0,2,18,24,,,0,,,,,,,,,,,,,,,24/25
152,Cucho,co COL,FW,Real Betis,25,1999,12.7,5,43,11,25.6,3.40,0.87,0.12,0.45,0,0,Matches,15,14,1139,1,6,5,0,0,0.40,0.08,0.47,0.40,0.47,0,10,9,5,12,7,10,,,0,,,,,,,,,,,,,,,24/25
153,Arnaut Danjuma,nl NED,"MF,FW",Girona,27,1997,14.8,2,30,14,46.7,2.02,0.94,0.07,0.14,0,0,Matches,25,15,1335,0,2,2,2,0,0.13,0.00,0.13,0.13,0.13,0,17,16,14,76,3,6,,,0,,,,,,,,,,,,,,,24/25
154,Arnaut Danjuma,nl NED,FW,Villarreal,27,1997,2.2,2,6,3,50.0,2.70,1.35,0.33,0.67,0,0,Matches,3,3,200,0,2,2,1,0,0.90,0.00,0.90,0.90,0.90,0,1,1,3,0,0,1,,,0,,,,,,,,,,,,,,,24/25
155,Sergi Darder,es ESP,MF,Mallorca,30,1993,30.5,2,36,9,25.0,1.18,0.30,0.06,0.22,0,0,Matches,38,34,2744,6,8,2,4,0,0.07,0.20,0.26,0.07,0.26,0,21,37,3,159,15,26,,,0,,,,,,,,,,,,,,,24/25
156,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,30,1994,23.4,3,19,4,21.1,0.81,0.17,0.16,0.75,0,0,Matches,34,23,2106,5,8,3,7,0,0.13,0.21,0.34,0.13,0.34,0,19,49,0,57,6,24,,,0,,,,,,,,,,,,,,,24/25
157,Mouctar Diakhaby,gn GUI,DF,Valencia,27,1996,7.3,2,11,4,36.4,1.52,0.55,0.18,0.50,0,0,Matches,13,7,653,0,2,2,0,0,0.28,0.00,0.28,0.28,0.28,0,2,4,0,1,10,4,,,0,,,,,,,,,,,,,,,24/25
158,Assane Diao,sn SEN,FW,Real Betis,18,2005,3.1,1,7,1,14.3,2.27,0.32,0.14,1.00,0,0,Matches,10,2,277,2,3,1,0,0,0.32,0.65,0.97,0.32,0.97,0,4,4,2,4,0,3,,,0,,,,,,,,,,,,,,,24/25
159,Moussa Diarra,ml MLI,DF,Alavés,23,2000,20.7,0,1,0,0.0,0.05,0.00,0.00,,0,0,Matches,26,20,1866,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0,28,24,1,20,17,23,,,0,,,,,,,,,,,,,,,24/25
160,Brahim Díaz,ma MAR,"MF,FW",Real Madrid,24,1999,15.4,4,28,17,60.7,1.82,1.10,0.14,0.24,0,0,Matches,31,16,1385,2,6,4,0,0,0.26,0.13,0.39,0.26,0.39,0,14,34,1,8,5,18,,,0,,,,,,,,,,,,,,,24/25
161,Daniel Díaz,es ESP,FW,Real Sociedad,18,2006,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,10,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,,,0,,,,,,,,,,,,,,,24/25
162,Pedro Díaz,es ESP,MF,Rayo Vallecano,26,1998,13.5,3,32,8,25.0,2.38,0.59,0.09,0.38,0,1,Matches,26,12,1211,0,3,3,2,0,0.22,0.00,0.22,0.22,0.22,0,7,6,0,41,7,15,,,0,,,,,,,,,,,,,,,24/25
163,Diego,es ESP,"FW,MF",Leganés,24,2000,13.3,3,29,9,31.0,2.18,0.68,0.10,0.33,0,0,Matches,28,13,1195,0,3,3,2,0,0.23,0.00,0.23,0.23,0.23,0,22,23,7,5,3,1,,,0,,,,,,,,,,,,,,,24/25
164,Stole Dimitrievski,mk MKD,GK,Valencia,30,1993,4.0,0,0,0,,0.00,0.00,,,0,0,Matches,4,4,360,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,6,1.50,12,6,50.0,0,2,2,0,0.0,1,0,1,0.0,24/25
165,Yan Diomandé,ci CIV,MF,Leganés,17,2006,6.1,2,11,3,27.3,1.82,0.50,0.18,0.67,0,0,Matches,10,6,545,1,3,2,1,0,0.33,0.17,0.50,0.33,0.50,0,8,16,2,12,8,9,,,0,,,,,,,,,,,,,,,24/25
166,Álvaro djaló,gw GNB,"MF,FW",Athletic Club,24,1999,7.3,1,15,3,20.0,2.05,0.41,0.07,0.33,0,0,Matches,17,7,659,0,1,1,2,0,0.14,0.00,0.14,0.14,0.14,0,18,14,5,14,2,5,,,0,,,,,,,,,,,,,,,24/25
167,Djené,tg TOG,"DF,MF",Getafe,32,1991,28.3,0,6,0,0.0,0.21,0.00,0.00,,0,0,Matches,31,31,2548,0,0,0,10,1,0.00,0.00,0.00,0.00,0.00,0,40,26,1,32,21,13,,,0,,,,,,,,,,,,,,,24/25
168,Marko Dmitrović,rs SRB,GK,Leganés,32,1992,32.0,0,0,0,,0.00,0.00,,,0,0,Matches,32,32,2880,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,6,0,0,0,1,,,0,49,1.53,145,102,66.2,8,11,13,10,31.3,7,0,1,0.0,24/25
169,Marc Domenech,es ESP,"FW,MF",Mallorca,18,2006,3.4,0,8,2,25.0,2.38,0.59,0.00,0.00,0,0,Matches,10,3,303,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,5,1,0,4,0,4,,,0,,,,,,,,,,,,,,,24/25
170,Carlos Dominguez,es ESP,DF,Celta Vigo,23,2001,13.1,0,3,1,33.3,0.23,0.08,0.00,0.00,0,0,Matches,19,13,1181,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,8,10,0,0,12,12,,,1,,,,,,,,,,,,,,,24/25
171,Israel Domínguez,es ESP,MF,Sevilla,21,2003,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,18,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,1,0,0,0,,,0,,,,,,,,,,,,,,,24/25
172,Sergi Dominguez,es ESP,DF,Barcelona,19,2005,1.9,0,0,0,,0.00,0.00,,,0,0,Matches,3,2,172,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,2,0,0,0,4,1,,,0,,,,,,,,,,,,,,,24/25
173,Anastasios Douvikas,gr GRE,FW,Celta Vigo,24,1999,7.8,3,17,9,52.9,2.19,1.16,0.18,0.33,0,0,Matches,20,6,700,1,4,3,2,0,0.39,0.13,0.51,0.39,0.51,0,10,27,9,1,3,4,,,0,,,,,,,,,,,,,,,24/25
174,Domingos Duarte,pt POR,DF,Getafe,29,1995,20.7,1,3,1,33.3,0.15,0.05,0.33,1.00,0,0,Matches,22,21,1859,0,1,1,4,2,0.05,0.00,0.05,0.05,0.05,1,24,13,0,0,17,15,,,0,,,,,,,,,,,,,,,24/25
175,Duk,cv CPV,MF,Leganés,24,2000,2.0,0,2,1,50.0,1.01,0.50,0.00,0.00,0,0,Matches,10,1,179,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,5,13,0,8,1,4,,,0,,,,,,,,,,,,,,,24/25
176,Pablo Durán,es ESP,"FW,MF",Celta Vigo,23,2001,15.5,4,26,10,38.5,1.68,0.65,0.15,0.40,0,0,Matches,27,15,1394,4,8,4,3,0,0.26,0.26,0.52,0.26,0.52,0,31,19,7,18,7,8,,,0,,,,,,,,,,,,,,,24/25
177,Hugo Duro,es ESP,FW,Valencia,24,1999,24.1,11,48,18,37.5,1.99,0.75,0.21,0.56,1,1,Matches,31,25,2166,2,13,10,5,0,0.46,0.08,0.54,0.42,0.50,0,38,50,7,7,9,9,,,1,,,,,,,,,,,,,,,24/25
178,Chidera Ejuke,ng NGA,"MF,FW",Sevilla,26,1998,10.7,2,20,8,40.0,1.86,0.75,0.10,0.25,0,0,Matches,25,9,966,1,3,2,0,0,0.19,0.09,0.28,0.19,0.28,0,6,16,4,22,6,12,,,0,,,,,,,,,,,,,,,24/25
179,Aritz Elustondo,es ESP,DF,Real Sociedad,30,1994,16.2,0,4,0,0.0,0.25,0.00,0.00,,0,0,Matches,22,16,1457,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0,25,18,1,4,12,11,,,0,,,,,,,,,,,,,,,24/25
180,Adri Embarba,es ESP,"MF,FW",Rayo Vallecano,32,1992,17.9,1,37,12,32.4,2.07,0.67,0.03,0.08,0,0,Matches,35,18,1607,1,2,1,4,0,0.06,0.06,0.11,0.06,0.11,0,25,21,14,114,14,21,,,0,,,,,,,,,,,,,,,24/25
181,Endrick,br BRA,FW,Real Madrid,18,2006,4.0,1,23,7,30.4,5.70,1.74,0.04,0.14,0,0,Matches,22,3,363,0,1,1,1,0,0.25,0.00,0.25,0.25,0.25,0,10,9,2,2,4,2,,,0,,,,,,,,,,,,,,,24/25
182,Alfonso Espino,uy URU,DF,Rayo Vallecano,32,1992,9.3,0,10,2,20.0,1.08,0.22,0.00,0.00,0,0,Matches,16,9,833,1,1,0,4,0,0.00,0.11,0.11,0.00,0.11,0,18,15,0,25,12,24,,,0,,,,,,,,,,,,,,,24/25
183,Dario Essugo,pt POR,MF,Las Palmas,19,2005,21.5,1,23,4,17.4,1.07,0.19,0.04,0.25,0,0,Matches,27,25,1938,0,1,1,11,2,0.05,0.00,0.05,0.05,0.05,2,37,30,0,1,42,44,,,0,,,,,,,,,,,,,,,24/25
184,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,21,2002,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,2,0,40,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,24/25
185,Karl Etta Eyong,cm CMR,FW,Villarreal,20,2003,0.4,1,2,2,100.0,4.86,4.86,0.50,0.50,0,0,Matches,4,0,37,0,1,1,0,0,2.43,0.00,2.43,2.43,2.43,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,,,24/25
186,Edu Expósito,es ESP,MF,Espanyol,27,1996,11.6,0,18,6,33.3,1.55,0.52,0.00,0.00,0,0,Matches,19,12,1045,2,2,0,3,0,0.00,0.17,0.17,0.00,0.17,0,14,22,2,66,16,13,,,0,,,,,,,,,,,,,,,24/25
187,Abde Ezzalzouli,ma MAR,MF,Real Betis,22,2001,22.0,2,62,26,41.9,2.81,1.18,0.03,0.08,0,1,Matches,32,23,1984,2,4,2,2,0,0.09,0.09,0.18,0.09,0.18,0,23,38,4,49,9,23,,,0,,,,,,,,,,,,,,,24/25
188,Ansu Fati,es ESP,MF,Barcelona,21,2002,2.6,0,12,5,41.7,4.64,1.93,0.00,0.00,0,0,Matches,6,3,233,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,2,2,2,0,1,1,,,0,,,,,,,,,,,,,,,24/25
189,Nabil Fekir,fr FRA,MF,Real Betis,31,1993,2.0,0,7,1,14.3,3.50,0.50,0.00,0.00,0,0,Matches,2,2,180,1,1,0,0,0,0.00,0.50,0.50,0.00,0.50,0,3,7,0,9,0,2,,,0,,,,,,,,,,,,,,,24/25
190,Kiko Femenía,es ESP,DF,Villarreal,33,1991,24.7,0,3,0,0.0,0.12,0.00,0.00,,0,0,Matches,28,27,2227,1,1,0,7,0,0.00,0.04,0.04,0.00,0.04,0,21,13,1,46,40,32,,,0,,,,,,,,,,,,,,,24/25
191,Aitor Fernández,es ESP,GK,Osasuna,33,1991,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,1,90,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,0,0.00,5,5,100.0,0,1,0,1,100.0,0,0,0,,24/25
192,Álvaro Fernández,es ESP,GK,Sevilla,26,1998,8.3,0,0,0,,0.00,0.00,,,0,0,Matches,9,8,747,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,0,2,0,0,0,0,,,0,16,1.93,36,20,55.6,2,1,5,3,37.5,2,0,0,0.0,24/25
193,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,21,2003,1.1,0,0,0,,0.00,0.00,,,0,0,Matches,2,1,98,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,2,0,0,0,2,0,,,0,,,,,,,,,,,,,,,24/25
