Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches,MP,Starts,Min,Ast,G+A,G-PK,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,Temporada
95,Alejandro Blesa,es ESP,MF,Levante,21,2002,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,2,0,11,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,0,,,0,,,,,,,,,,,,,,,23/24
96,Adam Boayar,ma MAR,FW,Elche,17,2005,2.5,1,7,3,42.9,2.75,1.18,0.14,0.33,0,0,Matches,8,1,229,0,1,1,1,0,0.39,0.00,0.39,0.39,0.39,0,7,8,0,1,1,4,,,0,,,,,,,,,,,,,,,23/24
97,Yann Bodiger,fr FRA,MF,Tenerife,28,1995,12.1,1,9,3,33.3,0.74,0.25,0.11,0.33,0,0,Matches,30,10,1089,1,2,1,4,0,0.08,0.08,0.17,0.08,0.17,0,22,17,0,3,14,12,,,0,,,,,,,,,,,,,,,23/24
98,Jovanny Bolívar,ve VEN,FW,Albacete,21,2001,0.5,0,2,1,50.0,4.00,2.00,0.00,0.00,0,0,Matches,1,0,45,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,,,23/24
99,Jovanny Bolívar,ve VEN,FW,Huesca,21,2001,3.4,0,7,4,57.1,2.07,1.18,0.00,0.00,0,0,Matches,19,1,305,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0,7,3,1,1,1,4,,,0,,,,,,,,,,,,,,,23/24
100,Mohamed Bouldini,ma MAR,FW,Levante,27,1995,23.0,8,48,20,41.7,2.09,0.87,0.17,0.40,0,0,Matches,36,21,2067,0,8,8,10,0,0.35,0.00,0.35,0.35,0.35,0,64,27,18,7,6,18,,,0,,,,,,,,,,,,,,,23/24
101,Ruben Bover,es ESP,MF,FC Andorra,31,1992,20.2,1,38,10,26.3,1.89,0.50,0.03,0.10,0,0,Matches,31,24,1814,1,2,1,4,1,0.05,0.05,0.10,0.05,0.10,0,13,24,2,59,10,17,,,0,,,,,,,,,,,,,,,23/24
102,Lucas Boyé,ar ARG,FW,Elche,27,1996,2.4,1,9,2,22.2,3.80,0.85,0.00,0.00,1,1,Matches,3,2,213,0,1,0,1,0,0.42,0.00,0.42,0.00,0.00,0,5,5,1,1,0,1,,,0,,,,,,,,,,,,,,,23/24
103,Enzo Boyomo,cm CMR,DF,Valladolid,21,2001,33.1,1,11,2,18.2,0.33,0.06,0.09,0.50,0,0,Matches,38,33,2975,0,1,1,5,1,0.03,0.00,0.03,0.03,0.03,0,29,8,1,5,30,46,,,0,,,,,,,,,,,,,,,23/24
104,Martin Braithwaite,dk DEN,FW,Espanyol,32,1991,37.1,22,110,43,39.1,2.97,1.16,0.14,0.35,7,8,Matches,39,37,3335,2,24,15,4,0,0.59,0.05,0.65,0.40,0.46,0,44,60,18,21,5,11,,,0,,,,,,,,,,,,,,,23/24
105,Darko Brašanac,rs SRB,MF,Leganés,31,1992,7.3,0,4,0,0.0,0.55,0.00,0.00,,0,0,Matches,15,6,656,1,1,0,3,0,0.00,0.14,0.14,0.00,0.14,0,10,7,0,2,7,10,,,0,,,,,,,,,,,,,,,23/24
106,Juanma Bravo,es ESP,"MF,FW",Alcorcón,25,1998,10.4,1,23,11,47.8,2.21,1.06,0.04,0.09,0,0,Matches,24,9,937,1,2,1,2,0,0.10,0.10,0.19,0.10,0.19,0,24,6,3,20,9,23,,,0,,,,,,,,,,,,,,,23/24
107,Abel Bretones,es ESP,DF,Oviedo,22,2000,36.1,1,26,4,15.4,0.72,0.11,0.04,0.25,0,0,Matches,39,36,3246,3,4,1,9,0,0.03,0.08,0.11,0.03,0.11,0,35,50,2,203,36,62,,,0,,,,,,,,,,,,,,,23/24
108,Yan Brice Eteki,cm CMR,MF,Alcorcón,25,1997,26.6,1,18,2,11.1,0.68,0.08,0.06,0.50,0,0,Matches,32,31,2398,0,1,1,12,1,0.04,0.00,0.04,0.04,0.04,0,51,44,0,3,25,39,,,0,,,,,,,,,,,,,,,23/24
109,Brugui,es ESP,"MF,FW",Levante,26,1996,20.6,6,45,12,26.7,2.19,0.58,0.13,0.50,0,0,Matches,36,18,1853,3,9,6,1,1,0.29,0.15,0.44,0.29,0.44,0,24,22,8,36,16,21,,,0,,,,,,,,,,,,,,,23/24
110,Aitor Buñuel,es ESP,DF,Tenerife,25,1998,17.1,0,4,1,25.0,0.23,0.06,0.00,0.00,0,0,Matches,28,16,1536,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0,23,15,0,55,16,22,,,0,,,,,,,,,,,,,,,23/24
111,Unai Bustinza,es ESP,DF,Amorebieta,31,1992,16.5,1,10,1,10.0,0.60,0.06,0.10,1.00,0,0,Matches,17,17,1488,0,1,1,6,1,0.06,0.00,0.06,0.06,0.06,1,20,24,3,11,22,18,,,1,,,,,,,,,,,,,,,23/24
112,Álvaro Bustos,es ESP,MF,Alcorcón,28,1995,2.7,0,6,1,16.7,2.19,0.36,0.00,0.00,0,0,Matches,8,3,247,1,1,0,0,0,0.00,0.36,0.36,0.00,0.36,0,3,4,1,13,3,3,,,0,,,,,,,,,,,,,,,23/24
113,Pau Cabanes,es ESP,FW,Villarreal B,18,2005,0.3,0,1,0,0.0,3.21,0.00,0.00,,0,0,Matches,2,0,28,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,3,1,1,0,0,0,,,0,,,,,,,,,,,,,,,23/24
114,Yeray Cabanzón,es ESP,MF,Racing Sant,20,2003,2.3,0,13,5,38.5,5.55,2.13,0.00,0.00,0,0,Matches,9,1,211,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,5,2,0,10,2,5,,,0,,,,,,,,,,,,,,,23/24
115,Jorge Cabello,es ESP,DF,Levante,19,2004,5.7,0,1,0,0.0,0.18,0.00,0.00,,0,0,Matches,6,6,510,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,2,6,0,0,1,7,,,0,,,,,,,,,,,,,,,23/24
116,Leandro Cabrera,uy URU,DF,Espanyol,32,1991,34.4,1,15,3,20.0,0.44,0.09,0.07,0.33,0,0,Matches,37,34,3100,1,2,1,6,0,0.03,0.03,0.06,0.03,0.06,0,37,11,0,33,32,30,,,0,,,,,,,,,,,,,,,23/24
117,Fernando Calero,es ESP,DF,Espanyol,27,1995,19.9,3,8,6,75.0,0.40,0.30,0.38,0.50,0,0,Matches,23,21,1791,0,3,3,9,1,0.15,0.00,0.15,0.15,0.15,0,26,8,2,3,38,38,,,0,,,,,,,,,,,,,,,23/24
118,Iván Calero,es ESP,DF,Cartagena,28,1995,36.0,1,43,9,20.9,1.20,0.25,0.02,0.11,0,0,Matches,37,36,3237,4,5,1,8,0,0.03,0.11,0.14,0.03,0.14,0,39,34,1,133,29,49,,,0,,,,,,,,,,,,,,,23/24
119,Eric Callís,es ESP,DF,Alcorcón,21,2002,1.3,0,2,0,0.0,1.51,0.00,0.00,,0,0,Matches,2,1,119,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0,0,1,0,6,2,2,,,0,,,,,,,,,,,,,,,23/24
120,Álex Calvo,es ESP,FW,FC Andorra,19,2004,13.4,1,34,11,32.4,2.53,0.82,0.03,0.09,0,0,Matches,30,11,1210,2,3,1,1,0,0.07,0.15,0.22,0.07,0.22,0,24,14,5,47,5,15,,,0,,,,,,,,,,,,,,,23/24
121,Dani Calvo,es ESP,DF,Oviedo,29,1994,39.0,2,19,5,26.3,0.49,0.13,0.11,0.40,0,0,Matches,40,40,3513,2,4,2,9,1,0.05,0.05,0.10,0.05,0.10,1,30,15,2,5,32,28,,,0,,,,,,,,,,,,,,,23/24
122,Víctor Camarasa,es ESP,MF,Oviedo,29,1994,5.1,2,8,2,25.0,1.56,0.39,0.25,1.00,0,0,Matches,10,4,463,0,2,2,1,0,0.39,0.00,0.39,0.39,0.39,0,8,2,0,10,9,4,,,0,,,,,,,,,,,,,,,23/24
123,Diego Campo,es ESP,MF,Racing Sant,21,2001,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,11,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,,,23/24
124,Gaspar Campos,es ESP,"MF,FW",Sporting Gijón,23,2000,30.7,10,68,30,44.1,2.21,0.98,0.15,0.33,0,0,Matches,40,36,2766,2,12,10,8,0,0.33,0.07,0.39,0.33,0.39,0,26,37,4,84,8,23,,,0,,,,,,,,,,,,,,,23/24
125,Víctor Campuzano,es ESP,FW,Sporting Gijón,26,1997,9.6,6,23,14,60.9,2.38,1.45,0.26,0.43,0,0,Matches,19,11,868,1,7,6,0,0,0.62,0.10,0.73,0.62,0.73,0,21,19,5,4,0,6,,,0,,,,,,,,,,,,,,,23/24
126,Álex Cantero,es ESP,"FW,MF",Levante,23,2000,9.8,1,21,8,38.1,2.13,0.81,0.05,0.13,0,1,Matches,24,11,886,2,3,1,4,0,0.10,0.20,0.30,0.10,0.30,0,14,15,3,20,4,5,,,0,,,,,,,,,,,,,,,23/24
127,Ander Cantero,es ESP,GK,Racing Ferrol,28,1995,42.0,0,1,1,100.0,0.02,0.02,0.00,0.00,0,0,Matches,42,42,3780,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,9,0,0,0,0,,,0,52,1.24,148,101,64.9,15,14,13,10,23.8,5,1,3,16.7,23/24
128,Ander Capa,es ESP,DF,Levante,31,1992,17.0,0,4,2,50.0,0.24,0.12,0.00,0.00,0,0,Matches,21,18,1529,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0,20,7,2,28,19,23,,,0,,,,,,,,,,,,,,,23/24
129,Pedro Capó,es ESP,"MF,DF",Eldense,32,1990,11.1,1,5,2,40.0,0.45,0.18,0.20,0.50,0,0,Matches,30,7,1001,0,1,1,4,0,0.09,0.00,0.09,0.09,0.09,0,17,3,0,6,16,13,,,0,,,,,,,,,,,,,,,23/24
130,Àlex Carbonell,es ESP,MF,Amorebieta,25,1997,21.8,0,22,4,18.2,1.01,0.18,0.00,0.00,0,0,Matches,31,22,1963,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,1,39,47,0,20,29,25,,,0,,,,,,,,,,,,,,,23/24
131,Álex Cardero,es ESP,MF,Oviedo,19,2003,0.2,1,1,1,100.0,5.63,5.63,1.00,1.00,0,0,Matches,3,0,16,0,1,1,0,0,5.63,0.00,5.63,5.63,5.63,0,0,0,0,1,1,0,,,0,,,,,,,,,,,,,,,23/24
132,Carlo,es ESP,MF,Villarreal B,22,2001,32.0,0,32,8,25.0,1.00,0.25,0.00,0.00,0,0,Matches,36,34,2882,2,2,0,3,0,0.00,0.06,0.06,0.00,0.06,0,36,21,3,8,46,51,,,0,,,,,,,,,,,,,,,23/24
133,Juan Carlos,es ESP,"FW,MF",Cartagena,32,1991,10.7,3,24,12,50.0,2.24,1.12,0.08,0.17,1,1,Matches,25,10,963,1,4,2,3,0,0.28,0.09,0.37,0.19,0.28,0,12,29,2,35,3,6,,,0,,,,,,,,,,,,,,,23/24
134,José Carlos Lazo,es ESP,"FW,MF",Espanyol,27,1996,3.6,1,8,1,12.5,2.22,0.28,0.13,1.00,0,0,Matches,15,3,324,0,1,1,2,0,0.28,0.00,0.28,0.28,0.28,0,16,3,3,24,1,3,,,0,,,,,,,,,,,,,,,23/24
135,Salifo Caropitche,gw GNB,FW,Tenerife,22,2001,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,2,0,15,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,,,23/24
136,Sergio Carreira,es ESP,"DF,MF",Elche,22,2000,16.5,0,4,0,0.0,0.24,0.00,0.00,,0,0,Matches,20,16,1486,1,1,0,1,0,0.00,0.06,0.06,0.00,0.06,0,13,14,0,40,17,16,,,0,,,,,,,,,,,,,,,23/24
137,Jordan Carrillo,mx MEX,MF,Sporting Gijón,21,2001,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,9,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,23/24
138,David Castro,es ESP,DF,Racing Ferrol,27,1995,29.0,0,9,1,11.1,0.31,0.03,0.00,0.00,0,0,Matches,34,31,2614,1,1,0,8,1,0.00,0.03,0.03,0.00,0.03,0,51,24,1,1,29,29,,,0,,,,,,,,,,,,,,,23/24
139,Javier Castro,es ESP,DF,Alcorcón,22,2000,35.6,1,15,2,13.3,0.42,0.06,0.07,0.50,0,0,Matches,40,36,3203,0,1,1,5,1,0.03,0.00,0.03,0.03,0.03,1,27,24,2,17,31,32,,,0,,,,,,,,,,,,,,,23/24
140,Nicolás Castro,ar ARG,MF,Elche,22,2000,28.6,5,96,26,27.1,3.36,0.91,0.04,0.15,1,1,Matches,38,31,2572,5,10,4,5,1,0.17,0.17,0.35,0.14,0.31,1,31,15,1,81,21,33,,,0,,,,,,,,,,,,,,,23/24
141,Santi Cazorla,es ESP,MF,Oviedo,38,1984,10.8,0,8,3,37.5,0.74,0.28,0.00,0.00,0,0,Matches,24,10,974,4,4,0,2,0,0.00,0.37,0.37,0.00,0.37,0,10,17,0,94,6,12,,,0,,,,,,,,,,,,,,,23/24
142,Iván Cédric,es ESP,FW,Valladolid,21,2001,4.8,2,10,4,40.0,2.10,0.84,0.20,0.50,0,0,Matches,12,4,429,0,2,2,1,0,0.42,0.00,0.42,0.42,0.42,0,12,10,6,0,1,0,,,0,,,,,,,,,,,,,,,23/24
143,Mamadou Cellou,gn GUI,FW,Cartagena,21,2002,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,4,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,23/24
144,Ilyas Chaira,ma MAR,MF,Mirandés,22,2001,31.9,5,61,20,32.8,1.91,0.63,0.08,0.25,0,0,Matches,38,33,2871,4,9,5,7,0,0.16,0.13,0.28,0.16,0.28,0,48,35,5,68,18,46,,,0,,,,,,,,,,,,,,,23/24
145,Chapela,es ESP,MF,Eldense,24,1999,27.2,9,45,18,40.0,1.65,0.66,0.18,0.44,1,1,Matches,40,29,2452,0,9,8,2,0,0.33,0.00,0.33,0.29,0.29,0,14,55,12,37,14,17,,,0,,,,,,,,,,,,,,,23/24
146,Chema,es ESP,DF,Alcorcón,31,1992,18.4,1,3,1,33.3,0.16,0.05,0.33,1.00,0,0,Matches,24,20,1657,0,1,1,9,2,0.05,0.00,0.05,0.05,0.05,1,23,7,1,1,25,16,,,0,,,,,,,,,,,,,,,23/24
147,Julián Chicco,ar ARG,"MF,DF",Leganés,25,1998,16.3,2,11,4,36.4,0.68,0.25,0.18,0.50,0,0,Matches,32,16,1463,0,2,2,6,1,0.12,0.00,0.12,0.12,0.12,0,23,12,1,6,18,22,,,0,,,,,,,,,,,,,,,23/24
148,Chiki,es ESP,"FW,MF",Alcorcón,26,1996,29.0,4,49,18,36.7,1.69,0.62,0.08,0.22,0,1,Matches,36,32,2611,0,4,4,3,0,0.14,0.00,0.14,0.14,0.14,0,28,33,9,10,9,7,,,0,,,,,,,,,,,,,,,23/24
149,Chuca,es ESP,MF,Racing Ferrol,26,1997,4.8,0,10,0,0.0,2.10,0.00,0.00,,0,0,Matches,12,5,428,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,6,6,0,3,2,4,,,0,,,,,,,,,,,,,,,23/24
150,Churripi,es ESP,GK,Burgos,29,1994,41.0,0,0,0,,0.00,0.00,,,0,0,Matches,41,41,3690,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0,0,10,0,0,1,2,,,0,53,1.29,165,112,67.9,16,10,15,14,34.1,7,0,1,0.0,23/24
151,Seydouba Cissé,gn GUI,MF,Leganés,22,2001,15.1,1,11,3,27.3,0.73,0.20,0.09,0.33,0,0,Matches,26,13,1358,1,2,1,4,1,0.07,0.07,0.13,0.07,0.13,0,25,10,0,27,15,23,,,0,,,,,,,,,,,,,,,23/24
152,Enrique Clemente,es ESP,DF,Racing Ferrol,24,1999,16.3,0,5,0,0.0,0.31,0.00,0.00,,0,0,Matches,20,15,1470,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,10,10,0,2,31,14,,,0,,,,,,,,,,,,,,,23/24
153,Jesús Clemente,es ESP,MF,Eldense,22,2000,22.0,2,36,12,33.3,1.64,0.55,0.06,0.17,0,0,Matches,36,24,1980,3,5,2,8,0,0.09,0.14,0.23,0.09,0.23,0,81,39,6,62,11,23,,,0,,,,,,,,,,,,,,,23/24
154,Óscar Clemente,es ESP,MF,Levante,24,1999,8.8,1,12,3,25.0,1.37,0.34,0.08,0.33,0,0,Matches,22,5,789,1,2,1,0,0,0.11,0.11,0.23,0.11,0.23,0,9,11,2,17,7,6,,,0,,,,,,,,,,,,,,,23/24
155,Carlos Clerc,es ESP,DF,Elche,31,1992,33.5,0,10,0,0.0,0.30,0.00,0.00,,0,0,Matches,34,34,3012,2,2,0,5,1,0.00,0.06,0.06,0.00,0.06,0,33,31,3,66,53,44,,,0,,,,,,,,,,,,,,,23/24
156,Diego Collado,es ESP,"FW,MF",Villarreal B,22,2001,15.1,1,37,6,16.2,2.45,0.40,0.03,0.17,0,0,Matches,35,14,1357,0,1,1,1,0,0.07,0.00,0.07,0.07,0.07,0,18,35,5,35,3,17,,,0,,,,,,,,,,,,,,,23/24
157,Santiago Colombatto,ar ARG,MF,Oviedo,26,1997,34.7,3,35,13,37.1,1.01,0.37,0.06,0.15,1,1,Matches,37,37,3122,9,12,2,11,1,0.09,0.26,0.35,0.06,0.32,1,49,88,3,236,26,33,,,0,,,,,,,,,,,,,,,23/24
158,Diego Conde,es ESP,GK,Leganés,24,1998,39.1,0,0,0,,0.00,0.00,,,0,0,Matches,40,39,3519,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,6,0,0,0,0,,,0,26,0.66,104,78,75.0,18,14,7,18,46.2,6,0,0,0.0,23/24
159,Aitor Córdoba,es ESP,DF,Burgos,28,1995,40.2,0,16,3,18.8,0.40,0.07,0.00,0.00,0,0,Matches,41,41,3614,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,20,8,1,4,66,33,,,0,,,,,,,,,,,,,,,23/24
160,José Corpas,es ESP,"MF,DF",Eibar,32,1991,23.0,6,42,13,31.0,1.82,0.56,0.07,0.23,3,3,Matches,37,22,2073,3,9,3,8,1,0.26,0.13,0.39,0.13,0.26,1,40,30,8,100,19,16,,,1,,,,,,,,,,,,,,,23/24
161,Rober Correa,es ESP,DF,Eibar,30,1992,1.6,0,1,1,100.0,0.61,0.61,0.00,0.00,0,0,Matches,6,1,148,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,3,0,6,2,1,,,0,,,,,,,,,,,,,,,23/24
162,Álex Corredera,es ESP,MF,Tenerife,27,1996,36.2,1,24,9,37.5,0.66,0.25,0.04,0.11,0,0,Matches,39,35,3259,1,2,1,4,0,0.03,0.03,0.06,0.03,0.06,0,23,30,0,52,37,38,,,0,,,,,,,,,,,,,,,23/24
163,Pablo Cortés,es ESP,MF,Zaragoza,19,2004,0.0,0,1,0,0.0,45.00,0.00,0.00,,0,0,Matches,1,0,2,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,23/24
164,Paco Cortés,es ESP,FW,Levante,15,2007,0.5,0,1,0,0.0,2.00,0.00,0.00,,0,0,Matches,1,0,45,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,1,0,0,,,0,,,,,,,,,,,,,,,23/24
165,David Costas,es ESP,DF,Oviedo,28,1995,17.8,0,9,1,11.1,0.51,0.06,0.00,0.00,0,0,Matches,19,18,1601,1,1,0,5,0,0.00,0.06,0.06,0.00,0.06,0,18,16,1,5,33,19,,,0,,,,,,,,,,,,,,,23/24
166,Enol Coto,es ESP,DF,Sporting Gijón,22,2001,1.4,0,0,0,,0.00,0.00,,,0,0,Matches,2,1,124,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,3,2,0,1,1,0,,,0,,,,,,,,,,,,,,,23/24
167,Juan Cruz,es ESP,"MF,FW",Leganés,23,2000,10.6,4,13,6,46.2,1.23,0.57,0.31,0.67,0,0,Matches,16,10,955,2,6,4,2,0,0.38,0.19,0.57,0.38,0.57,0,9,10,0,58,3,8,,,0,,,,,,,,,,,,,,,23/24
168,Sergio Cubero Ezcurra,es ESP,DF,Racing Ferrol,23,1999,24.4,0,19,5,26.3,0.78,0.20,0.00,0.00,0,0,Matches,33,23,2199,1,1,0,5,0,0.00,0.04,0.04,0.00,0.04,0,40,38,0,96,38,43,,,0,,,,,,,,,,,,,,,23/24
169,Cuenca,es ESP,FW,Zaragoza,20,2002,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,4,0,12,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,0,0,2,0,0,,,0,,,,,,,,,,,,,,,23/24
170,Pablo Cuñat,es ESP,GK,Amorebieta,21,2002,26.0,0,0,0,,0.00,0.00,,,0,0,Matches,26,26,2340,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,4,0,0,0,0,,,0,29,1.12,108,79,73.1,4,9,13,7,26.9,4,1,0,20.0,23/24
171,Curro,es ESP,"FW,MF",Burgos,27,1996,39.3,15,75,37,49.3,1.91,0.94,0.12,0.24,6,7,Matches,41,40,3540,5,20,9,8,0,0.38,0.13,0.51,0.23,0.36,0,30,83,6,107,5,26,,,0,,,,,,,,,,,,,,,23/24
172,Cosimo Marco Da Graca,it ITA,FW,Amorebieta,21,2002,4.9,0,1,0,0.0,0.20,0.00,0.00,,0,0,Matches,12,4,440,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,10,4,4,0,1,1,,,0,,,,,,,,,,,,,,,23/24
173,Toni Datković,hr CRO,DF,Cartagena,29,1993,1.0,0,2,0,0.0,2.00,0.00,0.00,,0,0,Matches,1,1,90,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,1,0,1,0,,,0,,,,,,,,,,,,,,,23/24
174,Toni Datković,hr CRO,DF,Albacete,29,1993,3.6,0,1,1,100.0,0.28,0.28,0.00,0.00,0,0,Matches,8,3,320,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,6,4,0,1,3,3,,,0,,,,,,,,,,,,,,,23/24
175,Konrad De La Fuente,us USA,MF,Eibar,22,2001,4.1,3,14,8,57.1,3.39,1.94,0.21,0.38,0,0,Matches,19,1,372,1,4,3,1,0,0.73,0.24,0.97,0.73,0.97,0,9,16,5,4,2,3,,,0,,,,,,,,,,,,,,,23/24
176,Saúl del Cerro,es ESP,MF,Burgos,19,2004,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,2,0,15,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,,,23/24
177,Alberto Del Moral,es ESP,MF,Villarreal B,23,2000,19.3,1,14,7,50.0,0.73,0.36,0.07,0.14,0,0,Matches,21,20,1736,0,1,1,4,0,0.05,0.00,0.05,0.05,0.05,0,37,28,2,2,15,25,,,1,,,,,,,,,,,,,,,23/24
178,Moisés Delgado,es ESP,DF,Racing Ferrol,29,1994,25.4,0,3,0,0.0,0.12,0.00,0.00,,0,0,Matches,33,26,2286,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,0,26,27,0,68,39,34,,,0,,,,,,,,,,,,,,,23/24
179,Julián Delmás,es ESP,DF,Racing Ferrol,28,1995,17.8,0,5,1,20.0,0.28,0.06,0.00,0.00,0,0,Matches,21,19,1603,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0,23,15,1,82,17,20,,,0,,,,,,,,,,,,,,,23/24
180,Derick,br BRA,DF,Eldense,29,1993,14.8,0,11,5,45.5,0.74,0.34,0.00,0.00,0,0,Matches,25,13,1334,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0,14,7,1,39,18,19,,,0,,,,,,,,,,,,,,,23/24
181,Diego,es ESP,FW,Leganés,23,2000,31.1,12,80,31,38.8,2.57,1.00,0.13,0.32,2,2,Matches,42,31,2800,1,13,10,3,0,0.39,0.03,0.42,0.32,0.35,0,50,53,18,21,1,8,,,0,,,,,,,,,,,,,,,23/24
182,Landry Dimata,be BEL,FW,Espanyol,25,1997,0.5,0,0,0,,0.00,0.00,,,0,0,Matches,2,0,43,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,2,3,0,0,0,0,,,0,,,,,,,,,,,,,,,23/24
183,Matías Dituro,ar ARG,GK,Elche,36,1987,21.0,0,0,0,,0.00,0.00,,,0,0,Matches,21,21,1890,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,2,0,0,1,0,,,0,24,1.14,72,48,66.7,8,5,8,6,28.6,1,0,0,0.0,23/24
184,Mohammed Djetei,cm CMR,DF,Albacete,28,1994,21.5,1,8,1,12.5,0.37,0.05,0.13,1.00,0,0,Matches,26,23,1935,0,1,1,3,0,0.05,0.00,0.05,0.05,0.05,0,18,6,0,2,33,10,,,1,,,,,,,,,,,,,,,23/24
185,Naïs Djouahra,fr FRA,"MF,FW",Leganés,23,1999,11.1,1,27,7,25.9,2.43,0.63,0.04,0.14,0,0,Matches,28,10,1000,2,3,1,1,0,0.09,0.18,0.27,0.09,0.27,0,9,5,1,41,4,12,,,0,,,,,,,,,,,,,,,23/24
186,John Donald,es ESP,"MF,DF",Elche,22,2000,18.9,1,10,2,20.0,0.53,0.11,0.10,0.50,0,0,Matches,20,19,1704,0,1,1,5,0,0.05,0.00,0.05,0.05,0.05,0,32,12,1,0,26,22,,,0,,,,,,,,,,,,,,,23/24
187,Josué Dorrio,es ESP,"MF,FW",Amorebieta,29,1994,37.5,3,56,21,37.5,1.49,0.56,0.05,0.14,0,0,Matches,42,39,3375,6,9,3,3,0,0.08,0.16,0.24,0.08,0.24,0,42,52,5,175,18,26,,,0,,,,,,,,,,,,,,,23/24
188,Marc-Olivier Doué,fr FRA,MF,Eldense,22,2000,1.4,0,1,0,0.0,0.74,0.00,0.00,,0,0,Matches,9,0,122,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,1,6,1,0,4,1,1,,,0,,,,,,,,,,,,,,,23/24
189,Jonathan Dubasin,be BEL,"MF,FW",Oviedo,23,2000,9.4,0,22,6,27.3,2.33,0.64,0.00,0.00,0,0,Matches,19,8,850,1,1,0,3,0,0.00,0.11,0.11,0.00,0.11,0,10,9,6,17,7,9,,,0,,,,,,,,,,,,,,,23/24
190,Ivan Durdov,hr CRO,FW,Mirandés,23,2000,4.3,1,6,2,33.3,1.39,0.46,0.17,0.50,0,0,Matches,20,2,389,0,1,1,1,0,0.23,0.00,0.23,0.23,0.23,0,4,8,8,1,1,1,,,0,,,,,,,,,,,,,,,23/24
191,Dylan,es ESP,MF,Tenerife,17,2006,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,2,0,33,1,1,0,0,0,0.00,2.73,2.73,0.00,2.73,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,23/24
