Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
398,Unai Núñez,es ESP,DF,Celta Vigo,26,1997,31.1,1,22,5,22.7,0.71,0.16,0.05,0.20,0,0,Matches
399,Ørjan Nyland,no NOR,GK,Sevilla,32,1990,24.0,0,0,0,,0.00,0.00,,,0,0,Matches
400,Jan Oblak,si SVN,GK,Atlético Madrid,30,1993,38.0,0,0,0,,0.00,0.00,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
401,Brian Ocampo,uy URU,MF,Cádiz,24,1999,2.8,1,5,2,40.0,1.81,0.73,0.20,0.50,0,0,Matches
402,Lucas Ocampos,ar ARG,"MF,FW",Sevilla,29,1994,31.9,4,64,24,37.5,2.01,0.75,0.05,0.13,1,1,Matches
403,Álvaro Odriozola,es ESP,DF,Real Sociedad,27,1995,4.4,0,0,0,,0.00,0.00,,,0,0,Matches
404,Aingeru Olabarrieta,es ESP,FW,Athletic Club,17,2005,0.1,0,1,0,0.0,10.00,0.00,0.00,,0,0,Matches
405,Olasagasti,es ESP,MF,Real Sociedad,22,2000,4.0,0,9,0,0.0,2.25,0.00,0.00,,0,0,Matches
406,Samu Omorodion,es ESP,FW,Alavés,19,2004,21.3,8,64,25,39.1,3.00,1.17,0.13,0.32,0,0,Matches
407,Samu Omorodion,es ESP,FW,Granada,19,2004,0.9,1,3,2,66.7,3.38,2.25,0.33,0.50,0,0,Matches
408,Aimar Oroz,es ESP,MF,Osasuna,21,2001,26.0,2,25,6,24.0,0.96,0.23,0.04,0.17,1,1,Matches
409,Eneko Ortiz,es ESP,MF,Alavés,20,2003,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
410,Asier Osambela,es ESP,MF,Osasuna,19,2004,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
411,Milutin Osmajić,me MNE,FW,Cádiz,24,1999,0.1,0,2,0,0.0,36.00,0.00,0.00,,0,0,Matches
412,Aiham Ousou,sy SYR,DF,Cádiz,23,2000,4.8,0,2,0,0.0,0.42,0.00,0.00,,0,0,Matches
413,Jesús Owono,gq EQG,GK,Alavés,22,2001,4.0,0,0,0,,0.00,0.00,,,0,0,Matches
414,Mikel Oyarzabal,es ESP,"FW,MF",Real Sociedad,26,1997,24.0,9,40,19,47.5,1.67,0.79,0.18,0.37,2,2,Matches
415,Cenk Özkacar,tr TUR,DF,Valencia,22,2000,17.8,0,6,3,50.0,0.34,0.17,0.00,0.00,0,0,Matches
416,Jon Pacheco,es ESP,DF,Real Sociedad,22,2001,17.0,1,6,3,50.0,0.35,0.18,0.17,0.33,0,0,Matches
417,Isaac Palazón Camacho,es ESP,MF,Rayo Vallecano,28,1994,31.0,4,72,33,45.8,2.32,1.06,0.03,0.06,2,2,Matches
418,Joaquín Panichelli,ar ARG,"MF,FW",Alavés,20,2002,2.5,0,9,2,22.2,3.58,0.80,0.00,0.00,0,0,Matches
419,Sokratis Papastathopoulos,gr GRE,DF,Real Betis,35,1988,12.6,0,2,1,50.0,0.16,0.08,0.00,0.00,0,0,Matches
420,Victor Parada,es ESP,DF,Alavés,21,2002,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
421,Aitor Paredes,es ESP,DF,Athletic Club,23,2000,30.0,1,13,3,23.1,0.43,0.10,0.08,0.33,0,0,Matches
422,Daniel Parejo,es ESP,MF,Villarreal,34,1989,28.7,3,12,6,50.0,0.42,0.21,0.00,0.00,3,3,Matches
423,Pascu,es ESP,FW,Villarreal,20,2003,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
424,Gabriel Paulista,br BRA,DF,Atlético Madrid,32,1990,4.5,0,1,1,100.0,0.22,0.22,0.00,0.00,0,0,Matches
425,Gabriel Paulista,br BRA,DF,Valencia,32,1990,15.5,0,7,0,0.0,0.45,0.00,0.00,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
426,Nicolás Paz,ar ARG,MF,Real Madrid,18,2004,0.3,0,2,0,0.0,7.83,0.00,0.00,,0,0,Matches
427,Alfonso Pedraza,es ESP,DF,Villarreal,27,1996,12.4,1,9,4,44.4,0.73,0.32,0.11,0.25,0,0,Matches
428,Pedri,es ESP,"MF,FW",Barcelona,20,2002,16.4,4,15,7,46.7,0.91,0.43,0.27,0.57,0,0,Matches
429,Adrià Pedrosa,es ESP,"DF,MF",Sevilla,25,1998,19.5,1,16,4,25.0,0.82,0.21,0.06,0.25,0,0,Matches
430,Pejiño,es ESP,"MF,FW",Las Palmas,27,1996,5.6,2,17,8,47.1,3.04,1.43,0.12,0.25,0,0,Matches
431,Facundo Pellistri,uy URU,"MF,FW",Granada,21,2001,13.7,2,17,6,35.3,1.24,0.44,0.12,0.33,0,0,Matches
432,Iñaki Peña,es ESP,GK,Barcelona,24,1999,10.0,0,0,0,,0.00,0.00,,,0,0,Matches
433,Marcos Peña,es ESP,MF,Almería,18,2005,4.9,0,4,1,25.0,0.82,0.20,0.00,0.00,0,0,Matches
434,Rubén Peña,es ESP,"DF,MF",Osasuna,32,1991,23.2,0,17,5,29.4,0.73,0.22,0.00,0.00,0,0,Matches
435,Alberto Perea,es ESP,"FW,MF",Granada,32,1990,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
436,Ayoze Pérez,es ESP,"MF,FW",Real Betis,30,1993,25.5,9,68,26,38.2,2.67,1.02,0.13,0.35,0,0,Matches
437,Carles Pérez,es ESP,MF,Celta Vigo,25,1998,8.6,1,24,6,25.0,2.80,0.70,0.04,0.17,0,0,Matches
438,Francisco Perez,es ESP,MF,Valencia,20,2002,22.8,1,20,2,10.0,0.88,0.09,0.05,0.50,0,0,Matches
439,Kike Pérez,es ESP,"MF,FW",Rayo Vallecano,26,1997,9.3,1,13,6,46.2,1.40,0.65,0.08,0.17,0,0,Matches
440,Máximo Perrone,ar ARG,MF,Las Palmas,20,2003,18.0,0,7,3,42.9,0.39,0.17,0.00,0.00,0,0,Matches
441,Njegoš Petrović,rs SRB,MF,Granada,24,1999,1.7,0,3,1,33.3,1.72,0.57,0.00,0.00,0,0,Matches
442,Germán Pezzella,ar ARG,DF,Real Betis,32,1991,30.7,1,23,5,21.7,0.75,0.16,0.04,0.20,0,0,Matches
443,Kamil Piątkowski,pl POL,DF,Granada,23,2000,5.6,0,4,2,50.0,0.71,0.36,0.00,0.00,0,0,Matches
444,Yéremy Pino,es ESP,"MF,FW",Villarreal,20,2002,5.3,0,9,4,44.4,1.71,0.76,0.00,0.00,0,0,Matches
445,Portu,es ESP,"FW,MF",Getafe,31,1992,1.1,0,1,1,100.0,0.93,0.93,0.00,0.00,0,0,Matches
446,Portu,es ESP,"MF,FW",Girona,31,1992,13.2,7,21,11,52.4,1.59,0.83,0.33,0.64,0,0,Matches
447,José Pozo,es ESP,"FW,MF",Rayo Vallecano,27,1996,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
448,Alejandro Pozo Pozo,es ESP,"DF,MF",Almería,24,1999,10.8,0,4,2,50.0,0.37,0.18,0.00,0.00,0,0,Matches
449,Beñat Prados,es ESP,MF,Athletic Club,22,2001,16.1,0,7,4,57.1,0.43,0.25,0.00,0.00,0,0,Matches
450,Abdón Prats,es ESP,FW,Mallorca,30,1992,14.1,6,33,14,42.4,2.34,0.99,0.18,0.43,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
451,Marc Pubill,es ESP,DF,Almería,20,2003,20.9,1,20,5,25.0,0.96,0.24,0.05,0.20,0,0,Matches
452,Antonio Puertas,es ESP,"MF,FW",Granada,31,1992,8.1,0,19,5,26.3,2.34,0.62,0.00,0.00,0,2,Matches
453,Arnau Puigmal,es ESP,"MF,DF",Almería,22,2001,2.8,0,0,0,,0.00,0.00,,,0,0,Matches
454,Nemanja Radonjić,rs SRB,MF,Mallorca,27,1996,3.9,0,10,7,70.0,2.55,1.78,0.00,0.00,0,0,Matches
455,Aleksandar Radovanović,rs SRB,DF,Almería,29,1993,6.3,0,1,0,0.0,0.16,0.00,0.00,,0,0,Matches
456,Abdellah Raihani,ma MAR,FW,Atlético Madrid,19,2004,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
457,Antonio Raillo,es ESP,DF,Mallorca,31,1991,24.4,3,29,9,31.0,1.19,0.37,0.10,0.33,0,0,Matches
458,Predrag Rajković,rs SRB,GK,Mallorca,27,1995,36.0,0,0,0,,0.00,0.00,,,0,0,Matches
459,Ivan Rakitić,hr CRO,MF,Sevilla,35,1988,15.8,2,32,8,25.0,2.02,0.51,0.06,0.25,0,0,Matches
460,Largie Ramazani,be BEL,"MF,FW",Almería,22,2001,17.3,3,40,13,32.5,2.32,0.75,0.08,0.23,0,0,Matches
461,Benito Ramírez,es ESP,MF,Las Palmas,28,1995,4.3,1,10,3,30.0,2.34,0.70,0.10,0.33,0,0,Matches
462,Sandro Ramírez,es ESP,"FW,MF",Las Palmas,28,1995,20.1,1,52,19,36.5,2.59,0.95,0.02,0.05,0,1,Matches
463,Chris Ramos,es ESP,FW,Cádiz,26,1997,29.0,5,76,27,35.5,2.62,0.93,0.07,0.19,0,0,Matches
464,Sergio Ramos,es ESP,DF,Sevilla,37,1986,28.0,3,28,11,39.3,1.00,0.39,0.11,0.27,0,0,Matches
465,Raphinha,br BRA,"FW,MF",Barcelona,26,1996,15.2,6,59,22,37.3,3.88,1.45,0.08,0.23,1,1,Matches
466,Andrei Ratiu,ro ROU,"DF,MF",Rayo Vallecano,25,1998,7.0,0,6,1,16.7,0.86,0.14,0.00,0.00,0,0,Matches
467,Raúl,es ESP,FW,Osasuna,22,2000,15.1,6,33,12,36.4,2.19,0.80,0.18,0.50,0,0,Matches
468,Abde Rebbach,dz ALG,MF,Alavés,24,1998,8.0,1,17,4,23.5,2.12,0.50,0.06,0.25,0,0,Matches
469,Pepe Reina,es ESP,GK,Villarreal,40,1982,2.0,0,0,0,,0.00,0.00,,,0,0,Matches
470,Álex Remiro,es ESP,GK,Real Sociedad,28,1995,36.4,0,0,0,,0.00,0.00,,,0,0,Matches
471,Chadi Riad,ma MAR,DF,Real Betis,20,2003,24.0,0,11,5,45.5,0.46,0.21,0.00,0.00,0,0,Matches
472,Diego Rico,es ESP,DF,Getafe,30,1993,28.2,0,18,5,27.8,0.64,0.18,0.00,0.00,0,0,Matches
473,Luis Rioja,es ESP,MF,Alavés,29,1993,27.8,5,57,19,33.3,2.05,0.68,0.04,0.11,3,4,Matches
474,Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,23,2000,17.0,3,37,16,43.2,2.18,0.94,0.08,0.19,0,0,Matches
475,Alberto Risco,es ESP,MF,Getafe,17,2005,1.5,0,2,1,50.0,1.31,0.66,0.00,0.00,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
476,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,27,1995,9.0,0,10,4,40.0,1.11,0.45,0.00,0.00,0,0,Matches
477,Gorka Rivera Alonso,es ESP,DF,Getafe,18,2004,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
478,Sergi Roberto,es ESP,"MF,DF",Barcelona,31,1992,9.6,3,10,4,40.0,1.05,0.42,0.30,0.75,0,0,Matches
479,Lucas Robertone,ar ARG,MF,Almería,26,1997,26.5,0,37,13,35.1,1.40,0.49,0.00,0.00,0,0,Matches
480,Marc Roca,es ESP,MF,Real Betis,26,1996,22.0,2,20,7,35.0,0.91,0.32,0.10,0.29,0,0,Matches
481,Sergio Rodelas,es ESP,"MF,FW",Granada,18,2004,1.4,0,2,0,0.0,1.48,0.00,0.00,,0,0,Matches
482,Rodri,es ESP,MF,Real Betis,23,2000,11.7,0,18,5,27.8,1.54,0.43,0.00,0.00,0,0,Matches
483,Álvaro Rodríguez,uy URU,FW,Real Madrid,19,2004,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
484,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Getafe,25,1998,10.7,2,34,10,29.4,3.16,0.93,0.06,0.20,0,0,Matches
485,Damián Rodríguez,es ESP,MF,Celta Vigo,20,2003,2.9,0,1,0,0.0,0.35,0.00,0.00,,0,0,Matches
486,Dani Rodríguez,es ESP,MF,Mallorca,35,1988,29.1,2,27,4,14.8,0.93,0.14,0.07,0.50,0,0,Matches
487,Guido Rodríguez,ar ARG,MF,Real Betis,29,1994,20.5,2,18,7,38.9,0.88,0.34,0.11,0.29,0,0,Matches
488,Kirian Rodríguez,es ESP,MF,Las Palmas,27,1996,35.7,6,43,14,32.6,1.21,0.39,0.14,0.43,0,0,Matches
489,Miguel Rodríguez,es ESP,MF,Celta Vigo,20,2003,3.3,0,6,0,0.0,1.80,0.00,0.00,,0,0,Matches
490,Rodrygo,br BRA,FW,Real Madrid,22,2001,26.4,10,87,36,41.4,3.29,1.36,0.11,0.28,0,1,Matches
491,Carlos Romero,es ESP,DF,Villarreal,21,2001,2.9,0,2,1,50.0,0.69,0.34,0.00,0.00,0,0,Matches
492,Isaac Romero,es ESP,FW,Sevilla,23,2000,11.5,4,42,17,40.5,3.64,1.47,0.10,0.24,0,0,Matches
493,Luka Romero,ar ARG,MF,Almería,18,2004,4.9,3,8,3,37.5,1.64,0.62,0.38,1.00,0,0,Matches
494,Oriol Romeu,es ESP,MF,Barcelona,31,1991,10.4,0,10,2,20.0,0.96,0.19,0.00,0.00,0,0,Matches
495,Unai Ropero,es ESP,FW,Alavés,21,2001,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
496,Vitor Roque,br BRA,FW,Barcelona,18,2005,3.6,2,13,6,46.2,3.57,1.65,0.15,0.33,0,0,Matches
497,Antonio Rüdiger,de GER,DF,Real Madrid,30,1993,30.1,1,19,2,10.5,0.63,0.07,0.05,0.50,0,0,Matches
498,Javi Rueda,es ESP,"DF,MF",Celta Vigo,21,2002,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
499,Aitor Ruibal,es ESP,"DF,MF",Real Betis,27,1996,11.3,2,13,2,15.4,1.15,0.18,0.15,1.00,0,0,Matches
500,Sergio Ruiz,es ESP,MF,Granada,28,1994,27.7,0,13,1,7.7,0.47,0.04,0.00,0.00,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
501,Youssouf Sabaly,sn SEN,DF,Real Betis,30,1993,11.6,0,4,0,0.0,0.34,0.00,0.00,,0,0,Matches
502,Umar Sadiq,ng NGA,FW,Real Sociedad,26,1997,12.0,3,33,10,30.3,2.76,0.84,0.09,0.30,0,0,Matches
503,Pablo Saenz,es ESP,MF,Granada,22,2001,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
504,Kike Salas,es ESP,DF,Sevilla,21,2002,17.8,3,16,5,31.3,0.90,0.28,0.19,0.60,0,0,Matches
505,Salvi,es ESP,MF,Rayo Vallecano,32,1991,0.3,0,0,0,,0.00,0.00,,,0,0,Matches
506,Diadie Samassékou,ml MLI,MF,Cádiz,27,1996,1.0,0,1,1,100.0,0.98,0.98,0.00,0.00,0,0,Matches
507,Fede San Emeterio,es ESP,MF,Cádiz,26,1997,1.7,1,1,1,100.0,0.59,0.59,1.00,1.00,0,0,Matches
508,Oihan Sancet,es ESP,MF,Athletic Club,23,2000,21.9,4,42,12,28.6,1.91,0.55,0.10,0.33,0,1,Matches
509,Antonio Sánchez,es ESP,MF,Mallorca,26,1997,16.1,3,23,9,39.1,1.43,0.56,0.13,0.33,0,0,Matches
510,Juanlu Sánchez,es ESP,"DF,MF",Sevilla,19,2003,13.1,0,11,2,18.2,0.84,0.15,0.00,0.00,0,0,Matches
511,Manu Sánchez,es ESP,"DF,MF",Celta Vigo,22,2000,19.7,0,9,2,22.2,0.46,0.10,0.00,0.00,0,0,Matches
512,Ricard Sánchez,es ESP,DF,Granada,23,2000,25.5,3,14,5,35.7,0.55,0.20,0.21,0.60,0,0,Matches
513,Yellu Santiago,es ESP,MF,Getafe,19,2004,7.3,1,5,2,40.0,0.69,0.27,0.20,0.50,0,0,Matches
514,Paco Sanz,es ESP,DF,Almería,18,2004,0.3,0,0,0,,0.00,0.00,,,0,0,Matches
515,Stefan Savić,me MNE,DF,Atlético Madrid,32,1991,18.1,0,5,1,20.0,0.28,0.06,0.00,0.00,0,0,Matches
516,Sávio,br BRA,"MF,FW",Girona,19,2004,33.1,9,45,20,44.4,1.36,0.60,0.20,0.45,0,0,Matches
517,Aleksandar Sedlar,rs SRB,DF,Alavés,31,1991,10.5,1,4,1,25.0,0.38,0.10,0.25,1.00,0,0,Matches
518,André Silva,pt POR,FW,Real Sociedad,27,1995,8.1,3,16,6,37.5,1.98,0.74,0.13,0.33,1,1,Matches
519,Rui Silva,pt POR,GK,Real Betis,29,1994,27.5,0,0,0,,0.00,0.00,,,0,0,Matches
520,Giuliano Simeone,ar ARG,MF,Alavés,20,2002,7.0,1,15,3,20.0,2.14,0.43,0.07,0.33,0,1,Matches
521,Unai Simón,es ESP,GK,Athletic Club,26,1997,35.4,0,0,0,,0.00,0.00,,,0,0,Matches
522,Daley Sinkgraven,nl NED,DF,Las Palmas,28,1995,4.2,0,0,0,,0.00,0.00,,,0,0,Matches
523,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,27,1995,10.0,0,5,3,60.0,0.50,0.30,0.00,0.00,0,0,Matches
524,Antonio Sivera,es ESP,GK,Alavés,26,1996,34.0,0,0,0,,0.00,0.00,,,0,0,Matches
525,Rubén Sobrino,es ESP,"MF,FW",Cádiz,31,1992,18.3,0,21,3,14.3,1.15,0.16,0.00,0.00,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
526,Alex Sola,es ESP,"DF,FW",Real Sociedad,24,1999,0.3,0,0,0,,0.00,0.00,,,0,0,Matches
527,Alex Sola,es ESP,MF,Alavés,24,1999,14.0,0,28,7,25.0,2.00,0.50,0.00,0.00,0,0,Matches
528,Jhon Solis,co COL,MF,Girona,18,2004,4.3,0,9,3,33.3,2.11,0.70,0.00,0.00,0,0,Matches
529,David Soria,es ESP,GK,Getafe,30,1993,37.9,0,0,0,,0.00,0.00,,,0,0,Matches
530,Alberto Soro,es ESP,"FW,MF",Granada,24,1999,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
531,Hugo Sotelo,es ESP,MF,Celta Vigo,19,2003,8.0,0,8,1,12.5,1.00,0.12,0.00,0.00,0,0,Matches
532,Boubakary Soumaré,fr FRA,MF,Sevilla,24,1999,25.4,0,1,0,0.0,0.04,0.00,0.00,,0,0,Matches
533,Djibril Sow,ch SUI,MF,Sevilla,26,1997,16.2,1,18,5,27.8,1.11,0.31,0.06,0.20,0,0,Matches
534,Çağlar Söyüncü,tr TUR,DF,Atlético Madrid,27,1996,1.3,0,0,0,,0.00,0.00,,,0,0,Matches
535,Carl Starfelt,se SWE,DF,Celta Vigo,28,1995,24.6,1,12,5,41.7,0.49,0.20,0.08,0.20,0,0,Matches
536,Jørgen Strand Larsen,no NOR,FW,Celta Vigo,23,2000,31.8,13,82,35,42.7,2.58,1.10,0.16,0.37,0,0,Matches
537,Cristhian Stuani,uy URU,FW,Girona,36,1986,8.9,9,34,17,50.0,3.81,1.90,0.26,0.53,0,0,Matches
538,Álex Suárez,es ESP,DF,Las Palmas,30,1993,28.5,2,7,5,71.4,0.25,0.18,0.29,0.40,0,0,Matches
539,Damián Suárez,uy URU,DF,Getafe,35,1988,14.4,0,4,1,25.0,0.28,0.07,0.00,0.00,0,0,Matches
540,Denis Suárez,es ESP,MF,Villarreal,29,1994,1.5,0,1,0,0.0,0.68,0.00,0.00,,0,0,Matches
541,Luis Suárez,co COL,"FW,MF",Almería,25,1997,10.2,6,40,14,35.0,3.93,1.37,0.13,0.36,1,1,Matches
542,Suso,es ESP,MF,Sevilla,29,1993,16.9,1,26,6,23.1,1.54,0.36,0.04,0.17,0,0,Matches
543,Max Svensson,es ESP,FW,Osasuna,21,2001,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
544,Williot Swedberg,se SWE,FW,Celta Vigo,19,2004,4.9,5,12,6,50.0,2.46,1.23,0.42,0.83,0,0,Matches
545,Mamadou Sylla,sn SEN,FW,Alavés,29,1994,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
546,Alexander Sørloth,no NOR,FW,Villarreal,27,1995,27.7,23,78,36,46.2,2.82,1.30,0.29,0.64,0,0,Matches
547,Yassin Tallal,es ESP,MF,Getafe,18,2005,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
548,Renato Tapia,pe PER,"MF,DF",Celta Vigo,28,1995,14.9,0,19,1,5.3,1.28,0.07,0.00,0.00,0,0,Matches
549,César Tárrega,es ESP,DF,Valencia,21,2002,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
550,Marciano Tchami,gw GNB,FW,Almería,19,2004,0.5,0,1,0,0.0,2.09,0.00,0.00,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
551,Aurélien Tchouaméni,fr FRA,"MF,DF",Real Madrid,23,2000,22.1,3,27,7,25.9,1.22,0.32,0.11,0.43,0,0,Matches
552,Nahuel Tenaglia,ar ARG,DF,Alavés,27,1996,12.7,1,8,1,12.5,0.63,0.08,0.13,1.00,0,0,Matches
553,Marc-André ter Stegen,de GER,GK,Barcelona,31,1992,28.0,0,0,0,,0.00,0.00,,,0,0,Matches
554,Ramón Terrats,es ESP,MF,Villarreal,22,2000,8.7,0,8,1,12.5,0.92,0.11,0.00,0.00,0,0,Matches
555,Kieran Tierney,sct SCO,DF,Real Sociedad,26,1997,13.8,0,2,0,0.0,0.15,0.00,0.00,,0,0,Matches
556,Raúl de Tomás,es ESP,FW,Rayo Vallecano,28,1994,14.1,1,39,12,30.8,2.76,0.85,0.00,0.00,1,1,Matches
557,Pablo Torre,es ESP,MF,Girona,20,2003,7.8,0,13,1,7.7,1.67,0.13,0.00,0.00,0,0,Matches
558,Raúl Torrente,es ESP,DF,Granada,21,2001,13.9,0,3,0,0.0,0.22,0.00,0.00,,0,0,Matches
559,Ferrán Torres,es ESP,FW,Barcelona,23,2000,13.5,7,38,15,39.5,2.82,1.11,0.18,0.47,0,0,Matches
560,Óliver Torres,es ESP,MF,Sevilla,28,1994,18.0,0,9,3,33.3,0.50,0.17,0.00,0.00,0,0,Matches
561,Lucas Torró,es ESP,MF,Osasuna,29,1994,19.9,1,30,7,23.3,1.51,0.35,0.03,0.14,0,0,Matches
562,Bertrand Traoré,bf BFA,MF,Villarreal,27,1995,6.3,1,20,7,35.0,3.17,1.11,0.05,0.14,0,0,Matches
563,Hamari Traoré,ml MLI,DF,Real Sociedad,31,1992,25.5,0,18,2,11.1,0.71,0.08,0.00,0.00,0,0,Matches
564,Óscar Trejo,ar ARG,"FW,MF",Rayo Vallecano,35,1988,15.3,0,18,3,16.7,1.17,0.20,0.00,0.00,0,0,Matches
565,Manu Trigueros,es ESP,MF,Villarreal,31,1991,3.4,0,6,3,50.0,1.75,0.87,0.00,0.00,0,0,Matches
566,Viktor Tsyhankov,ua UKR,MF,Girona,25,1997,22.8,8,44,16,36.4,1.93,0.70,0.18,0.50,0,0,Matches
567,Beñat Turrientes,es ESP,MF,Real Sociedad,21,2002,18.7,0,23,10,43.5,1.23,0.53,0.00,0.00,0,0,Matches
568,Enes Ünal,tr TUR,FW,Getafe,26,1997,1.6,0,1,0,0.0,0.64,0.00,0.00,,0,0,Matches
569,Myrto Uzuni,al ALB,"FW,MF",Granada,28,1995,27.2,11,64,29,45.3,2.35,1.07,0.11,0.24,4,5,Matches
570,Óscar Valentín,es ESP,MF,Rayo Vallecano,28,1994,29.9,1,15,7,46.7,0.50,0.23,0.07,0.14,0,0,Matches
571,Martin Valjent,sk SVK,DF,Mallorca,27,1995,26.1,0,9,0,0.0,0.34,0.00,0.00,,0,0,Matches
572,Jesús Vallejo,es ESP,DF,Granada,26,1997,1.2,0,0,0,,0.00,0.00,,,0,0,Matches
573,Álvaro Vallés,es ESP,GK,Las Palmas,26,1997,36.3,0,0,0,,0.00,0.00,,,0,0,Matches
574,Federico Valverde,uy URU,MF,Real Madrid,25,1998,32.3,2,56,19,33.9,1.74,0.59,0.04,0.11,0,0,Matches
575,Siebe Van Der Heyden,be BEL,DF,Mallorca,25,1998,3.2,0,2,0,0.0,0.63,0.00,0.00,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
576,José Luis García Vayá,es ESP,MF,Valencia,24,1998,36.7,7,35,12,34.3,0.95,0.33,0.00,0.00,7,8,Matches
577,Borja Vázquez,es ESP,FW,Cádiz,18,2005,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
578,Jesus Vazquez,es ESP,DF,Valencia,20,2003,8.0,1,7,2,28.6,0.88,0.25,0.14,0.50,0,0,Matches
579,Kevin Vázquez,es ESP,DF,Celta Vigo,30,1993,7.8,0,2,1,50.0,0.26,0.13,0.00,0.00,0,0,Matches
580,Lucas Vázquez,es ESP,DF,Real Madrid,32,1991,15.8,3,12,7,58.3,0.76,0.44,0.25,0.43,0,0,Matches
581,Gabriel Veiga,es ESP,MF,Celta Vigo,21,2002,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
582,Alejo Véliz,ar ARG,FW,Sevilla,19,2003,0.4,0,2,2,100.0,5.14,5.14,0.00,0.00,0,0,Matches
583,Arthur Vermeeren,be BEL,MF,Atlético Madrid,18,2005,1.8,0,0,0,,0.00,0.00,,,0,0,Matches
584,Mikel Vesga,es ESP,MF,Athletic Club,30,1993,17.0,3,19,7,36.8,1.11,0.41,0.05,0.14,2,2,Matches
585,Carlos Vicente,es ESP,MF,Alavés,24,1999,12.4,2,15,8,53.3,1.21,0.65,0.13,0.25,0,0,Matches
586,Nacho Vidal,es ESP,DF,Osasuna,28,1995,1.1,1,3,1,33.3,2.81,0.94,0.33,1.00,0,0,Matches
587,Nacho Vidal,es ESP,DF,Mallorca,28,1995,4.6,0,8,3,37.5,1.73,0.65,0.00,0.00,0,0,Matches
588,Fran Vieites,es ESP,GK,Real Betis,24,1999,3.5,0,0,0,,0.00,0.00,,,0,0,Matches
589,Jonathan Viera,es ESP,"MF,FW",Las Palmas,33,1989,6.9,2,14,6,42.9,2.04,0.88,0.00,0.00,2,2,Matches
590,Jonathan Viera,es ESP,MF,Almería,33,1989,10.1,0,12,5,41.7,1.18,0.49,0.00,0.00,0,0,Matches
591,Toni Villa,es ESP,MF,Girona,28,1995,0.1,0,1,1,100.0,6.92,6.92,0.00,0.00,0,0,Matches
592,Asier Villalibre,es ESP,FW,Athletic Club,25,1997,5.7,2,12,6,50.0,2.11,1.05,0.17,0.33,0,0,Matches
593,Gonzalo Villar,es ESP,MF,Granada,25,1998,20.0,1,22,5,22.7,1.10,0.25,0.05,0.20,0,0,Matches
594,Iván Villar,es ESP,GK,Celta Vigo,26,1997,11.3,0,0,0,,0.00,0.00,,,0,0,Matches
595,Ricardo Visus,es ESP,DF,Real Betis,22,2001,1.8,0,0,0,,0.00,0.00,,,0,0,Matches
