Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 24_level_0
159,Álex Corredera,es ESP,MF,Tenerife,28,1996,3,1,94,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
160,Samu Cortés,es ESP,FW,Granada,18,2006,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
161,Borja Cortina,es ESP,DF,Levante,18,2006,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
162,Jaume Costa,es ESP,DF,Albacete,36,1988,14,12,645,7.2,0,1,1,0,0,0,2,1,0.00,0.14,0.14,0.00,0.14,Matches
163,David Costas,es ESP,DF,Oviedo,29,1995,31,29,2566,28.5,1,1,2,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,Matches
164,Gonzalo Crettaz,ar ARG,GK,Castellón,24,2000,40,39,3517,39.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
165,Cristian,es ESP,GK,Albacete,26,1998,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
166,Sergio Cubero Ezcurra,es ESP,DF,Eibar,24,1999,27,21,2002,22.2,0,2,2,0,0,0,1,0,0.00,0.09,0.09,0.00,0.09,Matches
167,Cuenca,es ESP,FW,Zaragoza,21,2002,1,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
168,Pablo Cuñat,es ESP,GK,Cartagena,22,2002,35,35,3150,35.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
169,Eric Curbelo,es ESP,DF,Sporting Gijón,30,1994,10,9,583,6.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
170,Curro,es ESP,"MF,FW",Burgos,28,1996,35,33,2846,31.6,6,1,7,4,2,5,6,0,0.19,0.03,0.22,0.13,0.16,Matches
171,Alberto Dadie,es ESP,DF,Mirandés,22,2002,10,0,119,1.3,0,0,0,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00,Matches
172,Davo,es ESP,MF,Dep. La Coruña,29,1994,9,0,108,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
173,Alberto Del Moral,es ESP,MF,Oviedo,24,2000,12,7,539,6.0,1,1,2,1,0,0,1,0,0.17,0.17,0.33,0.17,0.33,Matches
174,Alberto Del Moral,es ESP,MF,Córdoba,24,2000,5,2,179,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
175,Moisés Delgado,es ESP,DF,Huesca,30,1994,7,1,218,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Moisés Delgado,es ESP,DF,Racing Ferrol,30,1994,16,11,960,10.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
177,Julián Delmás,es ESP,"DF,MF",Racing Ferrol,29,1995,15,6,704,7.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
178,Julián Delmás,es ESP,"DF,MF",Cartagena,29,1995,15,6,695,7.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
179,Thomas van den Belt,nl NED,MF,Castellón,23,2001,39,34,3077,34.2,6,3,9,6,0,0,10,0,0.18,0.09,0.26,0.18,0.26,Matches
180,Bambo Diaby,sn SEN,DF,Elche,26,1997,22,14,1076,12.0,0,1,1,0,0,0,5,1,0.00,0.08,0.08,0.00,0.08,Matches
181,Moussa Diakité,ml MLI,MF,Cádiz,20,2003,22,17,1415,15.7,2,0,2,2,0,0,4,1,0.13,0.00,0.13,0.13,0.13,Matches
182,Siren Diao,es ESP,FW,Granada,19,2005,11,1,154,1.7,2,2,4,2,0,0,0,0,1.17,1.17,2.34,1.17,2.34,Matches
183,Youssouf Diarra,ml MLI,"MF,FW",Tenerife,25,1998,42,39,3369,37.4,5,3,8,5,0,0,4,0,0.13,0.08,0.21,0.13,0.21,Matches
184,Amadou Diawara,gn GUI,MF,Eldense,27,1997,12,11,973,10.8,2,0,2,2,0,0,2,0,0.18,0.00,0.18,0.18,0.18,Matches
185,Diego Diaz,es ESP,FW,Racing Sant,19,2005,2,0,35,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
186,Dioni,es ESP,FW,Málaga,34,1989,39,22,1955,21.7,7,3,10,7,0,1,4,0,0.32,0.14,0.46,0.32,0.46,Matches
187,Matías Dituro,ar ARG,GK,Elche,37,1987,38,38,3420,38.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
188,Joaquín Domingo,es ESP,DF,Albacete,18,2006,1,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
189,John Donald,es ESP,"DF,MF",Elche,23,2000,19,8,869,9.7,2,0,2,2,0,0,0,0,0.21,0.00,0.21,0.21,0.21,Matches
190,Josué Dorrio,es ESP,"MF,FW",Racing Ferrol,30,1994,40,36,2922,32.5,2,3,5,2,0,0,2,0,0.06,0.09,0.15,0.06,0.15,Matches
191,Carlos Dotor,es ESP,MF,Oviedo,23,2001,6,2,191,2.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
192,Carlos Dotor,es ESP,MF,Sporting Gijón,23,2001,13,4,473,5.3,2,0,2,2,0,0,1,0,0.38,0.00,0.38,0.38,0.38,Matches
193,Jonathan Dubasin,be BEL,"FW,MF",Sporting Gijón,24,2000,37,36,3145,34.9,8,9,17,7,1,1,6,0,0.23,0.26,0.49,0.20,0.46,Matches
194,Dylan,es ESP,MF,Tenerife,18,2006,2,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
195,Zakaria Eddahchouri,nl NED,FW,Dep. La Coruña,24,2000,16,13,1054,11.7,4,0,4,4,0,0,1,0,0.34,0.00,0.34,0.34,0.34,Matches
196,Unai Eguíluz,es ESP,DF,Mirandés,22,2002,28,21,1876,20.8,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
197,Unai Elgezabal,es ESP,DF,Levante,31,1993,40,40,3600,40.0,0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,Matches
198,Sergi Enrich,es ESP,FW,Huesca,34,1990,37,26,2170,24.1,7,0,7,7,0,0,2,0,0.29,0.00,0.29,0.29,0.29,Matches
199,Ramón Enríquez,es ESP,MF,Málaga,23,2001,11,5,440,4.9,0,1,1,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,Matches
200,Gonzalo Escalante,ar ARG,MF,Cádiz,31,1993,24,9,971,10.8,1,1,2,1,0,0,2,0,0.09,0.09,0.19,0.09,0.19,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
201,Aarón Escandell,es ESP,GK,Oviedo,28,1995,41,41,3690,41.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
202,Jaime Escario,es ESP,MF,Huesca,21,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
203,Juan Escobar,py PAR,DF,Castellón,29,1995,9,7,474,5.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
204,Dani Escriche,es ESP,"MF,FW",Cartagena,26,1998,36,21,1783,19.8,0,3,3,0,0,0,8,0,0.00,0.15,0.15,0.00,0.15,Matches
205,Sergio Escudero,es ESP,DF,Dep. La Coruña,34,1989,14,7,566,6.3,0,3,3,0,0,0,1,0,0.00,0.48,0.48,0.00,0.48,Matches
206,Carlos Espí,es ESP,FW,Levante,19,2005,36,1,510,5.7,6,2,8,6,0,0,0,0,1.06,0.35,1.41,1.06,1.41,Matches
207,Eduardo Espiau,es ESP,FW,Burgos,29,1994,41,20,1916,21.3,3,0,3,3,0,0,5,0,0.14,0.00,0.14,0.14,0.14,Matches
208,Karl Etta Eyong,cm CMR,FW,Cádiz,20,2003,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
209,Chukwuma Eze,ng NGA,DF,Oviedo,20,2003,1,0,22,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
210,Jokin Ezkieta,es ESP,GK,Racing Sant,27,1996,42,42,3780,42.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
211,Fabrício,br BRA,FW,Levante,23,2000,8,0,130,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
212,Omar Falah,es ESP,DF,Oviedo,20,2003,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
213,Fali,es ESP,"DF,MF",Cádiz,30,1993,22,19,1578,17.5,0,0,0,0,0,0,11,1,0.00,0.00,0.00,0.00,0.00,Matches
214,Aleix Febas,es ESP,MF,Elche,28,1996,37,36,3075,34.2,1,0,1,1,0,0,10,0,0.03,0.00,0.03,0.03,0.03,Matches
215,Joan Femenías,es ESP,GK,Zaragoza,27,1996,10,10,865,9.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
216,Álex Fernández,es ESP,MF,Cádiz,31,1992,33,19,1713,19.0,7,2,9,3,4,4,4,0,0.37,0.11,0.47,0.16,0.26,Matches
217,Andrés Fernández,es ESP,GK,Levante,37,1986,41,41,3690,41.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
218,Carlos Fernández,es ESP,"FW,MF",Cádiz,28,1996,32,18,1607,17.9,1,1,2,1,0,0,5,0,0.06,0.06,0.11,0.06,0.11,Matches
219,Daniel Fernández,es ESP,MF,Tenerife,16,2008,10,4,321,3.6,1,0,1,1,0,0,0,0,0.28,0.00,0.28,0.28,0.28,Matches
220,Nicolás Fernández,ar ARG,"MF,FW",Elche,24,2000,33,31,2569,28.5,6,8,14,4,2,4,10,1,0.21,0.28,0.49,0.14,0.42,Matches
221,Raúl Fernández,es ESP,GK,Mirandés,36,1988,42,42,3780,42.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
222,Víctor Fernández,es ESP,FW,Levante,16,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
223,Fernando,es ESP,GK,Almería,34,1990,14,14,1260,14.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
224,Juan Ferney Otero,co COL,FW,Sporting Gijón,29,1995,35,30,2392,26.6,12,1,13,5,7,7,3,0,0.45,0.04,0.49,0.19,0.23,Matches
225,Rachad Fettal,ma MAR,MF,Almería,19,2005,14,1,197,2.2,1,1,2,1,0,0,1,1,0.46,0.46,0.91,0.46,0.91,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
226,Fidel,es ESP,"MF,FW",Albacete,34,1989,34,23,1809,20.1,4,6,10,4,0,1,5,0,0.20,0.30,0.50,0.20,0.50,Matches
227,Pedro Fidel,es ESP,DF,Almería,17,2007,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
228,Álex Forés,es ESP,FW,Levante,23,2001,18,1,402,4.5,5,1,6,5,0,0,2,0,1.12,0.22,1.34,1.12,1.34,Matches
229,Ian Forns,es ESP,DF,Burgos,20,2004,5,2,187,2.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
230,Toni Fuidias,es ESP,GK,Cartagena,23,2001,5,5,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
231,Daniel Fuzato,br BRA,GK,Eibar,27,1997,10,10,900,10.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
232,Gabilondo,es ESP,DF,Málaga,25,1999,21,14,1253,13.9,0,3,3,0,0,0,5,0,0.00,0.22,0.22,0.00,0.22,Matches
233,Sergio Gabriel,es ESP,FW,Mirandés,21,2003,1,0,14,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
234,Aitor Galarza,es ESP,FW,Eibar,22,2002,5,0,34,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
235,Einar Galilea,es ESP,DF,Málaga,30,1994,27,22,1989,22.1,0,1,1,0,0,0,2,1,0.00,0.05,0.05,0.00,0.05,Matches
236,Enric Gallego,es ESP,FW,Tenerife,37,1986,34,20,1836,20.4,7,0,7,7,0,1,8,0,0.34,0.00,0.34,0.34,0.34,Matches
237,Fran Gámez,es ESP,DF,Eldense,33,1991,34,33,2722,30.2,0,3,3,0,0,0,9,0,0.00,0.10,0.10,0.00,0.10,Matches
238,Andrés García,es ESP,DF,Levante,21,2003,22,22,1936,21.5,3,3,6,3,0,0,3,0,0.14,0.14,0.28,0.14,0.28,Matches
239,Jon García Herrero,es ESP,DF,Albacete,33,1991,29,23,2133,23.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
240,Víctor García Marín,es ESP,DF,Málaga,30,1994,21,19,1659,18.4,0,1,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matches
241,Mario García,es ESP,DF,Racing Sant,20,2003,32,28,2478,27.5,3,0,3,3,0,0,8,0,0.11,0.00,0.11,0.11,0.11,Matches
242,Naim García,es ESP,"MF,FW",Racing Ferrol,22,2002,18,7,709,7.9,0,1,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,Matches
243,Pablo García,es ESP,DF,Sporting Gijón,24,2000,35,18,1901,21.1,0,6,6,0,0,0,8,0,0.00,0.28,0.28,0.00,0.28,Matches
244,Saúl García,es ESP,DF,Racing Sant,29,1994,21,14,1286,14.3,0,1,1,0,0,0,4,1,0.00,0.07,0.07,0.00,0.07,Matches
245,Víctor García,es ESP,"MF,DF",Eldense,26,1997,40,35,3163,35.1,4,4,8,4,0,0,6,0,0.11,0.11,0.23,0.11,0.23,Matches
246,Mario Gaspar,es ESP,"DF,MF",Elche,33,1990,19,5,654,7.3,0,1,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches
247,Sékou Gassama,sn SEN,FW,Eldense,29,1995,11,5,458,5.1,1,1,2,1,0,0,2,0,0.20,0.20,0.39,0.20,0.39,Matches
248,Juan Gauto,ar ARG,"MF,FW",Dep. La Coruña,20,2004,15,2,234,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
249,Gelabert,es ESP,MF,Sporting Gijón,23,2000,39,27,2403,26.7,6,2,8,6,0,0,6,0,0.22,0.07,0.30,0.22,0.30,Matches
250,Aitor Gelardo,es ESP,MF,Racing Ferrol,22,2002,24,13,1113,12.4,2,2,4,2,0,0,3,0,0.16,0.16,0.32,0.16,0.32,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
251,Denis Genreau,au AUS,MF,Dep. La Coruña,25,1999,9,2,213,2.4,1,0,1,1,0,0,0,1,0.42,0.00,0.42,0.42,0.42,Matches
252,Daniel George Paraschiv,ro ROU,FW,Oviedo,25,1999,28,2,615,6.8,3,1,4,3,0,0,1,0,0.44,0.15,0.59,0.44,0.59,Matches
253,Francisco Geraldes,pt POR,FW,Eldense,29,1995,3,1,111,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
254,Mourad El Ghezouani,ma MAR,FW,Elche,26,1998,31,13,1296,14.4,9,0,9,8,1,1,3,0,0.62,0.00,0.62,0.56,0.56,Matches
255,David Gil,es ESP,GK,Cádiz,30,1994,36,36,3183,35.4,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
256,Iván Gil,es ESP,"MF,FW",Eibar,24,2000,11,6,467,5.2,0,1,1,0,0,0,3,0,0.00,0.19,0.19,0.00,0.19,Matches
257,Óscar Gil,es ESP,"DF,MF",Castellón,29,1995,19,16,1141,12.7,1,0,1,1,0,0,4,0,0.08,0.00,0.08,0.08,0.08,Matches
258,Álvaro Giménez,es ESP,FW,Racing Ferrol,33,1991,37,25,2237,24.9,4,1,5,3,1,3,4,0,0.16,0.04,0.20,0.12,0.16,Matches
259,Antonio Glauder,ph PHI,DF,Cádiz,28,1995,12,7,755,8.4,0,1,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matches
260,Alan Godoy,es ESP,FW,Eldense,21,2003,11,3,306,3.4,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
261,Dani Gómez,es ESP,FW,Zaragoza,26,1998,14,8,673,7.5,4,1,5,2,2,2,1,1,0.53,0.13,0.67,0.27,0.40,Matches
262,Diego Gómez,es ESP,MF,Dep. La Coruña,20,2004,17,6,540,6.0,0,1,1,0,0,0,2,0,0.00,0.17,0.17,0.00,0.17,Matches
263,Valentín Gómez,es ESP,MF,Almería,20,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
264,David González,es ESP,"MF,FW",Burgos,22,2002,29,10,1043,11.6,2,2,4,1,1,1,2,0,0.17,0.17,0.35,0.09,0.26,Matches
265,Diego González,es ESP,"DF,MF",Huesca,25,1999,23,11,1055,11.7,1,2,3,1,0,0,4,1,0.09,0.17,0.26,0.09,0.26,Matches
266,Diego González,es ESP,DF,Albacete,29,1995,5,3,319,3.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
267,Édgar González,es ESP,"DF,MF",Almería,27,1997,40,38,3369,37.4,2,0,2,2,0,0,8,0,0.05,0.00,0.05,0.05,0.05,Matches
268,Fabio González,es ESP,MF,Tenerife,27,1997,13,4,469,5.2,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
269,Hugo González,es ESP,"MF,FW",Cartagena,21,2003,17,6,607,6.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
270,Roberto González,es ESP,MF,Racing Sant,23,2001,16,6,608,6.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
271,Sergio González,es ESP,"DF,MF",Tenerife,27,1997,37,36,3021,33.6,1,1,2,1,0,0,11,1,0.03,0.03,0.06,0.03,0.06,Matches
272,Jon Gorrotxategi,es ESP,MF,Mirandés,22,2002,42,42,3691,41.0,4,2,6,4,0,0,2,0,0.10,0.05,0.15,0.10,0.15,Matches
273,Xavi Grande,es ESP,DF,Levante,19,2005,16,8,624,6.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
274,Ricardo Grigore,ro ROU,DF,Eldense,25,1999,2,1,135,1.5,1,0,1,1,0,0,1,0,0.67,0.00,0.67,0.67,0.67,Matches
275,Gui Guedes,pt POR,MF,Almería,22,2002,13,3,325,3.6,1,0,1,1,0,0,2,0,0.28,0.00,0.28,0.28,0.28,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
276,Adrián Guerrero,es ESP,DF,Tenerife,26,1998,6,4,365,4.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
277,Adrián Guerrero,es ESP,MF,Dep. La Coruña,18,2006,2,2,116,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
278,Maguette Gueye,sn SEN,MF,Racing Sant,21,2002,27,9,1159,12.9,0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches
279,Asier Ortiz de Guinea,es ESP,MF,Mirandés,22,2002,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
280,Jon Guruzeta,es ESP,MF,Eibar,24,2000,33,16,1399,15.5,3,3,6,3,0,0,4,0,0.19,0.19,0.39,0.19,0.39,Matches
281,Raúl Guti,es ESP,MF,Elche,27,1996,10,6,510,5.7,0,1,1,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,Matches
282,Raúl Guti,es ESP,MF,Zaragoza,27,1996,11,10,877,9.7,2,0,2,2,0,0,3,0,0.21,0.00,0.21,0.21,0.21,Matches
283,Cristian Gutierrez,es ESP,DF,Eibar,23,2000,32,25,2198,24.4,0,3,3,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,Matches
284,Juan Gutierrez,es ESP,DF,Mirandés,24,2000,37,36,3121,34.7,0,5,5,0,0,0,12,0,0.00,0.14,0.14,0.00,0.14,Matches
285,Kento Hashimoto,jp JPN,MF,Eibar,30,1993,7,1,139,1.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
286,Haissem Hassan,eg EGY,MF,Oviedo,22,2002,39,25,2203,24.5,4,3,7,4,0,0,4,0,0.16,0.12,0.29,0.16,0.29,Matches
287,Gerard Hernandez,es ESP,MF,Elche,19,2005,12,7,493,5.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
288,Javier Hernández,es ESP,MF,Huesca,20,2004,26,16,1364,15.2,1,1,2,1,0,0,6,0,0.07,0.07,0.13,0.07,0.13,Matches
289,Jesús Hernández,es ESP,DF,Cartagena,20,2003,5,4,345,3.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
290,Yeremay Hernández,es ESP,MF,Dep. La Coruña,21,2002,39,35,3035,33.7,15,5,20,11,4,5,2,0,0.44,0.15,0.59,0.33,0.47,Matches
291,Manu Hernando,es ESP,DF,Racing Sant,26,1998,27,22,1859,20.7,0,0,0,0,0,0,3,2,0.00,0.00,0.00,0.00,0.00,Matches
292,Cristian Herrera,es ESP,"MF,FW",Dep. La Coruña,33,1991,24,4,604,6.7,2,2,4,2,0,0,0,0,0.30,0.30,0.60,0.30,0.60,Matches
293,Alfonso Herrero,es ESP,GK,Málaga,30,1994,41,41,3690,41.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
294,Santiago Homenchenko,uy URU,MF,Mirandés,20,2003,18,4,474,5.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
295,Martin Hongla,cm CMR,MF,Granada,26,1998,33,28,2415,26.8,3,2,5,3,0,0,9,1,0.11,0.07,0.19,0.11,0.19,Matches
296,Ali Houary,ma MAR,FW,Elche,18,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
297,Vicente Iborra,es ESP,"MF,DF",Levante,36,1988,26,10,958,10.6,1,0,1,0,1,1,4,0,0.09,0.00,0.09,0.00,0.00,Matches
298,Emanuel Insúa,ar ARG,DF,Racing Ferrol,33,1991,11,5,489,5.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
299,Pablo Insua,es ESP,DF,Granada,30,1993,14,12,1106,12.3,1,0,1,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches
300,Carlos Isaac,es ESP,DF,Córdoba,26,1998,29,23,2025,22.5,0,3,3,0,0,0,6,0,0.00,0.13,0.13,0.00,0.13,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
301,Urko Izeta,es ESP,"FW,MF",Mirandés,24,1999,40,24,2078,23.1,12,3,15,10,2,3,3,0,0.52,0.13,0.65,0.43,0.56,Matches
302,Jairo Izquierdo,es ESP,"DF,FW",Elche,30,1993,8,0,120,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
303,Jairo Izquierdo,es ESP,"MF,DF",Cartagena,30,1993,20,17,1401,15.6,1,2,3,1,0,0,2,0,0.06,0.13,0.19,0.06,0.19,Matches
304,Jacobo,es ESP,"FW,MF",Córdoba,27,1997,34,30,2575,28.6,9,6,15,6,3,3,5,1,0.31,0.21,0.52,0.21,0.42,Matches
305,Eneko Jauregi,es ESP,FW,Racing Ferrol,28,1996,37,19,1849,20.5,6,0,6,6,0,0,3,0,0.29,0.00,0.29,0.29,0.29,Matches
306,Salim El Jebari,ma MAR,"FW,MF",Cartagena,20,2004,16,9,821,9.1,2,2,4,2,0,0,2,0,0.22,0.22,0.44,0.22,0.44,Matches
307,Jesús,es ESP,FW,Castellón,27,1996,34,16,1791,19.9,3,2,5,3,0,0,1,0,0.15,0.10,0.25,0.15,0.25,Matches
308,Alberto Jiménez,es ESP,DF,Castellón,31,1992,38,37,3173,35.3,2,0,2,2,0,0,12,1,0.06,0.00,0.06,0.06,0.06,Matches
309,Dani Jiménez,es ESP,GK,Huesca,34,1990,32,32,2857,31.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
310,Marcelo Jiménez,es ESP,MF,Burgos,21,2003,19,9,782,8.7,2,0,2,2,0,0,5,0,0.23,0.00,0.23,0.23,0.23,Matches
311,Christian Joel,cu CUB,GK,Sporting Gijón,25,1999,4,3,291,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
312,Miloš Jojić,rs SRB,"MF,FW",Castellón,32,1992,11,3,373,4.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
313,Jordi,es ESP,MF,Huesca,23,2001,29,11,1146,12.7,2,0,2,2,0,0,5,0,0.16,0.00,0.16,0.16,0.16,Matches
314,Joel Jorquera,es ESP,MF,Eldense,23,2000,16,8,739,8.2,2,0,2,2,0,0,4,0,0.24,0.00,0.24,0.24,0.24,Matches
315,Josan,es ESP,"MF,FW",Elche,34,1989,32,20,1767,19.6,4,9,13,4,0,0,5,0,0.20,0.46,0.66,0.20,0.66,Matches
316,Kamil Jóźwiak,pl POL,MF,Granada,26,1998,17,7,655,7.3,0,1,1,0,0,0,3,1,0.00,0.14,0.14,0.00,0.14,Matches
317,Juande,es ESP,DF,Tenerife,25,1999,11,9,731,8.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
318,Juanma,es ESP,"MF,FW",Albacete,31,1993,39,25,2370,26.3,2,3,5,2,0,0,2,0,0.08,0.11,0.19,0.08,0.19,Matches
319,Juanpe,es ESP,MF,Málaga,28,1996,15,7,608,6.8,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
320,Lago Junior,ci CIV,MF,Racing Sant,33,1990,19,3,467,5.2,1,0,1,1,0,0,1,0,0.19,0.00,0.19,0.19,0.19,Matches
321,Sory Kaba,gn GUI,FW,Elche,29,1995,24,8,881,9.8,4,0,4,3,1,1,4,0,0.41,0.00,0.41,0.31,0.31,Matches
