Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches,MP,Starts,Min,Ast,G+A,G-PK,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,Temporada
90,Jesús Bernal,es ESP,MF,Sporting Gijón,28,1996,5.8,0,3,0,0.0,0.52,0.00,0.00,,0,0,Matches,17,4,521,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,3,0,0,1,5,4,,,1,,,,,,,,,,,,,,,25/26
91,Juan Bernat,es ESP,DF,Eibar,32,1993,2.5,0,0,0,,0.00,0.00,,,0,0,Matches,10,2,223,1,1,0,1,0,0.00,0.40,0.40,0.00,0.40,0,3,6,1,10,3,3,,,0,,,,,,,,,,,,,,,25/26
92,Jefté Betancor,es ESP,FW,Albacete,32,1993,22.1,14,79,33,41.8,3.58,1.49,0.11,0.27,5,5,Matches,38,24,1987,0,14,9,4,0,0.63,0.00,0.63,0.41,0.41,0,16,12,16,30,6,3,,,0,,,,,,,,,,,,,,,25/26
93,Arick Betancourt,es ESP,FW,Ceuta,21,2004,1.7,0,2,1,50.0,1.21,0.60,0.00,0.00,0,0,Matches,5,1,149,1,1,0,0,0,0.00,0.60,0.60,0.00,0.60,0,4,4,0,1,0,0,,,0,,,,,,,,,,,,,,,25/26
94,Bicho,es ESP,MF,Cultural Leonesa,29,1996,24.1,1,21,5,23.8,0.87,0.21,0.05,0.20,0,0,Matches,34,21,2172,3,4,1,4,0,0.04,0.12,0.17,0.04,0.17,0,25,37,0,17,23,31,,,0,,,,,,,,,,,,,,,25/26
95,Stipe Biuk,hr CRO,MF,Valladolid,22,2002,23.6,1,48,13,27.1,2.04,0.55,0.02,0.08,0,0,Matches,37,24,2122,5,6,1,5,0,0.04,0.21,0.25,0.04,0.25,0,33,29,10,79,10,18,,,0,,,,,,,,,,,,,,,25/26
96,Yann Bodiger,fr FRA,"MF,DF",Ceuta,30,1995,21.3,1,23,4,17.4,1.08,0.19,0.04,0.25,0,0,Matches,38,19,1919,0,1,1,5,0,0.05,0.00,0.05,0.05,0.05,0,29,23,1,10,33,24,,,0,,,,,,,,,,,,,,,25/26
97,Marc Bombardó,es ESP,DF,FC Andorra,19,2005,14.7,0,5,0,0.0,0.34,0.00,0.00,,0,0,Matches,19,15,1325,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,14,9,1,2,24,13,,,0,,,,,,,,,,,,,,,25/26
98,Federico Bonini,it ITA,DF,Almería,23,2001,34.5,1,22,5,22.7,0.64,0.15,0.05,0.20,0,0,Matches,35,35,3101,1,2,1,6,1,0.03,0.03,0.06,0.03,0.06,1,31,9,2,5,50,17,,,1,,,,,,,,,,,,,,,25/26
99,Mohamed Bouldini,ma MAR,FW,Granada,29,1995,3.0,0,5,1,20.0,1.67,0.33,0.00,0.00,0,0,Matches,14,2,270,1,1,0,3,0,0.00,0.33,0.33,0.00,0.33,0,12,3,6,0,0,1,,,0,,,,,,,,,,,,,,,25/26
100,Mohamed Bouldini,ma MAR,FW,Dep. La Coruña,29,1995,0.5,0,1,0,0.0,2.09,0.00,0.00,,0,0,Matches,2,0,43,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,2,2,0,0,0,0,,,0,,,,,,,,,,,,,,,25/26
101,Darko Brašanac,rs SRB,MF,Málaga,33,1992,3.3,1,2,1,50.0,0.60,0.30,0.50,1.00,0,0,Matches,11,3,300,0,1,1,1,1,0.30,0.00,0.30,0.30,0.30,0,7,1,2,3,9,6,,,0,,,,,,,,,,,,,,,25/26
102,Iker Bravo,es ESP,FW,Las Palmas,20,2005,4.3,0,10,2,20.0,2.32,0.46,0.00,0.00,0,0,Matches,17,2,388,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,10,8,3,0,0,6,,,0,,,,,,,,,,,,,,,25/26
103,Diego Bri,es ESP,DF,Córdoba,22,2002,13.3,3,20,12,60.0,1.50,0.90,0.15,0.25,0,0,Matches,28,11,1199,3,6,3,0,0,0.23,0.23,0.45,0.23,0.45,0,17,25,2,59,14,21,,,0,,,,,,,,,,,,,,,25/26
104,Fabrizio Brignani,it ITA,DF,Castellón,27,1998,22.1,6,29,9,31.0,1.31,0.41,0.21,0.67,0,0,Matches,32,23,1985,0,6,6,9,0,0.27,0.00,0.27,0.27,0.27,0,32,16,0,4,25,29,,,0,,,,,,,,,,,,,,,25/26
105,Guille Bueno,es ESP,DF,Valladolid,22,2002,16.1,0,11,4,36.4,0.68,0.25,0.00,0.00,0,0,Matches,19,17,1453,1,1,0,2,0,0.00,0.06,0.06,0.00,0.06,0,9,13,2,68,20,29,,,0,,,,,,,,,,,,,,,25/26
106,Aitor Buñuel,es ESP,DF,Burgos,27,1998,4.7,0,2,0,0.0,0.42,0.00,0.00,,0,0,Matches,8,4,427,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,6,2,0,12,4,5,,,0,,,,,,,,,,,,,,,25/26
107,Leonardo Buta,pt POR,DF,Eibar,23,2002,10.4,0,3,0,0.0,0.29,0.00,0.00,,0,0,Matches,14,12,935,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0,11,15,0,29,14,10,,,0,,,,,,,,,,,,,,,25/26
108,Yeray Cabanzón,es ESP,MF,Racing Sant,22,2003,1.8,0,8,2,25.0,4.36,1.09,0.00,0.00,0,0,Matches,10,1,165,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,8,3,0,8,0,6,,,0,,,,,,,,,,,,,,,25/26
109,Yeray Cabanzón,es ESP,"FW,MF",FC Andorra,22,2003,9.6,2,51,17,33.3,5.30,1.77,0.04,0.12,0,0,Matches,17,10,866,4,6,2,3,0,0.21,0.42,0.62,0.21,0.62,0,14,17,1,73,6,14,,,0,,,,,,,,,,,,,,,25/26
110,Jorge Cabello,es ESP,DF,Mirandés,21,2004,20.9,0,4,1,25.0,0.19,0.05,0.00,0.00,0,0,Matches,22,21,1878,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,27,28,0,4,23,20,,,0,,,,,,,,,,,,,,,25/26
111,Agustín Cacabelos,ar ARG,"MF,FW",Cultural Leonesa,29,1996,7.2,1,15,8,53.3,2.07,1.11,0.07,0.13,0,0,Matches,14,9,651,1,2,1,1,0,0.14,0.14,0.28,0.14,0.28,0,7,13,3,47,5,5,,,0,,,,,,,,,,,,,,,25/26
112,Alfred Caicedo,ec ECU,DF,Cádiz,20,2004,8.2,0,6,0,0.0,0.73,0.00,0.00,,0,0,Matches,14,7,738,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0,15,7,0,4,8,19,,,0,,,,,,,,,,,,,,,25/26
113,Jordy Caicedo,ec ECU,FW,Sporting Gijón,27,1997,1.4,0,7,1,14.3,4.85,0.69,0.00,0.00,0,0,Matches,10,0,130,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,6,4,1,1,0,0,,,0,,,,,,,,,,,,,,,25/26
114,Álex Calatrava,es ESP,"FW,MF",Castellón,25,2000,38.6,14,125,49,39.2,3.24,1.27,0.09,0.22,3,3,Matches,41,40,3477,8,22,11,5,0,0.36,0.21,0.57,0.28,0.49,0,65,63,5,215,16,43,,,0,,,,,,,,,,,,,,,25/26
115,Iker Calderon,es ESP,DF,Real Sociedad B,19,2006,3.2,0,0,0,,0.00,0.00,,,0,0,Matches,7,4,292,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,0,0,0,6,5,,,0,,,,,,,,,,,,,,,25/26
116,Iván Calero,es ESP,"MF,DF",Cultural Leonesa,30,1995,25.3,3,43,18,41.9,1.70,0.71,0.07,0.17,0,0,Matches,33,25,2277,5,8,3,3,2,0.12,0.20,0.32,0.12,0.32,0,39,34,4,70,18,16,,,0,,,,,,,,,,,,,,,25/26
117,Iván Calero,es ESP,"DF,MF",Zaragoza,30,1995,0.5,0,0,0,,0.00,0.00,,,0,0,Matches,2,0,43,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,3,0,1,,,0,,,,,,,,,,,,,,,25/26
118,Álex Calvo,es ESP,"DF,MF",FC Andorra,21,2004,7.5,1,13,7,53.8,1.73,0.93,0.08,0.14,0,0,Matches,17,5,676,0,1,1,1,0,0.13,0.00,0.13,0.13,0.13,0,12,15,3,35,6,10,,,0,,,,,,,,,,,,,,,25/26
119,Dawda Camara,mr MTN,FW,Cádiz,22,2002,18.7,4,39,10,25.6,2.09,0.54,0.10,0.40,0,0,Matches,34,15,1679,0,4,4,4,0,0.21,0.00,0.21,0.21,0.21,0,44,25,22,6,1,0,,,1,,,,,,,,,,,,,,,25/26
120,Ousmane Camara,gn GUI,FW,Castellón,23,2001,25.1,12,64,27,42.2,2.55,1.07,0.19,0.44,0,0,Matches,35,27,2262,3,15,12,7,0,0.48,0.12,0.60,0.48,0.60,0,45,15,27,14,2,11,,,0,,,,,,,,,,,,,,,25/26
121,Sulei Camara,gm GAM,MF,Racing Sant,23,2001,9.0,2,24,9,37.5,2.65,1.00,0.08,0.22,0,0,Matches,33,4,814,1,3,2,4,0,0.22,0.11,0.33,0.22,0.33,0,12,53,7,23,8,5,,,0,,,,,,,,,,,,,,,25/26
122,José Campaña,es ESP,MF,Ceuta,32,1993,4.7,1,6,2,33.3,1.27,0.42,0.17,0.50,0,0,Matches,12,6,426,2,3,1,1,0,0.21,0.42,0.63,0.21,0.63,0,2,9,0,23,5,4,,,0,,,,,,,,,,,,,,,25/26
123,Andrés Campos,es ESP,MF,Leganés,23,2002,0.5,0,1,0,0.0,2.09,0.00,0.00,,0,0,Matches,4,0,43,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,3,4,0,0,0,2,,,0,,,,,,,,,,,,,,,25/26
124,Gaspar Campos,es ESP,MF,Sporting Gijón,25,2000,23.7,5,55,20,36.4,2.32,0.84,0.09,0.25,0,0,Matches,36,24,2131,3,8,5,3,0,0.21,0.13,0.34,0.21,0.34,0,22,17,4,52,15,28,,,0,,,,,,,,,,,,,,,25/26
125,Peio Canales,es ESP,MF,Racing Sant,20,2005,31.7,6,60,17,28.3,1.90,0.54,0.10,0.35,0,0,Matches,35,33,2849,9,15,6,4,1,0.19,0.28,0.47,0.19,0.47,0,26,57,8,11,25,25,,,0,,,,,,,,,,,,,,,25/26
126,Sergi Canós,es ESP,MF,Valladolid,28,1997,11.0,2,28,8,28.6,2.54,0.72,0.07,0.25,0,0,Matches,21,12,994,1,3,2,3,0,0.18,0.09,0.27,0.18,0.27,0,22,10,2,48,8,17,,,0,,,,,,,,,,,,,,,25/26
127,Álex Cantero,es ESP,"MF,FW",Huesca,25,2000,5.4,0,6,2,33.3,1.12,0.37,0.00,0.00,0,0,Matches,14,5,484,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,7,4,0,12,3,3,,,0,,,,,,,,,,,,,,,25/26
128,Ander Cantero,es ESP,GK,Burgos,30,1995,42.0,0,0,0,,0.00,0.00,,,0,0,Matches,42,42,3780,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,2,0,0,0,0,,,0,33,0.79,147,114,77.6,20,12,10,19,45.2,0,0,0,,25/26
129,Mario Cantero,es ESP,MF,Burgos,23,2002,1.8,0,1,1,100.0,0.57,0.57,0.00,0.00,0,0,Matches,10,2,158,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,4,2,0,2,5,1,,,0,,,,,,,,,,,,,,,25/26
130,Yago Cantero,es ESP,DF,Ceuta,25,2000,7.0,0,0,0,,0.00,0.00,,,0,0,Matches,11,7,632,0,0,0,3,2,0.00,0.00,0.00,0.00,0.00,1,10,1,0,0,12,5,,,0,,,,,,,,,,,,,,,25/26
131,Albert Caparrós,es ESP,DF,Ceuta,26,1998,9.2,1,3,1,33.3,0.33,0.11,0.33,1.00,0,0,Matches,15,9,828,0,1,1,2,0,0.11,0.00,0.11,0.11,0.11,0,7,8,1,4,7,17,,,0,,,,,,,,,,,,,,,25/26
132,Tomás Carbonell,es ESP,MF,Real Sociedad B,20,2005,32.9,1,16,6,37.5,0.49,0.18,0.06,0.17,0,0,Matches,35,34,2960,1,2,1,12,0,0.03,0.03,0.06,0.03,0.06,0,51,42,0,16,59,25,,,0,,,,,,,,,,,,,,,25/26
133,Isaac Carcelen,es ESP,DF,Cádiz,32,1993,26.2,0,7,1,14.3,0.27,0.04,0.00,0.00,0,1,Matches,30,28,2357,3,3,0,6,0,0.00,0.11,0.11,0.00,0.11,0,22,35,1,79,32,57,,,0,,,,,,,,,,,,,,,25/26
134,Álex Cardero,es ESP,"MF,FW",Mirandés,21,2003,6.7,1,14,4,28.6,2.08,0.59,0.07,0.25,0,0,Matches,17,5,607,1,2,1,4,0,0.15,0.15,0.30,0.15,0.30,0,16,13,0,30,3,3,,,0,,,,,,,,,,,,,,,25/26
135,Marc Cardona,es ESP,MF,Las Palmas,30,1995,1.5,0,6,4,66.7,3.91,2.61,0.00,0.00,0,0,Matches,6,1,138,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,2,6,3,0,1,0,,,0,,,,,,,,,,,,,,,25/26
136,Marc Cardona,es ESP,FW,FC Andorra,30,1995,2.7,3,14,7,50.0,5.14,2.57,0.21,0.43,0,0,Matches,9,3,245,0,3,3,1,0,1.10,0.00,1.10,1.10,1.10,0,7,6,2,1,0,0,,,0,,,,,,,,,,,,,,,25/26
137,José Carlos Lazo,es ESP,MF,Albacete,29,1996,14.5,3,44,13,29.5,3.04,0.90,0.07,0.23,0,0,Matches,33,14,1301,2,5,3,5,0,0.21,0.14,0.35,0.21,0.35,0,30,19,5,89,16,9,,,0,,,,,,,,,,,,,,,25/26
138,Manex Carmona,es ESP,FW,Racing Sant,18,2007,2.5,2,5,3,60.0,2.00,1.20,0.40,0.67,0,0,Matches,4,2,225,1,3,2,0,0,0.80,0.40,1.20,0.80,1.20,0,4,2,1,0,0,0,,,0,,,,,,,,,,,,,,,25/26
139,Cristian Carracedo,es ESP,"FW,MF",Córdoba,29,1995,34.9,3,48,18,37.5,1.38,0.52,0.00,0.00,3,3,Matches,39,38,3139,13,16,0,9,0,0.09,0.37,0.46,0.00,0.37,0,46,43,5,251,20,44,,,0,,,,,,,,,,,,,,,25/26
140,Gorka Carrera,es ESP,FW,Real Sociedad B,20,2005,32.7,15,76,39,51.3,2.32,1.19,0.20,0.38,0,0,Matches,38,32,2946,3,18,15,12,0,0.46,0.09,0.55,0.46,0.55,0,62,45,22,5,10,11,,,0,,,,,,,,,,,,,,,25/26
141,Álvaro Carrillo,es ESP,DF,Huesca,23,2002,25.6,3,19,3,15.8,0.74,0.12,0.16,1.00,0,0,Matches,33,25,2305,3,6,3,6,1,0.12,0.12,0.23,0.12,0.23,1,25,19,3,31,28,20,,,1,,,,,,,,,,,,,,,25/26
142,Thomas Carrique,fr FRA,DF,FC Andorra,26,1999,34.9,0,19,5,26.3,0.55,0.14,0.00,0.00,0,0,Matches,39,36,3137,5,5,0,6,0,0.00,0.14,0.14,0.00,0.14,0,32,41,6,144,21,25,,,0,,,,,,,,,,,,,,,25/26
143,Ángel Carvajal,es ESP,"MF,FW",Valladolid,21,2004,2.0,1,3,2,66.7,1.51,1.01,0.33,0.50,0,0,Matches,4,2,179,0,1,1,0,0,0.50,0.00,0.50,0.50,0.50,0,0,2,2,0,1,2,,,0,,,,,,,,,,,,,,,25/26
144,Pau Casadesús,es ESP,"DF,MF",Granada,21,2003,15.7,1,4,3,75.0,0.26,0.19,0.25,0.33,0,0,Matches,25,15,1409,0,1,1,4,0,0.06,0.00,0.06,0.06,0.06,0,16,1,3,13,15,26,,,0,,,,,,,,,,,,,,,25/26
145,Javier Castro,es ESP,DF,Racing Sant,24,2000,22.7,2,15,4,26.7,0.66,0.18,0.13,0.50,0,0,Matches,32,21,2042,1,3,2,3,0,0.09,0.04,0.13,0.09,0.13,0,24,21,1,4,25,16,,,0,,,,,,,,,,,,,,,25/26
146,Edward Cedeño,pa PAN,MF,Las Palmas,22,2003,1.1,0,0,0,,0.00,0.00,,,0,0,Matches,7,1,101,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,5,2,0,1,2,3,,,0,,,,,,,,,,,,,,,25/26
147,Álex Centelles,es ESP,"DF,MF",Almería,27,1997,12.3,0,11,3,27.3,0.90,0.24,0.00,0.00,0,0,Matches,22,10,1103,1,1,0,3,0,0.00,0.08,0.08,0.00,0.08,0,20,15,2,52,16,13,,,0,,,,,,,,,,,,,,,25/26
148,Josep Cerdà,es ESP,"FW,MF",FC Andorra,22,2003,16.7,10,35,17,48.6,2.09,1.02,0.29,0.59,0,0,Matches,23,18,1507,3,13,10,3,0,0.60,0.18,0.78,0.60,0.78,0,15,39,3,21,7,6,,,0,,,,,,,,,,,,,,,25/26
149,Luis Chacón,es ESP,"MF,FW",Cultural Leonesa,25,2000,38.2,8,95,34,35.8,2.48,0.89,0.07,0.21,1,1,Matches,40,39,3442,3,11,7,3,0,0.21,0.08,0.29,0.18,0.26,0,19,26,17,126,38,25,,,0,,,,,,,,,,,,,,,25/26
150,Chapela,es ESP,MF,Burgos,26,1999,2.0,0,2,1,50.0,1.01,0.51,0.00,0.00,0,0,Matches,4,1,178,1,1,0,1,0,0.00,0.51,0.51,0.00,0.51,0,2,1,0,9,2,5,,,0,,,,,,,,,,,,,,,25/26
151,Willy Chatiliez,cl CHI,MF,Huesca,20,2005,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,7,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,25/26
152,Daijiro Chirino,cw CUW,DF,Almería,23,2002,22.9,3,11,5,45.5,0.48,0.22,0.27,0.60,0,0,Matches,32,22,2061,1,4,3,9,1,0.13,0.04,0.17,0.13,0.17,0,26,27,2,34,25,33,,,0,,,,,,,,,,,,,,,25/26
153,Victor Chumachenko,es ESP,MF,FC Andorra,19,2006,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,25/26
154,Chumi,es ESP,DF,Almería,26,1999,3.6,0,1,0,0.0,0.28,0.00,0.00,,0,0,Matches,5,4,321,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,6,0,0,0,4,2,,,0,,,,,,,,,,,,,,,25/26
155,Chupete,es ESP,FW,Málaga,20,2004,29.4,24,102,51,50.0,3.47,1.73,0.18,0.35,6,8,Matches,39,29,2649,5,29,18,3,0,0.82,0.17,0.99,0.61,0.78,0,38,26,14,16,9,10,,,1,,,,,,,,,,,,,,,25/26
156,Churripi,es ESP,GK,Las Palmas,31,1994,1.6,0,0,0,,0.00,0.00,,,0,0,Matches,2,1,141,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,1,0.64,5,4,80.0,0,1,0,1,100.0,0,0,0,,25/26
157,Brian Cipenga,cd COD,"MF,FW",Castellón,27,1998,25.0,6,51,22,43.1,2.04,0.88,0.12,0.27,0,0,Matches,30,24,2247,9,15,6,1,0,0.24,0.36,0.60,0.24,0.60,0,24,28,14,97,11,32,,,0,,,,,,,,,,,,,,,25/26
158,Seydouba Cissé,gn GUI,MF,Leganés,24,2001,27.5,3,21,10,47.6,0.76,0.36,0.14,0.30,0,0,Matches,35,29,2477,2,5,3,8,1,0.11,0.07,0.18,0.11,0.18,1,35,31,1,9,19,27,,,0,,,,,,,,,,,,,,,25/26
159,Enrique Clemente,es ESP,DF,Las Palmas,26,1999,37.0,5,30,10,33.3,0.81,0.27,0.17,0.50,0,0,Matches,38,37,3333,1,6,5,9,0,0.14,0.03,0.16,0.14,0.16,0,41,44,2,47,78,35,,,1,,,,,,,,,,,,,,,25/26
160,Carlos Clerc,es ESP,DF,Valladolid,33,1992,12.6,0,2,0,0.0,0.16,0.00,0.00,,0,0,Matches,15,14,1134,1,1,0,3,1,0.00,0.08,0.08,0.00,0.08,0,12,9,2,29,16,19,,,0,,,,,,,,,,,,,,,25/26
161,Mario Climent,es ESP,DF,Cádiz,23,2002,27.3,0,5,0,0.0,0.18,0.00,0.00,,0,0,Matches,30,28,2461,3,3,0,13,1,0.00,0.11,0.11,0.00,0.11,0,41,16,2,86,23,29,,,1,,,,,,,,,,,,,,,25/26
162,Silvi Clúa,es ESP,MF,Mirandés,20,2005,9.7,0,8,1,12.5,0.83,0.10,0.00,0.00,0,0,Matches,13,11,872,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0,13,6,0,3,9,14,,,0,,,,,,,,,,,,,,,25/26
163,Silvi Clúa,es ESP,MF,Almería,20,2005,2.7,0,3,2,66.7,1.13,0.75,0.00,0.00,0,0,Matches,8,2,240,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,6,6,0,0,1,2,,,0,,,,,,,,,,,,,,,25/26
164,Diego Collado,es ESP,"FW,MF",Cultural Leonesa,24,2001,16.2,3,35,16,45.7,2.16,0.99,0.09,0.19,0,0,Matches,38,14,1457,1,4,3,3,0,0.19,0.06,0.25,0.19,0.25,0,26,35,6,29,4,15,,,0,,,,,,,,,,,,,,,25/26
165,Noé Collazo,es ESP,MF,Dep. La Coruña,18,2006,1.7,1,2,2,100.0,1.16,1.16,0.50,0.50,0,0,Matches,6,1,155,0,1,1,1,0,0.58,0.00,0.58,0.58,0.58,0,4,3,0,1,0,2,,,0,,,,,,,,,,,,,,,25/26
166,Arnau Comas,es ESP,DF,Dep. La Coruña,25,2000,17.5,0,2,0,0.0,0.11,0.00,0.00,,0,0,Matches,24,17,1578,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0,19,10,0,0,18,16,,,0,,,,,,,,,,,,,,,25/26
167,Martín Conde,es ESP,DF,Castellón,22,2003,4.1,0,6,3,50.0,1.46,0.73,0.00,0.00,0,0,Matches,14,2,371,1,1,0,4,1,0.00,0.24,0.24,0.00,0.24,1,7,7,0,10,0,4,,,0,,,,,,,,,,,,,,,25/26
168,Miguel Conde,es ESP,FW,Sporting Gijón,19,2006,0.5,0,0,0,,0.00,0.00,,,0,0,Matches,6,0,45,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,4,0,0,0,0,0,,,0,,,,,,,,,,,,,,,25/26
169,Antonio Cordero,es ESP,MF,Cádiz,18,2006,14.4,3,28,11,39.3,1.94,0.76,0.11,0.27,0,0,Matches,21,16,1298,0,3,3,2,0,0.21,0.00,0.21,0.21,0.21,0,14,18,3,98,4,7,,,0,,,,,,,,,,,,,,,25/26
170,Aitor Córdoba,es ESP,DF,Burgos,30,1995,17.4,0,8,2,25.0,0.46,0.11,0.00,0.00,0,0,Matches,20,17,1566,1,1,0,3,0,0.00,0.06,0.06,0.00,0.06,0,11,4,0,3,19,5,,,1,,,,,,,,,,,,,,,25/26
171,Iker Córdoba,es ESP,DF,Mirandés,19,2005,15.6,0,5,1,20.0,0.32,0.06,0.00,0.00,0,0,Matches,23,16,1402,0,0,0,8,2,0.00,0.00,0.00,0.00,0.00,1,27,7,3,6,11,17,,,0,,,,,,,,,,,,,,,25/26
172,Iñigo Córdoba,es ESP,MF,Burgos,28,1997,29.4,2,35,10,28.6,1.19,0.34,0.06,0.20,0,0,Matches,40,34,2647,1,3,2,4,0,0.07,0.03,0.10,0.07,0.10,0,32,55,14,87,32,64,,,0,,,,,,,,,,,,,,,25/26
173,José Corpas,es ESP,"MF,DF",Eibar,34,1991,38.0,7,68,26,38.2,1.79,0.68,0.06,0.15,3,4,Matches,40,40,3421,7,14,4,14,0,0.18,0.18,0.37,0.11,0.29,0,44,55,7,190,29,27,,,0,,,,,,,,,,,,,,,25/26
174,Álex Corredera,es ESP,MF,Sporting Gijón,29,1996,37.2,1,37,12,32.4,0.99,0.32,0.00,0.00,1,1,Matches,39,38,3351,4,5,0,13,1,0.03,0.11,0.13,0.00,0.11,1,45,36,3,161,48,61,,,0,,,,,,,,,,,,,,,25/26
175,Oscar Cortés,co COL,FW,Sporting Gijón,21,2003,1.4,0,2,1,50.0,1.48,0.74,0.00,0.00,0,0,Matches,5,1,122,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,2,1,1,6,0,2,,,0,,,,,,,,,,,,,,,25/26
176,Paco Cortés,es ESP,FW,Cultural Leonesa,17,2007,1.6,2,11,3,27.3,6.69,1.82,0.18,0.67,0,0,Matches,7,0,148,0,2,2,1,0,1.22,0.00,1.22,1.22,1.22,0,0,3,0,12,1,0,,,0,,,,,,,,,,,,,,,25/26
177,Samu Cortés,es ESP,FW,Granada,19,2006,0.3,0,1,0,0.0,3.91,0.00,0.00,,0,0,Matches,3,0,23,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,2,0,0,,,0,,,,,,,,,,,,,,,25/26
178,Amadou Coundoul,sn SEN,FW,Sporting Gijón,23,2002,4.6,1,14,9,64.3,3.06,1.97,0.07,0.11,0,0,Matches,15,4,412,0,1,1,1,0,0.22,0.00,0.22,0.22,0.22,0,15,11,3,2,1,3,,,0,,,,,,,,,,,,,,,25/26
179,Juan Cruz,es ESP,"MF,FW",Leganés,25,2000,33.2,3,63,19,30.2,1.90,0.57,0.05,0.16,0,1,Matches,39,35,2990,3,6,3,4,0,0.09,0.09,0.18,0.09,0.18,0,26,50,3,128,10,27,,,0,,,,,,,,,,,,,,,25/26
180,Sergio Cubero Ezcurra,es ESP,DF,Eibar,25,1999,31.8,1,17,2,11.8,0.54,0.06,0.06,0.50,0,0,Matches,35,33,2858,2,3,1,4,0,0.03,0.06,0.09,0.03,0.09,0,35,28,3,111,35,32,,,0,,,,,,,,,,,,,,,25/26
181,Cuenca,es ESP,"MF,FW",Zaragoza,22,2002,15.4,1,38,8,21.1,2.47,0.52,0.03,0.13,0,0,Matches,29,17,1386,2,3,1,4,1,0.06,0.13,0.19,0.06,0.19,0,24,21,9,24,7,9,,,0,,,,,,,,,,,,,,,25/26
182,Andres Cuenca,es ESP,DF,Sporting Gijón,18,2007,7.0,0,2,0,0.0,0.29,0.00,0.00,,0,0,Matches,8,8,629,1,1,0,2,0,0.00,0.14,0.14,0.00,0.14,0,8,1,0,1,3,13,,,1,,,,,,,,,,,,,,,25/26
183,Nikola Čumić,rs SRB,MF,Zaragoza,26,1998,3.7,0,3,0,0.0,0.81,0.00,0.00,,0,0,Matches,8,4,334,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,2,1,0,5,2,2,,,0,,,,,,,,,,,,,,,25/26
184,Eric Curbelo,es ESP,DF,Sporting Gijón,31,1994,15.3,0,8,1,12.5,0.52,0.07,0.00,0.00,0,0,Matches,22,14,1377,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0,25,10,0,5,40,34,,,0,,,,,,,,,,,,,,,25/26
185,Curro,es ESP,"FW,MF",Burgos,29,1996,30.9,7,34,19,55.9,1.10,0.62,0.06,0.11,5,5,Matches,38,36,2777,4,11,2,6,0,0.23,0.13,0.36,0.06,0.19,0,40,36,4,108,5,29,,,0,,,,,,,,,,,,,,,25/26
186,Alberto Dadie,es ESP,DF,Real Sociedad B,23,2002,28.3,0,24,4,16.7,0.85,0.14,0.00,0.00,0,0,Matches,33,29,2546,1,1,0,9,0,0.00,0.04,0.04,0.00,0.04,0,51,20,0,66,39,53,,,0,,,,,,,,,,,,,,,25/26
