Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Unnamed: 18_level_0
39,Andy,es ESP,MF,Cartagena,33,1990,19.8,2,20,4,20.0,1.01,0.20,0.05,0.25,1,1,Matches
40,Andy,es ESP,FW,Burgos,33,1990,2.0,0,1,1,100.0,0.51,0.51,0.00,0.00,0,0,Matches
41,José Ángel,es ESP,"DF,MF",Sporting Gijón,33,1989,33.3,4,32,12,37.5,0.96,0.36,0.13,0.33,0,0,Matches
42,Josep Antoni Gayá,es ESP,DF,Amorebieta,23,2000,17.2,1,9,3,33.3,0.52,0.17,0.11,0.33,0,0,Matches
43,José Antonio Ríos,es ESP,DF,Eibar,33,1990,18.5,0,6,0,0.0,0.32,0.00,0.00,,0,0,Matches
44,Juan Antonio Ros,es ESP,DF,Albacete,27,1996,12.2,1,7,1,14.3,0.58,0.08,0.14,1.00,0,0,Matches
45,Antoniu,es ESP,MF,Espanyol,20,2002,2.7,0,0,0,,0.00,0.00,,,0,0,Matches
46,Anuar,ma MAR,"MF,FW",Valladolid,28,1995,10.2,2,7,3,42.9,0.69,0.30,0.29,0.67,0,0,Matches
47,Kévin Appin,mq MTQ,"MF,FW",Burgos,25,1998,16.1,2,13,5,38.5,0.81,0.31,0.15,0.40,0,0,Matches
48,Aritz Arambarri,es ESP,DF,Leganés,25,1998,17.9,0,4,2,50.0,0.22,0.11,0.00,0.00,0,0,Matches
49,Arana,es ESP,FW,Eibar,23,2000,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
50,Arana,es ESP,FW,Racing Sant,23,2000,27.3,13,92,49,53.3,3.37,1.80,0.14,0.27,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
51,Anaitz Arbilla,es ESP,DF,Eibar,36,1987,39.0,1,19,5,26.3,0.49,0.13,0.05,0.20,0,0,Matches
52,Jeremy Arévalo,ec ECU,FW,Racing Sant,18,2005,1.6,0,6,1,16.7,3.83,0.64,0.00,0.00,0,0,Matches
53,Ayman Arguigue,ma MAR,FW,Huesca,18,2005,0.0,0,1,0,0.0,30.00,0.00,0.00,,0,0,Matches
54,Anderson Arroyo,co COL,DF,Burgos,23,1999,14.9,1,11,2,18.2,0.74,0.13,0.09,0.50,0,0,Matches
55,Anderson Arroyo,co COL,DF,FC Andorra,23,1999,4.7,0,0,0,,0.00,0.00,,,0,0,Matches
56,Juan Artola,es ESP,"FW,MF",Alcorcón,23,2000,9.1,0,17,3,17.6,1.88,0.33,0.00,0.00,0,0,Matches
57,Miguel Atienza,es ESP,MF,Burgos,24,1999,28.3,0,8,0,0.0,0.28,0.00,0.00,,0,0,Matches
58,Javier Avilés,es ESP,"FW,MF",Amorebieta,25,1997,7.0,1,10,2,20.0,1.43,0.29,0.10,0.50,0,0,Matches
59,Iván Ayllón,es ESP,"FW,MF",Cartagena,22,2001,5.7,2,15,8,53.3,2.61,1.39,0.13,0.25,0,0,Matches
60,Diego Aznar,es ESP,FW,Huesca,19,2003,0.3,0,0,0,,0.00,0.00,,,0,0,Matches
61,Ivan Azón,es ESP,FW,Zaragoza,20,2002,27.3,5,58,21,36.2,2.13,0.77,0.09,0.24,0,0,Matches
62,Jean-Sylvain Babin,mq MTQ,DF,Alcorcón,36,1986,18.9,0,6,0,0.0,0.32,0.00,0.00,,0,0,Matches
63,Édgar Badía,es ESP,GK,Elche,31,1992,7.0,0,0,0,,0.00,0.00,,,0,0,Matches
64,Édgar Badía,es ESP,GK,Zaragoza,31,1992,18.0,0,0,0,,0.00,0.00,,,0,0,Matches
65,Loic Badiashile,fr FRA,GK,Burgos,25,1998,1.0,0,0,0,,0.00,0.00,,,0,0,Matches
66,Miguel Baeza,es ESP,MF,Mirandés,23,2000,3.6,0,5,1,20.0,1.41,0.28,0.00,0.00,0,0,Matches
67,Sinan Bakış,tr TUR,FW,Zaragoza,29,1994,12.4,0,24,10,41.7,1.93,0.80,0.00,0.00,0,0,Matches
68,Alex Balboa,gq EQG,MF,Huesca,22,2001,4.5,1,7,2,28.6,1.56,0.44,0.14,0.50,0,0,Matches
69,Keita Baldé,sn SEN,FW,Espanyol,28,1995,5.2,0,8,2,25.0,1.55,0.39,0.00,0.00,0,0,Matches
70,Adrian Baquerin,es ESP,FW,Valladolid,16,2007,0.8,0,1,0,0.0,1.25,0.00,0.00,,0,0,Matches
71,Barbu,es ESP,DF,Mirandés,22,2001,14.5,1,5,2,40.0,0.35,0.14,0.20,0.50,0,0,Matches
72,Barcia,es ESP,DF,Mirandés,22,2000,37.0,2,15,6,40.0,0.41,0.16,0.07,0.17,1,1,Matches
73,Keidi Bare,al ALB,MF,Espanyol,25,1997,21.5,0,18,1,5.6,0.84,0.05,0.00,0.00,0,0,Matches
74,Bernabé Barragán,es ESP,GK,Albacete,30,1993,25.0,0,0,0,,0.00,0.00,,,0,0,Matches
75,Djakaría Barro,ci CIV,MF,Cartagena,21,2002,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
76,Borja Bastón,es ESP,FW,Oviedo,30,1992,26.7,10,66,29,43.9,2.47,1.09,0.12,0.28,2,2,Matches
77,Roko Baturina,hr CRO,FW,Racing Sant,23,2000,2.7,1,6,2,33.3,2.23,0.74,0.17,0.50,0,0,Matches
78,Jon Bautista,es ESP,FW,Eibar,28,1995,25.5,17,85,38,44.7,3.33,1.49,0.20,0.45,0,0,Matches
79,Rafael Bauza,es ESP,MF,Espanyol,18,2005,1.0,0,0,0,,0.00,0.00,,,0,0,Matches
80,Jesús Belza,es ESP,MF,Tenerife,19,2004,3.5,0,1,0,0.0,0.29,0.00,0.00,,0,0,Matches
81,Iker Benito,es ESP,"FW,MF",FC Andorra,20,2002,25.6,2,34,9,26.5,1.33,0.35,0.06,0.22,0,0,Matches
82,Pedro Benito,es ESP,FW,Albacete,23,2000,0.6,0,1,0,0.0,1.58,0.00,0.00,,0,0,Matches
83,Álex Bermejo,es ESP,MF,Burgos,24,1998,14.0,5,39,13,33.3,2.79,0.93,0.13,0.38,0,0,Matches
84,Sergio Bermejo,es ESP,MF,Elche,25,1997,5.6,0,8,3,37.5,1.42,0.53,0.00,0.00,0,0,Matches
85,Sergio Bermejo,es ESP,"MF,FW",Zaragoza,25,1997,6.6,0,10,8,80.0,1.53,1.22,0.00,0.00,0,0,Matches
86,Álex Bernal,es ESP,"MF,FW",Eldense,32,1991,18.9,0,16,2,12.5,0.85,0.11,0.00,0.00,0,0,Matches
87,Jesús Bernal,es ESP,MF,Racing Ferrol,26,1996,40.1,0,17,2,11.8,0.42,0.05,0.00,0.00,0,0,Matches
88,Juan Berrocal,es ESP,DF,Eibar,24,1999,31.9,1,9,3,33.3,0.28,0.09,0.11,0.33,0,0,Matches
89,Pedro Bigas,es ESP,DF,Elche,32,1990,34.8,1,27,3,11.1,0.78,0.09,0.04,0.33,0,0,Matches
90,Iker Bilbao,es ESP,MF,Alcorcón,27,1996,1.2,0,0,0,,0.00,0.00,,,0,0,Matches
91,Stipe Biuk,hr CRO,"FW,MF",Valladolid,20,2002,5.0,0,8,3,37.5,1.61,0.60,0.00,0.00,0,0,Matches
92,Fabio Blanco,es ESP,FW,Villarreal B,19,2004,0.2,0,1,0,0.0,4.29,0.00,0.00,,0,0,Matches
93,Lautaro Blanco,ar ARG,"DF,MF",Elche,24,1999,3.7,0,3,0,0.0,0.82,0.00,0.00,,0,0,Matches
94,Jérémy Blasco,fr FRA,DF,Huesca,24,1999,24.7,0,7,0,0.0,0.28,0.00,0.00,,0,0,Matches
95,Alejandro Blesa,es ESP,MF,Levante,21,2002,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
96,Adam Boayar,ma MAR,FW,Elche,17,2005,2.5,1,7,3,42.9,2.75,1.18,0.14,0.33,0,0,Matches
97,Yann Bodiger,fr FRA,MF,Tenerife,28,1995,12.1,1,9,3,33.3,0.74,0.25,0.11,0.33,0,0,Matches
98,Jovanny Bolívar,ve VEN,FW,Albacete,21,2001,0.5,0,2,1,50.0,4.00,2.00,0.00,0.00,0,0,Matches
99,Jovanny Bolívar,ve VEN,FW,Huesca,21,2001,3.4,0,7,4,57.1,2.07,1.18,0.00,0.00,0,0,Matches
100,Mohamed Bouldini,ma MAR,FW,Levante,27,1995,23.0,8,48,20,41.7,2.09,0.87,0.17,0.40,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
101,Ruben Bover,es ESP,MF,FC Andorra,31,1992,20.2,1,38,10,26.3,1.89,0.50,0.03,0.10,0,0,Matches
102,Lucas Boyé,ar ARG,FW,Elche,27,1996,2.4,1,9,2,22.2,3.80,0.85,0.00,0.00,1,1,Matches
103,Enzo Boyomo,cm CMR,DF,Valladolid,21,2001,33.1,1,11,2,18.2,0.33,0.06,0.09,0.50,0,0,Matches
104,Martin Braithwaite,dk DEN,FW,Espanyol,32,1991,37.1,22,110,43,39.1,2.97,1.16,0.14,0.35,7,8,Matches
105,Darko Brašanac,rs SRB,MF,Leganés,31,1992,7.3,0,4,0,0.0,0.55,0.00,0.00,,0,0,Matches
106,Juanma Bravo,es ESP,"MF,FW",Alcorcón,25,1998,10.4,1,23,11,47.8,2.21,1.06,0.04,0.09,0,0,Matches
107,Abel Bretones,es ESP,DF,Oviedo,22,2000,36.1,1,26,4,15.4,0.72,0.11,0.04,0.25,0,0,Matches
108,Yan Brice Eteki,cm CMR,MF,Alcorcón,25,1997,26.6,1,18,2,11.1,0.68,0.08,0.06,0.50,0,0,Matches
109,Brugui,es ESP,"MF,FW",Levante,26,1996,20.6,6,45,12,26.7,2.19,0.58,0.13,0.50,0,0,Matches
110,Aitor Buñuel,es ESP,DF,Tenerife,25,1998,17.1,0,4,1,25.0,0.23,0.06,0.00,0.00,0,0,Matches
111,Unai Bustinza,es ESP,DF,Amorebieta,31,1992,16.5,1,10,1,10.0,0.60,0.06,0.10,1.00,0,0,Matches
112,Álvaro Bustos,es ESP,MF,Alcorcón,28,1995,2.7,0,6,1,16.7,2.19,0.36,0.00,0.00,0,0,Matches
113,Pau Cabanes,es ESP,FW,Villarreal B,18,2005,0.3,0,1,0,0.0,3.21,0.00,0.00,,0,0,Matches
114,Yeray Cabanzón,es ESP,MF,Racing Sant,20,2003,2.3,0,13,5,38.5,5.55,2.13,0.00,0.00,0,0,Matches
115,Jorge Cabello,es ESP,DF,Levante,19,2004,5.7,0,1,0,0.0,0.18,0.00,0.00,,0,0,Matches
116,Leandro Cabrera,uy URU,DF,Espanyol,32,1991,34.4,1,15,3,20.0,0.44,0.09,0.07,0.33,0,0,Matches
117,Fernando Calero,es ESP,DF,Espanyol,27,1995,19.9,3,8,6,75.0,0.40,0.30,0.38,0.50,0,0,Matches
118,Iván Calero,es ESP,DF,Cartagena,28,1995,36.0,1,43,9,20.9,1.20,0.25,0.02,0.11,0,0,Matches
119,Eric Callís,es ESP,DF,Alcorcón,21,2002,1.3,0,2,0,0.0,1.51,0.00,0.00,,0,0,Matches
120,Álex Calvo,es ESP,FW,FC Andorra,19,2004,13.4,1,34,11,32.4,2.53,0.82,0.03,0.09,0,0,Matches
121,Dani Calvo,es ESP,DF,Oviedo,29,1994,39.0,2,19,5,26.3,0.49,0.13,0.11,0.40,0,0,Matches
122,Víctor Camarasa,es ESP,MF,Oviedo,29,1994,5.1,2,8,2,25.0,1.56,0.39,0.25,1.00,0,0,Matches
123,Diego Campo,es ESP,MF,Racing Sant,21,2001,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
124,Gaspar Campos,es ESP,"MF,FW",Sporting Gijón,23,2000,30.7,10,68,30,44.1,2.21,0.98,0.15,0.33,0,0,Matches
125,Víctor Campuzano,es ESP,FW,Sporting Gijón,26,1997,9.6,6,23,14,60.9,2.38,1.45,0.26,0.43,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
126,Álex Cantero,es ESP,"FW,MF",Levante,23,2000,9.8,1,21,8,38.1,2.13,0.81,0.05,0.13,0,1,Matches
127,Ander Cantero,es ESP,GK,Racing Ferrol,28,1995,42.0,0,1,1,100.0,0.02,0.02,0.00,0.00,0,0,Matches
128,Ander Capa,es ESP,DF,Levante,31,1992,17.0,0,4,2,50.0,0.24,0.12,0.00,0.00,0,0,Matches
129,Pedro Capó,es ESP,"MF,DF",Eldense,32,1990,11.1,1,5,2,40.0,0.45,0.18,0.20,0.50,0,0,Matches
130,Àlex Carbonell,es ESP,MF,Amorebieta,25,1997,21.8,0,22,4,18.2,1.01,0.18,0.00,0.00,0,0,Matches
131,Álex Cardero,es ESP,MF,Oviedo,19,2003,0.2,1,1,1,100.0,5.63,5.63,1.00,1.00,0,0,Matches
132,Carlo,es ESP,MF,Villarreal B,22,2001,32.0,0,32,8,25.0,1.00,0.25,0.00,0.00,0,0,Matches
133,Juan Carlos,es ESP,"FW,MF",Cartagena,32,1991,10.7,3,24,12,50.0,2.24,1.12,0.08,0.17,1,1,Matches
134,José Carlos Lazo,es ESP,"FW,MF",Espanyol,27,1996,3.6,1,8,1,12.5,2.22,0.28,0.13,1.00,0,0,Matches
135,Salifo Caropitche,gw GNB,FW,Tenerife,22,2001,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
136,Sergio Carreira,es ESP,"DF,MF",Elche,22,2000,16.5,0,4,0,0.0,0.24,0.00,0.00,,0,0,Matches
137,Jordan Carrillo,mx MEX,MF,Sporting Gijón,21,2001,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
138,David Castro,es ESP,DF,Racing Ferrol,27,1995,29.0,0,9,1,11.1,0.31,0.03,0.00,0.00,0,0,Matches
139,Javier Castro,es ESP,DF,Alcorcón,22,2000,35.6,1,15,2,13.3,0.42,0.06,0.07,0.50,0,0,Matches
140,Nicolás Castro,ar ARG,MF,Elche,22,2000,28.6,5,96,26,27.1,3.36,0.91,0.04,0.15,1,1,Matches
141,Santi Cazorla,es ESP,MF,Oviedo,38,1984,10.8,0,8,3,37.5,0.74,0.28,0.00,0.00,0,0,Matches
142,Iván Cédric,es ESP,FW,Valladolid,21,2001,4.8,2,10,4,40.0,2.10,0.84,0.20,0.50,0,0,Matches
143,Mamadou Cellou,gn GUI,FW,Cartagena,21,2002,0.0,0,0,0,,0.00,0.00,,,0,0,Matches
144,Ilyas Chaira,ma MAR,MF,Mirandés,22,2001,31.9,5,61,20,32.8,1.91,0.63,0.08,0.25,0,0,Matches
145,Chapela,es ESP,MF,Eldense,24,1999,27.2,9,45,18,40.0,1.65,0.66,0.18,0.44,1,1,Matches
146,Chema,es ESP,DF,Alcorcón,31,1992,18.4,1,3,1,33.3,0.16,0.05,0.33,1.00,0,0,Matches
147,Julián Chicco,ar ARG,"MF,DF",Leganés,25,1998,16.3,2,11,4,36.4,0.68,0.25,0.18,0.50,0,0,Matches
148,Chiki,es ESP,"FW,MF",Alcorcón,26,1996,29.0,4,49,18,36.7,1.69,0.62,0.08,0.22,0,1,Matches
149,Chuca,es ESP,MF,Racing Ferrol,26,1997,4.8,0,10,0,0.0,2.10,0.00,0.00,,0,0,Matches
150,Churripi,es ESP,GK,Burgos,29,1994,41.0,0,0,0,,0.00,0.00,,,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
151,Seydouba Cissé,gn GUI,MF,Leganés,22,2001,15.1,1,11,3,27.3,0.73,0.20,0.09,0.33,0,0,Matches
152,Enrique Clemente,es ESP,DF,Racing Ferrol,24,1999,16.3,0,5,0,0.0,0.31,0.00,0.00,,0,0,Matches
153,Jesús Clemente,es ESP,MF,Eldense,22,2000,22.0,2,36,12,33.3,1.64,0.55,0.06,0.17,0,0,Matches
154,Óscar Clemente,es ESP,MF,Levante,24,1999,8.8,1,12,3,25.0,1.37,0.34,0.08,0.33,0,0,Matches
155,Carlos Clerc,es ESP,DF,Elche,31,1992,33.5,0,10,0,0.0,0.30,0.00,0.00,,0,0,Matches
156,Diego Collado,es ESP,"FW,MF",Villarreal B,22,2001,15.1,1,37,6,16.2,2.45,0.40,0.03,0.17,0,0,Matches
157,Santiago Colombatto,ar ARG,MF,Oviedo,26,1997,34.7,3,35,13,37.1,1.01,0.37,0.06,0.15,1,1,Matches
158,Diego Conde,es ESP,GK,Leganés,24,1998,39.1,0,0,0,,0.00,0.00,,,0,0,Matches
159,Aitor Córdoba,es ESP,DF,Burgos,28,1995,40.2,0,16,3,18.8,0.40,0.07,0.00,0.00,0,0,Matches
160,José Corpas,es ESP,"MF,DF",Eibar,32,1991,23.0,6,42,13,31.0,1.82,0.56,0.07,0.23,3,3,Matches
161,Rober Correa,es ESP,DF,Eibar,30,1992,1.6,0,1,1,100.0,0.61,0.61,0.00,0.00,0,0,Matches
162,Álex Corredera,es ESP,MF,Tenerife,27,1996,36.2,1,24,9,37.5,0.66,0.25,0.04,0.11,0,0,Matches
163,Pablo Cortés,es ESP,MF,Zaragoza,19,2004,0.0,0,1,0,0.0,45.00,0.00,0.00,,0,0,Matches
164,Paco Cortés,es ESP,FW,Levante,15,2007,0.5,0,1,0,0.0,2.00,0.00,0.00,,0,0,Matches
165,David Costas,es ESP,DF,Oviedo,28,1995,17.8,0,9,1,11.1,0.51,0.06,0.00,0.00,0,0,Matches
166,Enol Coto,es ESP,DF,Sporting Gijón,22,2001,1.4,0,0,0,,0.00,0.00,,,0,0,Matches
167,Juan Cruz,es ESP,"MF,FW",Leganés,23,2000,10.6,4,13,6,46.2,1.23,0.57,0.31,0.67,0,0,Matches
168,Sergio Cubero Ezcurra,es ESP,DF,Racing Ferrol,23,1999,24.4,0,19,5,26.3,0.78,0.20,0.00,0.00,0,0,Matches
169,Cuenca,es ESP,FW,Zaragoza,20,2002,0.1,0,0,0,,0.00,0.00,,,0,0,Matches
170,Pablo Cuñat,es ESP,GK,Amorebieta,21,2002,26.0,0,0,0,,0.00,0.00,,,0,0,Matches
171,Curro,es ESP,"FW,MF",Burgos,27,1996,39.3,15,75,37,49.3,1.91,0.94,0.12,0.24,6,7,Matches
172,Cosimo Marco Da Graca,it ITA,FW,Amorebieta,21,2002,4.9,0,1,0,0.0,0.20,0.00,0.00,,0,0,Matches
173,Toni Datković,hr CRO,DF,Cartagena,29,1993,1.0,0,2,0,0.0,2.00,0.00,0.00,,0,0,Matches
174,Toni Datković,hr CRO,DF,Albacete,29,1993,3.6,0,1,1,100.0,0.28,0.28,0.00,0.00,0,0,Matches
175,Konrad De La Fuente,us USA,MF,Eibar,22,2001,4.1,3,14,8,57.1,3.39,1.94,0.21,0.38,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches
176,Saúl del Cerro,es ESP,MF,Burgos,19,2004,0.2,0,0,0,,0.00,0.00,,,0,0,Matches
177,Alberto Del Moral,es ESP,MF,Villarreal B,23,2000,19.3,1,14,7,50.0,0.73,0.36,0.07,0.14,0,0,Matches
178,Moisés Delgado,es ESP,DF,Racing Ferrol,29,1994,25.4,0,3,0,0.0,0.12,0.00,0.00,,0,0,Matches
179,Julián Delmás,es ESP,DF,Racing Ferrol,28,1995,17.8,0,5,1,20.0,0.28,0.06,0.00,0.00,0,0,Matches
180,Derick,br BRA,DF,Eldense,29,1993,14.8,0,11,5,45.5,0.74,0.34,0.00,0.00,0,0,Matches
181,Diego,es ESP,FW,Leganés,23,2000,31.1,12,80,31,38.8,2.57,1.00,0.13,0.32,2,2,Matches
182,Landry Dimata,be BEL,FW,Espanyol,25,1997,0.5,0,0,0,,0.00,0.00,,,0,0,Matches
183,Matías Dituro,ar ARG,GK,Elche,36,1987,21.0,0,0,0,,0.00,0.00,,,0,0,Matches
184,Mohammed Djetei,cm CMR,DF,Albacete,28,1994,21.5,1,8,1,12.5,0.37,0.05,0.13,1.00,0,0,Matches
185,Naïs Djouahra,fr FRA,"MF,FW",Leganés,23,1999,11.1,1,27,7,25.9,2.43,0.63,0.04,0.14,0,0,Matches
186,John Donald,es ESP,"MF,DF",Elche,22,2000,18.9,1,10,2,20.0,0.53,0.11,0.10,0.50,0,0,Matches
187,Josué Dorrio,es ESP,"MF,FW",Amorebieta,29,1994,37.5,3,56,21,37.5,1.49,0.56,0.05,0.14,0,0,Matches
188,Marc-Olivier Doué,fr FRA,MF,Eldense,22,2000,1.4,0,1,0,0.0,0.74,0.00,0.00,,0,0,Matches
189,Jonathan Dubasin,be BEL,"MF,FW",Oviedo,23,2000,9.4,0,22,6,27.3,2.33,0.64,0.00,0.00,0,0,Matches
190,Ivan Durdov,hr CRO,FW,Mirandés,23,2000,4.3,1,6,2,33.3,1.39,0.46,0.17,0.50,0,0,Matches
191,Dylan,es ESP,MF,Tenerife,17,2006,0.4,0,0,0,,0.00,0.00,,,0,0,Matches
192,Ryan Edwards,au AUS,"MF,FW",Amorebieta,29,1993,14.8,4,22,6,27.3,1.48,0.40,0.18,0.67,0,0,Matches
193,Unai Elgezabal,es ESP,"DF,MF",Burgos,30,1993,30.7,1,19,4,21.1,0.62,0.13,0.05,0.25,0,0,Matches
194,Úmaro Embaló,pt POR,"MF,FW",Cartagena,22,2001,6.0,0,10,3,30.0,1.67,0.50,0.00,0.00,0,0,Matches
195,Sergi Enrich,es ESP,FW,Zaragoza,33,1990,7.6,2,18,7,38.9,2.35,0.92,0.11,0.29,0,0,Matches
196,Javier Eraso,es ESP,"FW,MF",Amorebieta,33,1990,8.8,2,7,4,57.1,0.80,0.46,0.29,0.50,0,0,Matches
