Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
140,Christian,es ESP,DF,Oviedo,35,1985,3,1,98,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
141,Chumi,es ESP,DF,Almería,22,1999,25,24,2237,24.9,1,0,1,1,0,0,1,0,0.04,0.00,0.04,0.04,0.04,Matches
142,Churripi,es ESP,GK,Burgos,27,1994,15,14,1291,14.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
143,Cifu,es ESP,"DF,MF",Ibiza,30,1990,28,25,1924,21.4,0,3,3,0,0,0,4,0,0.00,0.14,0.14,0.00,0.14,Matches
144,Seydouba Cissé,gn GUI,MF,Leganés,20,2001,20,14,1228,13.6,3,1,4,3,0,0,5,0,0.22,0.07,0.29,0.22,0.29,Matches
145,Clave,es ESP,MF,Ibiza,21,2000,1,1,59,0.7,1,0,1,1,0,0,0,0,1.53,0.00,1.53,1.53,1.53,Matches
146,Pablo Clavería,es ESP,MF,Cartagena,25,1996,11,7,555,6.2,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
147,Pablo Clavería,es ESP,MF,Lugo,25,1996,16,13,1229,13.7,1,1,2,1,0,0,7,0,0.07,0.07,0.15,0.07,0.15,Matches
148,Enrique Clemente,es ESP,DF,Real Sociedad B,22,1999,16,14,1293,14.4,0,1,1,0,0,0,6,0,0.00,0.07,0.07,0.00,0.07,Matches
149,Enrique Clemente,es ESP,MF,Zaragoza,22,1999,2,1,86,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
150,Óscar Clemente,es ESP,MF,Las Palmas,22,1999,21,11,944,10.5,1,1,2,1,0,0,3,0,0.10,0.10,0.19,0.10,0.19,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Saúl Coco,gq EQG,DF,Las Palmas,22,1999,11,9,784,8.7,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
152,Copete,es ESP,DF,Ponferradina,21,1999,28,27,2353,26.1,1,2,3,1,0,0,10,2,0.04,0.08,0.11,0.04,0.11,Matches
153,Anderson Cordeiro,br BRA,MF,CF Fuenlabrada,22,1998,25,12,1128,12.5,4,1,5,4,0,0,3,0,0.32,0.08,0.40,0.32,0.40,Matches
154,Aitor Córdoba,es ESP,DF,Burgos,26,1995,38,37,3311,36.8,2,0,2,2,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches
155,Asier Córdoba,es ESP,MF,Alcorcón,21,2000,10,1,280,3.1,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
156,Pierre Cornud,fr FRA,DF,Oviedo,24,1996,31,28,2433,27.0,0,2,2,0,0,0,9,1,0.00,0.07,0.07,0.00,0.07,Matches
157,José Corpas,es ESP,MF,Eibar,30,1991,41,38,2971,33.0,8,2,10,5,3,3,4,0,0.24,0.06,0.30,0.15,0.21,Matches
158,Rober Correa,es ESP,"DF,MF",Eibar,28,1992,29,18,1853,20.6,0,2,2,0,0,0,1,0,0.00,0.10,0.10,0.00,0.10,Matches
159,Álex Corredera,es ESP,MF,Tenerife,25,1996,41,33,2951,32.8,2,2,4,2,0,0,3,0,0.06,0.06,0.12,0.06,0.12,Matches
160,Antonio Cortés,es ESP,"MF,FW",Málaga,21,2000,30,17,1357,15.1,3,2,5,2,1,1,2,0,0.20,0.13,0.33,0.13,0.27,Matches
161,Samu Costa,pt POR,MF,Almería,20,2000,38,38,3096,34.4,0,2,2,0,0,0,12,0,0.00,0.06,0.06,0.00,0.06,Matches
162,David Costas,es ESP,DF,Oviedo,26,1995,40,39,3525,39.2,1,1,2,1,0,0,6,0,0.03,0.03,0.05,0.03,0.05,Matches
163,Saúl Crespo,es ESP,MF,Ponferradina,25,1996,18,4,546,6.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
164,Cristian,es ESP,GK,Alcorcón,23,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
165,Cristo,es ESP,DF,Real Sociedad B,21,2000,16,10,1026,11.4,0,2,2,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,Matches
166,Cristóbal,es ESP,MF,CF Fuenlabrada,37,1984,37,34,2839,31.5,0,5,5,0,0,0,9,1,0.00,0.16,0.16,0.00,0.16,Matches
167,Sebastián Cristóforo,uy URU,MF,Cartagena,27,1993,14,4,441,4.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
168,Iván Cuéllar,es ESP,GK,Sporting Gijón,37,1984,10,10,900,10.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
169,Jaume Cuéllar,bo BOL,"FW,MF",Lugo,19,2001,34,19,1703,18.9,2,3,5,2,0,0,1,0,0.11,0.16,0.26,0.11,0.26,Matches
170,Javier Cueto,es ESP,FW,Oviedo,20,2001,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
171,Braian Cufré,ar ARG,DF,Málaga,24,1996,25,14,1499,16.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
172,Eric Curbelo,es ESP,DF,Las Palmas,27,1994,33,31,2748,30.5,1,1,2,1,0,0,9,0,0.03,0.03,0.07,0.03,0.07,Matches
173,Curro,es ESP,MF,Almería,25,1996,35,11,1199,13.3,2,3,5,2,0,0,4,0,0.15,0.23,0.38,0.15,0.38,Matches
174,Jacques Dago,ci CIV,FW,CF Fuenlabrada,22,1999,7,2,203,2.3,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
175,Damián,es ESP,MF,CF Fuenlabrada,18,2003,7,3,295,3.3,1,0,1,1,0,0,1,0,0.31,0.00,0.31,0.31,0.31,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Niko Datković,hr CRO,DF,Mirandés,28,1993,3,1,107,1.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
177,Toni Datković,hr CRO,DF,Cartagena,27,1993,16,16,1421,15.8,0,2,2,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,Matches
178,Davo,es ESP,"MF,FW",Ibiza,26,1994,36,9,1270,14.1,2,2,4,2,0,0,2,0,0.14,0.14,0.28,0.14,0.28,Matches
179,Julián Delmás,es ESP,"DF,MF",Cartagena,26,1995,39,36,3218,35.8,3,4,7,3,0,0,9,0,0.08,0.11,0.20,0.08,0.20,Matches
180,Mohamed Diamé,sn SEN,DF,CF Fuenlabrada,34,1987,8,5,501,5.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
181,Pedro Díaz,es ESP,MF,Sporting Gijón,23,1998,42,38,3223,35.8,4,2,6,4,0,0,3,0,0.11,0.06,0.17,0.11,0.17,Matches
182,Diego,es ESP,FW,Leganés,21,2000,4,1,97,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
183,Adrián Diéguez,es ESP,"DF,MF",CF Fuenlabrada,25,1996,35,32,2898,32.2,0,0,0,0,0,0,11,1,0.00,0.00,0.00,0.00,0.00,Matches
184,Papakouli Diop,sn SEN,MF,Ibiza,35,1986,25,19,1548,17.2,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
185,Naïs Djouahra,fr FRA,"MF,FW",Real Sociedad B,21,1999,19,11,1010,11.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
186,Álex Domínguez,es ESP,GK,Ibiza,23,1998,10,10,900,10.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
187,Cheick Doukouré,ci CIV,MF,Leganés,28,1992,14,4,414,4.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
188,Juan Durán,es ESP,DF,Mirandés,20,2001,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
189,Íñigo Eguaras,es ESP,MF,Almería,29,1992,14,6,645,7.2,1,0,1,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14,Matches
190,Íñigo Eguaras,es ESP,MF,Zaragoza,29,1992,19,15,1340,14.9,1,1,2,1,0,0,3,0,0.07,0.07,0.13,0.07,0.13,Matches
191,Unai Elgezabal,es ESP,"MF,DF",Burgos,28,1993,39,37,3270,36.3,1,1,2,1,0,0,12,0,0.03,0.03,0.06,0.03,0.06,Matches
192,Rodrigo Ely,br BRA,DF,Almería,27,1993,12,12,976,10.8,3,0,3,3,0,0,5,0,0.28,0.00,0.28,0.28,0.28,Matches
193,Sergi Enrich,es ESP,FW,Ponferradina,31,1990,31,24,2010,22.3,6,5,11,6,0,0,4,0,0.27,0.22,0.49,0.27,0.49,Matches
194,Ramón Enríquez,es ESP,MF,Málaga,20,2001,26,13,1269,14.1,1,0,1,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches
195,Javier Eraso,es ESP,MF,Leganés,31,1990,12,4,450,5.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
196,Alberto Escassi,es ESP,"MF,DF",Málaga,32,1989,36,35,2991,33.2,1,0,1,1,0,0,13,3,0.03,0.00,0.03,0.03,0.03,Matches
197,Fidel Escobar,pa PAN,MF,Alcorcón,26,1995,7,2,197,2.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
198,Gonzalo Escobar,ar ARG,DF,Ibiza,24,1997,21,19,1665,18.5,1,0,1,1,0,0,9,0,0.05,0.00,0.05,0.05,0.05,Matches
199,Dani Escriche,es ESP,"FW,MF",Huesca,23,1998,37,27,2293,25.5,5,5,10,5,0,0,7,1,0.20,0.20,0.39,0.20,0.39,Matches
200,Eduardo Espiau,es ESP,"FW,MF",Ponferradina,26,1994,37,27,2116,23.5,7,5,12,7,0,0,3,2,0.30,0.21,0.51,0.30,0.51,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
201,Bernardo Espinosa,co COL,DF,Girona,32,1989,39,39,3370,37.4,3,0,3,3,0,0,7,0,0.08,0.00,0.08,0.08,0.08,Matches
202,Asier Etxaburu,es ESP,MF,Amorebieta,27,1994,20,0,240,2.7,1,2,3,1,0,0,0,0,0.37,0.75,1.13,0.37,1.13,Matches
203,Xabier Etxeita,es ESP,DF,Eibar,33,1987,17,12,1201,13.3,1,0,1,1,0,0,7,1,0.07,0.00,0.07,0.07,0.07,Matches
204,Euse,es ESP,DF,Huesca,20,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
205,Edu Expósito,es ESP,MF,Eibar,24,1996,40,37,3294,36.6,8,6,14,7,1,2,3,0,0.22,0.16,0.38,0.19,0.36,Matches
206,Ezkurdia,es ESP,DF,Real Sociedad B,22,1999,6,5,380,4.2,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
207,Biel Farres,es ESP,DF,Girona,19,2002,2,1,104,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
208,Aleix Febas,es ESP,MF,Málaga,25,1996,19,16,1405,15.6,2,1,3,2,0,0,2,0,0.13,0.06,0.19,0.13,0.19,Matches
209,Joan Femenías,es ESP,GK,Oviedo,24,1996,42,42,3780,42.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
210,Erick Ferigra,ec ECU,DF,Las Palmas,22,1999,15,11,1047,11.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
211,Andrés Fernández,es ESP,GK,Huesca,34,1986,42,42,3780,42.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
212,David Fernández,es ESP,DF,Alcorcón,36,1985,36,34,3047,33.9,1,0,1,1,0,0,1,0,0.03,0.00,0.03,0.03,0.03,Matches
213,Joaquín Fernández,es ESP,DF,Valladolid,25,1996,26,24,2090,23.2,0,1,1,0,0,0,8,0,0.00,0.04,0.04,0.00,0.04,Matches
214,Raúl Fernández,es ESP,GK,Las Palmas,33,1988,28,28,2520,28.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
215,Roberto Férnandez,es ESP,FW,Málaga,19,2002,32,15,1369,15.2,2,1,3,2,0,0,0,0,0.13,0.07,0.20,0.13,0.20,Matches
216,Valery Fernández,es ESP,"MF,DF",Girona,21,1999,25,9,971,10.8,1,0,1,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches
217,Fernando,es ESP,GK,Almería,31,1990,41,41,3690,41.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
218,David Ferreiro,es ESP,"FW,MF",Huesca,33,1988,25,12,1152,12.8,0,1,1,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches
219,Franchu Feuillassier,ar ARG,MF,Eibar,23,1998,8,2,177,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
220,David Forniés,es ESP,DF,Alcorcón,30,1991,18,10,942,10.5,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
221,Hernâni Fortes,pt POR,"FW,MF",Las Palmas,29,1991,5,0,97,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
222,Hugo Fraile,es ESP,"MF,FW",Alcorcón,34,1987,34,14,1188,13.2,1,4,5,1,0,0,3,1,0.08,0.30,0.38,0.08,0.38,Matches
223,Alejandro Francés,es ESP,DF,Zaragoza,18,2002,33,33,2966,33.0,1,2,3,1,0,0,8,0,0.03,0.06,0.09,0.03,0.09,Matches
224,Iván Fresneda,es ESP,DF,Valladolid,16,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
225,Aldair Fuentes,pe PER,MF,CF Fuenlabrada,23,1998,7,1,126,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
226,Gabilondo,es ESP,"DF,MF",Real Sociedad B,22,1999,16,8,793,8.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
227,Adolfo Gaich,ar ARG,FW,Huesca,22,1999,28,10,968,10.8,1,3,4,1,0,0,5,1,0.09,0.28,0.37,0.09,0.37,Matches
228,Álex Gallar,es ESP,"MF,FW",Cartagena,29,1992,33,24,2081,23.1,3,5,8,3,0,0,7,0,0.13,0.22,0.35,0.13,0.35,Matches
229,Enric Gallego,es ESP,FW,Tenerife,34,1986,33,27,2316,25.7,10,5,15,9,1,1,8,0,0.39,0.19,0.58,0.35,0.54,Matches
230,Álex Gálvez,es ESP,DF,Ibiza,32,1989,13,7,718,8.0,0,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00,Matches
231,Fran Gámez,es ESP,DF,Zaragoza,30,1991,37,35,3091,34.3,0,7,7,0,0,0,9,1,0.00,0.20,0.20,0.00,0.20,Matches
232,Borja Garcés,es ESP,FW,Leganés,21,1999,28,14,1313,14.6,5,1,6,4,1,1,4,0,0.34,0.07,0.41,0.27,0.34,Matches
233,Aitor García,es ESP,MF,Sporting Gijón,27,1994,39,34,2540,28.2,6,3,9,6,0,0,5,0,0.21,0.11,0.32,0.21,0.32,Matches
234,Ale García,es ESP,MF,Las Palmas,18,2003,4,0,55,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
235,Aleix García,es ESP,MF,Girona,24,1997,38,36,3164,35.2,0,4,4,0,0,0,7,0,0.00,0.11,0.11,0.00,0.11,Matches
236,Borja García,es ESP,MF,Girona,30,1990,27,24,1906,21.2,1,2,3,1,0,0,3,1,0.05,0.09,0.14,0.05,0.14,Matches
237,César García,es ESP,FW,Sporting Gijón,21,1999,3,0,34,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
238,Fran García,es ESP,DF,Burgos,28,1992,17,13,1052,11.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
239,Israel García,es ESP,MF,Alcorcón,17,2004,4,0,55,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
240,Lucho García,co COL,GK,Ponferradina,23,1998,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
241,Naim García,es ESP,"MF,FW",Leganés,19,2002,24,7,769,8.5,1,1,2,1,0,0,1,0,0.12,0.12,0.23,0.12,0.23,Matches
242,Pablo García,es ESP,DF,Sporting Gijón,21,2000,15,11,899,10.0,0,1,1,0,0,0,6,0,0.00,0.10,0.10,0.00,0.10,Matches
243,Pol García,es ESP,DF,Lugo,26,1995,2,0,75,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
244,Raúl García,es ESP,DF,Valladolid,32,1989,6,4,273,3.0,0,1,1,0,0,0,0,1,0.00,0.33,0.33,0.00,0.33,Matches
245,Garrido,es ESP,"FW,MF",Real Sociedad B,21,2000,19,5,529,5.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
246,Sékou Gassama,sn SEN,FW,Valladolid,26,1995,1,1,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
247,Sékou Gassama,sn SEN,FW,Málaga,26,1995,22,7,814,9.0,3,0,3,3,0,0,3,0,0.33,0.00,0.33,0.33,0.33,Matches
248,Gelabert,es ESP,"MF,FW",Mirandés,20,2000,16,6,593,6.6,0,1,1,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,Matches
249,Nacho Gil,es ESP,"MF,FW",Cartagena,25,1995,21,13,971,10.8,1,0,1,1,0,0,0,1,0.09,0.00,0.09,0.09,0.09,Matches
250,Óscar Gil,es ESP,DF,Amorebieta,26,1995,28,27,2400,26.7,1,0,1,1,0,0,8,0,0.04,0.00,0.04,0.04,0.04,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
251,Gilbert,es ESP,FW,Almería,22,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
252,Álvaro Giménez,es ESP,FW,Zaragoza,30,1991,34,22,2110,23.4,5,2,7,5,0,1,4,0,0.21,0.09,0.30,0.21,0.30,Matches
253,Jimmy Giraudon,fr FRA,DF,Leganés,29,1992,5,4,364,4.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
254,Antonio Glauder,ph PHI,DF,Eibar,25,1995,13,8,783,8.7,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
255,David Goldar,es ESP,DF,Ibiza,26,1994,36,36,3137,34.9,7,1,8,7,0,0,7,0,0.20,0.03,0.23,0.20,0.23,Matches
256,Ernesto Gómez,es ESP,"MF,FW",Burgos,27,1994,29,14,1112,12.4,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches
257,Ernesto Gómez,es ESP,MF,Alcorcón,27,1994,2,0,38,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
258,Jonathan Gomez,us USA,"DF,MF",Real Sociedad B,17,2003,14,10,908,10.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
259,Victor Gomez,es ESP,DF,Málaga,21,2000,35,33,3010,33.4,0,5,5,0,0,0,9,1,0.00,0.15,0.15,0.00,0.15,Matches
260,Adrián González,es ESP,"MF,FW",CF Fuenlabrada,33,1988,13,6,454,5.0,1,0,1,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20,Matches
261,Adrián González,es ESP,MF,Zaragoza,33,1988,17,2,269,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
262,Bruno González,es ESP,DF,Leganés,31,1990,20,19,1559,17.3,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
263,Bruno González,es ESP,DF,Valladolid,31,1990,1,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
264,Cristo González,es ESP,FW,Valladolid,23,1997,29,7,880,9.8,2,1,3,2,0,0,1,0,0.20,0.10,0.31,0.20,0.31,Matches
265,Ethyan González,es ESP,FW,Tenerife,19,2002,7,0,88,1.0,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
266,Fabio González,es ESP,MF,Las Palmas,24,1997,29,16,1599,17.8,0,2,2,0,0,0,8,0,0.00,0.11,0.11,0.00,0.11,Matches
267,Iriome González,es ESP,FW,Lugo,34,1987,23,6,625,6.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
268,Mario González,es ESP,FW,Tenerife,25,1996,16,13,973,10.8,6,0,6,6,0,0,1,0,0.55,0.00,0.55,0.55,0.55,Matches
269,Roberto González,es ESP,"MF,FW",Las Palmas,20,2001,18,8,779,8.7,2,0,2,2,0,0,3,0,0.23,0.00,0.23,0.23,0.23,Matches
270,Sergio González,es ESP,"DF,MF",Tenerife,24,1997,29,17,1655,18.4,0,1,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matches
271,Urko González,es ESP,DF,Real Sociedad B,20,2001,35,34,3022,33.6,0,1,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,Matches
272,Nicolás Gorosito,ar ARG,DF,Alcorcón,32,1988,24,19,1669,18.5,2,0,2,2,0,0,8,0,0.11,0.00,0.11,0.11,0.11,Matches
273,Ander Gorostidi,es ESP,MF,Alcorcón,25,1996,11,6,529,5.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
274,Paolo Gozzi Iweru,it ITA,"DF,MF",CF Fuenlabrada,20,2001,23,19,1510,16.8,0,1,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches
275,José Gragera,es ESP,MF,Sporting Gijón,20,2000,37,26,2420,26.9,1,1,2,1,0,0,6,0,0.04,0.04,0.07,0.04,0.07,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
276,Jaume Grau,es ESP,MF,Zaragoza,24,1997,12,7,736,8.2,2,0,2,2,0,0,4,0,0.24,0.00,0.24,0.24,0.24,Matches
277,Francisco Grimà Aguilera,es ESP,DF,Ibiza,34,1987,23,22,1841,20.5,0,1,1,0,0,0,5,1,0.00,0.05,0.05,0.00,0.05,Matches
278,Marc Gual,es ESP,"FW,MF",Alcorcón,25,1996,14,8,777,8.6,1,0,1,1,0,0,0,1,0.12,0.00,0.12,0.12,0.12,Matches
279,Guillermo,es ESP,FW,Burgos,28,1993,39,20,1868,20.8,8,1,9,5,3,3,1,0,0.39,0.05,0.43,0.24,0.29,Matches
280,Gerard Gumbau,es ESP,MF,Girona,26,1994,2,2,109,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
281,Gorka Guruzeta,es ESP,FW,Amorebieta,24,1996,37,31,2532,28.1,13,1,14,12,1,2,4,0,0.46,0.04,0.50,0.43,0.46,Matches
282,Haissem Hassan,eg EGY,"MF,FW",Mirandés,19,2002,35,15,1443,16.0,3,5,8,3,0,0,1,0,0.19,0.31,0.50,0.19,0.50,Matches
283,Carlos Hernández,es ESP,DF,Alcorcón,30,1990,18,15,1298,14.4,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
284,Dani Hernández,ve VEN,GK,Tenerife,35,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
285,Javi Hernández,es ESP,DF,Leganés,23,1998,39,39,3500,38.9,3,1,4,3,0,0,10,0,0.08,0.03,0.10,0.08,0.10,Matches
286,Juan Hernández,es ESP,"MF,FW",Alcorcón,26,1994,23,15,1283,14.3,3,0,3,2,1,2,1,0,0.21,0.00,0.21,0.14,0.14,Matches
287,Juan Hernández,es ESP,MF,Ponferradina,26,1994,14,1,304,3.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
288,Cristian Herrera,es ESP,"MF,FW",Ibiza,30,1991,36,26,2155,23.9,12,5,17,11,1,1,2,0,0.50,0.21,0.71,0.46,0.67,Matches
289,Alfonso Herrero,es ESP,GK,Burgos,27,1994,28,28,2489,27.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
290,Pablo Hervías,es ESP,MF,Valladolid,28,1993,6,0,72,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
291,Víctor Hugo García,ve VEN,DF,Alcorcón,27,1994,18,14,1255,13.9,0,3,3,0,0,0,2,0,0.00,0.22,0.22,0.00,0.22,Matches
292,Robert Ibáñez,es ESP,"MF,FW",Leganés,28,1993,16,8,739,8.2,1,1,2,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,Matches
293,Juan Ibiza,es ESP,DF,Ibiza,25,1995,26,25,2171,24.1,1,0,1,1,0,0,9,0,0.04,0.00,0.04,0.04,0.04,Matches
294,James Igbekeme,ng NGA,MF,Zaragoza,26,1995,12,8,564,6.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
295,Imanol,es ESP,"DF,MF",Mirandés,21,2000,34,34,3007,33.4,2,4,6,2,0,0,4,0,0.06,0.12,0.18,0.06,0.18,Matches
296,Pablo Insua,es ESP,DF,Huesca,27,1993,20,19,1700,18.9,0,2,2,0,0,0,5,0,0.00,0.11,0.11,0.00,0.11,Matches
297,Jon Irazábal,my MAS,DF,Amorebieta,24,1996,19,17,1478,16.4,0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
298,Mikel Iribas,es ESP,DF,CF Fuenlabrada,33,1988,40,32,2732,30.4,0,1,1,0,0,0,12,0,0.00,0.03,0.03,0.00,0.03,Matches
299,Carlos Isaac,es ESP,DF,Oviedo,23,1998,19,18,1534,17.0,1,0,1,1,0,0,6,1,0.06,0.00,0.06,0.06,0.06,Matches
300,Ismael,es ESP,MF,Málaga,20,2000,5,0,92,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
