Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
25,Florin Andone,ro ROU,FW,Cádiz,28,1993,5,1,176,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
26,Marcos André,br BRA,"FW,MF",Valencia,24,1996,29,8,973,10.8,1,3,4,1,0,0,3,0,0.09,0.28,0.37,0.09,0.37,Matches
27,José Ángel,es ESP,DF,Osasuna,31,1989,23,12,1083,12.0,1,1,2,1,0,0,2,1,0.08,0.08,0.17,0.08,0.17,Matches
28,Josep Antoni Gayá,es ESP,DF,Mallorca,21,2000,1,1,58,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
29,Mauro Arambarri,uy URU,MF,Getafe,25,1995,31,31,2663,29.6,0,5,5,0,0,0,13,0,0.00,0.17,0.17,0.00,0.17,Matches
30,Néstor Araujo,mx MEX,DF,Celta Vigo,29,1991,34,29,2617,29.1,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
31,Ronald Araújo,uy URU,DF,Barcelona,22,1999,30,25,2272,25.2,4,0,4,4,0,0,6,0,0.16,0.00,0.16,0.16,0.16,Matches
32,Jesús Areso,es ESP,DF,Osasuna,22,1999,3,2,188,2.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
33,Matias Arezo,uy URU,FW,Granada,18,2002,8,1,162,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
34,Santiago Arias,co COL,DF,Granada,29,1992,12,4,440,4.9,1,0,1,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20,Matches
35,Santiago Arzamendia,py PAR,MF,Cádiz,23,1998,14,5,469,5.2,1,0,1,1,0,0,2,0,0.19,0.00,0.19,0.19,0.19,Matches
36,Sergio Asenjo,es ESP,GK,Villarreal,32,1989,6,6,540,6.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
37,Alejandro Asensio,es ESP,FW,Rayo Vallecano,20,2000,2,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
38,Marco Asensio,es ESP,"FW,MF",Real Madrid,25,1996,31,19,1731,19.2,10,0,10,10,0,0,2,0,0.52,0.00,0.52,0.52,0.52,Matches
39,Iago Aspas,es ESP,FW,Celta Vigo,33,1987,37,36,3087,34.3,18,5,23,15,3,5,9,0,0.52,0.15,0.67,0.44,0.58,Matches
40,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,32,1989,17,13,1082,12.0,11,1,12,11,0,0,0,0,0.91,0.08,1.00,0.91,1.00,Matches
41,Ludwig Augustinsson,se SWE,"DF,MF",Sevilla,27,1994,19,9,793,8.8,0,1,1,0,0,0,3,0,0.00,0.11,0.11,0.00,0.11,Matches
42,Serge Aurier,ci CIV,DF,Villarreal,28,1992,19,10,1010,11.2,0,1,1,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches
43,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,27,1994,36,22,1870,20.8,6,1,7,5,1,1,9,1,0.29,0.05,0.34,0.24,0.29,Matches
44,Iddrisu Baba,gh GHA,MF,Mallorca,25,1996,26,23,1934,21.5,2,0,2,2,0,0,9,0,0.09,0.00,0.09,0.09,0.09,Matches
45,Carlos Bacca,co COL,FW,Granada,34,1986,17,4,513,5.7,0,1,1,0,0,0,3,0,0.00,0.18,0.18,0.00,0.18,Matches
46,Édgar Badía,es ESP,GK,Elche,29,1992,24,24,2160,24.0,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
47,Miguel Baeza,es ESP,MF,Celta Vigo,21,2000,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
48,Alejandro Balde,es ESP,DF,Barcelona,17,2003,5,2,188,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
49,Gareth Bale,wls WAL,FW,Real Madrid,32,1989,5,4,280,3.1,1,0,1,1,0,0,2,0,0.32,0.00,0.32,0.32,0.32,Matches
50,Mikel Balenziaga,es ESP,DF,Athletic Club,33,1988,26,23,2027,22.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
51,Iván Balliu,al ALB,DF,Rayo Vallecano,29,1992,35,35,3147,35.0,1,2,3,1,0,0,10,1,0.03,0.06,0.09,0.03,0.09,Matches
52,Barbero,es ESP,FW,Osasuna,22,1998,6,0,21,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
53,Barcia,es ESP,DF,Granada,20,2000,1,1,75,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
54,Enis Bardhi,mk MKD,"MF,FW",Levante,26,1995,30,17,1701,18.9,3,3,6,1,2,2,3,0,0.16,0.16,0.32,0.05,0.21,Matches
55,Keidi Bare,al ALB,MF,Espanyol,23,1997,25,18,1481,16.5,1,1,2,1,0,0,9,0,0.06,0.06,0.12,0.06,0.12,Matches
56,Kike Barja,es ESP,"MF,FW",Osasuna,24,1997,21,9,865,9.6,2,0,2,2,0,0,2,0,0.21,0.00,0.21,0.21,0.21,Matches
57,Antonio Barragán,es ESP,DF,Elche,34,1987,16,12,1020,11.3,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
58,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,19,2001,11,6,547,6.1,1,1,2,1,0,0,0,0,0.16,0.16,0.33,0.16,0.33,Matches
59,Marc Bartra,es ESP,DF,Real Betis,30,1991,23,23,1993,22.1,1,0,1,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches
60,Álvaro Bastida,es ESP,MF,Cádiz,17,2004,6,2,197,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
61,Rodrigo Battaglia,ar ARG,MF,Mallorca,30,1991,26,12,1179,13.1,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
62,Jon Bautista,es ESP,FW,Real Sociedad,26,1995,1,0,45,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
63,Bebé,cv CPV,MF,Rayo Vallecano,31,1990,29,6,867,9.6,1,2,3,1,0,0,2,0,0.10,0.21,0.31,0.10,0.31,Matches
64,Héctor Bellerín,es ESP,DF,Real Betis,26,1995,23,22,1979,22.0,0,2,2,0,0,0,2,1,0.00,0.09,0.09,0.00,0.09,Matches
65,Fran Beltrán,es ESP,MF,Celta Vigo,22,1999,37,31,2597,28.9,1,0,1,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches
66,Darío Benedetto,ar ARG,FW,Elche,31,1990,14,6,590,6.6,2,1,3,2,0,0,1,0,0.31,0.15,0.46,0.31,0.46,Matches
67,Iker Benito,es ESP,MF,Osasuna,18,2002,4,1,118,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
68,Pedro Benito,es ESP,FW,Cádiz,21,2000,1,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
69,Karim Benzema,fr FRA,FW,Real Madrid,33,1987,32,31,2593,28.8,27,12,39,20,7,11,0,0,0.94,0.42,1.35,0.69,1.11,Matches
70,Yuri Berchiche,es ESP,DF,Athletic Club,31,1990,14,11,1015,11.3,1,2,3,1,0,0,3,0,0.09,0.18,0.27,0.09,0.27,Matches
71,Álex Berenguer,es ESP,MF,Athletic Club,26,1995,34,24,2168,24.1,3,6,9,3,0,1,8,0,0.12,0.25,0.37,0.12,0.37,Matches
72,Pedro Bigas,es ESP,DF,Elche,30,1990,19,19,1551,17.2,1,0,1,1,0,0,6,0,0.06,0.00,0.06,0.06,0.06,Matches
73,Antonio Blanco,es ESP,MF,Real Madrid,21,2000,1,0,31,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
74,Yassine Bounou,ma MAR,GK,Sevilla,30,1991,31,31,2790,31.0,0,2,2,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches
75,Lucas Boyé,ar ARG,FW,Elche,25,1996,24,22,1713,19.0,7,3,10,7,0,0,3,0,0.37,0.16,0.53,0.37,0.53,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
76,Martin Braithwaite,dk DEN,FW,Barcelona,30,1991,4,3,235,2.6,2,1,3,2,0,0,0,0,0.77,0.38,1.15,0.77,1.15,Matches
77,Darko Brašanac,rs SRB,MF,Osasuna,29,1992,35,27,2405,26.7,1,2,3,1,0,0,8,0,0.04,0.07,0.11,0.04,0.11,Matches
78,Claudio Bravo,cl CHI,GK,Real Betis,38,1983,17,17,1456,16.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
79,Yan Brice Eteki,cm CMR,MF,Granada,23,1997,12,2,343,3.8,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
80,Ante Budimir,hr CRO,FW,Osasuna,30,1991,28,20,1738,19.3,8,2,10,6,2,2,3,0,0.41,0.10,0.52,0.31,0.41,Matches
81,Sergio Busquets,es ESP,MF,Barcelona,33,1988,36,36,3198,35.5,2,0,2,2,0,0,12,0,0.06,0.00,0.06,0.06,0.06,Matches
82,Adrián Butzke,es ESP,FW,Granada,22,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
83,Erick Cabaco,uy URU,DF,Getafe,26,1995,10,5,403,4.5,0,1,1,0,0,0,4,1,0.00,0.22,0.22,0.00,0.22,Matches
84,Leandro Cabrera,uy URU,DF,Espanyol,30,1991,37,37,3330,37.0,2,0,2,2,0,0,7,0,0.05,0.00,0.05,0.05,0.05,Matches
85,Martín Cáceres,uy URU,DF,Levante,34,1987,10,9,663,7.4,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
86,Cala,es ESP,DF,Cádiz,31,1989,14,10,947,10.5,0,0,0,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,Matches
87,Calderón,es ESP,DF,Real Betis,21,2000,1,0,65,0.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
88,Fernando Calero,es ESP,DF,Espanyol,25,1995,16,13,1090,12.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
89,Víctor Camarasa,es ESP,MF,Real Betis,27,1994,7,0,108,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
90,Eduardo Camavinga,fr FRA,MF,Real Madrid,18,2002,26,13,1236,13.7,2,1,3,2,0,0,8,0,0.15,0.07,0.22,0.15,0.22,Matches
91,José Campaña,es ESP,MF,Levante,28,1993,20,16,1422,15.8,2,2,4,2,0,1,6,1,0.13,0.13,0.25,0.13,0.25,Matches
92,Sergio Canales,es ESP,MF,Real Betis,30,1991,34,33,2791,31.0,5,8,13,5,0,0,6,0,0.16,0.26,0.42,0.16,0.42,Matches
93,Álex Cantero,es ESP,"FW,MF",Levante,21,2000,25,4,610,6.8,0,1,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,Matches
94,Ander Capa,es ESP,"DF,MF",Athletic Club,29,1992,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
95,Étienne Capoue,fr FRA,MF,Villarreal,33,1988,30,26,2290,25.4,1,1,2,1,0,0,9,0,0.04,0.04,0.08,0.04,0.08,Matches
96,Isaac Carcelen,es ESP,"DF,MF",Cádiz,28,1993,25,17,1544,17.2,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches
97,Dani Cárdenas,es ESP,GK,Levante,24,1997,24,24,2160,24.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
98,Carlo,es ESP,MF,Villarreal,20,2001,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
99,Diego Carlos,br BRA,DF,Sevilla,28,1993,34,34,2957,32.9,3,0,3,3,0,0,4,1,0.09,0.00,0.09,0.09,0.09,Matches
100,Carmona,es ESP,"DF,MF",Sevilla,19,2002,1,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
101,Yannick Carrasco,be BEL,"MF,FW",Atlético Madrid,27,1993,34,28,2583,28.7,6,6,12,4,2,2,5,0,0.21,0.21,0.42,0.14,0.35,Matches
102,Guido Carrillo,ar ARG,FW,Elche,30,1991,29,11,1168,13.0,2,0,2,2,0,0,3,0,0.15,0.00,0.15,0.15,0.15,Matches
103,Dani Carvajal,es ESP,DF,Real Madrid,29,1992,24,17,1551,17.2,1,3,4,1,0,0,1,0,0.06,0.17,0.23,0.06,0.23,Matches
104,William Carvalho,pt POR,MF,Real Betis,29,1992,33,20,1805,20.1,2,3,5,2,0,0,6,0,0.10,0.15,0.25,0.10,0.25,Matches
105,Casemiro,br BRA,MF,Real Madrid,29,1992,32,31,2569,28.5,1,3,4,1,0,0,11,0,0.04,0.11,0.14,0.04,0.14,Matches
106,Kiko Casilla,es ESP,GK,Elche,34,1986,14,14,1260,14.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
107,Catena,es ESP,DF,Rayo Vallecano,26,1994,36,36,3240,36.0,2,2,4,2,0,0,8,0,0.06,0.06,0.11,0.06,0.11,Matches
108,Dani Ceballos,es ESP,MF,Real Madrid,24,1996,11,2,276,3.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
109,Franco Cervi,ar ARG,MF,Celta Vigo,27,1994,33,21,1801,20.0,4,3,7,4,0,0,5,0,0.20,0.15,0.35,0.20,0.35,Matches
110,Chapela,es ESP,MF,Cádiz,22,1999,9,4,398,4.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
111,Chema,es ESP,MF,Getafe,29,1992,1,1,45,0.5,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
112,Denis Cheryshev,ru RUS,MF,Valencia,30,1990,17,5,563,6.3,0,1,1,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,Matches
113,Samuel Chukwueze,ng NGA,MF,Villarreal,22,1999,27,12,1333,14.8,3,3,6,3,0,0,4,0,0.20,0.20,0.41,0.20,0.41,Matches
114,Víctor Chust,es ESP,DF,Cádiz,21,2000,25,20,1830,20.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
115,Jasper Cillessen,nl NED,GK,Valencia,32,1989,17,17,1457,16.2,0,1,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,Matches
116,Pathé Ciss,sn SEN,MF,Rayo Vallecano,27,1994,31,11,1097,12.2,2,1,3,2,0,0,5,0,0.16,0.08,0.25,0.16,0.25,Matches
117,Carlos Clerc,es ESP,"DF,MF",Levante,29,1992,19,18,1514,16.8,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
118,Coke,es ESP,DF,Levante,34,1987,6,1,118,1.3,1,0,1,1,0,0,1,0,0.76,0.00,0.76,0.76,0.76,Matches
119,Álex Collado,es ESP,"MF,FW",Granada,22,1999,17,13,1020,11.3,2,1,3,2,0,0,1,0,0.18,0.09,0.26,0.18,0.26,Matches
120,Eray Cömert,ch SUI,DF,Valencia,23,1998,8,5,408,4.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
121,Santi Comesaña,es ESP,MF,Rayo Vallecano,24,1996,35,32,2682,29.8,1,2,3,1,0,0,12,1,0.03,0.07,0.10,0.03,0.10,Matches
122,Diego Conde,es ESP,GK,Getafe,22,1998,1,0,6,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
123,Francis Coquelin,fr FRA,MF,Villarreal,30,1991,20,8,830,9.2,2,1,3,2,0,0,3,0,0.22,0.11,0.33,0.22,0.33,Matches
124,Jesús Corona,mx MEX,"FW,MF",Sevilla,28,1993,18,12,1157,12.9,2,4,6,2,0,0,2,0,0.16,0.31,0.47,0.16,0.47,Matches
125,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,26,1995,36,21,1856,20.6,12,5,17,12,0,0,3,1,0.58,0.24,0.82,0.58,0.82,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
126,Thierry Correia,pt POR,"DF,MF",Valencia,22,1999,19,18,1414,15.7,0,1,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,Matches
127,Hélder Costa,ao ANG,MF,Valencia,27,1994,22,13,1118,12.4,0,1,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches
128,Jaume Costa,es ESP,DF,Mallorca,33,1988,25,21,1828,20.3,0,4,4,0,0,0,5,1,0.00,0.20,0.20,0.00,0.20,Matches
129,Thibaut Courtois,be BEL,GK,Real Madrid,29,1992,36,36,3240,36.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
130,Philippe Coutinho,br BRA,"FW,MF",Barcelona,29,1992,12,5,503,5.6,2,0,2,1,1,1,1,0,0.36,0.00,0.36,0.18,0.18,Matches
131,Cristo,es ESP,DF,Real Sociedad,21,2000,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
132,Juan Cruz Armada,es ESP,DF,Osasuna,29,1992,23,22,1934,21.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
133,Marc Cucurella,es ESP,"DF,MF",Getafe,23,1998,1,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
134,Jorge Cuenca,es ESP,DF,Getafe,21,1999,32,31,2683,29.8,1,0,1,1,0,0,6,2,0.03,0.00,0.03,0.03,0.03,Matches
135,Matheus Cunha,br BRA,FW,Atlético Madrid,22,1999,29,8,1063,11.8,6,4,10,6,0,0,3,0,0.51,0.34,0.85,0.51,0.85,Matches
136,Arnaut Danjuma,nl NED,FW,Villarreal,24,1997,23,17,1472,16.4,10,3,13,7,3,3,1,0,0.61,0.18,0.79,0.43,0.61,Matches
137,Sergi Darder,es ESP,MF,Espanyol,27,1993,36,36,3125,34.7,3,9,12,3,0,0,4,0,0.09,0.26,0.35,0.09,0.35,Matches
138,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,27,1994,36,24,2151,23.9,3,1,4,3,0,0,7,0,0.13,0.04,0.17,0.13,0.17,Matches
139,Thomas Delaney,dk DEN,MF,Sevilla,29,1991,26,15,1549,17.2,2,1,3,2,0,0,4,1,0.12,0.06,0.17,0.12,0.17,Matches
140,Ousmane Dembélé,fr FRA,"FW,MF",Barcelona,24,1997,21,15,1409,15.7,1,13,14,1,0,0,3,0,0.06,0.83,0.89,0.06,0.89,Matches
141,Yusuf Demir,at AUT,FW,Barcelona,18,2003,6,2,192,2.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
142,Sergiño Dest,us USA,"DF,FW",Barcelona,20,2000,21,17,1512,16.8,0,3,3,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,Matches
143,Boulaye Dia,sn SEN,FW,Villarreal,24,1996,25,13,1269,14.1,5,5,10,5,0,0,3,0,0.35,0.35,0.71,0.35,0.71,Matches
144,Mouctar Diakhaby,gn GUI,DF,Valencia,24,1996,29,21,1948,21.6,0,1,1,0,0,0,11,0,0.00,0.05,0.05,0.00,0.05,Matches
145,Javier Díaz,es ESP,GK,Sevilla,24,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
146,Víctor Díaz,es ESP,DF,Granada,33,1988,22,18,1500,16.7,1,0,1,1,0,0,5,0,0.06,0.00,0.06,0.06,0.06,Matches
147,Landry Dimata,be BEL,FW,Espanyol,23,1997,17,4,541,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
148,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,27,1993,31,30,2772,30.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
149,Matías Dituro,ar ARG,GK,Celta Vigo,34,1987,38,38,3420,38.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
150,Djené,tg TOG,DF,Getafe,29,1991,35,35,3115,34.6,0,1,1,0,0,0,11,1,0.00,0.03,0.03,0.00,0.03,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
151,Naïs Djouahra,fr FRA,MF,Real Sociedad,21,1999,7,1,219,2.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
152,Marko Dmitrović,rs SRB,GK,Sevilla,29,1992,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
153,Jaume Doménech,es ESP,GK,Valencia,30,1990,4,3,343,3.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
154,Carlos Dominguez,es ESP,DF,Celta Vigo,20,2001,8,3,344,3.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
155,Mario Dominguez,es ESP,MF,Valencia,17,2004,2,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
156,John Donald,es ESP,DF,Elche,20,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
157,Domingos Duarte,pt POR,DF,Granada,26,1995,21,19,1687,18.7,1,0,1,1,0,0,7,1,0.05,0.00,0.05,0.05,0.05,Matches
158,Óscar Duarte,cr CRC,DF,Levante,32,1989,23,20,1773,19.7,2,0,2,2,0,0,5,0,0.10,0.00,0.10,0.10,0.10,Matches
159,Rubén Duarte,es ESP,DF,Alavés,25,1995,34,31,2621,29.1,0,4,4,0,0,0,12,1,0.00,0.14,0.14,0.00,0.14,Matches
160,Unai Dufur,es ESP,DF,Osasuna,22,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
161,Hugo Duro,es ESP,FW,Getafe,21,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
162,Hugo Duro,es ESP,"MF,FW",Valencia,21,1999,30,22,1834,20.4,7,1,8,7,0,0,3,1,0.34,0.05,0.39,0.34,0.39,Matches
