Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
163,Aritz Elustondo,es ESP,DF,Real Sociedad,27,1994,30,22,2105,23.4,4,1,5,4,0,0,3,1,0.17,0.04,0.21,0.17,0.21,Matches
164,Adri Embarba,es ESP,"MF,FW",Espanyol,29,1992,32,24,1986,22.1,0,2,2,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches
165,Emerson,br BRA,DF,Barcelona,22,1999,3,1,91,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
166,Youssef En-Nesyri,ma MAR,FW,Sevilla,24,1997,23,15,1277,14.2,5,1,6,4,1,1,1,0,0.35,0.07,0.42,0.28,0.35,Matches
167,Gonzalo Escalante,ar ARG,MF,Alavés,28,1993,17,15,1300,14.4,5,0,5,5,0,0,8,1,0.35,0.00,0.35,0.35,0.35,Matches
168,Aarón Escandell,es ESP,GK,Granada,25,1995,4,3,284,3.2,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
169,Sergio Escudero,es ESP,DF,Granada,31,1989,27,15,1434,15.9,2,1,3,2,0,0,6,0,0.13,0.06,0.19,0.13,0.19,Matches
170,Alfonso Espino,uy URU,DF,Cádiz,29,1992,37,37,3329,37.0,2,2,4,2,0,0,6,0,0.05,0.05,0.11,0.05,0.11,Matches
171,Estanis,es ESP,FW,Barcelona,17,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
172,Pervis Estupiñán,ec ECU,DF,Villarreal,23,1998,28,17,1575,17.5,0,1,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,Matches
173,Abde Ezzalzouli,ma MAR,FW,Barcelona,19,2001,10,6,580,6.4,1,0,1,1,0,0,4,0,0.16,0.00,0.16,0.16,0.16,Matches
174,Radamel Falcao,co COL,FW,Rayo Vallecano,35,1986,22,8,838,9.3,6,0,6,6,0,0,1,0,0.64,0.00,0.64,0.64,0.64,Matches
175,Fali,es ESP,"DF,MF",Cádiz,27,1993,28,23,1803,20.0,0,2,2,0,0,0,6,0,0.00,0.10,0.10,0.00,0.10,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
176,Omar Faraj,ps PLE,FW,Levante,19,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
177,Ansu Fati,es ESP,FW,Barcelona,18,2002,10,3,336,3.7,4,0,4,4,0,0,0,0,1.07,0.00,1.07,1.07,1.07,Matches
178,Aleix Febas,es ESP,MF,Mallorca,25,1996,4,1,117,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
179,Nabil Fekir,fr FRA,MF,Real Betis,28,1993,34,33,2794,31.0,6,8,14,6,0,0,7,1,0.19,0.26,0.45,0.19,0.45,Matches
180,Felipe,br BRA,DF,Atlético Madrid,32,1989,26,15,1504,16.7,2,1,3,2,0,0,5,1,0.12,0.06,0.18,0.12,0.18,Matches
181,João Félix,pt POR,FW,Atlético Madrid,21,1999,24,13,1263,14.0,8,4,12,8,0,0,3,1,0.57,0.29,0.86,0.57,0.86,Matches
182,Aitor Fernández,es ESP,GK,Levante,30,1991,13,13,1166,13.0,0,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
183,Álex Fernández,es ESP,MF,Cádiz,28,1992,32,22,2051,22.8,3,2,5,2,1,2,2,0,0.13,0.09,0.22,0.09,0.18,Matches
184,Fernando,br BRA,"MF,DF",Sevilla,34,1987,24,21,1850,20.6,1,1,2,1,0,0,6,0,0.05,0.05,0.10,0.05,0.10,Matches
185,Fidel,es ESP,MF,Elche,31,1989,33,29,2261,25.1,5,6,11,4,1,1,9,0,0.20,0.24,0.44,0.16,0.40,Matches
186,José Fontán,es ESP,DF,Celta Vigo,21,2000,9,3,276,3.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
187,Dimitri Foulquier,fr FRA,DF,Granada,28,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
188,Dimitri Foulquier,fr FRA,"DF,MF",Valencia,28,1993,29,25,2342,26.0,0,1,1,0,0,0,11,0,0.00,0.04,0.04,0.00,0.04,Matches
189,Juan Foyth,ar ARG,DF,Villarreal,23,1998,25,22,1924,21.4,1,1,2,1,0,0,6,1,0.05,0.05,0.09,0.05,0.09,Matches
190,Enric Franquesa,es ESP,"DF,MF",Levante,24,1997,16,6,625,6.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
191,Jorge de Frutos,es ESP,"MF,FW",Levante,24,1997,25,20,1760,19.6,4,7,11,4,0,0,4,0,0.20,0.36,0.56,0.20,0.56,Matches
192,Javi Galán,es ESP,DF,Celta Vigo,26,1994,37,37,3298,36.6,0,3,3,0,0,0,8,0,0.00,0.08,0.08,0.00,0.08,Matches
193,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,27,1993,22,17,1378,15.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
194,Thiago Galhardo,br BRA,FW,Celta Vigo,32,1989,31,9,1148,12.8,2,2,4,2,0,0,5,0,0.16,0.16,0.31,0.16,0.31,Matches
195,Álvaro García,es ESP,MF,Rayo Vallecano,28,1992,36,34,2998,33.3,7,4,11,7,0,0,6,0,0.21,0.12,0.33,0.21,0.33,Matches
196,Dani García,es ESP,MF,Athletic Club,31,1990,32,27,2177,24.2,0,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,Matches
197,David García,es ESP,DF,Osasuna,27,1994,35,35,3105,34.5,4,0,4,4,0,0,8,0,0.12,0.00,0.12,0.12,0.12,Matches
198,Eric García,es ESP,DF,Barcelona,20,2001,26,23,2039,22.7,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
199,Fran Garcia,es ESP,DF,Rayo Vallecano,21,1999,34,34,3025,33.6,1,0,1,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches
200,Joan García,es ESP,GK,Espanyol,20,2001,2,1,108,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
201,Manu García,es ESP,MF,Alavés,23,1998,24,10,1077,12.0,0,1,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,Matches
202,Raúl García,es ESP,FW,Athletic Club,35,1986,35,24,1802,20.0,6,2,8,6,0,1,3,0,0.30,0.10,0.40,0.30,0.40,Matches
203,Rubén García,es ESP,"MF,FW",Osasuna,28,1993,37,30,2375,26.4,1,6,7,1,0,2,1,0,0.04,0.23,0.27,0.04,0.27,Matches
204,Saúl García,es ESP,DF,Alavés,26,1994,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
205,Unai García,es ESP,DF,Osasuna,29,1992,18,15,1408,15.6,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
206,Mario Gaspar,es ESP,DF,Villarreal,30,1990,12,7,623,6.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
207,Gavi,es ESP,"MF,FW",Barcelona,16,2004,34,28,2316,25.7,2,5,7,2,0,0,11,1,0.08,0.19,0.27,0.08,0.27,Matches
208,Bryan Gil,es ESP,"MF,FW",Valencia,20,2001,13,9,753,8.4,0,1,1,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,Matches
209,Óscar Gil,es ESP,DF,Espanyol,24,1997,22,20,1688,18.8,0,2,2,0,0,0,7,0,0.00,0.11,0.11,0.00,0.11,Matches
210,Mario Gila,es ESP,DF,Real Madrid,20,2000,2,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
211,Dani Gómez,es ESP,FW,Levante,23,1998,28,11,1063,11.8,4,2,6,4,0,0,1,0,0.34,0.17,0.51,0.34,0.51,Matches
212,Maxi Gómez,uy URU,FW,Valencia,24,1996,29,21,1956,21.7,5,1,6,5,0,0,7,1,0.23,0.05,0.28,0.23,0.28,Matches
213,Moi Gómez,es ESP,"MF,FW",Villarreal,27,1994,29,13,1286,14.3,2,2,4,2,0,0,2,0,0.14,0.14,0.28,0.14,0.28,Matches
214,Papu Gómez,ar ARG,"FW,MF",Sevilla,33,1988,29,19,1784,19.8,5,1,6,5,0,0,4,0,0.25,0.05,0.30,0.25,0.30,Matches
215,Sergi Gómez,es ESP,DF,Espanyol,29,1992,31,31,2720,30.2,1,2,3,1,0,0,1,1,0.03,0.07,0.10,0.03,0.10,Matches
216,Victor Gomez,es ESP,"DF,MF",Espanyol,21,2000,1,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
217,Maxime Gonalons,fr FRA,MF,Granada,32,1989,25,20,1550,17.2,0,2,2,0,0,0,6,0,0.00,0.12,0.12,0.00,0.12,Matches
218,Diego González,es ESP,DF,Elche,26,1995,28,19,1793,19.9,0,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
219,Édgar González,es ESP,DF,Real Betis,24,1997,21,14,1464,16.3,1,1,2,1,0,0,6,0,0.06,0.06,0.12,0.06,0.12,Matches
220,Giovanni González,uy URU,DF,Mallorca,26,1994,9,3,365,4.1,1,0,1,1,0,0,1,0,0.25,0.00,0.25,0.25,0.25,Matches
221,Nicolás González,es ESP,MF,Barcelona,19,2002,27,12,1114,12.4,2,1,3,2,0,0,6,0,0.16,0.08,0.24,0.16,0.24,Matches
222,Peter González,do DOM,MF,Real Madrid,19,2002,3,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
223,Roberto González,es ESP,MF,Real Betis,20,2001,4,1,135,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
224,Gori,es ESP,MF,Espanyol,19,2002,1,0,9,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
225,Andoni Gorosabel,es ESP,DF,Real Sociedad,24,1996,32,25,2289,25.4,0,4,4,0,0,0,4,0,0.00,0.16,0.16,0.00,0.16,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
226,Jaume Grau,es ESP,MF,Osasuna,24,1997,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
227,Dominik Greif,sk SVK,GK,Mallorca,24,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
228,Clément Grenier,fr FRA,MF,Mallorca,30,1991,5,0,60,0.7,1,0,1,1,0,0,1,0,1.50,0.00,1.50,1.50,1.50,Matches
229,Antoine Griezmann,fr FRA,FW,Barcelona,30,1991,3,3,263,2.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
230,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,30,1991,26,21,1695,18.8,3,4,7,3,0,0,3,0,0.16,0.21,0.37,0.16,0.37,Matches
231,Andrés Guardado,mx MEX,MF,Real Betis,34,1986,28,17,1393,15.5,0,1,1,0,0,0,4,0,0.00,0.06,0.06,0.00,0.06,Matches
232,Sergi Guardiola,es ESP,FW,Rayo Vallecano,30,1991,32,20,1710,19.0,8,2,10,7,1,1,3,0,0.42,0.11,0.53,0.37,0.47,Matches
233,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,29,1991,21,9,1046,11.6,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
234,Gonçalo Guedes,pt POR,"FW,MF",Valencia,24,1996,36,30,2606,29.0,11,6,17,10,1,2,3,0,0.38,0.21,0.59,0.35,0.55,Matches
235,Ander Guevara,es ESP,MF,Real Sociedad,24,1997,17,11,867,9.6,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
236,John Guidetti,se SWE,FW,Alavés,29,1992,10,2,279,3.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
237,Hugo Guillamón,es ESP,"MF,DF",Valencia,21,2000,31,28,2361,26.2,1,0,1,1,0,0,11,2,0.04,0.00,0.04,0.04,0.04,Matches
238,Gerard Gumbau,es ESP,MF,Elche,26,1994,31,20,1890,21.0,0,4,4,0,0,0,8,1,0.00,0.19,0.19,0.00,0.19,Matches
239,Jon Guridi,es ESP,MF,Real Sociedad,26,1995,8,1,206,2.3,1,0,1,1,0,0,0,0,0.44,0.00,0.44,0.44,0.44,Matches
240,Raúl Guti,es ESP,MF,Elche,24,1996,31,17,1627,18.1,0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
241,Miguel Gutiérrez,es ESP,DF,Real Madrid,20,2001,3,3,260,2.9,0,1,1,0,0,0,1,0,0.00,0.35,0.35,0.00,0.35,Matches
242,Munir El Haddadi,ma MAR,"MF,FW",Sevilla,25,1995,16,4,474,5.3,2,0,2,2,0,0,3,0,0.38,0.00,0.38,0.38,0.38,Matches
243,Varazdat Haroyan,am ARM,DF,Cádiz,28,1992,17,16,1437,16.0,1,0,1,1,0,0,9,0,0.06,0.00,0.06,0.06,0.06,Matches
244,Eden Hazard,be BEL,"FW,MF",Real Madrid,30,1991,18,7,717,8.0,0,1,1,0,0,0,3,0,0.00,0.13,0.13,0.00,0.13,Matches
245,Kike Hermoso,es ESP,DF,Real Betis,21,1999,1,1,90,1.0,1,0,1,1,0,0,0,0,1.00,0.00,1.00,1.00,1.00,Matches
246,Mario Hermoso,es ESP,DF,Atlético Madrid,26,1995,26,21,1865,20.7,2,1,3,2,0,0,6,1,0.10,0.05,0.14,0.10,0.14,Matches
247,Aridane Hernández,es ESP,DF,Osasuna,32,1989,15,12,1159,12.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
248,Luis Hernández,es ESP,DF,Cádiz,32,1989,16,15,1366,15.2,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
249,Mario Hernández,es ESP,"DF,MF",Rayo Vallecano,22,1999,9,5,395,4.4,1,0,1,1,0,0,3,0,0.23,0.00,0.23,0.23,0.23,Matches
250,Héctor Herrera,mx MEX,MF,Atlético Madrid,31,1990,21,8,859,9.5,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
251,Sergio Herrera,es ESP,GK,Osasuna,28,1993,36,36,3240,36.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
252,Yangel Herrera,ve VEN,MF,Espanyol,23,1998,23,19,1645,18.3,1,1,2,1,0,0,7,1,0.05,0.05,0.11,0.05,0.11,Matches
253,Matthew Hoppe,us USA,FW,Mallorca,20,2001,5,1,131,1.5,0,1,1,0,0,0,0,0,0.00,0.69,0.69,0.00,0.69,Matches
254,Robert Ibáñez,es ESP,MF,Osasuna,28,1993,4,1,93,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
255,Vicente Iborra,es ESP,MF,Villarreal,33,1988,20,12,1034,11.5,0,1,1,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,Matches
256,Oussama Idrissi,ma MAR,"MF,FW",Sevilla,25,1996,5,2,127,1.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
257,Oussama Idrissi,ma MAR,MF,Cádiz,25,1996,12,11,902,10.0,1,1,2,1,0,0,2,0,0.10,0.10,0.20,0.10,0.20,Matches
258,Iglesias,es ESP,"DF,MF",Getafe,23,1998,20,7,719,8.0,0,1,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,Matches
259,Borja Iglesias,es ESP,FW,Real Betis,28,1993,33,18,1573,17.5,10,0,10,7,3,3,4,0,0.57,0.00,0.57,0.40,0.40,Matches
260,Asier Illarramendi,es ESP,MF,Real Sociedad,31,1990,8,6,374,4.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
261,Nikita Iosifov,ru RUS,FW,Villarreal,20,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
262,Alexander Isak,se SWE,FW,Real Sociedad,21,1999,32,26,2140,23.8,6,2,8,4,2,2,6,0,0.25,0.08,0.34,0.17,0.25,Matches
263,Isco,es ESP,"MF,FW",Real Madrid,29,1992,14,3,331,3.7,1,0,1,1,0,0,1,0,0.27,0.00,0.27,0.27,0.27,Matches
264,Nicolas Jackson,sn SEN,FW,Villarreal,20,2001,9,0,165,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
265,Jakub Jankto,cz CZE,"MF,DF",Getafe,25,1996,14,6,587,6.5,0,2,2,0,0,0,1,1,0.00,0.31,0.31,0.00,0.31,Matches
266,Adnan Januzaj,be BEL,"MF,FW",Real Sociedad,26,1995,33,17,1625,18.1,3,0,3,1,2,2,5,0,0.17,0.00,0.17,0.06,0.06,Matches
267,Jason,es ESP,MF,Valencia,27,1994,5,1,75,0.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
268,Jason,es ESP,MF,Alavés,27,1994,14,10,678,7.5,0,1,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,Matches
269,Álvaro Jiménez,es ESP,MF,Cádiz,26,1995,9,1,234,2.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
270,Joaquín,es ESP,MF,Real Betis,40,1981,21,2,471,5.2,0,1,1,0,0,0,0,0,0.00,0.19,0.19,0.00,0.19,Matches
271,Jofre,es ESP,MF,Espanyol,20,2001,3,0,20,0.2,0,1,1,0,0,0,0,0,0.00,4.50,4.50,0.00,4.50,Matches
272,Frenkie de Jong,nl NED,MF,Barcelona,24,1997,32,30,2476,27.5,3,3,6,3,0,0,7,1,0.11,0.11,0.22,0.11,0.22,Matches
273,Luuk de Jong,nl NED,"FW,MF",Barcelona,30,1990,21,6,654,7.3,6,0,6,6,0,0,1,0,0.83,0.00,0.83,0.83,0.83,Matches
274,Joan Jordán,es ESP,MF,Sevilla,27,1994,36,31,2514,27.9,0,1,1,0,0,0,9,0,0.00,0.04,0.04,0.00,0.04,Matches
275,Josan,es ESP,"MF,DF",Elche,31,1989,31,10,1211,13.5,2,3,5,2,0,0,2,0,0.15,0.22,0.37,0.15,0.37,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
276,Willian José,br BRA,FW,Real Betis,29,1991,32,19,1604,17.8,9,4,13,6,3,3,2,0,0.50,0.22,0.73,0.34,0.56,Matches
277,Joselu,es ESP,FW,Alavés,31,1990,37,35,3122,34.7,14,4,18,8,6,7,0,0,0.40,0.12,0.52,0.23,0.35,Matches
278,Josema,es ESP,DF,Elche,25,1996,6,1,183,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
279,Luka Jović,rs SRB,FW,Real Madrid,23,1997,15,1,369,4.1,1,3,4,1,0,0,1,0,0.24,0.73,0.98,0.24,0.98,Matches
280,Miguel Juan Llambrich,es ESP,DF,Espanyol,25,1996,2,1,70,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
281,José Juan Macías,mx MEX,FW,Getafe,21,1999,7,2,201,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
282,Juanmi,es ESP,MF,Real Betis,28,1993,33,26,2131,23.7,16,4,20,16,0,0,5,0,0.68,0.17,0.84,0.68,0.84,Matches
283,Lago Junior,ci CIV,MF,Mallorca,30,1990,6,1,177,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
284,Vinicius Júnior,br BRA,"FW,MF",Real Madrid,21,2000,35,30,2690,29.9,17,10,27,17,0,0,6,0,0.57,0.33,0.90,0.57,0.90,Matches
285,Ferran Jutglà,es ESP,FW,Barcelona,22,1999,6,4,301,3.3,1,0,1,1,0,0,1,0,0.30,0.00,0.30,0.30,0.30,Matches
286,Jens Jønsson,dk DEN,MF,Cádiz,28,1993,22,17,1303,14.5,0,1,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches
287,Lee Kang-in,kr KOR,MF,Mallorca,20,2001,30,15,1411,15.7,1,2,3,1,0,0,4,1,0.06,0.13,0.19,0.06,0.19,Matches
288,Kiké,es ESP,FW,Osasuna,31,1989,33,18,1862,20.7,5,1,6,4,1,1,2,0,0.24,0.05,0.29,0.19,0.24,Matches
289,Koba Koindredi,fr FRA,MF,Valencia,19,2001,10,1,181,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
290,Koke,es ESP,MF,Atlético Madrid,29,1992,31,29,2508,27.9,1,2,3,1,0,0,6,0,0.04,0.07,0.11,0.04,0.11,Matches
291,Luca Koleosho,it ITA,MF,Espanyol,16,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
292,Geoffrey Kondogbia,cf CTA,"MF,DF",Atlético Madrid,28,1993,28,21,1882,20.9,1,2,3,1,0,0,13,2,0.05,0.10,0.14,0.05,0.14,Matches
293,Jules Koundé,fr FRA,DF,Sevilla,22,1998,32,31,2736,30.4,2,1,3,2,0,0,2,2,0.07,0.03,0.10,0.07,0.10,Matches
294,Toni Kroos,de GER,MF,Real Madrid,31,1990,28,25,2103,23.4,1,3,4,1,0,0,4,0,0.04,0.13,0.17,0.04,0.17,Matches
295,Takefusa Kubo,jp JPN,"MF,FW",Mallorca,20,2001,28,17,1605,17.8,1,0,1,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches
296,Víctor Laguardia,es ESP,DF,Alavés,31,1989,34,34,3042,33.8,3,2,5,3,0,0,9,0,0.09,0.06,0.15,0.09,0.15,Matches
297,Diego Lainez,mx MEX,MF,Real Betis,21,2000,7,1,140,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
298,Érik Lamela,ar ARG,"FW,MF",Sevilla,29,1992,20,10,1015,11.3,5,2,7,5,0,0,5,0,0.44,0.18,0.62,0.44,0.62,Matches
299,Juanmi Latasa,es ESP,FW,Real Madrid,20,2001,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
300,Toni Lato,es ESP,DF,Valencia,23,1997,11,7,590,6.6,0,1,1,0,0,0,5,0,0.00,0.15,0.15,0.00,0.15,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
301,Robin Le Normand,es ESP,DF,Real Sociedad,24,1996,37,37,3330,37.0,1,1,2,1,0,0,6,0,0.03,0.03,0.05,0.03,0.05,Matches
302,Jeremías Ledesma,ar ARG,GK,Cádiz,28,1993,38,38,3420,38.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
303,Wu Lei,cn CHN,"MF,FW",Espanyol,29,1991,23,4,474,5.3,1,0,1,1,0,0,0,0,0.19,0.00,0.19,0.19,0.19,Matches
304,Florian Lejeune,fr FRA,DF,Alavés,30,1991,30,30,2699,30.0,0,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches
305,Iñigo Lekue,es ESP,DF,Athletic Club,28,1993,25,22,1925,21.4,0,2,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,Matches
306,Thomas Lemar,fr FRA,MF,Atlético Madrid,25,1995,24,17,1440,16.0,4,5,9,4,0,0,2,0,0.25,0.31,0.56,0.25,0.56,Matches
307,Ruben Lendinez,es ESP,DF,Valencia,18,2003,4,1,137,1.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
308,Clément Lenglet,fr FRA,DF,Barcelona,26,1995,21,7,826,9.2,0,1,1,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,Matches
309,Javier Llabrés,es ESP,MF,Mallorca,18,2002,5,1,132,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
310,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,26,1995,29,29,2447,27.2,0,2,2,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,Matches
311,Giovani Lo Celso,ar ARG,"FW,MF",Villarreal,25,1996,16,11,994,11.0,1,1,2,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18,Matches
312,Julen Lobete,es ESP,FW,Real Sociedad,20,2000,13,2,284,3.2,2,0,2,2,0,0,0,0,0.63,0.00,0.63,0.63,0.63,Matches
313,Renan Lodi,br BRA,"DF,MF",Atlético Madrid,23,1998,29,13,1181,13.1,2,2,4,2,0,0,4,0,0.15,0.15,0.30,0.15,0.30,Matches
314,David López,es ESP,"MF,DF",Espanyol,31,1989,18,8,743,8.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
315,Diego López,es ESP,GK,Espanyol,39,1981,36,36,3177,35.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
316,Javi López,es ESP,DF,Alavés,19,2002,9,4,462,5.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
317,Unai López,es ESP,MF,Rayo Vallecano,25,1995,27,13,1160,12.9,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
318,Mamadou Loum,sn SEN,MF,Alavés,24,1996,32,26,2312,25.7,2,0,2,2,0,0,10,0,0.08,0.00,0.08,0.08,0.08,Matches
319,Anthony Lozano,hn HON,"FW,MF",Cádiz,28,1993,31,21,1672,18.6,7,2,9,7,0,0,8,0,0.38,0.11,0.48,0.38,0.48,Matches
320,Florentino Luís,pt POR,MF,Getafe,21,1999,22,9,992,11.0,0,1,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches
321,José Luis Gayà,es ESP,DF,Valencia,26,1995,24,22,1871,20.8,2,4,6,2,0,0,8,2,0.10,0.19,0.29,0.10,0.29,Matches
322,José Luis Morales,es ESP,"FW,MF",Levante,34,1987,35,31,2719,30.2,13,7,20,10,3,5,7,0,0.43,0.23,0.66,0.33,0.56,Matches
323,Luismi,es ESP,MF,Sevilla,20,2001,2,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
324,Andriy Lunin,ua UKR,GK,Real Madrid,22,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
325,Darwin Machís,ve VEN,"MF,FW",Granada,28,1993,25,16,1376,15.3,4,2,6,4,0,0,2,0,0.26,0.13,0.39,0.26,0.39,Matches
