Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches,MP,Starts,Min,Ast,G+A,G-PK,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,Temporada
95,Aitor Buñuel,es ESP,DF,Racing Ferrol,26,1998,24.1,1,9,5,55.6,0.37,0.21,0.11,0.20,0,0,Matches,28,25,2173,0,1,1,2,1,0.04,0.00,0.04,0.04,0.04,0,35,21,0,55,22,29,,,0,,,,,,,,,,,,,,,24/25
96,Adrián Butzke,es ESP,FW,Mirandés,25,1999,3.3,1,12,4,33.3,3.67,1.22,0.08,0.25,0,0,Matches,14,1,294,1,2,1,1,0,0.31,0.31,0.61,0.31,0.61,0,4,4,3,1,2,1,,,0,,,,,,,,,,,,,,,24/25
97,Erick Cabaco,uy URU,DF,Racing Ferrol,29,1995,1.5,0,0,0,,0.00,0.00,,,0,0,Matches,4,1,135,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,3,1,0,0,0,1,,,0,,,,,,,,,,,,,,,24/25
98,Jorge Cabello,es ESP,DF,Levante,20,2004,16.3,0,0,0,,0.00,0.00,,,0,0,Matches,20,15,1464,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0,9,11,1,0,12,5,,,0,,,,,,,,,,,,,,,24/25
99,Jordy Caicedo,ec ECU,FW,Sporting Gijón,26,1997,8.0,2,17,5,29.4,2.12,0.62,0.06,0.20,1,1,Matches,24,7,722,0,2,1,6,0,0.25,0.00,0.25,0.12,0.12,0,29,9,10,5,0,5,,,0,,,,,,,,,,,,,,,24/25
100,Álex Calatrava,es ESP,"MF,FW",Castellón,24,2000,24.7,6,82,20,24.4,3.31,0.81,0.07,0.30,0,0,Matches,32,26,2227,11,17,6,7,0,0.24,0.44,0.69,0.24,0.69,0,52,46,7,123,10,31,,,0,,,,,,,,,,,,,,,24/25
101,Josep Calavera,es ESP,MF,Castellón,24,1999,9.3,0,2,2,100.0,0.21,0.21,0.00,0.00,0,0,Matches,19,10,840,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0,18,1,0,4,14,12,,,0,,,,,,,,,,,,,,,24/25
102,Calderón,es ESP,DF,Córdoba,24,2000,24.5,0,13,2,15.4,0.53,0.08,0.00,0.00,0,0,Matches,32,23,2207,1,1,0,8,1,0.00,0.04,0.04,0.00,0.04,0,28,30,5,40,24,27,,,0,,,,,,,,,,,,,,,24/25
103,Iván Calero,es ESP,DF,Zaragoza,29,1995,27.4,0,34,5,14.7,1.24,0.18,0.00,0.00,0,0,Matches,34,28,2470,2,2,0,10,1,0.00,0.07,0.07,0.00,0.07,1,38,28,1,87,22,38,,,0,,,,,,,,,,,,,,,24/25
104,Álex Calvo,es ESP,FW,Mirandés,20,2004,2.0,1,4,2,50.0,1.97,0.98,0.25,0.50,0,0,Matches,13,0,183,0,1,1,1,0,0.49,0.00,0.49,0.49,0.49,0,5,4,1,11,1,2,,,0,,,,,,,,,,,,,,,24/25
105,Dani Calvo,es ESP,DF,Oviedo,30,1994,40.8,2,20,6,30.0,0.49,0.15,0.10,0.33,0,0,Matches,41,41,3668,3,5,2,9,0,0.05,0.07,0.12,0.05,0.12,0,31,16,1,8,29,30,,,0,,,,,,,,,,,,,,,24/25
106,Ousmane Camara,gn GUI,FW,Castellón,22,2001,11.6,3,37,10,27.0,3.20,0.86,0.08,0.30,0,0,Matches,16,12,1042,0,3,3,2,0,0.26,0.00,0.26,0.26,0.26,0,29,5,16,11,1,8,,,0,,,,,,,,,,,,,,,24/25
107,Sulei Camara,gm GAM,MF,Racing Sant,22,2001,5.0,1,7,3,42.9,1.40,0.60,0.14,0.33,0,0,Matches,21,2,449,1,2,1,1,0,0.20,0.20,0.40,0.20,0.40,0,7,26,4,13,4,2,,,0,,,,,,,,,,,,,,,24/25
108,Víctor Camarasa,es ESP,MF,Eldense,30,1994,11.5,0,16,4,25.0,1.40,0.35,0.00,0.00,0,0,Matches,27,11,1032,4,4,0,2,0,0.00,0.35,0.35,0.00,0.35,0,13,15,2,18,19,15,,,0,,,,,,,,,,,,,,,24/25
109,Gaspar Campos,es ESP,"MF,FW",Sporting Gijón,24,2000,16.3,4,36,10,27.8,2.21,0.61,0.11,0.40,0,0,Matches,26,17,1467,4,8,4,3,0,0.25,0.25,0.49,0.25,0.49,0,14,7,1,25,5,12,,,0,,,,,,,,,,,,,,,24/25
110,Víctor Campuzano,es ESP,FW,Sporting Gijón,27,1997,11.6,5,40,16,40.0,3.44,1.37,0.10,0.25,1,2,Matches,39,7,1048,2,7,4,5,0,0.43,0.17,0.60,0.34,0.52,0,25,21,7,11,0,6,,,0,,,,,,,,,,,,,,,24/25
111,Álex Cantero,es ESP,"MF,FW",Tenerife,24,2000,10.4,2,35,13,37.1,3.36,1.25,0.06,0.15,0,0,Matches,27,9,938,4,6,2,3,0,0.19,0.38,0.58,0.19,0.58,0,15,10,3,27,3,6,,,0,,,,,,,,,,,,,,,24/25
112,Ander Cantero,es ESP,GK,Burgos,29,1995,42.0,0,0,0,,0.00,0.00,,,0,0,Matches,42,42,3780,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,4,0,1,0,1,,,0,48,1.14,145,101,66.9,15,10,17,14,33.3,3,2,0,40.0,24/25
113,Mario Cantero,es ESP,MF,Burgos,22,2002,3.4,0,2,0,0.0,0.59,0.00,0.00,,0,0,Matches,12,3,307,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,5,1,0,2,0,2,,,0,,,,,,,,,,,,,,,24/25
114,David Carballo,es ESP,MF,Racing Ferrol,18,2006,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,3,0,27,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,1,0,,,0,,,,,,,,,,,,,,,24/25
115,Isaac Carcelen,es ESP,DF,Cádiz,31,1993,28.3,1,11,5,45.5,0.39,0.18,0.09,0.20,0,0,Matches,32,29,2543,0,1,1,7,0,0.04,0.00,0.04,0.04,0.04,0,23,31,3,41,27,34,,,0,,,,,,,,,,,,,,,24/25
116,Álex Cardero,es ESP,MF,Oviedo,20,2003,6.6,1,9,3,33.3,1.36,0.45,0.11,0.33,0,0,Matches,21,3,597,1,2,1,4,0,0.15,0.15,0.30,0.15,0.30,0,13,6,1,23,6,9,,,0,,,,,,,,,,,,,,,24/25
117,Carlo,es ESP,MF,Mirandés,23,2001,0.8,0,2,1,50.0,2.65,1.32,0.00,0.00,0,0,Matches,7,0,68,1,1,0,0,0,0.00,1.32,1.32,0.00,1.32,0,2,0,0,2,0,0,,,0,,,,,,,,,,,,,,,24/25
118,José Carlos Lazo,es ESP,"MF,FW",Albacete,28,1996,9.4,1,27,8,29.6,2.89,0.86,0.04,0.13,0,0,Matches,19,11,842,0,1,1,1,0,0.11,0.00,0.11,0.11,0.11,0,8,9,5,35,4,8,,,0,,,,,,,,,,,,,,,24/25
119,Cristian Carracedo,es ESP,"FW,MF",Córdoba,28,1995,36.5,5,51,20,39.2,1.40,0.55,0.06,0.15,2,2,Matches,40,38,3284,11,16,3,12,0,0.14,0.30,0.44,0.08,0.38,0,60,46,9,306,19,53,,,0,,,,,,,,,,,,,,,24/25
120,Marco Carrascal,es ESP,DF,Racing Sant,21,2003,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,3,0,35,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,2,0,0,0,2,1,,,0,,,,,,,,,,,,,,,24/25
121,Oscar Carrasco Sojo,es ESP,MF,Eibar,21,2002,0.1,0,1,0,0.0,9.00,0.00,0.00,,0,0,Matches,3,0,10,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,2,0,0,0,0,2,,,0,,,,,,,,,,,,,,,24/25
122,Álvaro Carrillo,es ESP,DF,Eibar,22,2002,14.4,1,4,1,25.0,0.28,0.07,0.25,1.00,0,0,Matches,21,15,1293,0,1,1,9,2,0.07,0.00,0.07,0.07,0.07,2,17,8,2,3,18,11,,,0,,,,,,,,,,,,,,,24/25
123,Antonio Casas,es ESP,FW,Córdoba,24,2000,29.4,10,83,20,24.1,2.82,0.68,0.12,0.50,0,0,Matches,39,32,2650,1,11,10,10,1,0.34,0.03,0.37,0.34,0.37,1,49,23,20,7,5,11,,,0,,,,,,,,,,,,,,,24/25
124,Sergio Castel,es ESP,FW,Málaga,29,1995,4.5,1,7,2,28.6,1.54,0.44,0.14,0.50,0,0,Matches,13,2,409,0,1,1,3,0,0.22,0.00,0.22,0.22,0.22,0,24,5,1,2,2,3,,,0,,,,,,,,,,,,,,,24/25
125,David Castro,es ESP,DF,Racing Ferrol,28,1995,20.3,0,8,1,12.5,0.39,0.05,0.00,0.00,0,0,Matches,24,20,1830,0,0,0,8,1,0.00,0.00,0.00,0.00,0.00,0,47,26,0,1,27,17,,,0,,,,,,,,,,,,,,,24/25
126,Javier Castro,es ESP,DF,Racing Sant,23,2000,30.7,3,21,8,38.1,0.68,0.26,0.14,0.38,0,0,Matches,37,29,2767,0,3,3,4,0,0.10,0.00,0.10,0.10,0.10,0,17,32,0,3,29,39,,,0,,,,,,,,,,,,,,,24/25
127,Nicolás Castro,ar ARG,MF,Elche,23,2000,25.5,4,55,22,40.0,2.16,0.86,0.05,0.14,1,1,Matches,34,25,2295,2,6,3,4,0,0.16,0.08,0.24,0.12,0.20,0,26,18,0,69,17,23,,,0,,,,,,,,,,,,,,,24/25
128,Santi Cazorla,es ESP,"MF,FW",Oviedo,39,1984,21.1,3,28,9,32.1,1.33,0.43,0.04,0.11,2,3,Matches,32,24,1900,5,8,1,1,0,0.14,0.24,0.38,0.05,0.28,0,6,34,1,129,16,17,,,0,,,,,,,,,,,,,,,24/25
129,Álex Centelles,es ESP,"DF,MF",Almería,26,1997,27.6,2,19,5,26.3,0.69,0.18,0.11,0.40,0,0,Matches,36,28,2481,4,6,2,4,0,0.07,0.15,0.22,0.07,0.22,0,33,22,4,120,31,26,,,0,,,,,,,,,,,,,,,24/25
130,Luis Chacón,es ESP,MF,Dep. La Coruña,24,2000,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,24/25
131,Ilyas Chaira,ma MAR,"MF,FW",Oviedo,23,2001,24.8,7,72,23,31.9,2.90,0.93,0.10,0.30,0,0,Matches,31,28,2234,3,10,7,8,0,0.28,0.12,0.40,0.28,0.40,0,52,44,12,78,12,35,,,0,,,,,,,,,,,,,,,24/25
132,Chapela,es ESP,MF,Eldense,25,1999,17.1,4,39,14,35.9,2.28,0.82,0.10,0.29,0,0,Matches,30,18,1541,0,4,4,1,0,0.23,0.00,0.23,0.23,0.23,0,10,36,8,28,7,13,,,0,,,,,,,,,,,,,,,24/25
133,Willy Chatiliez,cl CHI,MF,Huesca,19,2005,1.0,1,3,1,33.3,3.10,1.03,0.33,1.00,0,0,Matches,6,0,87,1,2,1,0,0,1.03,1.03,2.07,1.03,2.07,0,1,1,0,4,1,0,,,0,,,,,,,,,,,,,,,24/25
134,Checo,es ESP,DF,Cartagena,19,2004,0.3,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,25,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,24/25
135,Chema,es ESP,DF,Eibar,32,1992,9.7,1,7,2,28.6,0.72,0.21,0.14,0.50,0,0,Matches,13,9,869,0,1,1,9,1,0.10,0.00,0.10,0.10,0.10,1,5,2,0,0,11,5,,,0,,,,,,,,,,,,,,,24/25
136,Chiki,es ESP,"FW,MF",Racing Ferrol,27,1996,11.7,1,22,4,18.2,1.88,0.34,0.00,0.00,1,1,Matches,34,8,1054,0,1,0,4,0,0.09,0.00,0.09,0.00,0.00,0,11,21,2,16,5,5,,,0,,,,,,,,,,,,,,,24/25
137,Daijiro Chirino,cw CUW,"DF,MF",Castellón,22,2002,33.3,0,17,5,29.4,0.51,0.15,0.00,0.00,0,0,Matches,38,34,3000,3,3,0,10,1,0.00,0.09,0.09,0.00,0.09,0,27,23,3,40,36,43,,,0,,,,,,,,,,,,,,,24/25
138,Chumi,es ESP,DF,Almería,25,1999,26.4,0,4,2,50.0,0.15,0.08,0.00,0.00,0,0,Matches,27,27,2376,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,0,26,10,0,1,27,22,,,0,,,,,,,,,,,,,,,24/25
139,Chupete,es ESP,FW,Málaga,19,2004,10.8,4,22,9,40.9,2.03,0.83,0.18,0.44,0,0,Matches,19,11,976,0,4,4,4,0,0.37,0.00,0.37,0.37,0.37,0,13,16,1,4,2,5,,,0,,,,,,,,,,,,,,,24/25
140,Churripi,es ESP,GK,Cádiz,30,1994,4.6,0,0,0,,0.00,0.00,,,0,0,Matches,5,4,414,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,,,0,10,2.17,26,16,61.5,1,0,3,0,0.0,3,0,0,0.0,24/25
141,Víctor Chust,es ESP,DF,Cádiz,24,2000,38.2,3,8,4,50.0,0.21,0.10,0.38,0.75,0,0,Matches,40,38,3441,1,4,3,8,0,0.08,0.03,0.10,0.08,0.10,0,35,5,0,9,42,35,,,0,,,,,,,,,,,,,,,24/25
142,Brian Cipenga,cd COD,"MF,FW",Castellón,26,1998,7.6,3,20,7,35.0,2.62,0.92,0.15,0.43,0,0,Matches,15,7,686,1,4,3,0,0,0.39,0.13,0.52,0.39,0.52,0,9,10,1,16,1,13,,,0,,,,,,,,,,,,,,,24/25
143,Enrique Clemente,es ESP,DF,Zaragoza,25,1999,14.6,1,9,3,33.3,0.62,0.21,0.11,0.33,0,0,Matches,20,15,1314,0,1,1,4,1,0.07,0.00,0.07,0.07,0.07,0,22,12,0,15,28,23,,,0,,,,,,,,,,,,,,,24/25
144,Óscar Clemente,es ESP,MF,Levante,25,1999,0.6,0,1,0,0.0,1.67,0.00,0.00,,0,0,Matches,8,0,54,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,1,0,0,3,1,1,,,0,,,,,,,,,,,,,,,24/25
145,Óscar Clemente,es ESP,MF,Cartagena,25,1999,11.5,0,11,1,9.1,0.96,0.09,0.00,0.00,0,0,Matches,18,11,1032,2,2,0,0,0,0.00,0.17,0.17,0.00,0.17,0,7,15,1,6,12,7,,,0,,,,,,,,,,,,,,,24/25
146,Carlos Clerc,es ESP,MF,Elche,32,1992,0.7,0,0,0,,0.00,0.00,,,0,0,Matches,1,1,59,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,0,0,0,0,2,,,0,,,,,,,,,,,,,,,24/25
147,Mario Climent,es ESP,"DF,MF",Cádiz,22,2002,19.2,3,14,5,35.7,0.73,0.26,0.21,0.60,0,0,Matches,21,20,1728,4,7,3,1,0,0.16,0.21,0.36,0.16,0.36,0,11,13,2,49,17,17,,,0,,,,,,,,,,,,,,,24/25
148,Silvi Clúa,es ESP,MF,Almería,19,2005,4.5,0,2,0,0.0,0.44,0.00,0.00,,0,0,Matches,11,4,409,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,1,19,4,0,0,10,10,,,0,,,,,,,,,,,,,,,24/25
149,Diego Collado,es ESP,"FW,MF",Eldense,23,2001,10.4,2,24,6,25.0,2.31,0.58,0.08,0.33,0,0,Matches,16,12,934,1,3,2,2,0,0.19,0.10,0.29,0.19,0.29,0,17,12,2,12,5,15,,,0,,,,,,,,,,,,,,,24/25
150,Santiago Colombatto,ar ARG,MF,Oviedo,27,1997,36.0,4,35,10,28.6,0.97,0.28,0.09,0.30,1,1,Matches,39,37,3244,3,7,3,8,0,0.11,0.08,0.19,0.08,0.17,0,49,65,3,91,25,20,,,0,,,,,,,,,,,,,,,24/25
151,Arnau Comas,es ESP,DF,Eibar,24,2000,7.5,0,1,0,0.0,0.13,0.00,0.00,,0,0,Matches,9,9,676,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,10,8,0,0,4,13,,,0,,,,,,,,,,,,,,,24/25
152,Theo Corbeanu,ca CAN,MF,Granada,22,2002,2.8,0,7,3,42.9,2.49,1.07,0.00,0.00,0,0,Matches,10,2,253,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0,4,0,0,37,0,4,,,0,,,,,,,,,,,,,,,24/25
153,Gabriele Corbo,it ITA,DF,Córdoba,24,2000,1.5,0,1,0,0.0,0.67,0.00,0.00,,0,0,Matches,3,0,135,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,2,0,0,1,0,,,0,,,,,,,,,,,,,,,24/25
154,Antonio Cordero,es ESP,MF,Málaga,17,2006,23.2,6,67,23,34.3,2.89,0.99,0.04,0.13,3,4,Matches,39,23,2084,6,12,3,1,0,0.26,0.26,0.52,0.13,0.39,0,20,36,8,131,6,23,,,0,,,,,,,,,,,,,,,24/25
155,Aitor Córdoba,es ESP,DF,Burgos,29,1995,40.4,1,10,2,20.0,0.25,0.05,0.10,0.50,0,0,Matches,41,41,3638,1,2,1,7,0,0.02,0.02,0.05,0.02,0.05,0,32,13,0,1,49,23,,,0,,,,,,,,,,,,,,,24/25
156,Iñigo Córdoba,es ESP,"MF,DF",Burgos,27,1997,18.2,3,31,9,29.0,1.70,0.49,0.10,0.33,0,0,Matches,32,16,1640,5,8,3,5,0,0.16,0.27,0.44,0.16,0.44,0,17,30,10,68,31,44,,,0,,,,,,,,,,,,,,,24/25
157,José Corpas,es ESP,"DF,MF",Eibar,33,1991,31.9,6,54,21,38.9,1.69,0.66,0.07,0.19,2,3,Matches,34,34,2872,6,12,4,12,0,0.19,0.19,0.38,0.13,0.31,0,59,34,8,149,45,32,,,1,,,,,,,,,,,,,,,24/25
158,Rober Correa,es ESP,DF,Racing Ferrol,31,1992,14.9,0,8,2,25.0,0.54,0.13,0.00,0.00,0,0,Matches,23,13,1338,1,1,0,5,1,0.00,0.07,0.07,0.00,0.07,0,14,28,3,46,23,10,,,0,,,,,,,,,,,,,,,24/25
159,Álex Corredera,es ESP,MF,Tenerife,28,1996,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,3,1,94,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,1,,,0,,,,,,,,,,,,,,,24/25
160,Samu Cortés,es ESP,FW,Granada,18,2006,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,2,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,,,24/25
161,Borja Cortina,es ESP,DF,Levante,18,2006,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,13,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,,,24/25
162,Jaume Costa,es ESP,DF,Albacete,36,1988,7.2,0,2,0,0.0,0.28,0.00,0.00,,0,0,Matches,14,12,645,1,1,0,2,1,0.00,0.14,0.14,0.00,0.14,0,13,5,4,13,9,6,,,0,,,,,,,,,,,,,,,24/25
163,David Costas,es ESP,DF,Oviedo,29,1995,28.5,1,6,3,50.0,0.21,0.11,0.17,0.33,0,0,Matches,31,29,2566,1,2,1,5,0,0.04,0.04,0.07,0.04,0.07,0,26,20,1,0,23,14,,,0,,,,,,,,,,,,,,,24/25
164,Gonzalo Crettaz,ar ARG,GK,Castellón,24,2000,39.1,0,0,0,,0.00,0.00,,,0,0,Matches,40,39,3517,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,1,2,0,0,2,2,,,0,58,1.48,179,121,67.6,13,10,16,8,20.5,11,0,1,0.0,24/25
165,Cristian,es ESP,GK,Albacete,26,1998,6.0,0,0,0,,0.00,0.00,,,0,0,Matches,6,6,540,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,,,0,11,1.83,37,26,70.3,2,1,3,1,16.7,1,0,0,0.0,24/25
166,Sergio Cubero Ezcurra,es ESP,DF,Eibar,24,1999,22.2,0,18,6,33.3,0.81,0.27,0.00,0.00,0,0,Matches,27,21,2002,2,2,0,1,0,0.00,0.09,0.09,0.00,0.09,0,33,28,0,79,39,18,,,0,,,,,,,,,,,,,,,24/25
167,Cuenca,es ESP,FW,Zaragoza,21,2002,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,32,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,2,1,0,1,1,0,,,0,,,,,,,,,,,,,,,24/25
168,Pablo Cuñat,es ESP,GK,Cartagena,22,2002,35.0,0,0,0,,0.00,0.00,,,0,0,Matches,35,35,3150,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,3,2,0,0,0,0,,,1,65,1.86,216,151,69.9,5,4,26,6,17.1,4,2,1,33.3,24/25
169,Eric Curbelo,es ESP,DF,Sporting Gijón,30,1994,6.5,0,2,1,50.0,0.31,0.15,0.00,0.00,0,0,Matches,10,9,583,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,13,12,0,2,15,12,,,0,,,,,,,,,,,,,,,24/25
170,Curro,es ESP,"MF,FW",Burgos,28,1996,31.6,6,55,22,40.0,1.74,0.70,0.07,0.18,2,5,Matches,35,33,2846,1,7,4,6,0,0.19,0.03,0.22,0.13,0.16,0,47,54,7,59,16,29,,,0,,,,,,,,,,,,,,,24/25
171,Alberto Dadie,es ESP,DF,Mirandés,22,2002,1.3,0,1,1,100.0,0.76,0.76,0.00,0.00,0,0,Matches,10,0,119,0,0,0,0,2,0.00,0.00,0.00,0.00,0.00,0,4,3,0,6,1,8,,,0,,,,,,,,,,,,,,,24/25
172,Davo,es ESP,MF,Dep. La Coruña,29,1994,1.2,0,1,0,0.0,0.83,0.00,0.00,,0,0,Matches,9,0,108,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,2,1,2,5,0,1,,,0,,,,,,,,,,,,,,,24/25
173,Alberto Del Moral,es ESP,MF,Oviedo,24,2000,6.0,1,6,3,50.0,1.00,0.50,0.17,0.33,0,0,Matches,12,7,539,1,2,1,1,0,0.17,0.17,0.33,0.17,0.33,0,10,10,0,0,9,7,,,0,,,,,,,,,,,,,,,24/25
174,Alberto Del Moral,es ESP,MF,Córdoba,24,2000,2.0,0,2,2,100.0,1.01,1.01,0.00,0.00,0,0,Matches,5,2,179,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,2,3,1,2,2,0,,,0,,,,,,,,,,,,,,,24/25
175,Moisés Delgado,es ESP,DF,Huesca,30,1994,2.4,0,1,0,0.0,0.41,0.00,0.00,,0,0,Matches,7,1,218,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,3,2,0,19,1,5,,,0,,,,,,,,,,,,,,,24/25
176,Moisés Delgado,es ESP,DF,Racing Ferrol,30,1994,10.7,0,2,0,0.0,0.19,0.00,0.00,,0,0,Matches,16,11,960,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0,9,12,1,32,22,9,,,0,,,,,,,,,,,,,,,24/25
177,Julián Delmás,es ESP,"DF,MF",Racing Ferrol,29,1995,7.8,0,3,0,0.0,0.38,0.00,0.00,,0,0,Matches,15,6,704,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,15,9,0,22,8,10,,,0,,,,,,,,,,,,,,,24/25
178,Julián Delmás,es ESP,"DF,MF",Cartagena,29,1995,7.7,0,1,0,0.0,0.13,0.00,0.00,,0,0,Matches,15,6,695,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,14,10,0,39,10,7,,,0,,,,,,,,,,,,,,,24/25
179,Thomas van den Belt,nl NED,MF,Castellón,23,2001,34.2,6,49,19,38.8,1.43,0.56,0.12,0.32,0,0,Matches,39,34,3077,3,9,6,10,0,0.18,0.09,0.26,0.18,0.26,0,45,21,3,19,38,32,,,0,,,,,,,,,,,,,,,24/25
180,Bambo Diaby,sn SEN,DF,Elche,26,1997,12.0,0,3,1,33.3,0.25,0.08,0.00,0.00,0,0,Matches,22,14,1076,1,1,0,5,1,0.00,0.08,0.08,0.00,0.08,1,15,21,2,4,13,18,,,0,,,,,,,,,,,,,,,24/25
181,Moussa Diakité,ml MLI,MF,Cádiz,20,2003,15.7,2,9,3,33.3,0.57,0.19,0.22,0.67,0,0,Matches,22,17,1415,0,2,2,4,1,0.13,0.00,0.13,0.13,0.13,0,18,21,0,4,16,22,,,0,,,,,,,,,,,,,,,24/25
182,Siren Diao,es ESP,FW,Granada,19,2005,1.7,2,6,3,50.0,3.51,1.75,0.33,0.67,0,0,Matches,11,1,154,2,4,2,0,0,1.17,1.17,2.34,1.17,2.34,0,3,5,0,0,0,1,,,0,,,,,,,,,,,,,,,24/25
183,Youssouf Diarra,ml MLI,"MF,FW",Tenerife,25,1998,37.4,5,49,14,28.6,1.31,0.37,0.10,0.36,0,0,Matches,42,39,3369,3,8,5,4,0,0.13,0.08,0.21,0.13,0.21,0,47,43,21,48,30,28,,,0,,,,,,,,,,,,,,,24/25
184,Amadou Diawara,gn GUI,MF,Eldense,27,1997,10.8,2,11,2,18.2,1.02,0.18,0.18,1.00,0,0,Matches,12,11,973,0,2,2,2,0,0.18,0.00,0.18,0.18,0.18,0,13,5,0,5,11,7,,,0,,,,,,,,,,,,,,,24/25
185,Diego Diaz,es ESP,FW,Racing Sant,19,2005,0.4,0,4,3,75.0,10.29,7.71,0.00,0.00,0,0,Matches,2,0,35,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,4,1,0,,,0,,,,,,,,,,,,,,,24/25
186,Dioni,es ESP,FW,Málaga,34,1989,21.7,7,32,16,50.0,1.47,0.74,0.22,0.44,0,1,Matches,39,22,1955,3,10,7,4,0,0.32,0.14,0.46,0.32,0.46,0,45,49,8,8,1,1,,,0,,,,,,,,,,,,,,,24/25
187,Matías Dituro,ar ARG,GK,Elche,37,1987,38.0,0,0,0,,0.00,0.00,,,0,0,Matches,38,38,3420,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,2,0,0,0,0,,,0,33,0.87,115,82,71.3,20,10,8,16,42.1,1,0,1,0.0,24/25
188,Joaquín Domingo,es ESP,DF,Albacete,18,2006,0.2,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,22,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,1,0,,,0,,,,,,,,,,,,,,,24/25
189,John Donald,es ESP,"DF,MF",Elche,23,2000,9.7,2,9,3,33.3,0.93,0.31,0.22,0.67,0,0,Matches,19,8,869,0,2,2,0,0,0.21,0.00,0.21,0.21,0.21,0,12,10,0,1,15,15,,,0,,,,,,,,,,,,,,,24/25
190,Josué Dorrio,es ESP,"MF,FW",Racing Ferrol,30,1994,32.5,2,50,10,20.0,1.54,0.31,0.04,0.20,0,0,Matches,40,36,2922,3,5,2,2,0,0.06,0.09,0.15,0.06,0.15,0,35,48,5,66,14,23,,,0,,,,,,,,,,,,,,,24/25
191,Carlos Dotor,es ESP,MF,Oviedo,23,2001,2.1,0,1,0,0.0,0.47,0.00,0.00,,0,0,Matches,6,2,191,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,6,5,0,1,2,2,,,0,,,,,,,,,,,,,,,24/25
192,Carlos Dotor,es ESP,MF,Sporting Gijón,23,2001,5.3,2,9,4,44.4,1.71,0.76,0.22,0.50,0,0,Matches,13,4,473,0,2,2,1,0,0.38,0.00,0.38,0.38,0.38,0,8,6,0,5,2,4,,,0,,,,,,,,,,,,,,,24/25
