Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt,Matches,MP,Starts,Min,Ast,G+A,G-PK,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKA,PKsv,PKm,Save%.1,Temporada
12,Ager Aketxe,es ESP,"MF,FW",Zaragoza,30,1993,20.9,2,54,18,33.3,2.58,0.86,0.04,0.11,0,1,Matches,36,22,1884,3,5,2,4,0,0.10,0.14,0.24,0.10,0.24,0,25,34,0,141,8,20,,,0,,,,,,,,,,,,,,,24/25
13,Tomás Alarcón,cl CHI,"DF,MF",Cádiz,25,1999,0.9,0,1,1,100.0,1.06,1.06,0.00,0.00,0,0,Matches,3,0,85,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,3,2,0,1,1,1,,,0,,,,,,,,,,,,,,,24/25
14,Albarrán,es ESP,DF,Córdoba,30,1994,32.8,4,25,9,36.0,0.76,0.27,0.16,0.44,0,0,Matches,36,33,2953,2,6,4,11,0,0.12,0.06,0.18,0.12,0.18,0,67,15,6,73,29,37,,,0,,,,,,,,,,,,,,,24/25
15,Raúl Alcaina,es ESP,MF,Dep. La Coruña,24,2000,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,1,90,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,2,0,3,0,2,,,0,,,,,,,,,,,,,,,24/25
16,Pedro Alcalá,es ESP,DF,Cartagena,35,1989,29.0,0,11,5,45.5,0.38,0.17,0.00,0.00,0,0,Matches,30,29,2614,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0,20,14,1,2,26,18,,,1,,,,,,,,,,,,,,,24/25
17,Rubén Alcaraz,es ESP,MF,Cádiz,33,1991,23.6,3,31,9,29.0,1.31,0.38,0.03,0.11,2,3,Matches,29,25,2122,1,4,1,10,0,0.13,0.04,0.17,0.04,0.08,0,45,31,1,41,32,38,,,1,,,,,,,,,,,,,,,24/25
18,Aldasoro,es ESP,MF,Racing Sant,25,1999,32.1,2,34,7,20.6,1.06,0.22,0.06,0.29,0,0,Matches,39,36,2885,3,5,2,11,0,0.06,0.09,0.16,0.06,0.16,0,48,36,0,1,42,38,,,0,,,,,,,,,,,,,,,24/25
19,Iker Alday,es ESP,DF,Eibar,21,2003,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,5,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,0,0,1,1,0,,,0,,,,,,,,,,,,,,,24/25
20,Iván Alejo,es ESP,"MF,DF",Cádiz,29,1995,9.4,0,7,0,0.0,0.74,0.00,0.00,,0,0,Matches,18,9,848,2,2,0,5,0,0.00,0.21,0.21,0.00,0.21,0,17,23,1,90,7,16,,,0,,,,,,,,,,,,,,,24/25
21,Alexandre Alemão,br BRA,FW,Oviedo,26,1998,33.0,14,99,36,36.4,3.00,1.09,0.14,0.39,0,0,Matches,40,35,2971,4,18,14,3,0,0.42,0.12,0.55,0.42,0.55,0,74,61,11,18,7,23,,,0,,,,,,,,,,,,,,,24/25
22,Alejandro Alfaro,es ESP,MF,Dep. La Coruña,22,2002,0.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,1,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,24/25
23,Ángel Algobia,es ESP,MF,Levante,25,1999,8.9,2,9,3,33.3,1.01,0.34,0.22,0.67,0,0,Matches,23,8,799,1,3,2,2,0,0.23,0.11,0.34,0.23,0.34,0,12,4,0,6,12,16,,,0,,,,,,,,,,,,,,,24/25
24,Julio Alonso,es ESP,"MF,DF",Mirandés,25,1998,23.3,0,9,1,11.1,0.39,0.04,0.00,0.00,0,0,Matches,31,25,2099,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0,25,25,4,59,9,34,,,0,,,,,,,,,,,,,,,24/25
25,Agustín Álvarez,uy URU,"FW,MF",Elche,23,2001,25.9,8,72,29,40.3,2.78,1.12,0.11,0.28,0,1,Matches,37,27,2333,2,10,8,7,0,0.31,0.08,0.39,0.31,0.39,0,30,47,5,3,6,12,,,0,,,,,,,,,,,,,,,24/25
26,Carlos Álvarez,es ESP,"MF,FW",Levante,20,2003,37.6,7,47,17,36.2,1.25,0.45,0.15,0.41,0,0,Matches,42,39,3386,11,18,7,4,0,0.19,0.29,0.48,0.19,0.48,0,26,107,5,86,13,36,,,0,,,,,,,,,,,,,,,24/25
27,César Álvarez,es ESP,DF,Tenerife,21,2003,8.0,0,4,0,0.0,0.50,0.00,0.00,,0,0,Matches,12,6,722,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,1,6,0,0,19,9,8,,,0,,,,,,,,,,,,,,,24/25
28,Ismael Álvarez,es ESP,FW,Cádiz,16,2007,0.0,0,1,0,0.0,22.50,0.00,0.00,,0,0,Matches,1,0,4,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,24/25
29,Sergio Álvarez,es ESP,MF,Eibar,32,1992,31.0,0,12,5,41.7,0.39,0.16,0.00,0.00,0,0,Matches,38,28,2790,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,1,43,24,0,14,35,71,,,0,,,,,,,,,,,,,,,24/25
30,Rubén Alves,es ESP,DF,Tenerife,29,1994,6.7,1,3,1,33.3,0.45,0.15,0.33,1.00,0,0,Matches,9,7,599,0,1,1,0,0,0.15,0.00,0.15,0.15,0.15,0,11,2,0,2,8,10,,,0,,,,,,,,,,,,,,,24/25
31,Rubén Alves,es ESP,DF,Córdoba,29,1994,8.1,2,10,5,50.0,1.24,0.62,0.20,0.40,0,0,Matches,10,9,725,0,2,2,5,0,0.25,0.00,0.25,0.25,0.25,0,11,9,0,1,13,10,,,0,,,,,,,,,,,,,,,24/25
32,Jair Amador,gq EQG,DF,Zaragoza,34,1989,18.4,2,13,6,46.2,0.71,0.33,0.15,0.33,0,0,Matches,23,18,1653,2,4,2,5,0,0.11,0.11,0.22,0.11,0.22,0,20,13,0,0,31,9,,,0,,,,,,,,,,,,,,,24/25
33,Andy,es ESP,MF,Cartagena,34,1990,24.6,4,24,9,37.5,0.98,0.37,0.04,0.11,3,3,Matches,36,23,2214,1,5,1,4,0,0.16,0.04,0.20,0.04,0.08,0,25,16,0,94,31,24,,,0,,,,,,,,,,,,,,,24/25
34,José Ángel,es ESP,DF,Sporting Gijón,34,1989,15.1,1,12,3,25.0,0.79,0.20,0.08,0.33,0,0,Matches,25,16,1359,2,3,1,8,0,0.07,0.13,0.20,0.07,0.20,0,18,7,1,153,9,16,,,0,,,,,,,,,,,,,,,24/25
35,José Ángel,es ESP,MF,Dep. La Coruña,32,1992,21.7,0,19,4,21.1,0.88,0.18,0.00,0.00,0,0,Matches,28,23,1954,5,5,0,5,0,0.00,0.23,0.23,0.00,0.23,0,38,35,2,50,29,40,,,0,,,,,,,,,,,,,,,24/25
36,Miguel Ángel Rubio,es ESP,DF,Granada,26,1998,29.0,3,19,7,36.8,0.66,0.24,0.16,0.43,0,0,Matches,30,29,2610,1,4,3,7,0,0.10,0.03,0.14,0.10,0.14,0,37,13,2,1,23,21,,,0,,,,,,,,,,,,,,,24/25
37,Hugo Anglada,es ESP,DF,Huesca,20,2004,0.1,0,0,0,,0.00,0.00,,,0,0,Matches,1,0,6,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,0,0,0,0,0,,,0,,,,,,,,,,,,,,,24/25
38,Josep Antoni Gayá,es ESP,DF,Tenerife,24,2000,10.4,0,6,0,0.0,0.58,0.00,0.00,,0,0,Matches,12,10,936,1,1,0,4,0,0.00,0.10,0.10,0.00,0.10,0,10,6,0,0,14,15,,,0,,,,,,,,,,,,,,,24/25
39,José Antonio,es ESP,MF,Cádiz,20,2004,9.3,1,16,4,25.0,1.72,0.43,0.06,0.25,0,0,Matches,22,10,836,0,1,1,1,0,0.11,0.00,0.11,0.11,0.11,0,14,24,2,35,7,9,,,0,,,,,,,,,,,,,,,24/25
40,José Antonio Ríos,es ESP,DF,Cartagena,34,1990,11.9,0,4,0,0.0,0.34,0.00,0.00,,0,0,Matches,17,11,1071,1,1,0,1,0,0.00,0.08,0.08,0.00,0.08,0,1,5,0,65,9,5,,,0,,,,,,,,,,,,,,,24/25
41,Juan Antonio Ros,es ESP,DF,Albacete,28,1996,11.7,0,5,0,0.0,0.43,0.00,0.00,,0,0,Matches,16,12,1050,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,10,0,2,2,12,4,,,0,,,,,,,,,,,,,,,24/25
42,Kévin Appin,mq MTQ,MF,Burgos,26,1998,5.7,0,4,1,25.0,0.70,0.18,0.00,0.00,0,0,Matches,7,6,513,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,7,10,2,3,5,8,,,0,,,,,,,,,,,,,,,24/25
43,Aritz Arambarri,es ESP,DF,Eibar,26,1998,26.8,0,7,1,14.3,0.26,0.04,0.00,0.00,0,0,Matches,32,27,2413,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,1,20,5,1,1,26,19,,,0,,,,,,,,,,,,,,,24/25
44,Arana,es ESP,FW,Racing Sant,24,2000,25.2,13,86,35,40.7,3.41,1.39,0.15,0.37,0,0,Matches,38,27,2272,0,13,13,6,0,0.51,0.00,0.51,0.51,0.51,0,44,29,14,8,3,6,,,0,,,,,,,,,,,,,,,24/25
45,Anaitz Arbilla,es ESP,DF,Eibar,37,1987,25.8,0,17,5,29.4,0.66,0.19,0.00,0.00,0,0,Matches,26,26,2324,0,0,0,10,1,0.00,0.00,0.00,0.00,0.00,1,24,8,0,2,34,13,,,0,,,,,,,,,,,,,,,24/25
46,Adu Ares,es ESP,"MF,DF",Zaragoza,22,2001,16.3,2,33,7,21.2,2.02,0.43,0.06,0.29,0,0,Matches,30,18,1468,1,3,2,9,0,0.12,0.06,0.18,0.12,0.18,0,36,39,0,22,11,15,,,0,,,,,,,,,,,,,,,24/25
47,Jeremy Arévalo,ec ECU,MF,Racing Sant,19,2005,1.7,0,0,0,,0.00,0.00,,,0,0,Matches,7,1,157,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,4,7,0,0,2,1,,,0,,,,,,,,,,,,,,,24/25
48,Ayman Arguigue,ma MAR,FW,Huesca,19,2005,1.0,0,2,2,100.0,2.02,2.02,0.00,0.00,0,0,Matches,8,0,89,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,2,2,0,0,1,1,,,0,,,,,,,,,,,,,,,24/25
49,Kervin Arriaga,hn HON,"MF,DF",Zaragoza,26,1998,14.6,1,13,4,30.8,0.89,0.27,0.08,0.25,0,0,Matches,17,15,1314,0,1,1,8,0,0.07,0.00,0.07,0.07,0.07,0,27,29,3,2,7,24,,,0,,,,,,,,,,,,,,,24/25
50,Sergio Arribas,es ESP,MF,Almería,22,2001,28.7,8,79,28,35.4,2.75,0.97,0.10,0.29,0,0,Matches,41,30,2586,3,11,8,3,1,0.28,0.10,0.38,0.28,0.38,0,21,46,4,138,15,22,,,0,,,,,,,,,,,,,,,24/25
51,Hodei Arrillaga,,DF,Eibar,,,17.5,0,7,1,14.3,0.40,0.06,0.00,0.00,0,0,Matches,31,17,1576,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,15,4,1,42,22,26,,,0,,,,,,,,,,,,,,,24/25
52,Anderson Arroyo,co COL,DF,Burgos,24,1999,29.9,0,9,0,0.0,0.30,0.00,0.00,,0,0,Matches,36,30,2691,1,1,0,6,0,0.00,0.03,0.03,0.00,0.03,0,22,33,2,48,44,35,,,0,,,,,,,,,,,,,,,24/25
53,Assane,sn SEN,MF,Cartagena,24,1999,14.2,0,10,4,40.0,0.70,0.28,0.00,0.00,0,0,Matches,16,15,1278,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,15,23,2,4,21,23,,,0,,,,,,,,,,,,,,,24/25
54,Miguel Atienza,es ESP,MF,Burgos,25,1999,34.7,0,18,8,44.4,0.52,0.23,0.00,0.00,0,0,Matches,39,37,3121,0,0,0,11,0,0.00,0.00,0.00,0.00,0.00,0,51,43,0,8,68,54,,,0,,,,,,,,,,,,,,,24/25
55,Douglas Aurélio,pt POR,"FW,MF",Castellón,25,1999,14.8,3,43,21,48.8,2.91,1.42,0.07,0.14,0,0,Matches,24,16,1329,0,3,3,1,0,0.20,0.00,0.20,0.20,0.20,0,16,10,6,22,5,9,,,0,,,,,,,,,,,,,,,24/25
56,Ivan Azón,es ESP,FW,Zaragoza,21,2002,16.2,7,48,19,39.6,2.96,1.17,0.15,0.37,0,0,Matches,24,15,1457,2,9,7,2,0,0.43,0.12,0.56,0.43,0.56,0,28,48,20,11,1,4,,,0,,,,,,,,,,,,,,,24/25
57,Iddrisu Baba,gh GHA,MF,Almería,28,1996,6.8,0,3,0,0.0,0.44,0.00,0.00,,0,0,Matches,10,7,613,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0,11,29,0,2,6,10,,,0,,,,,,,,,,,,,,,24/25
58,Édgar Badía,es ESP,GK,Tenerife,32,1992,22.0,0,0,0,,0.00,0.00,,,0,0,Matches,22,22,1980,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,3,0,0,0,1,,,1,1,1.00,2,1,50.0,0,0,1,0,0.0,0,0,0,,24/25
58,Édgar Badía,es ESP,GK,Tenerife,32,1992,22.0,0,0,0,,0.00,0.00,,,0,0,Matches,22,22,1980,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,0,3,0,0,0,1,,,1,24,1.09,61,37,60.7,6,7,9,6,27.3,4,3,1,42.9,24/25
59,Édgar Badía,es ESP,GK,Elche,32,1992,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,1,90,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,1,1.00,2,1,50.0,0,0,1,0,0.0,0,0,0,,24/25
59,Édgar Badía,es ESP,GK,Elche,32,1992,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,1,90,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,24,1.09,61,37,60.7,6,7,9,6,27.3,4,3,1,42.9,24/25
60,Léo Baptistão,br BRA,"MF,FW",Almería,31,1992,27.1,10,100,33,33.0,3.69,1.22,0.10,0.30,0,0,Matches,37,32,2438,5,15,10,2,0,0.37,0.18,0.55,0.37,0.55,0,41,43,11,52,17,28,,,0,,,,,,,,,,,,,,,24/25
61,Barbero,es ESP,FW,Dep. La Coruña,25,1998,19.7,7,55,23,41.8,2.79,1.17,0.13,0.30,0,0,Matches,37,19,1773,5,12,7,3,1,0.36,0.25,0.61,0.36,0.61,0,42,20,11,2,2,11,,,0,,,,,,,,,,,,,,,24/25
62,Matías Barboza,es ESP,DF,Córdoba,22,2002,1.1,0,0,0,,0.00,0.00,,,0,0,Matches,2,1,103,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,3,0,0,0,4,0,,,0,,,,,,,,,,,,,,,24/25
63,Daniel Barcia,es ESP,DF,Dep. La Coruña,21,2003,16.0,0,6,0,0.0,0.37,0.00,0.00,,0,0,Matches,16,16,1440,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0,17,7,0,0,14,12,,,1,,,,,,,,,,,,,,,24/25
64,Keidi Bare,al ALB,MF,Zaragoza,26,1997,18.3,0,19,4,21.1,1.04,0.22,0.00,0.00,0,1,Matches,21,20,1650,2,2,0,6,0,0.00,0.11,0.11,0.00,0.11,0,33,37,0,15,22,14,,,0,,,,,,,,,,,,,,,24/25
65,Gabriel Bares,ch SUI,MF,Burgos,23,2000,1.3,0,0,0,,0.00,0.00,,,0,0,Matches,4,2,118,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,6,2,0,2,4,2,,,0,,,,,,,,,,,,,,,24/25
66,Matia Barzic,hr CRO,DF,Eldense,20,2004,13.9,0,1,0,0.0,0.07,0.00,0.00,,0,0,Matches,14,14,1253,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0,18,8,1,5,18,9,,,0,,,,,,,,,,,,,,,24/25
67,Matia Barzic,hr CRO,DF,Elche,20,2004,4.9,0,2,1,50.0,0.41,0.20,0.00,0.00,0,0,Matches,8,5,444,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0,10,2,0,1,4,4,,,0,,,,,,,,,,,,,,,24/25
68,Aboubacar Bassinga,bf BFA,FW,Mirandés,19,2005,0.5,0,1,0,0.0,1.87,0.00,0.00,,0,0,Matches,2,1,48,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,,,0,,,,,,,,,,,,,,,24/25
69,Borja Bastón,es ESP,FW,Granada,31,1992,2.2,0,8,1,12.5,3.62,0.45,0.00,0.00,0,0,Matches,11,2,199,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,3,3,1,1,0,0,,,0,,,,,,,,,,,,,,,24/25
70,Roko Baturina,hr CRO,FW,Málaga,24,2000,9.9,2,22,6,27.3,2.21,0.60,0.09,0.33,0,1,Matches,24,9,894,1,3,2,1,0,0.20,0.10,0.30,0.20,0.30,0,13,7,6,0,1,2,,,0,,,,,,,,,,,,,,,24/25
71,Jon Bautista,es ESP,FW,Eibar,29,1995,28.9,11,95,36,37.9,3.29,1.25,0.12,0.31,0,0,Matches,37,31,2597,4,15,11,5,1,0.38,0.14,0.52,0.38,0.52,0,54,32,33,9,6,9,,,0,,,,,,,,,,,,,,,24/25
72,Samed Baždar,ba BIH,"FW,MF",Zaragoza,20,2004,18.8,4,41,18,43.9,2.18,0.96,0.10,0.22,0,0,Matches,31,20,1693,4,8,4,6,1,0.21,0.21,0.43,0.21,0.43,0,28,17,11,11,3,8,,,0,,,,,,,,,,,,,,,24/25
73,Bebé,cv CPV,"MF,FW",Racing Ferrol,34,1990,9.2,0,23,7,30.4,2.51,0.76,0.00,0.00,0,0,Matches,14,10,826,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,5,10,9,59,0,6,,,0,,,,,,,,,,,,,,,24/25
74,Axel Bejarano Fernandez,es ESP,FW,Huesca,19,2005,0.4,0,0,0,,0.00,0.00,,,0,0,Matches,3,0,34,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,3,0,1,0,0,,,0,,,,,,,,,,,,,,,24/25
75,Iker Benito,es ESP,"DF,MF",Mirandés,21,2002,15.7,1,23,5,21.7,1.47,0.32,0.04,0.20,0,0,Matches,21,16,1410,2,3,1,2,0,0.06,0.13,0.19,0.06,0.19,0,16,22,2,59,13,8,,,0,,,,,,,,,,,,,,,24/25
76,Sergio Bermejo,es ESP,MF,Zaragoza,26,1997,3.0,0,3,0,0.0,1.00,0.00,0.00,,0,0,Matches,8,3,270,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,8,4,0,13,4,7,,,0,,,,,,,,,,,,,,,24/25
77,Álex Bernal,es ESP,"MF,FW",Eldense,33,1991,12.6,1,9,3,33.3,0.72,0.24,0.11,0.33,0,0,Matches,24,11,1131,1,2,1,4,0,0.08,0.08,0.16,0.08,0.16,0,11,30,0,13,8,14,,,0,,,,,,,,,,,,,,,24/25
78,Jesús Bernal,es ESP,MF,Sporting Gijón,27,1996,6.9,0,3,0,0.0,0.43,0.00,0.00,,0,0,Matches,12,6,622,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,8,2,0,2,7,6,,,0,,,,,,,,,,,,,,,24/25
79,Emilio Bernard,es ESP,GK,Racing Ferrol,24,1999,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,1,90,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,,,0,2,2.00,7,5,71.4,0,0,1,0,0.0,0,0,0,,24/25
80,Pedro Bigas,es ESP,DF,Elche,33,1990,28.5,2,24,9,37.5,0.84,0.32,0.08,0.22,0,0,Matches,33,29,2565,2,4,2,4,0,0.07,0.07,0.14,0.07,0.14,0,26,21,1,9,26,23,,,0,,,,,,,,,,,,,,,24/25
81,Raúl Blanco,es ESP,"FW,MF",Racing Ferrol,23,2001,7.0,0,20,7,35.0,2.84,1.00,0.00,0.00,0,0,Matches,14,7,633,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,8,5,2,37,1,2,,,0,,,,,,,,,,,,,,,24/25
82,Jérémy Blasco,fr FRA,DF,Huesca,25,1999,26.8,1,2,1,50.0,0.07,0.04,0.50,1.00,0,0,Matches,32,29,2411,0,1,1,2,0,0.04,0.00,0.04,0.04,0.04,0,10,9,1,2,20,14,,,0,,,,,,,,,,,,,,,24/25
83,Adam Boayar,ma MAR,FW,Elche,18,2005,1.0,1,4,3,75.0,4.14,3.10,0.25,0.33,0,0,Matches,3,1,87,0,1,1,1,0,1.03,0.00,1.03,1.03,1.03,0,2,2,0,0,2,1,,,0,,,,,,,,,,,,,,,24/25
84,Yann Bodiger,fr FRA,MF,Tenerife,29,1995,21.0,0,31,3,9.7,1.48,0.14,0.00,0.00,0,0,Matches,27,24,1890,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0,46,25,2,11,32,47,,,0,,,,,,,,,,,,,,,24/25
85,Rahim Bonkano,ne NIG,DF,Oviedo,22,2002,20.6,0,3,0,0.0,0.15,0.00,0.00,,0,0,Matches,25,21,1854,1,1,0,4,0,0.00,0.05,0.05,0.00,0.05,0,19,13,5,61,37,22,,,0,,,,,,,,,,,,,,,24/25
86,Santi Borikó,gq EQG,DF,Castellón,21,2003,1.2,0,0,0,,0.00,0.00,,,0,0,Matches,4,0,106,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,2,,,0,,,,,,,,,,,,,,,24/25
87,David Bosilj,si SVN,FW,Castellón,22,2002,1.9,1,5,4,80.0,2.69,2.16,0.20,0.25,0,0,Matches,10,1,167,0,1,1,0,0,0.54,0.00,0.54,0.54,0.54,0,1,4,0,0,0,0,,,0,,,,,,,,,,,,,,,24/25
88,Mohamed Bouldini,ma MAR,FW,Levante,28,1995,0.9,0,5,2,40.0,5.49,2.20,0.00,0.00,0,0,Matches,2,1,82,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,,,0,,,,,,,,,,,,,,,24/25
89,Mohamed Bouldini,ma MAR,FW,Dep. La Coruña,28,1995,7.2,1,14,3,21.4,1.94,0.42,0.07,0.33,0,0,Matches,20,6,648,0,1,1,2,0,0.14,0.00,0.14,0.14,0.14,0,31,6,5,1,2,4,,,0,,,,,,,,,,,,,,,24/25
90,Mohamed Bouzaidi Diouri,ma MAR,MF,Eldense,24,1999,3.2,1,11,4,36.4,3.40,1.24,0.09,0.25,0,0,Matches,12,2,291,0,1,1,1,0,0.31,0.00,0.31,0.31,0.31,0,11,11,0,7,1,3,,,0,,,,,,,,,,,,,,,24/25
91,Lucas Boyé,ar ARG,FW,Granada,28,1996,28.8,10,86,28,32.6,2.99,0.97,0.08,0.25,3,4,Matches,33,28,2588,5,15,7,3,0,0.35,0.17,0.52,0.24,0.42,0,82,58,15,24,5,14,,,0,,,,,,,,,,,,,,,24/25
92,Quentin Braat,fr FRA,GK,Oviedo,27,1997,1.0,0,0,0,,0.00,0.00,,,0,0,Matches,1,1,90,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0,1,0,0,0,0,0,,,0,2,2.00,9,7,77.8,1,0,0,0,0.0,0,1,0,100.0,24/25
93,Brau,es ESP,DF,Granada,22,2001,20.5,2,16,5,31.3,0.78,0.24,0.13,0.40,0,0,Matches,26,20,1845,0,2,2,9,0,0.10,0.00,0.10,0.10,0.10,0,24,21,0,68,27,30,,,0,,,,,,,,,,,,,,,24/25
94,Brugui,es ESP,"FW,MF",Levante,27,1996,27.2,11,65,26,40.0,2.39,0.96,0.17,0.42,0,0,Matches,37,31,2449,4,15,11,4,0,0.40,0.15,0.55,0.40,0.55,0,41,27,16,24,3,18,,,0,,,,,,,,,,,,,,,24/25
